0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,idm135_N,differenceends,class
0.0,0.0,0.0,0.0,3.0094962,5.899904,0.0,0.0,0.0,2.6166008,5.019023,0.0,0.0,0.0,0.0,0.0,0.04113384208341871,0.2559241706161137,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8410068,0.0,0.0,0.0,0.0,0.0,0.0,0.09380623711324582,0.2796208530805687,0
0.0,0.0,0.3473184,0.0,2.9879959,7.7698817,0.0,0.15459822,0.0,0.0,3.5395575,0.0,0.0,0.0,0.0,0.0,0.00200533249029379,0.14218009478672985,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16561922824941352,0.5971563981042655,0
0.0,0.0,0.0,0.0,0.78884554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02455794100945178,0.3696682464454977,0
0.0,0.0,0.4649635,0.0,3.5195444,6.8141804,0.0,0.0,0.0,1.8865236,6.649528,0.0,0.0,0.0,0.0,0.0,0.0030283795757073875,0.5071090047393365,0
0.0,0.0,0.0,0.0,0.41681287,2.2206483,0.0,0.0,0.0,0.9299367,0.0,0.0,0.0,0.0,0.0,0.0,0.012274494172409915,0.5023696682464455,0
0.0,0.0,5.473382,0.0,6.416729,8.096844,4.113301,0.0,0.0,0.0,10.736603,0.0,6.447421,0.0,0.0,1.6091373,0.0020463089249788662,0.24644549763033177,0
0.0,0.0,2.2721229,0.0,7.7023196,6.6447673,2.4581404,0.0,0.0,0.0,6.677441,0.0,4.184933,0.0,0.0,0.0,0.0024398141068072525,0.13744075829383887,0
0.0,0.0,0.0,0.0,8.485471,4.8744864,0.0,0.0,0.0,1.0599355,8.718627,0.0,1.0233035,0.0,0.0,0.0,0.02238898375837574,0.6587677725118484,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33062544,0.0,0.0,0.0,0.0,0.0,0.008895804416477391,0.49763033175355453,0
0.0,0.0,1.4493461,0.0,5.2548256,3.2849433,3.4049282,0.0,0.0,0.0112716835,8.480991,0.0,6.2287025,0.0,0.0,0.0,0.0012678790485964148,0.18009478672985782,0
0.0,0.0,3.9127042,0.0,5.1785817,7.0155206,1.9667231,0.0,0.0,0.0,6.275204,0.0,4.969461,0.0,0.0,0.0,0.0021986763143005223,0.2559241706161137,0
0.0,0.0,0.0,0.0,4.1216593,4.534857,5.953912,0.0,0.0,2.866837,12.020709,0.0,0.0,0.0,0.0,0.0,0.010863193240236846,0.40284360189573465,0
0.0,0.0,0.0,0.0,11.331234,0.27370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003624043437657777,0.6682464454976303,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019505457916795654,0.9194312796208531,0
0.0,0.0,5.7982554,0.0,5.23477,6.911474,3.4404442,0.17934988,0.0,0.0,8.4268265,0.0,6.1243796,0.0,0.0,1.4595959,0.0006167369644006355,0.37914691943127965,0
0.0,0.0,0.0,0.0,5.862587,4.433041,0.0,0.0,0.0,1.0601662,3.7501662,0.0,0.0,0.0,0.0,0.0,0.008214787500296566,0.22274881516587677,0
0.0,0.0,3.1790223,0.0,6.4481187,5.982871,2.9754362,0.0,0.0,0.0,6.8043222,0.0,6.0306535,0.0,0.0,0.03172976,0.0012741485189748387,0.19431279620853084,0
0.0,0.0,0.0,0.0,8.899505,4.7491565,0.91822,0.0,0.0,3.1706693,7.7178597,0.0,0.528286,0.0,0.0,0.0,0.006896541750319762,0.44075829383886256,0
0.0,0.0,5.0307364,0.0,4.512702,8.020592,3.2091572,0.0,0.0,0.0,7.2392106,0.0,3.8388991,0.0,0.0,0.0,0.0013659016089226435,0.08530805687203794,0
0.0,0.0,2.506354,0.0,6.3865666,4.874552,3.774042,0.0,0.0,0.5047937,10.489752,0.0,7.8521767,0.0,0.0,1.829012,0.0008867521783285457,0.4218009478672986,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.080363,0.07756447247602086,0.44075829383886256,0
0.0,0.0,0.0,0.0,9.017907,0.0,0.0,0.0,0.0,0.0,0.48128048,0.0,0.0,0.0,0.0,0.0,0.009460710962163471,0.3981042654028436,0
0.0,0.0,0.0,0.0,6.1362367,10.750324,0.0,0.0,0.0,0.0,3.9525142,0.0,0.0,0.0,0.0,0.0,0.004004105731587571,0.8720379146919431,0
0.0,0.0,0.0,0.0,7.850426,2.8253393,0.65101904,0.0,0.0,0.0,1.2553631,0.0,1.9005408,0.0,0.0,0.0,0.003023123869865247,0.4691943127962085,0
0.0,0.0,0.0,0.0,0.0,5.8156443,0.0,0.0,0.0,0.027359335,2.2197022,0.0,0.0,0.0,0.0,0.0,0.002454194380617904,0.16587677725118485,0
0.0,0.0,0.47631407,0.0,5.159141,2.5484114,1.0361065,0.0,0.0,0.7976438,8.150328,0.0,4.334593,0.0,0.0,0.0,0.006503148716169025,0.40284360189573465,0
0.0,0.0,0.0,0.0,3.1182754,1.5758636,0.4794113,0.0,0.0,0.5187174,6.122744,0.0,3.542883,0.0,0.0,0.0,0.008370386588515301,0.2796208530805687,0
0.0,0.0,3.23936,0.0,3.4337728,4.5106087,1.6687192,0.0,0.0,0.0,3.4836617,0.0,3.2105317,0.0,0.0,0.0,0.0017122685916467172,0.42654028436018954,0
0.0,0.0,0.0,0.0,0.87578255,5.0048647,0.0,0.0,0.0,0.7416473,3.9870977,0.0,0.0,0.0,0.0,0.0,0.007791054438604212,0.3127962085308057,0
0.0,0.0,0.8511658,0.0,4.898229,4.26944,0.778572,0.0,0.0,0.0,7.024905,0.0,3.67777,0.0,0.0,0.0,0.02253109267172441,0.3459715639810427,0
0.0,0.0,1.1019404,0.0,6.382938,3.8241825,3.7204933,0.0,0.0,0.37935075,8.334048,0.0,5.5677032,0.0,0.0,0.0,0.002149413527212266,0.22274881516587677,0
0.0,0.0,0.0,0.0,0.08270786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13821176054164871,0.5971563981042655,0
0.0,0.0,0.0,0.0,4.1804085,3.6018374,2.6180644,0.0,0.0,1.060858,8.869989,0.0,3.3097694,0.0,0.0,0.0,0.005366231219090707,0.14218009478672985,0
0.0,0.0,0.44709468,0.0,5.978786,3.636538,4.109416,0.0,0.0,0.8575801,7.753569,0.0,3.9381986,0.0,0.0,0.0,0.0037181579199613217,0.09004739336492892,0
0.0,0.0,0.0,0.0,1.4852672,0.0,1.1790067,0.0,0.0,0.6968992,2.5739198,0.0,0.0,0.0,0.0,0.0,0.0019965196346332544,0.2085308056872038,0
0.0,0.0,0.0,0.0,0.38744828,2.083406,0.0,0.0,0.0,0.3497567,0.0,0.0,0.0,0.0,0.0,0.0,0.025074021103256235,0.24644549763033177,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013989433405192733,0.6492890995260664,0
0.0,0.0,0.0,0.0,4.4279594,0.104215235,0.0,0.0,0.0,0.19108209,0.2524847,0.0,0.85031796,0.0,0.0,0.0,0.008408855353067684,0.16113744075829387,0
0.0,0.0,0.0,0.0,7.020736,3.9933105,0.0714616,0.0,0.0,1.9751445,11.764423,0.0,2.1594348,0.0,0.0,0.0,0.008299606064960777,0.2985781990521327,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028763951509702866,0.39336492890995256,0
0.0,0.0,1.3079835,0.0,5.7119527,4.2868757,1.2685479,0.0,0.0,0.0,8.842718,0.0,3.6916995,0.0,0.0,0.0,0.007166205056267389,0.5497630331753555,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71162635,0.0,0.0,0.0,0.0,0.0,0.0,0.02299483518102906,0.2369668246445498,0
0.0,0.0,0.0,0.0,8.769694,3.8874898,4.7728724,0.0,0.0,0.67850214,5.9186893,0.0,0.0,0.0,0.0,0.0,0.0030311852689418797,0.8767772511848341,0
0.0,0.0,2.4310434,0.0,6.5425005,3.3983033,1.4706444,0.0,0.0,0.0,7.016822,0.0,6.331684,0.0,0.0,0.31883103,0.0026818326208999364,0.4218009478672986,0
0.0,0.0,3.3893692,0.0,5.466209,4.0360594,2.88966,0.0,0.0,0.0,6.495195,0.0,5.0217333,0.0,0.0,0.27913803,0.0025226522010227967,0.15639810426540288,0
0.0,0.0,0.95645964,0.0,3.4511492,3.5804958,1.665325,0.0,0.0,0.09907949,7.7309713,0.0,3.6555781,0.0,0.0,0.7193872,0.0013950026630452385,0.3507109004739336,0
0.0,0.0,0.0,0.0,2.6002421,4.784145,0.0,0.0,0.0,0.48568854,2.1105087,0.0,0.0,0.0,0.0,0.0,0.007732806351518764,0.2748815165876778,0
0.0,0.0,0.0,0.0,4.9481387,3.85491,1.0474676,0.0,0.0,0.0,3.8446693,0.0,0.0,0.0,0.0,0.0,0.003072377550823804,0.19905213270142183,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04905270651378638,0.7298578199052133,0
0.0,0.0,0.0,0.0,0.0,0.55254704,0.0,0.0,0.0,1.9978176,5.630162,0.0,0.0,0.0,0.0,0.0,0.009483154711752038,0.2132701421800948,0
0.0,0.0,0.0,0.0,2.380723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008850098246514027,0.26066350710900477,0
0.0,0.0,0.0,0.0,4.058228,4.9569273,0.0,0.0,0.0,0.17959175,0.73895115,0.0,0.0,0.0,0.0,0.0,0.10490354848162677,0.3838862559241706,0
0.0,0.0,0.0,0.0,8.266654,4.1789694,0.0,0.0,0.0,1.8687476,4.5020366,0.0,0.0,0.0,0.0,0.0,0.008537052657203661,0.17535545023696683,0
0.0,0.0,0.0,0.0,1.8639143,1.4616042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022132996016098905,0.4597156398104265,0
0.0,0.0,0.0,0.0,4.510348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03580905176652601,0.28436018957345977,0
0.0,0.0,0.0,0.0,4.806731,4.246565,0.0,0.0,0.0,2.4448655,5.167869,0.0,0.0,0.0,0.0,0.0,0.008155171533235042,0.19905213270142183,0
0.0,0.0,0.60351634,0.0,5.282246,2.6427646,1.4876608,0.0,0.0,0.32450148,3.3813195,0.0,1.1167214,0.0,0.0,0.0,0.003994019464930777,0.27014218009478674,0
0.0,0.0,0.0,0.0,6.4669785,0.0,0.0,0.0,0.0,3.1972673,7.254635,0.0,0.0,0.0,0.0,0.0,0.008035495442731978,0.1895734597156398,0
0.0,0.0,0.0,0.0,7.484558,3.9741306,0.0,0.0,0.0,1.3204383,2.723825,0.0,0.0,0.0,0.0,0.0,0.010049734355228962,0.2511848341232228,0
0.0,0.0,5.035072,0.0,9.230665,8.791556,2.448282,0.0,0.0,0.0,9.218594,0.0,5.4634943,0.0,0.0,0.0,0.0031165966086404073,0.7345971563981043,0
0.0,0.0,0.0,0.0,2.0708034,0.0,0.3168754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002502565258241912,0.34123222748815163,1
0.0,0.0,0.0,0.0,1.6461489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019867693158407036,0.1279620853080569,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034187959564878884,0.6066350710900474,1
0.0,0.0,0.0,0.0,0.0,4.478935,0.0,0.0,0.0,3.995403,4.1054435,0.0,0.0,0.0,0.0,0.0,0.23812941960090847,0.42654028436018954,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10816087317243182,0.34123222748815163,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6994917,0.2574539349904936,0.49763033175355453,1
0.0,0.0,0.0,0.0,2.3199234,0.9266911,0.0,0.0,0.0,0.51060516,0.0,0.0,0.0,0.0,0.0,0.0,0.014220732749691387,0.22748815165876782,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.454528,0.04918596541919557,0.39336492890995256,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5389004,0.11527033730199794,0.3127962085308057,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04402612667722535,0.6919431279620853,1
0.0,0.0,0.0,0.0,6.08455,1.6410354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015064014667365134,0.6113744075829384,1
0.0,0.0,0.0,0.0,5.2829485,0.0,0.0,0.0,0.0,1.2134227,0.0,0.0,0.0,0.0,0.0,0.0,0.014047606726792086,0.2511848341232228,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5839866,0.0,0.0,0.0,0.0,0.0,0.073165365,0.03510713084791482,0.5213270142180095,1
0.0,0.0,0.0,0.0,1.380784,0.7541385,0.0,0.0,0.0,2.919282,5.6772013,0.0,0.0,0.0,0.0,0.0,0.025741001583495664,0.22748815165876782,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.499986,0.03858101966092099,0.5308056872037915,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152915,0.13004270237149512,0.9052132701421801,1
0.0,0.0,0.0,0.0,3.0928607,3.3820376,0.0,0.0,0.0,2.1788003,2.3893373,0.0,0.0,0.0,0.0,0.0,0.009088813063456684,0.2369668246445498,1
0.0,0.0,0.0,25.110865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.09073,0.07083917229087097,0.1516587677725119,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023974119779174012,0.2511848341232228,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26218352,0.0,0.0,0.0,0.0,0.0,0.0,0.00737960629513824,0.19905213270142183,1
0.0,0.0,1.7711588,0.0,5.348002,4.5164876,0.0,0.0,0.0,1.866547,6.032994,0.0,0.88628864,0.0,0.0,0.0,0.002295019941634029,0.2132701421800948,1
0.0,0.0,0.0,21.420546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.876283,0.07317661500674486,0.22274881516587677,1
0.0,0.0,0.0,0.0,1.4790354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04614406467853714,0.33175355450236965,1
0.0,0.0,0.0,0.0,3.8202426,2.4639256,0.6198744,0.0,0.0,1.9100021,5.7432446,0.0,0.0,0.0,0.0,0.0,0.0059708749277346375,0.14218009478672985,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019178263815963142,0.4549763033175356,1
0.0,0.0,0.0,0.0,3.2575636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012050684292180166,0.35545023696682465,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.080584,0.187371832313861,0.3744075829383886,1
0.0,5.8869843,0.0,0.0,0.0,0.0,1.7494603,0.0,0.0,0.0,0.0,18.03237,0.0,0.0,0.0,2.1224601,0.0020216056668543115,0.6303317535545024,0
0.0,8.933146,0.0,0.0,0.0,0.0,0.12413847,0.0,0.0,0.0,0.0,13.167882,0.0,0.0,0.0,0.36994806,0.0058687649469397925,0.2890995260663507,0
0.0,3.619886,0.0,0.0,0.0,0.0,4.6105094,0.0,0.0,0.0,0.0,12.762142,0.0,0.0,0.0,1.6810814,0.0029323433540281853,0.08056872037914695,0
0.0,23.178478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.653235,0.0,0.0,0.0,0.0,0.0,0.026254538885959043,0.7962085308056873,0
0.0,2.2932954,0.0,0.0,0.0,0.0,9.876638,0.0,1.0197908,0.0,0.0,19.426428,0.0,0.0,0.0,4.8318343,0.001608352369989978,0.10900473933649288,0
0.0,7.517732,0.0,0.0,0.0,0.0,1.6197871,0.0,0.0,0.0,0.0,11.051807,0.0,0.0,0.0,0.0,0.0040596499552523245,0.20379146919431282,0
0.0,9.336042,0.0,0.0,0.0,0.0,4.826651,0.0,0.0,0.0,0.0,14.286384,0.0,0.0,0.0,0.0,0.02069772944382921,0.6824644549763034,0
0.0,5.811058,0.0,0.0,0.0,0.0,3.2516973,0.0,0.0,0.0,0.0,16.344658,0.0,0.0,0.0,0.80286276,0.003647384886250475,0.42654028436018954,0
0.0,11.629857,0.0,0.0,0.0,0.0,1.2136189,0.0,0.0,0.0,0.0,10.971833,0.0,0.0,0.0,1.2284447,0.004832283288248536,0.2796208530805687,0
0.0,3.4704835,0.0,0.0,0.0,0.0,6.9603257,0.0,0.0,0.0,0.0,19.361523,0.0,0.0,0.0,3.9610822,0.0026077820581093527,0.46445497630331756,0
0.0,3.0058582,0.0,0.0,0.0,0.0,6.280023,0.0,0.6701867,0.0,0.0,13.974011,0.0,0.0,0.0,3.3564575,0.0013189979327787441,0.04265402843601898,0
0.0,9.841229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.079962,0.0,0.0,0.0,0.0,0.017530295418134025,0.7962085308056873,0
0.0,1.4918032,0.0,0.0,0.0,0.0,3.8524222,0.0,0.0,0.0,0.0,10.683772,0.0,0.0,0.0,1.3675662,0.0014938452051513147,0.11848341232227491,0
0.0,5.8913507,0.0,0.0,0.0,0.0,3.5620902,0.0,0.54371053,0.0,0.0,11.572194,0.0,0.0,0.0,0.24886335,0.0011873177181601403,0.08530805687203794,0
0.0,14.44721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.194352,0.0,0.0,0.0,0.0,0.005635422661779221,0.5545023696682465,0
0.0,13.711095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013490569253697373,0.18009478672985782,0
0.0,4.8373117,0.0,0.0,0.0,0.0,3.4196563,0.0,0.0,0.0,0.0,5.143767,0.0,0.0,0.0,0.0,0.013995336491859956,0.3033175355450237,0
0.0,4.442748,0.0,0.0,0.0,0.0,0.16653717,0.0,0.0,0.0,0.0,11.727302,0.0,0.0,0.0,2.285385,0.0033135283954248756,0.2890995260663507,0
0.0,0.0,0.0,0.0,0.0,0.0,9.917908,0.0,1.3786008,0.0,0.0,13.32487,0.0,0.0,0.0,2.7803185,0.0007256167205150705,0.1279620853080569,0
0.0,10.644413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7269483,0.0,0.0,0.0,0.0,0.0061504471314681956,0.28436018957345977,0
0.0,12.024047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.517196,0.0,0.0,0.0,3.045448,0.0033307337593814087,0.9383886255924171,0
0.0,22.42834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2623572,0.0,0.0,0.0,0.0,0.0070698305692975805,0.6492890995260664,0
0.0,22.373642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.181748,0.0,0.0,0.0,0.0,0.0,0.016044990485920455,0.5023696682464455,0
0.0,2.7400212,0.0,0.0,0.0,0.0,2.9834697,0.0,0.0,0.0,0.0,12.83883,0.0,0.0,0.0,0.8098513,0.006308848668906892,0.4786729857819906,0
0.0,8.643432,0.0,0.0,0.0,0.0,7.6562486,0.0,2.740329,0.0,0.0,18.945984,0.0,0.0,0.0,0.0,0.004266017785538858,0.3364928909952607,0
0.0,11.699809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.833203,0.0,0.0,0.0,0.26358476,0.0032829634709496693,0.21800947867298578,0
0.0,4.162563,0.0,0.0,0.0,0.0,5.22533,0.0,0.0,0.0,0.0,13.77973,0.0,0.0,0.0,2.0014284,0.002542396773016794,0.061611374407582936,0
0.0,0.7829113,0.0,0.0,0.0,0.0,8.031323,0.0,0.43247882,0.0,0.0,14.8677025,0.0,0.0,0.0,3.6482859,0.0024571743251122543,0.09004739336492892,0
