0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,idm135_N,differenceends,class
0.0,0.0,15.146627,7.3771844,0.0,0.0,0.0,5.2543354,0.0,0.0,2.4556642,0.0,6.509823,0.3139829,0.0,0.623099,0.0,4.8940434,0.0,4.501273,0.0,0.0,0.0,0.0,0.0,0.0,6.6437683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8145435,11.967393,0.0,0.0,0.0,0.0,0.0,0.0,12.782328,9.499722,0.0,0.0,0.0,0.0,0.0,0.0,7.669877,0.38570428,2.2514782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037181579199613217,0.09004739336492892,0
0.0,0.0,21.179111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0782866,0.0,25.234228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.302568,0.0,0.0,0.0,0.0,0.0,0.0,21.302034,7.6853056,0.0,0.0,0.0,0.0,0.0,0.0,18.611748,12.651366,8.403452,0.0,0.0,6.7530704,0.0,0.0,0.0,0.0,0.0,0.012196688134836415,0.46445497630331756,0
0.0,0.0,10.944792,4.9453278,0.0,0.0,0.0,5.8831196,0.0,0.0,0.0,0.0,4.405683,0.0,0.0,1.8218842,0.0,0.0,0.0,0.36909267,0.0,0.0,0.0,0.0,0.0,0.0,5.9394097,0.0,0.0,0.0,0.11673336,0.0,0.0,0.0,0.0,0.0,0.0,3.239759,10.155336,0.0,0.0,0.0,0.0,0.0,0.37298536,9.913157,5.5684385,0.0,0.0,0.0,0.0,0.0,0.0,3.7908711,0.35120127,3.4252532,3.5096843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007256167205150705,0.1279620853080569,0
0.0,0.0,63.414185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.633446,0.0,64.24785,4.677798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.055609,0.0,0.0,24.06212,0.0,42.294403,0.0,0.0,0.0,0.0,22.3885,0.0,114.70737,0.0,0.0,0.0,0.0,0.9579359,0.0,0.0,76.3594,37.401684,13.703185,0.0,0.0,22.365067,0.0,0.0,0.0,0.0,0.0,0.025146236524347387,0.44075829383886256,0
0.0,0.0,17.747807,2.320131,0.0,0.0,0.0,5.9504995,0.0,0.0,0.4394272,0.0,5.9124446,0.0,0.0,3.391955,0.0,0.57879865,0.0,3.2479515,0.0,0.0,0.0,0.0,0.0,0.0,8.507705,0.0,0.0,0.0,1.6116432,0.0,0.0,0.0,0.0,0.0,0.0,5.755043,9.128764,0.0,0.0,1.5134364,0.17582615,0.0,0.0,11.02704,4.7429194,0.0,0.0,0.0,0.0,0.0,0.0,4.5033607,0.6162913,0.0,2.3039267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011081839746011357,0.39336492890995256,0
0.0,0.0,10.336203,0.6627694,0.0,0.0,0.0,4.129082,0.0,0.0,0.22497159,0.0,1.3897417,0.03747271,0.0,3.8841267,0.0,0.0,0.0,1.6224697,0.0,0.0,0.0,0.0,0.0,0.0,4.4730163,0.0,0.0,0.0,2.1483867,0.0,0.0,0.0,0.0,0.0,0.0,3.2962534,7.4404316,0.0,0.0,1.47738,0.0,0.0,0.0,5.829626,1.2059592,0.0,0.0,0.0,0.0,0.0,0.0,4.6406927,0.5858817,1.8617529,1.7477609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002199020854020295,0.14218009478672985,0
0.0,0.0,28.734781,1.1435255,0.0,0.0,0.0,3.3013284,0.0,0.0,10.595921,0.0,4.1315293,0.0,0.0,2.551443,0.0,0.0,0.0,13.877193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.384533,0.0,0.0,0.0,0.0,0.0,0.0,30.287924,6.4783144,0.0,1.028344,0.0,0.0,0.0,0.0,16.831934,6.489486,2.4884655,0.0,0.0,2.0246515,0.0,0.0,0.0,0.0,0.0,0.017530295418134025,0.7962085308056873,0
0.0,0.0,11.620868,1.5403365,0.0,0.0,0.0,4.4587216,0.0,0.0,0.0,0.0,1.0462055,0.0,0.0,3.4528399,0.0,0.0,0.0,2.3132145,0.0,0.0,0.0,0.0,0.0,0.0,3.2888927,0.0,0.0,0.0,0.98450536,2.3705227,0.0,0.0,0.0,0.0,0.0,2.9959307,8.132696,0.0,0.0,1.1158735,0.0,0.0,0.0,5.4441614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64146,0.0,1.0100583,0.83054507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004157458580957093,0.14691943127962084,0
0.0,0.0,24.14641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8418283,0.0,7.6051087,0.0,19.188784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3414315,0.0,0.0,0.0,0.0,0.0,1.2861807,17.999315,0.0,0.0,0.0,0.0,1.6082773,0.0,18.22738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.898321,5.4810133,7.6889997,0.0,0.0,6.621914,0.0,0.0,0.0,0.0,0.0,0.005702748258857921,0.5308056872037915,0
0.0,0.0,20.249048,0.0,0.0,0.0,0.0,3.6245217,0.0,0.0,0.0,0.0,3.1671915,0.0,0.0,0.75451434,0.0,4.7748423,0.0,14.876992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.689228,0.0,0.0,0.0,0.0,0.0,0.0,15.037751,2.4689007,0.0,0.0,0.0,0.0,0.0,0.0,11.494114,3.6726718,4.000408,0.0,0.0,1.7045362,0.0,0.0,0.0,0.0,0.0,0.008214787500296566,0.22274881516587677,0
0.0,0.0,46.837852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8307049,0.0,56.522846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.372773,0.0,0.0,0.0,0.0,43.05728,0.0,0.0,0.0,0.0,28.881142,0.0,105.68994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.57678,16.591824,23.07804,0.0,0.0,36.75874,0.0,0.0,0.0,0.0,0.0,0.016044990485920455,0.5023696682464455,0
0.0,0.0,17.64131,2.5883787,0.0,0.0,0.0,2.9298592,0.0,0.0,0.14816771,0.0,0.610308,0.0,0.0,0.0,0.0,1.1392546,0.0,13.483128,0.0,0.0,0.0,0.0,0.0,0.0,0.28468543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3686218,15.374176,0.0,0.0,0.0,0.0,0.0,0.0,16.758867,6.496508,0.0,1.3019851,0.0,0.0,0.0,0.0,7.142988,5.0193343,6.2784233,0.0,0.0,1.152698,0.0,0.0,0.0,0.0,0.0,0.02181815091079407,0.41706161137440756,0
0.0,0.0,27.095757,0.0,0.0,0.0,0.0,6.4315314,0.0,0.0,1.8480611,0.0,6.043403,0.0,0.0,3.175561,0.0,6.104922,0.0,9.970602,0.0,0.0,0.0,0.0,0.0,0.0,1.0871933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0854962,19.648254,0.0,0.0,0.0,0.0,0.0,0.0,17.543262,7.7270336,0.0,0.0,0.0,0.0,0.0,0.0,11.263216,3.6388156,6.011264,0.0,0.0,0.340412,0.0,0.0,0.0,0.0,0.0,0.003801198338522613,0.5781990521327014,0
