0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,energy0_N,energy45_N,energy90_N,energy135_N,entropy0_N,entropy45_N,entropy90_N,entropy135_N,inertia0_N,inertia45_N,inertia90_N,inertia135_N,homogeneity0_N,homogeneity45_N,homogeneity90_N,homogeneity135_N,correlation0_N,correlation45_N,correlation90_N,correlation135_N,shade0_N,shade45_N,shade90_N,shade135_N,promenance0_N,promenance45_N,promenance90_N,promenance135_N,variance0_N,variance45_N,variance90_N,variance135_N,idm0_N,idm45_N,idm90_N,idm135_N,class
1.6481698,9.621175,0.0,0.0,0.0,1.6253226,0.0,0.0,7.9947867,2.6404746,7.8116007,12.696483,0.0,10.393971,0.0,0.0,0.0,0.0,0.9463949,0.0,6.7698293,0.0,0.0,2.8288844,2.5544686,0.0,6.514338,0.0,9.406488,0.0,0.0,0.0,3.2301471,7.9127812,0.31622392,0.0,5.4162097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.475962,0.0,0.0,0.0,0.0,1.8011519,8.696117,0.0,5.9097376,0.0,0.0,15.253398,0.0,0.0,0.0,1.971427,0.0,0.0,5.2745876,0.0,0.46874647224643917,0.3505383016336696,0.42655163536847884,0.4348991894643473,0.9818952189140328,0.9816221208918376,0.9811983639590779,0.981730276423318,0.001554883625837969,0.0032103929729804972,0.0038512451714287927,0.002644589884043537,0.023822448831082862,0.023825363228482818,0.023825522712240133,0.023824647887882217,0.9999999838978114,0.9999999965251924,0.1858119494276921,0.9999999906859812,0.9999999991311419,0.9999999990971614,0.9999999985052341,0.9999999991236296,1.0324332496160827e-12,1.0525338948184471e-12,1.9137860952969045e-12,1.0354243937177345e-12,7.311993925378523e-07,7.893308039192985e-07,1.186858817076104e-06,7.501174469967404e-07,0.002216417694720827,0.001847262251240103,0.0017255458544672246,0.0020463089249788662,0
0.0,6.829913,0.0,0.0,2.8490577,0.0,2.0009265,0.0,8.366374,2.2856193,5.3280034,12.738057,0.0,8.271806,0.0,0.0,0.0,0.0,0.0,0.0,8.708001,0.0,0.0,4.313834,3.096496,0.0,3.4797413,0.0,2.050006,0.0,0.0,0.0,2.044039,7.499709,0.0,0.0,9.2420635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9157724,0.0,0.0,0.0,0.0,1.7854058,7.781783,1.5164437,1.5033683,0.0,0.0,9.1658125,0.0,0.00436286,0.0,0.026930656,0.0,0.0,0.078098096,0.0,0.4528591096664171,0.3538713652550687,0.2494548690376605,0.2784851902007003,0.9616679956245431,0.9612224692166533,0.960674650892247,0.9613990037508822,0.008667534675518921,0.009761682698330944,0.00981970753760286,0.009854520879277228,0.04763634880287962,0.047642311214016374,0.0476434683033129,0.047640119169015345,0.6666666596263787,0.6666665555866207,0.11043870960922685,0.6666665454385157,0.9999999904552453,0.999999990216364,0.9999999879189778,0.9999999904022858,2.2907101889832363e-11,2.3193037502053074e-11,2.9376832713637136e-11,2.294964632946405e-11,3.977034940264074e-06,4.178177872734839e-06,5.02751789431203e-06,4.043085952678334e-06,0.003878767404067597,0.0034873305340930704,0.0034691648286083515,0.0036535854549919833,0
0.6295158,0.0,0.0,0.0,8.565937,0.0,1.1275535,0.0,8.552523,0.0,2.0310748,10.823284,0.0,2.139509,0.0,0.0,0.0,0.0,0.0,0.0,0.7414499,0.0,0.0,2.9424639,5.95523,0.0,2.161383,0.0,1.1187241,0.0,0.21501341,0.0,2.1530588,2.8219285,0.1401631,0.0,7.127156,0.0,0.0,0.0,0.0,0.9216342,0.44900957,0.0,6.424961,0.0,0.0,0.0,0.0,1.067216,4.7577095,0.3357216,2.8435633,0.0,0.0,5.0185747,0.0,1.9819484,0.0,0.0,0.0,0.6398318,8.984863,0.0,0.0377987764881168,0.14134957965350342,0.24426102172551453,0.24906593989004291,0.7370890603996976,0.7359916841834231,0.7352030404897258,0.7364255841131195,0.0665694640224678,0.0770041900413436,0.0802325234198836,0.07471900120936188,0.28575827489657396,0.2857866661805901,0.2857884470888829,0.28577956266166427,0.15384615405241817,0.15384610703904492,0.017708711311361727,0.15384610319022052,0.9999352616717451,0.9999350326889718,0.9999338088200053,0.9999352106779861,2.638695971589875e-06,2.643364845361001e-06,2.694194559099287e-06,2.639391002921138e-06,0.0015883039167692706,0.001599551812846322,0.0016291457562094156,0.0015920497179250435,0.055153070474140135,0.06046011028681333,0.06277275439968566,0.058914873368359565,0
0.0,1.419476,0.0,0.0,2.6603801,0.0,7.89737,0.0,9.891242,2.0106149,5.7584815,14.942027,0.0,8.567044,0.0,0.0,0.0,0.0,0.0,0.0,11.313611,0.0,0.0,2.8785343,9.705763,0.0,2.7370455,0.0,1.8390231,0.0,0.0,0.0,0.0,7.3739657,0.0,0.0,11.487711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.297478,11.3124485,7.7314787,0.0,0.0,0.0,5.903638,0.0,0.58185095,0.0,0.0,0.0,0.0,1.1775548,0.0,0.41567884346295303,0.42956506075064205,0.3611125078613616,0.5598897656857266,0.9406427317958522,0.9400629880620662,0.9394398863490325,0.9402923018029852,0.011852625009415384,0.01260318498823726,0.013190445594319289,0.012273244646795191,0.0714566148636025,0.07146576208822486,0.07146663009563027,0.0714631681182141,0.4999999997748219,0.4999998893225879,0.07856308177845474,0.4999998801405796,0.9999998457398963,0.9999998429600911,0.9999998175848797,0.9999998451227291,8.99990150087139e-10,9.080866372702507e-10,1.0749652717791947e-09,9.011949426193574e-10,2.6440489188993957e-05,2.740046034785343e-05,3.1235936114116204e-05,2.675715725019484e-05,0.008343665229054166,0.008215792091875094,0.008207240578072986,0.008537052657203661,0
0.0,4.7706475,0.0,0.0,0.0,0.4035125,5.0620623,0.0,6.8706656,4.4442964,3.0683641,12.755788,0.0,11.923147,0.0,0.0,0.0,0.0,0.0,0.0,10.518645,0.0,0.0,1.619187,8.418901,0.0,4.409577,0.0,0.0,0.0,0.0,0.0,1.2525182,8.678359,0.0,0.0,8.770258,0.0,0.0,0.0,0.0,0.0,0.0,0.6730144,2.2081378,0.0,0.0,0.0,0.0,6.320205,10.882168,6.6350164,2.288129,0.0,0.0,1.7684504,0.0,1.8207014,0.0,0.0,0.0,0.0,0.0,0.0,0.2537037175905006,0.3302308598055292,0.34332617537202215,0.236972560402441,0.8748990085542658,0.8740471322423154,0.8733067349124184,0.8743838161292599,0.021354093809518682,0.02813313473558194,0.031121268052193354,0.02515294870882834,0.14290128126331897,0.14291512073830223,0.14291407602280048,0.1429125463310528,0.28571428601985294,0.2857142066866536,0.040127907144469246,0.2857142001842229,0.9999979559285337,0.9999979374433373,0.9999978047521981,0.9999979518167569,2.6991708656072682e-08,2.7113720142892497e-08,2.9021723626332227e-08,2.7009868452533926e-08,0.00015479672751707787,0.00015760624497679427,0.00016681979742158437,0.0001557289673129181,0.019739017256502626,0.015673133977323252,0.015155427248816399,0.01742094208289871,0
1.656513,2.3692112,0.0,0.0,0.15394458,0.0,0.0,0.0,4.293817,1.1761707,5.844457,10.219419,0.0,6.2583084,0.0,0.0,0.0,0.0,0.0,0.0,5.214782,0.0,0.0,0.25691772,1.760218,0.0,2.4419053,0.0,5.460888,0.0,0.0,0.0,0.0,4.647311,0.0,0.0,3.2230117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0920868,0.0,0.0,0.0,0.0,1.8493756,6.3144503,2.5078096,1.38072,0.0,0.0,8.3867,0.0,2.6662698,0.0,0.0,0.0,0.0,4.230853,0.0,0.4675953216280433,0.34455635587517786,0.4145429155996521,0.43156479215495913,0.9818976353058836,0.9816242779415958,0.9812006367398269,0.9817325673688072,0.0013558154799694403,0.0017087294848058799,0.001753933910089322,0.0016433093832254394,0.023823276838161704,0.02382559305291082,0.023825644164557878,0.023824927301435334,0.9999999794498734,0.9999999976464763,0.1858119495071543,0.9999999932039031,0.9999999994963383,0.9999999994766404,0.999999999133674,0.9999999994919835,4.99016918711843e-13,5.087325416790757e-13,9.249876768996146e-13,5.004628090647613e-13,5.083496327419895e-07,5.487641942351897e-07,8.241107963710718e-07,5.215020015751513e-07,0.0018068864225578905,0.0020971900748472964,0.0021955694817700493,0.0020214206108310584,0
2.8142405,0.0,0.0,0.0,1.5501673,0.0,9.379887,0.0,8.422424,0.0,2.1099904,11.514188,0.0,8.033409,0.0,0.0,0.0,0.0,0.0,0.0,11.921894,0.0,0.0,0.0,7.772139,0.0,0.08036462,0.0,0.5644794,0.0,0.0,0.0,0.0,5.554928,0.0,0.0,11.545649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7550235,0.0,0.0,0.0,0.0,5.2099366,8.113295,12.411136,1.2912768,0.0,0.0,6.6519136,0.0,4.783313,0.0,0.0,0.0,0.0,3.7636821,0.0,0.46230236380572426,0.31498493628599367,0.35849105550288074,0.41559488625940744,0.9819084547223509,0.9816342867544385,0.981210942418424,0.9817429080165868,0.006504686171758148,0.006805337082561911,0.006722123122621656,0.0068986981575016,0.023810211379885635,0.023813250066849263,0.02381401043394133,0.023812300653800675,0.9999999838449892,0.9999999989634177,0.1858119496069184,0.999999996720791,0.9999999925992172,0.999999992309775,0.9999999872649158,0.9999999925352259,1.7959748989231555e-11,1.8309424561861093e-11,3.329213126631358e-11,1.801179395372378e-11,3.0496856205037416e-06,3.2921404628748027e-06,4.9608208730904e-06,3.128589375761613e-06,0.004573314577526954,0.004308330400017285,0.004561345042084289,0.004312994004776332,0
0.0,9.358893,0.0,0.0,0.0,0.42561662,0.0,0.0,7.6476,3.3269114,7.60698,11.400853,0.0,7.8954773,0.0,0.0,0.0,0.0,0.12739857,0.0,6.840243,0.0,0.0,4.6746607,3.558359,0.0,5.8317413,0.0,6.5100155,0.0,0.0,0.0,1.8034126,7.16445,0.0,0.0,4.9303994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8312256,0.0,0.0,0.0,0.0,0.69921595,6.6649866,0.94379634,5.782895,0.0,0.0,11.927946,0.0,0.0,0.0,2.1685627,0.0,0.0,2.875527,0.0,0.468401108609192,0.3499815393856682,0.4273311709243642,0.43427382535765424,0.9818959073921434,0.9816221999692678,0.9811981512299255,0.9817305980670646,0.004503244272755641,0.0046911758564528025,0.004685082604094208,0.004832112114960518,0.023820731931929986,0.023824258221451896,0.023824795551233947,0.02382315369808632,0.9999998877029597,0.999999993826129,0.1858119493033853,0.999999979156216,0.9999999997414712,0.9999999997313603,0.9999999995555054,0.9999999997392359,2.0508879815695385e-13,2.0908171918849899e-13,3.8013014338922743e-13,2.0568298350444427e-13,3.258935959843696e-07,3.518025946769962e-07,5.271143381548218e-07,3.343253094548347e-07,0.0010980941594387192,0.0010723095624463063,0.0010211913110223288,0.0011600782980796987,0
0.0,0.0,0.0,0.0,12.403426,0.0,6.2814536,0.0,17.775576,13.149322,0.0,19.319372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.70827,0.0,0.0,0.0,8.289382,0.0,1.0894467,0.0,0.0,0.0,0.0,0.0,0.0,5.181706,0.0,0.0,24.489208,0.0,0.0,0.0,0.0,0.0,0.0,8.568271,0.0,0.0,0.0,0.0,0.0,16.519356,16.994616,23.598906,0.0,0.0,0.0,0.0,0.0,2.2049277,0.0,0.0,0.0,0.0,0.23885651,0.0,0.6245759380385476,0.7534271239025172,0.781506628780298,0.7528571632197782,0.6427109860002838,0.6415787850060655,0.6408227985902766,0.6420258024356399,0.08335037069716893,0.10957271322577501,0.11777345499544928,0.10059756704844562,0.3809188703855529,0.3809328631115386,0.38092810046080466,0.38093504507454823,0.11764705898697526,0.1176470222160987,0.011691023813575997,0.1176470192056636,0.9975527384106798,0.9975477755774742,0.9975227418316085,0.9975516328457334,0.0003326111847907622,0.0003329486750033413,0.00033636653627741164,0.0003326614281637421,0.018006277482285726,0.018079337789772113,0.018263461179107227,0.018030632534986657,0.14634608546054662,0.15775011213973858,0.16170185038276558,0.15282742655353487,0
0.0,6.4782815,0.0,0.0,0.18284354,0.0,2.9132195,0.0,4.68657,4.767177,3.6272311,8.797817,0.0,6.8400636,0.0,0.0,0.1899538,0.0,0.0,0.0,7.9704328,0.0,0.0,3.3190794,1.2884698,0.0,3.2545855,0.0,0.0,0.0,0.0,0.0,1.754381,6.690254,0.0,0.0,5.803288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33971325,0.0,0.0,0.0,0.0,4.202759,7.25089,0.37160257,3.975809,0.0,0.0,8.624775,0.0,1.6402369,0.0,0.0,0.0,0.0,1.4474499,0.0,0.33035422899423483,0.387988862021406,0.2332088176156653,0.4615780404665525,0.8748665751825632,0.8740152386557521,0.8732743898306317,0.874352541395296,0.01148677003862998,0.015848378969054944,0.016777937148121157,0.01532510492992815,0.14293139466451962,0.14294580719114147,0.1429461387890681,0.14294102771339964,0.2857142859563891,0.28571420667929487,0.040102318324114386,0.2857142001595739,0.9999996312897083,0.9999996279553436,0.9999996056479551,0.9999996305480258,2.7509495400534713e-09,2.7633847269419565e-09,2.9415073631961245e-09,2.7528003388805435e-09,4.9418310941271815e-05,5.0315239449175564e-05,5.311050563613541e-05,4.9715925162444356e-05,0.00966860854144217,0.008957014528978454,0.009132740675642384,0.008822489670754167,0
