0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,class
5.717184,3.595766,6.74561,0.0,0.0,0.0,0.3743596,0.0,0.0,0.0,2.79414,0.0,0.0,0.0,0.0,0.0,0
7.1251054,1.4831228,9.038328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.662444,0.0,0.9578513,0.0,0.0,0.0,0
8.452221,0.0,3.9476776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.8276756,0.0,3.9485874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.6188602,2.6794624,6.1076155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.566399,5.6717534,7.518706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.482121,0.0,0.0,0.0,0.0,0.0,0
9.010095,8.166001,10.3886175,0.0,0.0,0.61354154,0.0,0.0,0.0,0.0,5.976416,0.0,1.1297513,0.0,0.0,0.0,0
3.6531022,0.0,4.650423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.537723,0.0,0.0,0.0,0
3.487068,4.1885085,5.515362,0.0,0.0,1.2665765,0.0,0.0,0.0,0.0,6.000665,0.0,0.42387423,0.0,0.0,0.0,0
10.480977,6.907334,12.1216345,0.0,0.0,0.0,0.084200844,0.0,0.0,0.0,3.5371902,0.0,1.4879366,0.0,0.0,0.0,0
3.6651628,0.8639452,5.311436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5505568,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,3.9483027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,2.9433799,3.3713222,0.2631759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.8545837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.8483932,0.7238682,7.1884785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.4964323,8.740497,9.406567,0.0,0.0,0.2531566,0.55227554,0.0,0.0,0.0,5.6854954,0.0,0.0,0.0,0.0,0.0,0
4.4626203,2.5329373,8.481278,0.0,0.0,0.10635453,0.0,0.0,0.0,0.0,3.2295313,0.0,1.8060987,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,29.165377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.370125,6.981582,11.164527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.570696,0.0,0.0,0.0,0.0,0.0,0
7.5167046,3.3512952,9.585063,0.0,0.0,1.0596353,0.0,0.0,0.0,0.0,4.814009,0.0,0.6500108,0.0,0.0,0.0,0
3.267183,2.961093,9.5616255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8263973,0.0,2.1695907,0.0,0.0,0.0,0
4.9000573,4.2774982,7.8329263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8075708,0.0,0.34195098,0.0,0.0,0.0,0
10.818812,3.6714067,15.763198,0.0,0.0,1.9633836,0.0,0.0,0.0,0.0,3.5508866,0.0,4.6678576,0.0,0.0,0.0,0
0.42464477,0.0,2.762129,0.0,0.847911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.0095396,0.793603,7.89005,0.0,0.0,0.26071554,0.0,0.0,0.0,0.0,2.1927288,0.0,1.7252328,0.0,0.0,0.0,0
2.573168,0.0,5.11672,0.0,1.7055645,0.0,0.0,1.9794027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.015811,7.9935613,12.2052355,0.0,0.0,1.3986603,0.0,0.0,0.0,0.0,8.719191,0.0,2.463932,0.0,0.0,0.0,0
0.0,0.0,1.7893592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.3457503,0.0,8.392722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69755304,0.0,1.8695408,0.0,0.0,0.0,0
0.0,0.0,0.8016085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.3068123,0.0,8.231893,0.0,0.12646371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.4755101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,8.371514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92092633,0.0,0.0,0.0,0
2.5941792,1.4750354,7.372727,1.2325071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4546585,0.0,0.0,0.0,0
6.0020556,4.5021625,7.587416,0.0,0.0,1.6243426,0.1365584,0.0,0.0,0.0,6.115753,0.0,0.92005306,0.0,0.0,0.0,0
9.743336,5.076423,11.696264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5580842,0.0,0.0,0.0,0.0,0.0,0
3.134093,2.907133,8.257322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9727277,0.0,1.3814818,0.0,0.0,0.0,0
10.655247,3.0573835,10.918659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93883884,0.0,0.4904836,0.0,0.0,0.0,0
3.7317433,2.4145844,8.055047,0.0,0.0,1.2114996,0.0,0.0,0.0,0.0,3.9722524,0.0,3.7114258,0.0,0.0,0.0,0
4.916035,5.4492145,8.984162,0.0,0.0,1.1645073,0.15005802,0.0,0.52108926,0.0,6.896887,0.0,2.8764625,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.6282284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.6996765,8.743381,12.356801,0.0,0.0,1.380247,0.21160601,0.0,0.0,0.0,7.2830615,0.0,0.9158336,0.0,0.0,0.0,0
11.153885,4.9044037,12.66451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2441077,0.0,0.0,0.0,0.0,0.0,0
3.9432595,0.951225,6.7412004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24665092,0.0,0.0,0.0,0.0,0.0,0
2.4469428,1.0043263,3.8118043,0.0,0.60524863,0.0,0.0,0.0,0.0,0.0,2.7771366,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.73455423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.6510315,6.082294,10.559485,0.0,0.0,0.32007664,0.097338066,0.0,0.0,0.0,5.1069098,0.0,0.95500624,0.0,0.0,0.0,0
6.447366,0.0,5.784422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.402241,0.0,1.7726282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.123302,2.76779,5.3635893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7838894,0.0,0.0,0.0,0.0,0.0,0
6.6827927,3.6592226,9.4604435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.265503,8.5038,13.274217,0.0,0.0,1.3339008,0.0,0.0,0.0,0.0,6.923403,0.0,0.0,0.0,0.0,0.0,0
6.0768533,0.0,8.989846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5978189,0.0,0.0,0.0,0
4.1706324,3.0238287,6.271252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0525856,0.0,1.9358519,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.5086638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.29948,5.4413924,7.819043,0.0,0.0,1.9968156,0.0,0.0,0.0,0.0,3.634734,0.0,0.0,0.0,0.0,0.0,0
1.2480135,0.39562154,1.8752078,0.0,0.52256626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.5315964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.4359848,4.2925534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.199409,0.0,8.541284,0.0,0.2811525,0.0,0.0,2.2397175,0.0,0.0,0.0,0.0,2.5938592,0.0,0.0,0.0,0
4.6961384,3.0416052,7.9590306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6042616,0.0,2.046758,0.0,0.0,0.0,0
5.0119157,0.0,6.0917563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0107298,0.0,1.4026762,0.0,0.0,0.0,0
0.0,0.0,4.7086916,0.0,4.867105,0.0,0.0,0.868218,0.0,0.0,0.0,0.0,0.6803676,0.0,0.0,0.0,0
9.737591,6.42716,10.942635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5473895,0.0,0.0,0.0,0.0,0.0,0
4.607327,3.914273,9.886984,0.0,0.0,0.21078031,0.0,0.0,0.0,0.0,4.265974,0.0,4.026185,0.0,0.0,0.0,0
10.40957,5.9529476,10.564732,0.0,0.0,1.5667049,0.0,0.0,0.0,0.0,6.623891,0.0,0.0,0.0,0.0,0.0,0
5.365705,1.0250676,8.26632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2962471,0.0,0.0,0.0,0
4.0030017,0.0,2.2541502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.2998266,0.0,0.0,7.091938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0980737,0.0,2.5500093,0.0,2.3145206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92765915,0.0,0.0,0.0,0
2.6678627,0.4719402,3.9204237,0.0,0.095360756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4352208,0.0,0.0,0.0,0
4.051373,5.0869417,8.436602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5366437,0.0,1.3853276,0.0,0.0,0.0,0
0.0,0.0,4.1817346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.9536512,1.42241,5.7726183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87425953,0.0,0.0,0.0,0.0,0.0,0
5.2465234,5.4555554,10.961379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.506549,0.0,3.7198968,0.0,0.0,0.0,0
3.1357667,3.025971,6.4286814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7475742,0.0,1.0921756,0.0,0.0,0.0,0
10.99667,0.0,8.793242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.555219,0.12384563,8.376468,3.0345452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,3.4446044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.940695,4.1440754,8.49339,0.0,0.0,0.69071573,0.0,0.0,0.0,0.0,4.0609865,0.0,2.6415863,0.0,0.0,0.0,0
2.9914615,0.0,9.1137705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5880516,0.0,2.4756904,0.0,0.0,0.0,0
5.687485,3.285654,8.929557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6441617,0.0,0.017811392,0.0,0.0,0.0,0
11.410832,11.81832,13.544448,0.0,0.0,0.5823092,1.2482263,0.0,0.0,0.0,9.429503,0.0,0.0,0.0,0.0,0.0,0
1.4442899,0.0,0.42193452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.2802253,0.0,5.26587,0.0,0.30707556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.3608897,0.0,4.3318434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.1631618,3.7319508,11.788571,0.0,0.0,0.7409566,0.0,0.0,0.0,0.0,5.4205494,0.0,4.125847,0.0,0.0,0.0,0
0.0,10.004785,0.0,0.0,7.3323545,0.0,0.0,3.2216225,0.0,0.0,14.749119,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,7.2329574,0.0,3.6449704,0.0,0.0,2.7609158,0.0,0.0,0.0,0.0,1.1852745,0.0,0.0,0.0,0
4.739822,3.914281,5.3210464,0.0,0.0,0.38413173,0.28235722,0.0,0.0,0.0,4.103666,0.0,0.44411764,0.0,0.0,0.0,0
3.4068549,0.0,4.1040063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,2.644414,2.5572228,0.3081692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,20.818853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.194699,3.661238,8.337521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.062199,3.0273905,10.741189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1309466,0.0,2.6471367,0.0,0.0,0.0,0
0.0,0.0,2.193345,0.0,0.28195518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.8100514,0.39572912,7.1831684,0.0,0.22881411,0.0,0.0,0.0,0.0,0.0,0.9551195,0.0,2.635192,0.0,0.0,0.0,0
4.2195077,0.15671068,7.8717065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035180304,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,5.591314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,4.523405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.006062,7.2237787,14.466261,0.0,0.0,0.0,0.34817588,0.0,0.0,0.0,4.523802,0.0,1.4966156,0.0,0.0,0.0,0
7.0919423,8.56368,8.402129,0.0,0.0,0.0,1.2179451,0.0,0.0,0.0,5.6533413,0.0,0.0,0.0,0.0,0.0,0
4.6730595,0.0,3.172254,0.0,0.28854674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.1425307,2.265055,2.7193139,0.0,0.77602583,0.0,0.0,0.0,0.0,0.0,1.2276524,0.0,0.0,0.0,0.0,0.0,0
2.9671586,0.0,8.681198,0.0,1.9533192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7056955,0.0,0.0,0.0,0
3.1661575,0.0,8.074641,0.0,0.0,0.0,0.0,1.5477895,0.0,0.0,0.0,0.0,1.7915359,0.0,0.0,0.0,0
6.2138944,0.0,3.5566835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,22.561743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.5277734,3.659074,6.4857817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.205206,0.0,0.0,0.0,0.0,0.0,0
