0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,class
0.0,0.0,0.0,0.0,0.0,2.7376378,2.210376,0.0,0.0,4.7082524,0.0,0.0,2.403004,0.0,0.0,0.49336073,3.5524285,0.0,0.0,0.0,0.0,0.96211535,2.0206711,0.0,0.62640506,0.0,0.0,0.0,5.6875234,0.0,0.2359104,0.99497634,0.0,0.80977726,0.0,7.5259633,0.0,0.0,4.1077523,0.0,0.0,3.9777148,0.0,0.0,2.9662476,3.107125,0.0,0.0,2.1332247,0.0,0.0,0.0,6.0182247,2.0452142,0.0,0.0,5.5753922,0.0,7.814009,0.0,0.0,2.9059024,0.0,7.092114,0
0.0,0.0,0.2530322,0.0,0.0,4.412771,0.66392326,0.0,0.0,6.500543,0.0,0.0,0.645326,0.0,0.0,0.0,3.2179859,0.0,0.0,0.0,0.0,1.0443193,6.621026,0.0,2.663081,0.0,0.0,0.0,3.1047273,0.0,0.41992062,4.29052,0.0,0.0,0.0,5.644028,0.0,0.0,4.8991656,0.0,0.78344464,6.7491207,0.0,0.0,6.218082,9.351021,0.0,0.0,5.092138,0.0,0.0,0.0,10.669383,0.0,0.0,0.0,6.6177726,0.35766053,16.277964,0.0,0.0,4.3002963,0.0,8.363703,0
0.0,0.0,7.472277,0.0,0.0,1.3770914,1.2409422,0.0,0.0,10.634346,0.0,0.0,0.0,0.0,0.0,1.394753,3.449711,0.0,0.0,0.0,0.0,0.78533274,5.506269,0.0,0.0,9.726521,0.0,0.0,4.6531672,0.0,10.617228,5.5469847,0.0,0.56414485,0.0,9.304867,0.0,0.0,0.0,0.0,0.0,6.0702353,0.0,0.0,6.024548,14.803744,0.0,0.0,3.7740526,0.0,0.0,0.0,19.83588,0.0,0.0,0.0,6.8863616,0.0695199,19.277613,0.0,0.0,9.016987,0.0,10.7201,0
0.0,0.0,15.415589,0.0,0.0,0.0,0.0,0.0,0.0,11.971971,0.0,0.0,0.0,0.0,0.0,1.9349859,3.0479746,0.0,0.0,0.0,0.0,0.0,5.2115626,0.0,0.0,15.852363,0.0,0.0,0.32304773,0.0,14.145422,0.0,0.0,0.0,0.0,5.49762,0.0,0.0,1.0488267,0.0,5.0467014,0.81874156,0.0,0.0,3.8141274,16.846132,0.0,0.0,7.540731,0.0,0.0,0.0,12.962378,0.0,0.0,0.0,5.1999044,3.9027822,16.201578,0.84440535,0.0,11.731221,0.0,12.780546,0
0.0,0.0,7.592672,0.0,0.0,3.6510956,0.61834323,0.0,0.0,11.255728,0.0,0.0,0.58538675,0.0,0.0,1.1535826,4.9798584,0.0,0.0,0.0,0.0,7.6903186,0.0,0.0,0.0,3.8641763,0.0,0.0,6.642458,0.0,4.8839064,1.6188395,0.0,1.5284877,0.0,9.802746,0.0,0.0,2.150584,0.0,0.0,1.3313268,0.0,0.0,1.2634639,9.764851,0.0,0.0,6.180573,0.0,0.0,0.0,9.975916,3.8726478,0.0,0.0,5.503544,0.0,10.72407,0.0,0.0,5.7322392,0.0,7.764989,0
0.0,0.0,2.4873343,0.0,0.0,5.8589635,2.245147,0.0,0.0,8.622134,0.0,0.0,4.3857636,0.0,0.0,0.38817212,3.434319,0.0,0.0,0.0,0.105241925,6.027924,2.5152256,0.0,0.0,1.6687572,0.0,0.0,7.4219146,0.0,1.7541835,4.4089866,0.0,0.53719425,0.0,10.008137,0.0,0.0,5.8501897,0.0,0.0,2.7710955,0.0,0.0,1.3471414,5.1764765,0.0,0.0,5.7986135,0.0,0.0,0.0,9.498634,1.0827371,0.0,0.0,7.2075524,0.0,10.451137,0.0,0.0,1.9604607,0.0,6.965592,0
0.0,0.0,2.077374,0.0,0.0,6.160435,0.8465281,0.0,0.20257594,7.5041795,0.0,0.0,8.033886,0.0,0.0,0.0,4.0808697,0.0,0.0,0.0,0.0,11.38769,0.15980119,0.0,0.0,0.0,0.0,0.0,7.577222,0.0,0.0,3.9806693,0.0,0.0,0.0,12.225767,0.0,0.0,8.549081,0.0,1.6244836,2.230918,0.0,0.0,3.095493,4.790749,0.0,0.0,5.6566815,0.0,0.0,0.0,8.228463,3.6600535,0.0,0.0,7.490186,0.0,10.470925,0.0,0.0,1.0478201,0.0,5.4964595,0
0.0,0.0,7.264413,0.0,0.0,0.39903414,0.0,0.0,0.0,8.464935,0.0,0.0,0.0,0.0,0.0,0.6829495,1.9751629,0.0,0.0,0.0,0.0,2.0205204,2.9693449,0.0,0.0,5.830424,0.0,0.0,0.0,0.0,6.387431,0.0,2.0302603,0.0,0.0,3.0522666,0.0,0.0,0.0,0.0,0.0,0.14874525,0.0,0.0,5.341731,8.585778,0.0,0.0,5.052191,0.0,0.0,0.0,10.329958,6.2522397,0.0,0.0,1.953881,0.0,14.474579,0.0,0.0,8.086969,0.0,5.525405,0
0.0,0.0,1.007034,0.0,0.0,4.5665627,1.3052846,0.0,0.18671454,6.000157,0.0,0.0,4.291725,0.0,0.0,0.0,3.3163824,0.0,0.0,0.0,0.34375834,8.720922,0.0,0.0,0.0,0.0,0.0,0.0,5.53467,0.0,0.22624849,4.45565,0.0,0.0,0.0,6.8566074,0.0,0.0,4.2227736,0.0,0.0,1.828117,0.0,0.0,0.0,0.0,0.0,0.0,2.6528628,0.0,0.0,0.0,2.9894772,3.0215087,0.0,0.0,2.7058525,0.0,5.6944633,0.0,0.0,0.7762626,0.0,2.8016417,0
0.0,0.0,3.9393482,0.0,0.0,4.932993,2.8426065,0.0,0.0,8.186336,0.0,0.0,6.5667286,0.0,0.0,0.0,4.3159904,0.0,0.0,0.0,0.0,6.645769,4.009994,0.0,0.0,0.0,0.0,0.0,5.9953103,0.0,0.52494174,3.116847,0.0,0.0,0.0,11.99507,0.0,0.0,7.481833,0.0,4.223365,3.530486,0.0,0.0,5.9891114,8.957423,0.0,0.0,9.768363,0.0,0.0,0.0,11.913841,1.3337394,0.0,0.0,9.540986,0.0,13.001391,0.0,0.0,0.55992264,0.0,6.7764072,0
