0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,class
0.0,0.0,0.0,0.0,3.0094962,5.899904,0.0,0.0,0.0,2.6166008,5.019023,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8410068,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.3473184,0.0,2.9879959,7.7698817,0.0,0.15459822,0.0,0.0,3.5395575,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.78884554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.4649635,0.0,3.5195444,6.8141804,0.0,0.0,0.0,1.8865236,6.649528,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.41681287,2.2206483,0.0,0.0,0.0,0.9299367,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,5.473382,0.0,6.416729,8.096844,4.113301,0.0,0.0,0.0,10.736603,0.0,6.447421,0.0,0.0,1.6091373,0
0.0,0.0,2.2721229,0.0,7.7023196,6.6447673,2.4581404,0.0,0.0,0.0,6.677441,0.0,4.184933,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,8.485471,4.8744864,0.0,0.0,0.0,1.0599355,8.718627,0.0,1.0233035,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33062544,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.4493461,0.0,5.2548256,3.2849433,3.4049282,0.0,0.0,0.0112716835,8.480991,0.0,6.2287025,0.0,0.0,0.0,0
0.0,0.0,3.9127042,0.0,5.1785817,7.0155206,1.9667231,0.0,0.0,0.0,6.275204,0.0,4.969461,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,4.1216593,4.534857,5.953912,0.0,0.0,2.866837,12.020709,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,11.331234,0.27370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,5.7982554,0.0,5.23477,6.911474,3.4404442,0.17934988,0.0,0.0,8.4268265,0.0,6.1243796,0.0,0.0,1.4595959,0
0.0,0.0,0.0,0.0,5.862587,4.433041,0.0,0.0,0.0,1.0601662,3.7501662,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,3.1790223,0.0,6.4481187,5.982871,2.9754362,0.0,0.0,0.0,6.8043222,0.0,6.0306535,0.0,0.0,0.03172976,0
0.0,0.0,0.0,0.0,8.899505,4.7491565,0.91822,0.0,0.0,3.1706693,7.7178597,0.0,0.528286,0.0,0.0,0.0,0
0.0,0.0,5.0307364,0.0,4.512702,8.020592,3.2091572,0.0,0.0,0.0,7.2392106,0.0,3.8388991,0.0,0.0,0.0,0
0.0,0.0,2.506354,0.0,6.3865666,4.874552,3.774042,0.0,0.0,0.5047937,10.489752,0.0,7.8521767,0.0,0.0,1.829012,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.080363,0
