0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,energy_N,entropy_N,kurtosis_N,maximum_N,mean_N,meanAbsoluteDeviation_N,median_N,minimum_N,range_N,rootMeanSquare_N,skewness_N,standardDeviation_N,uniformity_N,variance_N,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80471355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004645298818294109,0.46585861009496543,0.019056871412089706,0.11111111111111105,0.08089956589922509,0.16913624538214622,0.0714285714285714,0.28965517241379307,0.17333333333333334,0.08015429661626527,0.7806262207479977,0.1677977999364224,0.1506122115797243,0.04208827473343978,0
0.0,0.0,0.0,0.90234065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1381774,1.6534315,4.090271,0.0,0.0,0.0,0.0,0.0,2.3216484,0.0,0.0,0.88954717,1.782866,0.0,0.0,0.0,0.0,1.9379209,0.5501966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037025024755850096,0.4597303022116016,0.058436773162767894,0.18518518518518512,0.10602892489980842,0.19588751070317645,0.09920634920634919,0.13103448275862067,0.3288888888888889,0.11407388125687912,0.7221098388121141,0.22824427903329267,0.15526088370250285,0.06966997191634863,0
0.0,0.0,0.0,1.1707058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.603691,0.0,3.607397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0719423,0.0,0.0,0.0,0.0,1.2944617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683615,0.0,0.0,0.0,0.0027114821624936456,0.5622645934703131,0.04782169249676186,0.26543209876543206,0.27486660732870893,0.14422576943305732,0.25396825396825395,0.39999999999999997,0.21333333333333332,0.2688712599655586,0.7913248714827209,0.1559551849623927,0.10467135466099178,0.03745517451661114,0
0.0,0.0,0.0,4.6979856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31982,5.138117,8.149948,0.0,0.0,0.0,0.0,0.0,6.4447675,0.0,0.0,2.3885903,5.4640827,0.0,0.0,0.0,0.0,3.850095,0.43676016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3585776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0768,0.0,0.0,0.0,0.0,0.001728116447875656,0.5288816450317652,0.035019313468121455,0.5679012345679012,0.36805414041895934,0.41299362029648623,0.3571428571428571,0.11724137931034483,0.6133333333333333,0.41134570214734645,0.7654818447088656,0.4686300628957677,0.11636194079789586,0.2444586703668523,0
0.0,0.0,0.0,4.7406363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.796314,0.0,4.9227157,0.0,0.0,0.0,0.0,0.0,3.380749,0.0,0.0,0.02461384,6.1705995,0.0,0.0,0.0,0.0,5.942889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113841996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.530515,0.0,0.0,0.0,0.0016875202699798925,0.4075457483178856,0.03180830042013526,0.28395061728395055,0.36755130215663423,0.12172679440111005,0.365079365079365,0.5793103448275861,0.1111111111111111,0.3574064725098638,0.7569969764333314,0.12411938406670123,0.19408862636025453,0.02625208766328715,0
0.0,0.0,0.0,3.76548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.891699,0.0,4.924336,0.0,0.0,0.0,0.0,0.0,1.3137238,0.0,0.0,0.0,5.1321945,0.0,0.0,0.0,0.0,2.090674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29949772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.247545,3.3671815,0.0,0.0,0.0,0.001551953459040525,0.5616987781556432,0.025254780587812893,0.26543209876543206,0.19597530008555686,0.2177742782996286,0.1428571428571428,0.33793103448275863,0.25333333333333335,0.2005982314310264,0.8605471412612068,0.2249056136990523,0.1060314148703368,0.06797489947119864,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4270672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8654185,0.0,0.0,26.700314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.388109,0.0,0.0,21.247293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583255771947745,0.2431754317420488,0.5036069164802769,0.3580246913580246,0.5293983996199247,0.04390708349643045,0.5317460317460316,0.3310344827586207,0.3244444444444444,0.5148403661020201,0.20423173596384026,0.07132942744365439,0.48531507526204026,0.01169686300702404,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3967952,3.3921156,0.0,0.0,0.0,0.0,0.0,0.6652092,0.0,0.0,0.41574135,1.7619531,0.0,0.0,0.0,0.0,3.305634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4301545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030224256533199056,0.5025277824235276,0.04389185509387838,0.2777777777777778,0.35335441542063284,0.15502879728488816,0.365079365079365,0.496551724137931,0.15999999999999998,0.3471078515986443,0.662017562159829,0.16437022173584506,0.13955963163921162,0.040721362730293705,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.011908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2116091,0.0,7.0202994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016248457877636645,0.7133892705224566,0.043565597880793325,0.2962962962962963,0.3109443236947568,0.2310016670860784,0.34126984126984117,0.24137931034482757,0.3377777777777778,0.31573206713662616,0.680828398088416,0.24613119817032006,0.05676777907039459,0.07909311377194791,0
0.0,0.0,0.0,0.8811196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3815994,1.8698971,6.3140626,0.0,0.0,0.0,0.0,0.0,3.2023025,0.0,0.0,0.0,5.2763486,0.0,0.0,0.0,0.0,2.1970766,1.9876077,0.0,0.2222486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52221435,0.0,0.0,0.0,0.0016754486405586501,0.49898046332194557,0.03684695118120765,0.28395061728395055,0.31931754317506356,0.17052183644647656,0.31746031746031744,0.42068965517241375,0.21333333333333332,0.31506187088366344,0.7333275584534624,0.17877352389976112,0.12931370124488922,0.04660768787513597,0
