0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,class
0.0,5.411322,0.0,0.0,0.0,4.9711227,0.0,0.0,0.0,0.0,0.0,6.3940835,0.0,0.0,0.0,0.0,7.9752984,0.0,0.0,0.0,11.6701565,0.0,0.0,0.0,0.0,0.0,0.0,6.7795396,0.0,0.0,0.0,0.0,0.0,0.0,1.2907312,0.31608865,0.0,0.0,4.1462264,0.0,0.0,6.8350964,0.0,0.0,6.1544385,0.0,0.0,0.0,0.0,4.73213,3.1654224,0.0,0.0,0.0,0.0,0.0,0.0,6.9308267,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,2.3909514,0.0,0.0,0.0,4.9078164,0.0,0.0,0.0,0.0,0.0,3.8352127,0.0,0.0,0.0,0.0,6.116175,0.0,0.0,0.0,7.8400774,0.0,0.0,0.0,0.0,0.0,0.0,3.6610818,0.0,0.0,4.318746,0.0,0.0,0.0,0.8073247,4.078158,0.0,0.0,4.9717674,0.0,0.0,7.3252373,0.0,0.0,1.7943674,0.0,0.0,0.0,0.0,3.7421675,0.0,0.0,0.0,0.0,0.0,1.615626,0.0,5.354126,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,3.233908,0.0,13.526094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.607354,0.0,0.0,0.0,4.041251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.461375,0.0,0.0,0.0,2.4962249,0.0,0.0,9.932689,7.5335784,0.0,0.0,0.0,0.0,0.23374262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5545964,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,4.6604342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9702288,0.0,0.0,0.0,7.8385634,0.0,0.0,0.0,2.9742377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.836713,0.0,0.0,0.0,4.325882,0.0,0.0,3.8403637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9254901,0.0,0.0,2.224487,0.0,0.0,0.0,0.0,0.0,0
0.0,1.3426,0.0,0.0,0.0,2.6313941,0.0,0.0,0.0,0.0,0.0,4.8698397,0.0,0.0,0.0,0.0,4.9351463,0.0,0.0,0.0,9.341491,0.0,0.0,0.0,0.0,0.0,0.0,3.006448,0.0,0.0,0.0,0.0,0.0,0.0,0.9447216,0.0,0.0,0.0,3.7087584,0.0,0.0,4.4345684,0.0,0.0,3.5311494,0.0,0.0,0.0,0.0,2.5975819,6.11247,0.0,0.0,0.0,0.0,0.0,0.0,5.6408553,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,2.210645,0.0,0.0,0.0,4.940388,0.0,0.0,0.0,0.0,0.0,4.996146,0.0,0.0,0.0,0.0,7.265747,0.0,0.0,0.0,12.423813,0.0,0.0,0.0,0.0,0.0,0.0,5.1631365,0.0,0.0,0.0,0.0,0.0,0.0,1.8236943,0.9514498,0.0,0.0,5.940342,0.0,0.0,6.5394573,0.0,0.0,5.273245,0.0,0.0,0.0,0.0,3.2621517,3.7589269,0.0,0.0,0.0,0.0,0.0,0.0,5.829064,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,3.0449307,0.0,0.54685277,0.0,1.5507076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.769155,0.0,0.0,0.0,7.782804,0.0,0.0,0.0,0.0,0.0,0.0,1.2351213,0.0,0.0,0.0,0.0,0.0,0.0,2.1315563,0.0,0.0,0.0,3.2749724,0.0,0.0,5.3869686,0.9385293,0.0,2.1231403,0.0,0.0,0.0,0.0,0.18317066,0.54100376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,2.1655648,0.0,0.0,0.0,5.910876,0.0,0.0,0.0,0.0,0.0,5.1391525,0.0,0.0,0.0,0.0,3.7709186,0.0,0.0,0.0,10.114394,0.0,0.0,0.0,0.0,0.0,0.0,5.1407013,0.0,0.0,0.0,0.0,0.0,0.0,5.8831167,0.0,0.0,0.0,9.722567,0.0,0.0,7.289048,0.0,0.0,4.907548,0.0,0.0,0.0,0.0,4.875601,1.0489178,0.0,0.0,0.0,0.0,0.0,0.0,2.422455,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.56857353,0.0,0.0,0.0,3.9072623,0.0,0.0,0.0,0.0,0.0,5.915221,0.0,0.0,0.0,0.0,5.603266,0.0,0.0,0.0,8.928749,0.0,0.0,0.0,0.0,0.0,0.0,4.482187,0.0,0.0,0.0,0.0,0.0,0.0,2.431846,0.0,0.0,0.0,3.9137766,0.0,0.0,3.9422588,0.3628228,0.0,4.9205613,0.0,0.0,0.0,0.0,2.8586214,4.440984,0.0,0.0,0.0,0.0,0.0,0.0,4.3500943,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,3.2387292,0.0,1.2280183,0.0,1.4992692,0.0,0.0,0.0,0.0,0.0,3.9947653,0.0,0.0,0.0,0.0,4.2628946,0.0,0.0,0.0,7.473057,0.0,0.0,0.0,0.0,0.0,0.0,4.27022,0.0,0.0,0.0,0.0,0.0,0.0,2.1625345,0.0,0.0,0.0,1.2113085,0.0,0.0,3.7040706,0.0,0.0,3.3735118,0.0,0.0,0.0,0.0,1.8424289,2.1186464,0.0,0.0,0.0,0.0,0.0,0.0,3.6750474,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,9.977424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12385,0.0,0.0,0.0,2.2035654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.218971,0.0,0.0,0.0,10.858986,0.0,0.0,11.516732,0.9274699,0.0,0.0,0.0,0.0,5.472583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2484193,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.8746337,21.782087,0.0,0.0,0.0,0.0,13.909496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.547104,0.0,0.0,0.0,35.431293,9.269624,0.0,0.0,0.0,0.0,51.475517,0.0,0.0,0.0,13.560784,0.0,0.0,50.7514,0.0,0.0,0.0,0.0,0.0,25.137428,0.0,0.0,0.0,2.3565185,0.0,0.0,0.0,32.587074,0.0,0.0,22.253101,18.519945,0.0,0.0,0.0,0.0,0
