0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,energy_N,entropy_N,kurtosis_N,mean_N,minimum_N,rootMeanSquare_N,skewness_N,sphericalDisproportion,sphericity,surfaceVolumeRatio,entropy0_N,homogeneity0_N,correlation0_N,shade0_N,promenance0_N,variance0_N,idm0_N,entropy135_N,correlation135_N,promenance135_N,variance135_N,entropy45_N,homogeneity45_N,correlation45_N,shade45_N,variance45_N,entropy90_N,inertia90_N,correlation90_N,shade90_N,variance90_N,idm90_N,sumvalues,sumsquares,amean,pvariance,skewness,scm,class
0.0,0.0,0.0,0.0,0.0,0.0,11.129353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8426589,0.0,4.413313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3886842,0.0,6.9018626,0.0,0.0,0.0,0.0,0.0,1.6447959,0.0,0.0,0.0,0.0,0.0,0.0,3.1650984,0.0,0.0,0.0,0.0,0.14069135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7087636,0.0,5.0508122,2.35074,0.0038654590482213287,0.3596812623326514,0.1324416019246181,0.49895452169367505,0.6413793103448275,0.4845786339479309,0.6234768452771127,0.4857002447779324,0.2765851719340092,0.45488401035372716,0.9616694837456656,0.04763547996534191,0.6666666615673186,0.9999999709561663,1.0100798481371459e-10,8.351263527266662e-06,0.005514776603762871,0.9614006481655346,0.6666665457938324,1.0119558464091434e-10,8.48996222072891e-06,0.96122390477842,0.047641845056768786,0.6666665557046323,0.9999999702292716,8.773637939433506e-06,0.9606762849056022,0.015467463198905615,0.11071609615422223,0.9999999625376936,1.0690239213549611e-05,0.004430988134109335,0.02249856405145245,0.026536683474997776,0.513680320467225,0.07304045052571945,0.0,0.011290073821601725,0
0.0,0.0,0.0,0.0,0.0,0.0,2.9259899,2.1565266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.548175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9903376,0.0,0.0,1.029313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6278051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9628119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016247734115991108,0.5792930076799084,0.027130390354000666,0.08387785328454456,0.2551724137931034,0.09190995636239674,0.8695786057980757,0.7025450165071893,0.16057100389350729,0.5603848987184008,0.9406344191378314,0.07145422519968073,0.4999999980870618,0.9999999870090311,3.3221684950554096e-11,5.0799733257803505e-06,0.00448056546859199,0.9402838699895886,0.4999998798477779,3.326615702873654e-11,5.140814276334761e-06,0.9400546017483399,0.07146539056005514,0.4999998892260921,0.999999986774931,5.264411175279029e-06,0.9394316579331727,0.006638628790836193,0.07920637742505322,0.9999999836953476,6.235633175036199e-06,0.004645007739948021,0.018566169731155126,0.010992481742674828,0.046427942951104306,0.052379918029781945,0.8241108509726234,0.012789521265477024,0
2.6719253,0.0,0.0,0.0,0.0,0.0,4.8650813,0.7651659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4782486,0.0,3.8120906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0736978,0.0,3.043791,0.0,0.0,0.0,0.0,0.0,2.5311599,0.0,0.0,0.0,1.4064155,0.0,0.0,2.208204,0.0,0.0,0.0,0.0,3.0264966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3455772,0.0,5.106478,0.82418543,0.0005434675562807256,0.37295566953035786,0.042124906481924226,0.2158092719576069,0.43448275862068964,0.20899052616508607,0.7827071090104427,0.33250660121724845,0.3417832167832169,0.31867004887340467,0.9818978186847545,0.02381981505007147,0.9999999618596702,0.9999999995598273,4.169597936832955e-13,4.6467784735553316e-07,0.002468600645541628,0.9817324023175977,0.9999999916629884,4.181679169974045e-13,4.767003044965557e-07,0.9816240259313307,0.02382370524256756,0.9999999970739225,0.9999999995426124,5.016204297522922e-07,0.9812002294179342,0.00230632356210043,0.18581194947995097,0.9999999992429276,7.530231777808519e-07,0.0021049247915009297,0.007802326576114779,0.005108399077226666,0.1975115976398325,0.03672453677785903,0.6302699959283897,0.003975180528246311,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042620637506949346,0.7277619718499967,0.03666417999086177,0.46427457454185594,0.4275862068965517,0.4642610097953389,0.7025733908120195,0.3784072275949999,0.03274448419797257,0.11304182261980288,0.9408013743911262,0.07128602679359577,0.5000000005008626,0.9999622012543581,1.3799693546709235e-06,0.0010353455820461038,0.02989445746299457,0.940446614109663,0.49999988035163345,1.3818167344707083e-06,0.0010477455443012916,0.9402142911854707,0.07129584927754301,0.49999988939808787,0.9999615201108522,0.0010729357380317274,0.9395905255639805,0.09597369320311903,0.07847458264797164,0.9999556613298909,0.0012168550211039614,0.030038349936093594,0.08456956169283059,0.08880399356242266,0.40300999320725606,0.09532486112732103,0.6538269036191794,0.05119909140530458,0
3.7583969,0.0,0.0,0.0,0.0,0.0,10.283877,1.635054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9052746,0.0,5.706075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981716,0.0,4.9296236,0.0,0.0,0.0,0.0,0.0,5.2392,0.0,0.0,0.0,2.7018166,0.0,0.0,6.253706,0.0,0.0,0.0,0.0,3.7100883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9775825,0.0,9.616283,0.3770622,0.0017828900143835862,0.4761974921993076,0.048758880272090285,0.5131360437536232,0.41379310344827586,0.5185740873217987,0.7693460500492089,0.4953630974646738,0.41219710522036107,0.571599671435986,0.9818969241308276,0.023822027685820063,0.9999999812653338,0.9999999989089112,1.3987612115992355e-12,8.510922769527242e-07,0.0021766253827238983,0.981731735272764,0.999999992893854,1.4028139240896954e-12,8.731123007173265e-07,0.9816234733654677,0.023825123281107172,0.9999999973909862,0.9999999988662395,9.187553751973724e-07,0.9811997763594263,0.0028647955826522,0.1858119494887467,0.9999999981228134,1.38201685480471e-06,0.002048667364012819,0.013004330250513615,0.016963643054129028,0.4848273805105724,0.17354975725168645,0.5517403455791922,0.01808911252418199,0
0.0,0.0,0.0,0.0,4.5529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.207004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013020215857115488,0.5105506548348581,0.074690827353206,0.43728120860555697,0.3172413793103448,0.4363142718867946,0.5741352551814343,0.46886780457866395,0.07421044072206864,0.22411511916560253,0.9617069408488408,0.047600541788967304,0.6666666660271962,0.9999993566265412,6.283977567291609e-09,6.587060615890324e-05,0.004757372375176651,0.9614367756357133,0.6666665468481713,6.295649182565212e-09,6.696459346721461e-05,0.9612598496689045,0.047607450748502166,0.6666665560105566,0.9999993405244773,6.920208637253715e-05,0.9607131928107682,0.02854621438911455,0.11108031322559675,0.9999991490938666,8.571665243953491e-05,0.005921198835029534,0.035874950946911316,0.036790140336759695,0.3501101067543647,0.11344550685932925,0.5245489615975867,0.02941275980314742,0
3.2785466,0.0,0.0,0.0,0.0,0.0,7.851262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5747905,0.0,4.704612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53290075,0.0,3.4214096,0.0,0.0,0.0,0.0,0.0,3.0736208,0.0,0.0,0.0,1.6919496,0.0,0.0,2.173067,0.0,0.0,0.0,0.0,0.81595856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.473422,0.0,3.9840112,2.7181652,0.0007875390451909416,0.4873442766760997,0.04478414877695058,0.09763003667673908,0.2827586206896552,0.09422555850964653,0.8365880014691108,0.29646750287037316,0.2730867402591737,0.2471757201310029,0.9616700813502634,0.04763366351489364,0.6666666585043387,0.9999999947357164,1.0361027470964236e-11,2.674704122066599e-06,0.001990545451756073,0.9614007771043697,0.6666665454376496,1.0380270680740239e-11,2.719125889672978e-06,0.9612240696075001,0.047640698037643134,0.6666665555903831,0.9999999946039645,2.8099802376568e-06,0.9606763244881515,0.0066032404647814276,0.11035481255257214,0.9999999933747266,3.3677313122720907e-06,0.002938527240064901,0.012590179605592798,0.006555287042353759,0.08344313921881119,0.01856089528459276,0.7065027358620419,0.003806012776194966,0
0.0,0.0,0.0,0.0,2.0995872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.412554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013620285743897394,0.6481325173753932,0.05949145294652237,0.28356316788658975,0.296551724137931,0.27751796196996414,0.6987022817792617,0.4094745689761291,0.10474636461857276,0.2229918936043538,0.9191395757910209,0.09523898145760515,0.4000000003980034,0.9999972746647008,4.053062238396727e-08,0.0001832553283445508,0.023767461057231598,0.9187234912731992,0.39999989226041116,4.0572281090141274e-08,0.0001849408951249125,0.9184500816454491,0.09524646999353094,0.39999990043703476,0.9999972369828413,0.0001883511240936915,0.9177745630688051,0.0253861474609429,0.06037256394399562,0.9999968915456605,0.0002085827678648503,0.024070285029601107,0.06752420744466336,0.062332830734579334,0.3305335243325922,0.028634379492817386,0.5247124132753367,0.016962629274225777,0
0.0,0.0,0.0,0.0,0.0,0.0,5.793252,1.9608424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.353436,0.0,6.0691986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.725383,0.0,5.92924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5727711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6467971,0.0,0.0,0.0,1.9865923,0.0,0.0,4.5049887,0.008243460479202347,0.7471724958859806,0.034789215151844466,0.3669280362432481,0.3931034482758621,0.3802132100855148,0.8630357294779885,0.242567469787359,0.25680093763493933,0.18967107348062437,0.874876499727562,0.1429192035263163,0.2857142859944351,0.9999993381157157,6.001756475033331e-09,7.299376593477156e-05,0.011762907908866907,0.874361968012755,0.28571420017121996,6.005794380078689e-09,7.343335975412353e-05,0.8740246617647012,0.14293520466421122,0.28571420668255365,0.9999993321300846,7.431858237861319e-05,0.8732840121840604,0.017862810518737567,0.040126037375474974,0.999999289378075,7.864586027893766e-05,0.010178165175181927,0.0637276002210614,0.06428642012875155,0.3537634455826514,0.0973655132628734,0.8198276520991739,0.042228783340281795,0
0.0,0.0,0.0,0.0,13.04578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3575325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.718486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08235132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.812586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007875503632742873,0.6298341295163156,0.19834808772279527,0.41235937564955427,0.034482758620689655,0.4138563920254379,0.5221097917252522,0.57765657137293,0.13866623090683913,0.4019664309595039,0.9406651040038163,0.07141947517394283,0.49999999893816044,0.9999995962798152,3.245937946265266e-09,5.021352581657344e-05,0.006772822701760205,0.9403146675264994,0.4999998800665079,3.250283243138287e-09,5.0814914921613885e-05,0.9400845731202999,0.07142810437910745,0.49999988931298955,0.9999995890046747,5.2036621402476826e-05,0.9394603619377274,0.04394345387850524,0.0782964215649286,0.999999534013113,5.839726857887704e-05,0.007037222947027015,0.04039937700880036,0.04472689578969502,0.3531244570568136,0.19477439314973466,0.23781333295343754,0.05383132227909795,0
