0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,compactness1,compactness2,sphericalDisproportion,sphericity,area,surfaceArea,surfaceVolumeRatio,volume,class
0.0,0.0,0.16749379,0.0,1.321134,1.0153157,0.0,0.0,0.92393315,0.0,0.0,0.7554777,2.2719452,0.0,0.0,1.4608728,0.0,1.3684092,0.37901494,0.0,0.0,0.0,0.92357785,0.0,0.025273521072863587,0.00951659630623607,0.4317904267535905,0.07908524838310171,0.10599284436493739,0.0790127435222551,0.20740711638927473,0.02527352107286358,0
5.2965727,0.0,0.0,0.69872254,0.0,0.0,0.0,1.1225904,0.0,0.0,6.5380707,0.0,0.0,0.0,0.0,0.0,0.0,3.362532,0.88664955,0.0,0.0,0.7505936,0.4576925,5.062292,0.0014958863126402397,0.005065321605898997,0.5389140717438826,0.3471996697399202,0.01878354203935599,0.008434538391862338,0.5828441915613103,0.001495886312640239,0
2.680717,0.0,0.0,0.0,0.0,0.0,0.0,1.5158969,0.0,0.0,5.1315594,0.0,0.0,0.0,0.0,0.5935099,0.0,2.2952082,1.3134854,0.0,0.0,0.34705642,0.63802814,3.4805813,0.003974535144631334,0.02261199023412932,0.3030047938113797,0.3417832167832169,0.019230769230769232,0.019251703825233127,0.2856792285391549,0.003974535144631333,0
2.824055,0.0,0.0,0.0,0.961947,0.0,0.87374586,0.6357565,0.0,0.0,3.1883154,0.0,0.0,0.0,0.0,1.1753559,0.0,2.7213125,1.1748859,2.137743,0.0,1.2327995,0.0,3.0073962,0.003735367274877807,0.0123511020049669,0.3904201793458869,0.29148758218525667,0.024150268336314853,0.018302710252971845,0.3559427827919253,0.003735367274877807,0
4.435683,0.0,0.0,0.0,0.36213452,0.0,0.5348208,0.8795824,0.0,0.0,4.9492683,0.0,0.0,0.0,0.0,1.0033758,0.0,2.9560108,1.3343865,1.8262727,0.0,1.96581,0.0,3.7868462,0.003083091266459099,0.0191511112531725,0.32576742051200963,0.37064136778204637,0.01699463327370304,0.015629649382771227,0.32458711337430024,0.0030830912664590975,0
0.3118129,0.0,0.0,0.3624817,0.95251346,0.0,1.0681765,0.0,0.0,0.31461912,0.27423805,0.0,0.0,0.0,0.0,0.9197029,0.0,1.0772357,0.19393492,0.38294768,0.0,0.6243369,0.59205824,0.0,0.018020211859247542,0.008323901939170063,0.4537981873498065,0.09630360571794326,0.0872093023255814,0.061731313432050725,0.24426775415000682,0.018020211859247535,0
0.0,0.0,4.394041,0.0,6.531434,26.455984,8.707322,0.0,0.0,16.198648,0.0,24.419704,22.740108,4.1899195,0.0,0.0,0.0,0.6355557,0.0,0.0,6.7227483,0.0,2.1687975,0.0,0.30893531161399185,0.020319639392173308,0.31754134164112796,0.011450522197362319,0.4677996422182469,0.45212326691611154,0.055273539712396916,0.30893531161399174,0
0.0,1.055162,0.31551334,0.90644085,0.95213336,0.0,0.0,0.0,0.0,1.1788284,1.216819,0.0,1.981583,0.0,0.0,0.7537243,0.0,1.6476755,0.12717848,0.0,0.0,0.0,2.1241,0.0,0.01642865839870589,0.00736510187268851,0.4743102270439128,0.09880571442969086,0.08497316636851521,0.057662141721486496,0.2621624672597431,0.016428658398705883,0
3.0983975,0.0,0.0,0.0,0.0,0.0,0.0,1.437251,0.0,0.0,4.900238,0.0,0.0,0.0,0.0,1.0444535,0.0,2.8476415,1.4521103,0.4933019,0.0,1.0780516,0.29002512,3.4440856,0.005131237932893846,0.05805348385965151,0.19175734286848167,0.404652760030667,0.014758497316636853,0.02364472354009918,0.18870364385397123,0.005131237932893844,0
0.35718697,0.0,0.0,0.0,0.36276874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37076467,0.15392794,0.0,0.5339441,0.0,0.35276732,0.0,0.19270755,0.10215202,0.12620267,0.0,0.0,0.029030630881355355,0.020502514308313968,0.3163075765499821,0.09298747763864043,0.09033989266547407,0.08732544136173004,0.1506817535849823,0.02903063088135534,0
0.0,0.6281024,0.0,3.0017757,0.0,26.52686,14.308592,0.0,0.0,16.89123,0.0,22.347006,19.530855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5076354,0.0,5.1341615,0.0,0.3751543719886592,0.006289927051990685,0.5012487321537649,0.003192071108085783,0.7607334525939178,0.515832965060939,0.0820760449603562,0.3751543719886591,0
