0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,energy_N,entropy_N,kurtosis_N,maximum_N,mean_N,meanAbsoluteDeviation_N,median_N,minimum_N,range_N,rootMeanSquare_N,skewness_N,standardDeviation_N,uniformity_N,variance_N,compactness1,compactness2,sphericalDisproportion,sphericity,area,surfaceArea,surfaceVolumeRatio,volume,diameter,energy0_N,entropy0_N,inertia0_N,homogeneity0_N,correlation0_N,shade0_N,promenance0_N,variance0_N,idm0_N,energy135_N,entropy135_N,inertia135_N,homogeneity135_N,correlation135_N,shade135_N,promenance135_N,variance135_N,idm135_N,energy45_N,entropy45_N,inertia45_N,homogeneity45_N,correlation45_N,shade45_N,promenance45_N,variance45_N,idm45_N,energy90_N,entropy90_N,inertia90_N,homogeneity90_N,correlation90_N,shade90_N,promenance90_N,variance90_N,idm90_N,differenceends,sumvalues,sumsquares,sumlogs,amean,gmean,pvariance,svariance,sd,kurtosis,skewness,scm,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4697843,0.0,0.0,0.0,0.0,8.874659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01220538236040314,0.6728547136265978,0.03171233786121383,0.4629629629629629,0.48957699127743104,0.20984641026940004,0.5,0.503448275862069,0.2888888888888889,0.48749164637016473,0.7328812359143051,0.22152937522933733,0.06925711008650332,0.06628115998405201,0.025273521072863587,0.00951659630623607,0.4317904267535905,0.07908524838310171,0.10599284436493739,0.0790127435222551,0.20740711638927473,0.02527352107286358,0.2432671451594571,0.4109953405198894,0.9617121771399085,0.04792162095272938,0.047583848335220814,0.6666666651072592,0.9999992888958575,7.181161867963636e-09,7.041605743078139e-05,0.009088248054495242,0.7243338937509849,0.9614416004716566,0.04808458419292879,0.04758955093315431,0.6666665467296528,0.9999992849502234,7.194499883762844e-09,7.15855361311283e-05,0.008757524558127667,0.5022000347566702,0.9612643059764602,0.04724584823976502,0.04759178699968024,0.6666665559812515,0.9999992710986599,7.270800809330134e-09,7.397742893101678e-05,0.008738852167135805,0.41540868461527847,0.9607164967344173,0.0462132832293617,0.047596272078065216,0.11036750121869243,0.9999991042329021,9.149349320517021e-09,8.879546830297046e-05,0.009248312243427622,0.39336492890995256,0.03867759662270333,0.04219995966404904,0.04281014982554107,0.43910478916919093,0.667577278936124,0.08944076180094673,0.08829848901378504,0.22319685749187387,0.14335377239881786,0.6018903949770029,0.023060830966995946,0
7.2098536,0.0,4.8884177,4.210825,0.0,2.6416159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9416213,0.0,0.0,0.79303944,0.0,0.0,0.0,5.3139205,0.0,0.0,0.0,0.0,7.9270678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.868528,0.0,0.0,1.8555484,0.0,0.0,0.0,0.0,1.3148826,0.0,0.0,3.0900578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.118351,0.0,0.0013943729759934847,0.5042535010756554,0.02602685525409148,0.5740740740740741,0.3179721389202229,0.42078333850463595,0.32539682539682535,0.2206896551724138,0.5511111111111111,0.3621508933554958,0.8004298921765687,0.45840967396117027,0.1278523286958312,0.23490956633341384,0.0014958863126402397,0.005065321605898997,0.5389140717438826,0.3471996697399202,0.01878354203935599,0.008434538391862338,0.5828441915613103,0.001495886312640239,0.04280072169350227,0.4675952816492983,0.981898188326142,0.0011459868937836936,0.023820045749377808,0.9999999887845761,0.99999999910144,1.0797575953802824e-12,7.477699271938844e-07,0.00241731182278247,0.4314258216158921,0.9817332222952199,0.0017624670982428683,0.023822118971718348,0.9999999934497574,0.9999999990936708,1.0828860633103702e-12,7.671167320271352e-07,0.002166805720784707,0.34460245038639437,0.9816249115697413,0.0018809944735999555,0.023823155058939876,0.9999999976573569,0.9999999990662978,1.1007798474507279e-12,8.072187517514716e-07,0.0020328731784452726,0.4147459212262166,0.9812013964340995,0.001984510972039905,0.02382327918158531,0.18581194950432242,0.9999999984541221,2.0015121110512675e-12,1.2138318787348135e-06,0.001996036909724744,0.6729857819905214,0.009657178316973252,0.01006774973918107,0.0,0.2551336725087847,0.0,0.1880382915486313,0.18639374777822612,0.36718076602125627,0.17508254544381144,0.750025237855383,0.02089402586199287,0
5.0498624,0.0,3.975124,0.931585,0.0,0.8931977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3770843,0.0,0.0,0.32597202,0.0,0.9532838,0.0,2.0707643,0.0,0.0,0.0,0.0,4.651673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7391531,0.0,0.0,2.4342437,0.0,0.0,0.0,0.0,2.6187332,0.0,0.0,2.8815973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8291092,0.0,0.0005047031208211979,0.4576238835670846,0.03504215421324293,0.16666666666666663,0.1540848760146848,0.14596392829208726,0.13492063492063489,0.3793103448275862,0.15555555555555556,0.15012385358660374,0.820880657324813,0.15655269487855525,0.15917880333014495,0.037682885284884934,0.003974535144631334,0.02261199023412932,0.3030047938113797,0.3417832167832169,0.019230769230769232,0.019251703825233127,0.2856792285391549,0.003974535144631333,0.04280072169350227,0.4674802065662037,0.9818979172184995,0.0010975649123562135,0.023820406298199915,0.9999999828869927,0.9999999995263498,4.597697721027308e-13,4.879497351400501e-07,0.002588656210016923,0.43121748463137355,0.9817327707877815,0.0013480828057195703,0.023822474299209292,0.9999999937523826,0.9999999995222545,4.611019473873093e-13,5.00574305102522e-07,0.002406930514553587,0.34390721020668474,0.9816244559542769,0.0014807828834723052,0.023823461404615196,0.9999999977291344,0.9999999995078256,4.687212745053047e-13,5.267424754666826e-07,0.0023326024201221498,0.41321996895206997,0.9812008658450674,0.00148852146467858,0.02382377328394865,0.18581194951426044,0.9999999991853186,8.522348641081514e-13,7.909044634999124e-07,0.0023695255004355736,0.19905213270142183,0.006619620963898284,0.0032334218230636712,0.01861298406203939,0.11163933786942759,0.46371352435127466,0.050169561690299076,0.04972671106839392,0.14763655902944764,0.1280228592626071,0.6335581495127347,0.005635441021886363,0
4.502168,0.0,0.2488502,4.5984974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7069416,0.0,0.0,2.8713217,0.0,0.53296244,0.0,5.9425483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13033566,0.0,0.0,1.4543728,0.0,0.0,0.0,0.0,0.0,3.767374,0.0,0.0,1.5034561,0.0,0.0,0.0,0.0,4.4273896,0.0,0.0,4.230679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98641664,0.0,0.006089161602938804,0.6444785634499041,0.034954083909690986,0.3086419753086419,0.33793437975351226,0.18145147646391163,0.33333333333333326,0.4413793103448276,0.2177777777777778,0.3354475162792486,0.7298535226564736,0.19585909598665532,0.07617431330447746,0.05407452820462602,0.003735367274877807,0.0123511020049669,0.3904201793458869,0.29148758218525667,0.024150268336314853,0.018302710252971845,0.3559427827919253,0.003735367274877807,0.08038879544443678,0.33035422899423483,0.8748665751825632,0.01148677003862998,0.14293139466451962,0.2857142859563891,0.9999996312897083,2.7509495400534713e-09,4.9418310941271815e-05,0.00966860854144217,0.4615780404665525,0.874352541395296,0.01532510492992815,0.14294102771339964,0.2857142001595739,0.9999996305480258,2.7528003388805435e-09,4.9715925162444356e-05,0.008822489670754167,0.387988862021406,0.8740152386557521,0.015848378969054944,0.14294580719114147,0.28571420667929487,0.9999996279553436,2.7633847269419565e-09,5.0315239449175564e-05,0.008957014528978454,0.2332088176156653,0.8732743898306317,0.016777937148121157,0.1429461387890681,0.040102318324114386,0.9999996056479551,2.9415073631961245e-09,5.311050563613541e-05,0.009132740675642384,0.34123222748815163,0.05507388854866678,0.05257846808304151,0.06362459335070093,0.29615661569155705,0.566745546562547,0.09638377089409403,0.09503937881339906,0.23485253720493268,0.12784532983315103,0.49556395329959196,0.038988513455029086,0
5.639299,0.0,2.1316957,4.1496344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6664982,0.0,0.0,4.1809707,0.0,0.0,0.0,7.071923,0.0,0.0,0.0,0.0,4.9220824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3132944,0.0,0.0,4.8130736,0.0,0.0,0.0,0.0,2.9438205,0.0,0.0,4.2010546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.361555,0.0,0.0038917467860135526,0.6196767921632863,0.041092876918378776,0.5802469135802469,0.4577608422519972,0.3253202629619442,0.46031746031746024,0.30344827586206896,0.5022222222222221,0.4762685494017246,0.7506279289053756,0.3632809537956554,0.08322976855385911,0.15505084096648272,0.003083091266459099,0.0191511112531725,0.32576742051200963,0.37064136778204637,0.01699463327370304,0.015629649382771227,0.32458711337430024,0.0030830912664590975,0.04280072169350227,0.44053724969852,0.940627831073019,0.008350101686160996,0.0714628416331795,0.49999999918895693,0.999999956384632,1.6701378798725195e-10,1.1390079736636606e-05,0.0051102217139518845,0.6332277455637548,0.940278279639334,0.009959450807426905,0.07146889689069993,0.49999987989615546,0.9999999562101356,1.672373577937068e-10,1.1526494466617424e-05,0.0041818811803604914,0.5661396350357792,0.9400493576957442,0.010675209154057102,0.07147128944107674,0.4999998892356733,0.9999999555986733,1.685162689057066e-10,1.1803617678152758e-05,0.0039080463805799106,0.5862696041591585,0.9394265177695602,0.01139725276001296,0.07147153186283874,0.07851096207102387,0.9999999486689878,1.9820552779385905e-10,1.3412431261110719e-05,0.0037957324001518648,0.45023696682464454,0.033504108238610525,0.039080721942757315,0.03744399970284238,0.4625290254499418,0.6703588590015893,0.14040346639257698,0.13871432468832035,0.30304547396892423,0.15977891750257908,0.6729412341464633,0.0303468429321075,0
0.93099856,0.0,0.0,2.964352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3277698,0.0,0.0,0.0,0.0,1.3949208,0.0,0.51290876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0640073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004561333532082849,0.6447893204735525,0.029716891605713072,0.26543209876543206,0.23447279042730362,0.18747446029741688,0.2142857142857142,0.35172413793103446,0.24444444444444446,0.23393816813351587,0.8204521201197579,0.1950188450976131,0.07882758199957812,0.05369502840662137,0.018020211859247542,0.008323901939170063,0.4537981873498065,0.09630360571794326,0.0872093023255814,0.061731313432050725,0.24426775415000682,0.018020211859247535,0.2017600077200494,0.4206508339083159,0.9617023419997205,0.02666975132622427,0.04759619543712021,0.6666666631132993,0.999999877874468,6.855288420040229e-10,2.175640886602255e-05,0.006120507668963043,0.18408052957682525,0.961431668744708,0.026070640961798393,0.047601313245944854,0.6666665464461502,0.9999998771968427,6.868021093100652e-10,2.2117741958728626e-05,0.005951468248087327,0.1760307768693577,0.9612546179932459,0.026024193660648412,0.04760333726321139,0.6666665558918021,0.9999998748179654,6.940859555352659e-10,2.2856763694640888e-05,0.005720601351159359,0.23671752575293692,0.9607062228306964,0.025416006361051607,0.047606683994367946,0.11016539705129938,0.9999998482390575,8.574251505956699e-10,2.71929905402866e-05,0.006425870764177123,0.24170616113744078,0.022797295664182215,0.01719514512854936,0.03557815280750935,0.16859697454309175,0.5005000674593613,0.05383347367013087,0.05314795522678055,0.15511460065856528,0.1335435163509462,0.6444023352231778,0.012849075478101034,0
0.0,6.7147846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.449109,0.0,3.3769903,27.958845,0.0,10.932885,0.0,0.0,0.0,29.36087,0.0,0.0,0.0,0.0,26.125402,0.0,0.0,0.0,12.430456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.964518,10.352683,0.0,0.0,0.0,31.736382,3.4449728,0.0,0.0,0.0,17.081196,0.0,18.9624,0.0,0.0,0.0,0.0,21.60215,0.0,0.0,0.0,21.459396,0.0,13.922503,0.0,4.6431365,0.15757287312521198,0.46343323185414975,0.06683702744429944,0.3086419753086419,0.41546636924965585,0.20274171641238198,0.5,0.3448275862068965,0.28,0.41410331534735434,0.5772479111841002,0.21639495520884264,0.3697089597721139,0.06374474054457263,0.30893531161399185,0.020319639392173308,0.31754134164112796,0.011450522197362319,0.4677996422182469,0.45212326691611154,0.055273539712396916,0.30893531161399174,0.5811023308031176,0.4172208838439167,0.8529955125459661,0.13293447967890845,0.16633206673133288,0.25000000034531555,0.9966048100922529,0.0005273141458613143,0.021860431020189683,0.1091201995748193,0.28254413215288643,0.8524241253939273,0.13369139930283844,0.16635001297873864,0.24999992304738428,0.996599105893036,0.0005276104428627997,0.021970389175996186,0.10878901016457217,0.38262976125755893,0.8520529599219833,0.13694370588972257,0.16634687591109798,0.24999992888422665,0.9965791740468286,0.0005293047782247319,0.022191489598172676,0.10730378913757535,0.26471281329439267,0.851286184666768,0.13855524947111042,0.16636255841156924,0.03400124867820587,0.9963879026079783,0.0005620410839795887,0.023304305417915876,0.11043096131089349,0.2796208530805687,0.22837760218997427,0.22338053431487517,0.23279952083649183,0.30749598047059723,0.5752268883954654,0.11107313952560777,0.10935767638677901,0.25848814159124145,0.0,0.6359656003177756,0.16630905275209848,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7166471,0.0,0.0,0.0,0.0,4.285888,0.0,0.40659055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3080893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048589892952167854,0.8466763214044278,0.034952338556676295,0.8209876543209876,0.690542363553649,0.3506570155527209,0.6111111111111109,0.4896551724137931,0.5555555555555556,0.7060614751328326,0.8695597821696076,0.38843250146699726,0.029251729219049054,0.17458064596009773,0.01642865839870589,0.00736510187268851,0.4743102270439128,0.09880571442969086,0.08497316636851521,0.057662141721486496,0.2621624672597431,0.016428658398705883,0.2017600077200494,0.534227862027972,0.7837095814414634,0.08515812467046151,0.23812737329702344,0.18181818205606923,0.9999406153064622,2.363833770393141e-06,0.0014918738673289564,0.05167708907151069,0.47850606250702143,0.7830759476801435,0.09491000924806146,0.23814206858076953,0.18181812304147055,0.9999405531137789,2.3646616344206746e-06,0.0014965517331822194,0.052964456982722646,0.32345166508237455,0.7826610072936304,0.09769164915015939,0.23814916313415369,0.18181812750684062,0.9999403359663768,2.3693951817447583e-06,0.0015059314124836038,0.05293953296194266,0.24527764132616683,0.7818710627509617,0.10107348275316753,0.2381509443210279,0.02238894213598123,0.9999388462621241,2.42957060077319e-06,0.0015429919008257663,0.05370873420229944,0.8578199052132701,0.15795705597279913,0.2023011710567817,0.0,0.5391700052731422,0.0,0.2558928332646522,0.2521833216540837,0.44428028217813587,0.2400439284499933,0.6037682638384662,0.20238909996441318,0
4.8750415,0.0,2.423922,3.395922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4460008,0.0,0.0,2.3098178,0.0,0.31207654,0.0,4.3364286,0.0,0.0,0.0,0.0,3.278504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.524513,0.0,0.0,2.5992212,0.0,0.0,0.0,0.0,3.814218,0.0,0.0,4.2563343,0.0,0.27406958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5293622,0.0,0.0022634796607921576,0.5294692416636676,0.054616698833656746,0.2962962962962963,0.3055860649880281,0.1951928973169309,0.31746031746031744,0.33793103448275863,0.27555555555555555,0.30667901266055364,0.6859985133081812,0.21998051564814672,0.12766232777982342,0.06551101909044639,0.005131237932893846,0.05805348385965151,0.19175734286848167,0.404652760030667,0.014758497316636853,0.02364472354009918,0.18870364385397123,0.005131237932893844,0.038079132734554655,0.44191880221740026,0.9406252020977428,0.005008984967664876,0.07146763952032248,0.49999999925146704,0.9999999784072873,6.54097586087047e-11,7.128068655499369e-06,0.005264243611759376,0.6369795510289658,0.9402757417194598,0.005820943302269332,0.07147356691353053,0.49999987990653505,0.9999999783208992,6.549731797629486e-11,7.213438868476496e-06,0.004919498811401634,0.5736524972556244,0.9400468685124779,0.006368584434205214,0.07147561168121953,0.4999998892349406,0.9999999780181819,6.599819436989711e-11,7.386866387849237e-06,0.004643334904299089,0.6001469293007334,0.9394239305826211,0.006862570541651507,0.0714756992988756,0.0785383649672978,0.9999999745241283,7.788854788940813e-11,8.406070132033514e-06,0.0044844480532130766,0.3981042654028436,0.025408481533633783,0.023808054957985908,0.034817820969410385,0.27487648613213167,0.5464512959653076,0.10240096328639073,0.10116539276096512,0.24514128544780847,0.16362204108034212,0.45267037932925874,0.021909292902833537,0
0.0,0.0,0.0,1.465355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18723,0.0,0.45014983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3343097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00804277001237957,0.725256173123621,0.023188957021130115,0.28395061728395055,0.252993701178573,0.23925254915061772,0.2579365079365079,0.31034482758620685,0.28444444444444444,0.2594271622338228,0.754615344739098,0.2464750072566095,0.04892132047565063,0.07927988094925933,0.029030630881355355,0.020502514308313968,0.3163075765499821,0.09298747763864043,0.09033989266547407,0.08732544136173004,0.1506817535849823,0.02903063088135534,0.2017600077200494,0.4206506757506435,0.961702705343283,0.005654611386697943,0.047615189824286044,0.6666666670866044,0.9999996886258551,2.3877773966655533e-09,4.0604228544362125e-05,0.01710315396845218,0.18102822488640008,0.96143330967252,0.0068595717436152805,0.04761770406291602,0.6666665469301642,0.9999996868981652,2.392212340765707e-09,4.1278588647246574e-05,0.016521664482382084,0.17065736816007382,0.961256362517026,0.007026323482328048,0.047619550571328474,0.6666665560305919,0.9999996808329233,2.417582832684881e-09,4.265783317389717e-05,0.01616266069178302,0.19711338531607192,0.960709921229683,0.007352477680472169,0.047619881087946514,0.11095186139524925,0.9999995918210771,3.2113897649103726e-09,5.253498930561588e-05,0.01650433900150652,0.26066350710900477,0.0304068045629896,0.024220196887965124,0.0443437112172229,0.15491541964336164,0.4815326048045877,0.08598665593601476,0.08485464163067977,0.21709636972134563,0.0899543908842042,0.7138139574186106,0.024992119603339857,0
