0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,energy0_N,entropy0_N,inertia0_N,homogeneity0_N,correlation0_N,shade0_N,promenance0_N,variance0_N,idm0_N,energy135_N,entropy135_N,inertia135_N,homogeneity135_N,correlation135_N,shade135_N,promenance135_N,variance135_N,idm135_N,energy45_N,entropy45_N,inertia45_N,homogeneity45_N,correlation45_N,shade45_N,promenance45_N,variance45_N,idm45_N,energy90_N,entropy90_N,inertia90_N,homogeneity90_N,correlation90_N,shade90_N,promenance90_N,variance90_N,idm90_N,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18023907,0.0,0.0,0.0,1.344814,0.0,0.0,0.0,0.0,0.0,8.35224,0.0,0.0,0.0,0.0,0.8557058945227864,0.852453714103558,0.07700171091001043,0.16666519191281456,0.2500000002806415,0.999985174644931,3.7634902825496314e-07,0.0005840088233253069,0.025265505126340335,0.453169636859668,0.8518973189877932,0.07899978658319698,0.16667976589633257,0.24999992303290267,0.9999851497371404,3.765604967039702e-07,0.0005869463922723745,0.025303822696853807,0.6088800062274922,0.851533259999076,0.07855979509166586,0.16668567791428035,0.24999992887943198,0.9999850627032202,3.77769759523872e-07,0.0005928531649331586,0.025376449267856493,0.6576205040342463,0.85076911152579,0.0788684140389913,0.1666928891500825,0.03390800084019468,0.9999844959997155,3.9198499703459295e-07,0.0006155853715685303,0.025056527113203157,0
0.0,0.3095297,2.3962474,0.0,7.4875245,0.0,0.0,1.2775563,0.0,0.0,0.0,0.0,2.720431,2.1054323,1.9055732,0.0,1.0756152,0.0,0.9853739,1.7912014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5570564,0.0,0.0,0.0,2.155235,0.4169336927952041,0.9190664387300915,0.006580009253978673,0.09528447841949264,0.39999999986765167,0.9999999511201173,1.9028164458214416e-10,1.2556350127569712e-05,0.006251510338446921,0.3108381797447809,0.9186511110070326,0.007538948566550473,0.09529369864232955,0.39999989209223996,0.9999999509699384,1.9047721544352336e-10,1.2671842275333375e-05,0.0056103004471169775,0.5242876737917935,0.9183792371295122,0.00811733507802386,0.09529747644003121,0.3999999003762139,0.9999999504442805,1.9159583564776756e-10,1.2905505478825847e-05,0.005186714227983689,0.4828208428681078,0.9177039123170244,0.008479374688278613,0.09529856352473061,0.060207045408339835,0.9999999452962721,2.1349173920563395e-10,1.4112707358302283e-05,0.005239831597798529,0
0.0,0.0,7.813975,5.2013993,0.0038653547,0.0,0.0,0.90861315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.663986,0.0,0.0,0.0,0.0,0.44181193463884827,0.9616814350928662,0.016608739629625644,0.04762649192613805,0.6666666640068557,0.9999999162255063,4.147307094322989e-10,1.6922223914102996e-05,0.00473974095885522,0.24626404175077077,0.96141183417993,0.017252970050508642,0.047630443020622394,0.6666665463768656,0.9999999157606769,4.1550099467594284e-10,1.7203270181324363e-05,0.0047917013664661254,0.29286862655251467,0.9612351270873233,0.017276960340771468,0.047632388221436485,0.6666665558562219,0.9999999141288378,4.1990756880268205e-10,1.7778084300643636e-05,0.004582106697722456,0.4216680783229533,0.9606874938153858,0.017348573905754252,0.04763371298901389,0.11063079757615886,0.9999998925693869,5.413720412525589e-10,2.1583930593137427e-05,0.0047305975595435664,0
3.4382365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8326879,0.0,0.0,0.0,16.489073,13.428718,0.0,0.0,2.4529076,0.0,0.0,0.0,0.0,1.5325553,0.0,0.13596502425317375,0.9192018928904784,0.07057234782047281,0.09517658977522174,0.4000000004070283,0.9999831475558539,4.6001699714044793e-07,0.0006173790880357107,0.021378076000691436,0.0344146064836483,0.9187827830249565,0.07165291313936117,0.0951862027813598,0.3999998922769221,0.9999830957779414,4.604898202043828e-07,0.0006230576884513969,0.02175766809591395,0.0748687341653203,0.9185090856796723,0.07230257388253963,0.09518656846190546,0.3999999004430332,0.9999829145454163,4.6319415181765983e-07,0.0006345465989365945,0.02156135020696707,0.08180977470920187,0.9178339397445668,0.07350874146947813,0.0951879370270958,0.06057278636110465,0.9999803281278881,5.463119499128603e-07,0.0007134253104881414,0.02320201300937674,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91918945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.316334,0.0,0.0,0.0,0.0,0.23649091156183516,0.8971834243787917,0.019686225560349928,0.11905646772875009,0.33333333368694096,0.9999977772941965,3.046653562140325e-08,0.000162158939302134,0.019799054915012385,0.5686382942655458,0.8967138472882076,0.024100092480614642,0.11906246705509022,0.3333332375515223,0.9999977718406371,3.049153946665876e-08,0.00016335007565859957,0.017652359715892733,0.5386012392127028,0.8964043057367466,0.023055667692136364,0.11906939538357823,0.33333324482838084,0.9999977527664986,3.063453936684798e-08,0.0001657533990954561,0.018073796137953874,0.5362373311701973,0.8956901642769708,0.02312240047862711,0.1190718527556089,0.04841583759555233,0.99999757122092,3.335204732383572e-08,0.00017786674404163193,0.019611717983120173,0
0.0,0.0,4.9850883,1.8319784,4.395246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9334009,0.0,0.0,0.0,0.0,0.0,0.0,2.0783541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.658803,0.0,0.0,0.0,2.8442879,0.4521684680606619,0.9616692566124095,0.009485328139627472,0.047634739245993124,0.6666666584194947,0.9999999911562016,2.069198849963911e-11,3.77985767248662e-06,0.002778081339718976,0.2802890937710444,0.961399186003084,0.008538450594010101,0.047641338735029626,0.666666545617194,0.9999999911071314,2.0730418908488785e-11,3.842633940509122e-06,0.002853468466808584,0.3550759922018737,0.9612228592478639,0.00896821971964308,0.04764288474767623,0.666666555571615,0.9999999909348636,2.0950274159984546e-11,3.971028142735676e-06,0.002649829186088668,0.24911528241635286,0.9606752539875549,0.009183823553806291,0.047643715969211645,0.11094659159789082,0.9999999884112905,2.7815487741011437e-11,4.8862974952497596e-06,0.0028166429192165035,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7616611,0.0,0.0,0.0,0.0,0.0,6.5073504,0.0,0.0,0.0,0.0,0.4205112426286954,0.9406398432680013,0.011077873306575704,0.07145169919376745,0.4999999995254589,0.9999999026614131,4.87094225689776e-10,1.9451679161588358e-05,0.010497135256174793,0.574887068191869,0.9402893575169744,0.011085224443337838,0.0714596551535662,0.4999998800975808,0.999999902271979,4.877462829462672e-10,1.968464478109511e-05,0.009483154711752038,0.45876450018667037,0.9400599936658837,0.011312067597477623,0.07146282309268585,0.49999988930786426,0.9999999009073481,4.914762175582118e-10,2.0157908543096412e-05,0.009013189056137048,0.40496149274935805,0.9394371482682671,0.011639994559044868,0.07146435870875834,0.07899008492193493,0.9999998802754592,6.136048042593184e-10,2.3574304087110508e-05,0.008809878578449209,0
0.0,0.0,1.6913154,0.0,5.156489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4353172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.973999,0.0,0.0,0.0,0.0,0.384246696168488,0.9190832396107937,0.009291640213917552,0.09527600963407461,0.3999999999894612,0.9999998902282176,5.595999176247257e-10,2.1532962940158648e-05,0.00922269282117654,0.21554577418194526,0.9186670051642648,0.009690901330298072,0.09528523074225494,0.3999998921640974,0.999999889890953,5.601750828117551e-10,2.173102121100274e-05,0.009333492372979266,0.3460668335800562,0.9183947712519437,0.009916547183206425,0.09528849715984666,0.39999990040358385,0.9999998887104588,5.634648376631632e-10,2.2131731700557845e-05,0.00899439526358799,0.4668762256837238,0.9177193994497101,0.010273120465179546,0.0952893477150758,0.0603123184044141,0.9999998756607121,6.381433020212162e-10,2.4395494696506018e-05,0.009108763811015176,0
0.0,0.0,6.897518,3.642535,0.0,0.0,0.0,3.3424904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.289215,0.0,0.0,0.0,0.0,0.4551608235231867,0.9616670003731771,0.010168616099770801,0.04763788145999734,0.6666666591412828,0.9999999889000417,2.8014244974146486e-11,4.398086730057317e-06,0.002983177414668966,0.28681840564594024,0.9613978332375707,0.01073130824500249,0.04764258445652369,0.6666665453685054,0.9999999888384532,2.806627393337453e-11,4.471130592448342e-06,0.002742012729417623,0.3691697045927668,0.9612213648939685,0.010609087239166445,0.047644526170162155,0.6666665555414865,0.9999999886222377,2.8363929123178553e-11,4.620524796182117e-06,0.0027572938362285713,0.2749961980952693,0.9606736058366333,0.010570050638482814,0.04764550552307892,0.11057902942165183,0.999999985816058,3.639398842631178e-11,5.59442920956453e-06,0.002790170385307658,0
0.0,0.0,1.4948164,5.205067,2.2101753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5467503,0.42125386,0.51710534,0.0,0.0,0.0,0.0,0.0484539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.07274,0.0,0.0,0.0,3.5245123,0.465293530449745,0.9819026276127033,0.005208053113533406,0.023817302317664216,0.9999999762532974,0.999999996907843,5.609775170295851e-12,1.704424020203894e-06,0.0026884109306918452,0.4244810152503322,0.9817373499018144,0.005847620402646368,0.023819243939836136,0.9999999944980962,0.9999999968811067,5.6260307049516385e-12,1.7485221087446093e-06,0.0025350061820791623,0.3320388156718005,0.9816287624591598,0.005529880145329008,0.023820307897222035,0.9999999983274814,0.99999999678691,5.7189963233590535e-12,1.8399283749317544e-06,0.002642774437828708,0.3909709328151223,0.9812052079219533,0.0057329088208720345,0.023820622229691855,0.1858119495601291,0.9999999946793194,1.0398852805855094e-11,2.7710445560917994e-06,0.002774501220837627,0
