0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,energy_N,entropy_N,kurtosis_N,maximum_N,mean_N,meanAbsoluteDeviation_N,median_N,minimum_N,range_N,rootMeanSquare_N,skewness_N,standardDeviation_N,uniformity_N,variance_N,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18023907,0.0,0.0,0.0,1.344814,0.0,0.0,0.0,0.0,0.0,8.35224,0.0,0.0,0.0,0.0,0.022945215892782343,0.49555592815444227,0.2931027573696917,0.2777777777777778,0.4124706576415321,0.11705854450239637,0.4285714285714285,0.27586206896551724,0.3022222222222222,0.4038926472984259,0.3920178215582878,0.14647362604451833,0.15752214408710744,0.03392778720492784,0
0.0,0.3095297,2.3962474,0.0,7.4875245,0.0,0.0,1.2775563,0.0,0.0,0.0,0.0,2.720431,2.1054323,1.9055732,0.0,1.0756152,0.0,0.9853739,1.7912014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5570564,0.0,0.0,0.0,2.155235,0.002623373862089208,0.5817963644685323,0.024019794314953692,0.2962962962962963,0.24839051365999953,0.1881956554697221,0.23809523809523803,0.42068965517241375,0.2222222222222222,0.24743124269278305,0.8289776174104859,0.19450502814159168,0.09539955768348798,0.0534635890106208,0
0.0,0.0,7.813975,5.2013993,0.0038653547,0.0,0.0,0.90861315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.663986,0.0,0.0,0.0,0.0,0.0056757983931615815,0.6225297612146526,0.06853697593270407,0.43827160493827166,0.4614566997734797,0.19425476862522018,0.45238095238095233,0.3655172413793103,0.36,0.4586466965969628,0.6744491007716611,0.21144386178376331,0.0809180094335972,0.061343837341769625,0
3.4382365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8326879,0.0,0.0,0.0,16.489073,13.428718,0.0,0.0,2.4529076,0.0,0.0,0.0,0.0,1.5325553,0.0,0.03198808749091683,0.6163643936455204,0.051601092341169566,0.40740740740740733,0.4187793746040255,0.18073552442200053,0.45238095238095233,0.4482758620689655,0.28444444444444444,0.4141686686155214,0.6563391097453528,0.1880258098465307,0.1272180874166805,0.05058593316075411,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91918945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.316334,0.0,0.0,0.0,0.0,0.011582012114143716,0.7287609041754523,0.025558520522227846,0.33333333333333326,0.2678876652212864,0.21695635038091066,0.23809523809523803,0.35172413793103446,0.29333333333333333,0.27114879983716733,0.8220099820245189,0.22788669995259644,0.04902487002530819,0.06948746596299082,0
0.0,0.0,4.9850883,1.8319784,4.395246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9334009,0.0,0.0,0.0,0.0,0.0,0.0,2.0783541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.658803,0.0,0.0,0.0,2.8442879,0.0018486004235351882,0.4691089045470288,0.021466302690883385,0.2222222222222222,0.28744491051810683,0.15290857372380035,0.2857142857142856,0.496551724137931,0.12,0.28081896762655956,0.7584607565683429,0.15201693089410584,0.14557912395638445,0.035970388394887885,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7616611,0.0,0.0,0.0,0.0,0.0,6.5073504,0.0,0.0,0.0,0.0,0.004904998197550551,0.5237955239208661,0.040058699516959353,0.2592592592592592,0.3206440017295571,0.1250664220802002,0.31746031746031744,0.46206896551724136,0.16888888888888887,0.3114571963387115,0.7229672993071957,0.1290000879151616,0.12167700931466735,0.027851183845753552,0
0.0,0.0,1.6913154,0.0,5.156489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4353172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.973999,0.0,0.0,0.0,0.0,0.0032580115581637217,0.5766781526191646,0.0351707219883515,0.19753086419753085,0.1393340514979896,0.13889544634666945,0.12698412698412698,0.3793103448275862,0.17777777777777776,0.13440448906616442,0.8491478097232951,0.14510476358640592,0.10490292190629233,0.033431905518254194,0
0.0,0.0,6.897518,3.642535,0.0,0.0,0.0,3.3424904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.289215,0.0,0.0,0.0,0.0,0.0024190556517097892,0.5239985137476785,0.11402910917766856,0.41975308641975306,0.4347571752171858,0.25697582154438176,0.48412698412698396,0.13103448275862067,0.4977777777777778,0.44338388358548164,0.5718164659708396,0.2970698445055062,0.12221283185562498,0.10908457995597344,0
0.0,0.0,1.4948164,5.205067,2.2101753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5467503,0.42125386,0.51710534,0.0,0.0,0.0,0.0,0.0484539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.07274,0.0,0.0,0.0,3.5245123,0.002373679072821898,0.4466425627571232,0.08150765916123448,0.31481481481481477,0.3704090917891234,0.1564560362154454,0.38888888888888884,0.4068965517241379,0.24444444444444446,0.3652170354038541,0.6087122664314071,0.1771683979148773,0.18344828808957622,0.04593321368976523,0
0.0,0.0,6.119454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.874023,0.0,0.0,0.0,0.0,0.0,8.623102,0.0,0.0,0.0,0.0,0.005539790772660323,0.47163036104023204,0.047976559139207314,0.2901234567901234,0.3862603951286485,0.08714246651884766,0.365079365079365,0.5793103448275861,0.11555555555555555,0.37353896728309943,0.7741480942748136,0.09039881393603463,0.15355425450691715,0.016375791370481018,0
0.0,1.1092246,10.853623,0.0,10.832467,0.0,3.7711334,0.0,0.0,0.0,0.0,0.0,0.0,1.7152845,0.089010015,3.1548557,0.0,0.0,2.7069955,5.710574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.213444,0.0,0.0,0.0,2.6136947,0.0025813748375471566,0.5552032646718997,0.029290731726143722,0.5555555555555555,0.37711112401825075,0.3188655687535168,0.33333333333333326,0.38620689655172413,0.43111111111111117,0.3947371701051272,0.8488542579508901,0.34129362487546455,0.11113069342626816,0.1389110547363646,0
0.0,0.0,4.235184,3.4681537,4.9335403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24461159,1.7788705,2.0954921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.231134,0.0,0.0,0.0,6.0576015,0.004864589661562889,0.44782679928204294,0.0624383975414425,0.32098765432098764,0.4640224777835862,0.09450595213977243,0.46825396825396814,0.6206896551724138,0.1111111111111111,0.45129385480119055,0.6529655604667703,0.09807520341721362,0.1659589809079812,0.01844412287138861,0
0.0,0.0,2.818962,0.0,0.0,0.0,0.0,0.0,0.27502513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.212295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077174912754629,0.6779278967711019,0.0802015575745359,0.382716049382716,0.32944536618256504,0.20278854727839096,0.34126984126984117,0.22758620689655173,0.4088888888888889,0.33191530460762475,0.6478595956283313,0.23327812928878902,0.06482255990302785,0.07226364706958395,0
0.41510615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3210554,0.0,6.4912066,0.0,0.0,0.0,2.1812463,4.194004,0.0,0.0,0.0,0.0,0.12795635,0.0,0.0,0.0,0.0,0.022481240001348282,0.7113988877163776,0.030242532033531496,0.26543209876543206,0.2573258831230607,0.20246438821879653,0.25396825396825395,0.31034482758620685,0.27111111111111114,0.2584483331185816,0.7527451746520352,0.21064073995698493,0.052202140001193435,0.06095854468809386,0
