0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18023907,0.0,0.0,0.0,1.344814,0.0,0.0,0.0,0.0,0.0,8.35224,0.0,0.0,0.0,0.0,0
0.0,0.3095297,2.3962474,0.0,7.4875245,0.0,0.0,1.2775563,0.0,0.0,0.0,0.0,2.720431,2.1054323,1.9055732,0.0,1.0756152,0.0,0.9853739,1.7912014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5570564,0.0,0.0,0.0,2.155235,0
0.0,0.0,7.813975,5.2013993,0.0038653547,0.0,0.0,0.90861315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.663986,0.0,0.0,0.0,0.0,0
3.4382365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8326879,0.0,0.0,0.0,16.489073,13.428718,0.0,0.0,2.4529076,0.0,0.0,0.0,0.0,1.5325553,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91918945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.316334,0.0,0.0,0.0,0.0,0
0.0,0.0,4.9850883,1.8319784,4.395246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9334009,0.0,0.0,0.0,0.0,0.0,0.0,2.0783541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.658803,0.0,0.0,0.0,2.8442879,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7616611,0.0,0.0,0.0,0.0,0.0,6.5073504,0.0,0.0,0.0,0.0,0
0.0,0.0,1.6913154,0.0,5.156489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4353172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.973999,0.0,0.0,0.0,0.0,0
0.0,0.0,6.897518,3.642535,0.0,0.0,0.0,3.3424904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.289215,0.0,0.0,0.0,0.0,0
0.0,0.0,1.4948164,5.205067,2.2101753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5467503,0.42125386,0.51710534,0.0,0.0,0.0,0.0,0.0484539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.07274,0.0,0.0,0.0,3.5245123,0
