0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,energy_N,entropy_N,kurtosis_N,maximum_N,mean_N,meanAbsoluteDeviation_N,median_N,minimum_N,range_N,rootMeanSquare_N,skewness_N,standardDeviation_N,uniformity_N,variance_N,class
0.0,14.194455,0.0,0.0,0.0,0.0,27.65648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.339796,45.12252,0.0,0.0,24.773087,0.0,0.0,0.0,0.0,0.0,25.901186,9.137169,29.26743,0.0,26.513245,0.0,0.0,38.56601,0.0,8.69037,10.002268,15.876919,0.0,1.1718487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.134735,3.5280397,0.0,0.5549032,2.398329,7.886464,0.0,0.0,0.0,0.0,1.042302,0.0,13.958739,0.0,0.0,0.0,0.0,0.0,28.65212,5.487212,0.0,0.0,0.0,0.0,22.786928,0.0,0.0,0.0,0.0,9.917321,20.88857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.962172,0.0,28.905762,0.9201153,8.433393,0.0,0.0,0.0,37.586792,0.0,0.0,0.0,0.0,0.0,4.2413225,47.574207,0.0,0.0,1.8953514,28.597189,25.394276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3906298,0.0,24.901773,0.0,0.0,0.022945215892782343,0.49555592815444227,0.2931027573696917,0.2777777777777778,0.4124706576415321,0.11705854450239637,0.4285714285714285,0.27586206896551724,0.3022222222222222,0.4038926472984259,0.3920178215582878,0.14647362604451833,0.15752214408710744,0.03392778720492784,0
0.0,2.8868933,0.0,0.0,0.0,3.8736916,2.8089793,0.0,0.0,3.8338752,8.976062,0.0,0.0,0.0,0.0,0.0,0.11838745,0.0,0.0,0.0,2.5262043,3.7433348,0.0,0.0,2.120781,0.0,1.831497,6.589923,0.0,2.8911817,0.0,0.0,13.180466,0.0,0.0,1.7467803,2.8222284,0.0,0.0,2.5870857,0.0,3.0756733,3.2051134,0.0,0.0,0.0,6.975662,0.0,0.0,3.0102987,9.604922,0.021914437,1.0019935,0.0,0.0,0.0,0.0,0.0,4.5197577,0.0,0.0,0.54297614,2.0918794,0.0,5.4638453,3.7142718,0.0,8.532429,3.6241844,0.0,6.8632917,2.4352577,0.0,0.0,0.0,0.0,0.6693217,0.0,0.0,0.0,6.034025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9162455,0.0,0.0,0.0,0.009932108,0.0,0.99001276,0.0,3.5065486,0.0,0.0,1.7452765,0.0,4.706117,6.2781096,8.799205,0.0,2.5181541,0.0,4.3581333,5.19867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7926353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002623373862089208,0.5817963644685323,0.024019794314953692,0.2962962962962963,0.24839051365999953,0.1881956554697221,0.23809523809523803,0.42068965517241375,0.2222222222222222,0.24743124269278305,0.8289776174104859,0.19450502814159168,0.09539955768348798,0.0534635890106208,0
0.44157463,4.8019013,0.0,0.0,0.0,3.4542308,13.689288,0.0,0.0,1.0314041,13.313928,0.0,0.0,0.0,0.0,3.6264586,14.286834,0.0,0.0,13.353194,0.0,4.439107,0.0,0.0,0.0,7.747213,7.5713634,27.55245,0.0,17.304472,0.0,0.0,36.27384,0.0,0.0,7.0556145,16.098385,0.0,0.0,0.0,0.0,8.152917,2.6895254,0.0,0.0,0.0,13.349207,0.0,0.0,4.126198,12.147974,12.30058,0.0,0.0,0.0,0.0,0.0,0.0,10.253359,0.0,0.0,0.0,0.0,0.0,12.82111,11.434937,0.0,15.266444,0.0,0.0,19.092024,0.53374535,0.0,0.0,0.0,0.0,17.1993,0.0,0.0,0.0,8.753543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13476,0.0,6.2607837,0.0,3.6964877,0.0,0.80705523,0.0,20.935007,0.0,0.0,0.0,0.0,0.6604907,9.964522,20.734205,0.0,1.0772399,0.41975665,14.295849,21.81168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9353156,0.0,0.0,0.0,0.0,1.9123063,0.0,0.0,0.0056757983931615815,0.6225297612146526,0.06853697593270407,0.43827160493827166,0.4614566997734797,0.19425476862522018,0.45238095238095233,0.3655172413793103,0.36,0.4586466965969628,0.6744491007716611,0.21144386178376331,0.0809180094335972,0.061343837341769625,0
0.44129798,21.047655,0.0,0.0,0.0,0.0,34.04312,0.0,0.0,0.0,0.0,0.0,0.0,0.19731073,0.0,0.0,47.015335,5.367252,21.101915,13.62269,0.0,0.0,0.0,0.0,0.0,29.839258,0.0,20.03932,0.0,34.848682,0.0,0.0,38.69216,0.0,25.888382,16.105583,31.273327,0.0,0.0,6.488081,0.0,0.0,0.0,0.0,0.0,0.0,50.412045,17.339153,0.0,1.5337107,0.0,17.782652,0.0,0.0,3.5029466,24.650623,0.0,0.0,11.684106,0.0,0.0,8.924156,0.0,0.0,46.858208,19.741322,9.32752,0.0,0.0,4.081294,25.409224,0.0,0.0,0.0,0.0,3.2572174,13.802938,7.0444145,0.027294358,0.0,0.0,5.2064586,0.0,0.0,0.0,0.0,0.0,0.0,7.75299,18.864622,27.925293,0.0,43.207493,3.2019138,0.0,0.0,0.0,10.619361,45.314106,0.0,0.0,0.0,0.0,0.0,0.0,56.225395,16.886848,0.0,0.0,21.594425,6.8387322,0.0,0.0,0.0,0.0,0.0,0.0,8.994875,0.91122067,0.0,0.0,0.0,0.0,0.0,0.6872903,26.408012,0.0,22.361433,0.03198808749091683,0.6163643936455204,0.051601092341169566,0.40740740740740733,0.4187793746040255,0.18073552442200053,0.45238095238095233,0.4482758620689655,0.28444444444444444,0.4141686686155214,0.6563391097453528,0.1880258098465307,0.1272180874166805,0.05058593316075411,0
0.0,1.8383901,0.0,0.0,0.0,0.0,10.8805895,0.0,0.0,1.515133,4.7500944,0.0,0.0,0.0,0.0,3.1387227,10.417779,0.78261834,0.0,6.0818048,0.0,0.0,0.0,1.1093892,0.0,8.322572,3.9048612,10.148609,0.0,11.403853,0.0,0.0,16.054482,0.0,5.199105,8.933636,5.703244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4401,0.0,0.0,0.0,3.107302,5.6974945,0.0,0.0,0.0,0.5792145,0.64346623,0.0,4.4684453,0.0,0.0,0.0,0.0,0.0,10.783408,4.582675,0.0,0.86662203,0.0,0.0,10.821335,0.0,0.0,0.0,0.0,0.37330648,5.612807,0.0,0.0,0.0,3.6114533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.419968,0.0,6.95301,0.0,4.4316697,0.0,0.0,0.0,11.480819,0.0,0.0,0.0,0.0,0.0,0.0,19.754902,0.0,0.035930023,0.0,10.4191265,9.160532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2876267,0.0,0.0,0.011582012114143716,0.7287609041754523,0.025558520522227846,0.33333333333333326,0.2678876652212864,0.21695635038091066,0.23809523809523803,0.35172413793103446,0.29333333333333333,0.27114879983716733,0.8220099820245189,0.22788669995259644,0.04902487002530819,0.06948746596299082,0
0.9099081,5.046021,0.0,0.0,0.0,3.7022417,10.226224,0.0,0.0,0.0,10.02338,0.0,0.0,0.0,0.0,0.0,7.293423,0.0,0.0,0.593341,2.5692103,5.3754096,0.0,0.0,6.2050424,0.28728715,6.5041285,12.753625,0.768076,5.2709846,0.0,0.0,26.489367,0.0,0.0,3.1809409,9.105164,0.0,0.0,2.9630053,0.0,4.1462245,5.3122635,0.0,0.0,0.0,6.817702,0.0,0.0,3.870728,11.041591,7.748318,3.6470666,0.0,0.0,0.0,0.0,0.0,8.096238,0.0,0.0,1.8446602,0.0,0.0,8.913287,3.8917823,0.0,16.217224,5.722138,0.0,11.005011,2.0529788,0.0,0.0,0.0,0.0,9.918397,0.0,0.0,0.0,6.1876826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.272524,0.0,1.2291929,0.0,0.62552106,0.0,4.121713,0.0,12.205623,0.0,0.0,1.0595875,0.0,2.2251034,12.090421,13.105011,0.0,1.3013968,1.4517648,6.3798933,14.309916,0.35606262,0.0,0.48571962,0.0,0.0,0.0,0.0,0.0,0.0,2.7066834,2.0454378,3.8021777,0.0,0.0,0.0,0.0,0.0,0.0018486004235351882,0.4691089045470288,0.021466302690883385,0.2222222222222222,0.28744491051810683,0.15290857372380035,0.2857142857142856,0.496551724137931,0.12,0.28081896762655956,0.7584607565683429,0.15201693089410584,0.14557912395638445,0.035970388394887885,0
4.758075,5.8312173,0.0,0.0,0.0,0.0,9.457618,0.0,0.0,0.0,2.7166128,0.0,0.0,0.0,0.0,7.252019,15.988343,0.0,0.0,15.397262,0.0,1.2705673,0.0,0.0,0.0,15.090651,11.835429,15.588349,0.0,9.834021,0.0,0.0,26.087137,0.0,0.0,4.952517,10.485876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5629635,0.0,0.0,1.918357,5.4290004,17.846489,5.8614645,0.0,0.25829095,0.0,0.0,1.7028738,3.4692886,0.0,0.0,0.0,0.0,0.0,14.303541,7.7865086,0.0,11.900613,0.0,5.4833446,12.862464,0.0,0.0,0.0,0.0,4.455712,15.086744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6760325,0.0,11.083797,0.0,16.866886,0.0,1.3216665,0.0,0.0,0.0,19.55502,0.0,0.0,0.0,0.0,0.0,8.342874,15.712348,0.0,0.0,0.0,10.882132,11.404424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0449601,0.0,9.480421,0.0,0.0,0.004904998197550551,0.5237955239208661,0.040058699516959353,0.2592592592592592,0.3206440017295571,0.1250664220802002,0.31746031746031744,0.46206896551724136,0.16888888888888887,0.3114571963387115,0.7229672993071957,0.1290000879151616,0.12167700931466735,0.027851183845753552,0
0.8040563,3.6551962,0.0,0.0,0.0,0.069286846,7.066302,0.0,0.0,4.2041,6.961036,0.0,0.0,0.0,0.0,0.10382796,4.8234954,0.0,0.0,0.1489829,0.0,2.5620341,0.0,0.0,1.1801301,2.1524615,2.1330976,6.444405,0.0,5.448222,0.0,0.0,16.94217,0.0,0.0,0.447332,2.0020149,0.0,0.0,1.9979775,0.0,0.73296136,2.4746382,0.0,0.0,0.0,11.478489,0.0,0.0,1.3238624,8.314715,2.6157894,1.003956,0.0,0.0,0.0,0.0,0.0,5.1049037,0.0,0.0,0.0,0.0,0.0,10.073334,4.1468534,0.0,9.383697,0.0,0.0,8.668303,0.07639701,1.0747813,0.0,0.0,0.0,0.12518764,0.0,0.0,0.0,7.084022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.394423,0.0,3.6970413,0.0,0.25511461,0.0,1.0180745,0.0,7.4978137,0.0,0.0,0.0,0.0,1.2905142,6.6601424,15.74266,0.0,1.7112947,0.0,7.6394806,8.882724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6439534,0.0,0.9593033,0.0,0.0,0.0,0.7677854,0.0,0.14634241,0.0032580115581637217,0.5766781526191646,0.0351707219883515,0.19753086419753085,0.1393340514979896,0.13889544634666945,0.12698412698412698,0.3793103448275862,0.17777777777777776,0.13440448906616442,0.8491478097232951,0.14510476358640592,0.10490292190629233,0.033431905518254194,0
5.4413567,5.539609,0.0,0.0,0.0,2.384917,8.496196,0.0,0.0,0.0,8.506129,0.0,0.0,0.0,0.0,3.936461,8.060491,0.0,0.0,3.8634245,4.6976614,3.8399708,0.0,0.0,0.93590385,3.7591407,6.832524,16.768883,2.0865653,11.222999,0.0,0.0,22.625172,0.0,0.0,4.050723,9.225608,0.0,0.0,0.0,0.0,5.509911,2.3794298,0.0,0.0,0.0,7.562082,0.0,0.0,2.3270657,9.385136,9.597965,3.5619357,0.0,0.0,0.0,0.0,6.196872,11.874572,0.0,0.0,1.9629419,0.0,0.0,11.193611,5.7842383,0.0,17.599138,1.6795099,0.54688317,13.286451,3.124867,0.0,0.0,0.0,0.0,12.598145,0.0,0.0,0.0,7.172175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0826933,0.0,4.586216,0.0,6.7660484,0.0,2.6265113,0.0,0.0,0.0,14.716745,0.0,0.0,1.2807046,0.0,0.8162419,6.3035374,12.954254,0.0,0.0,2.3199804,9.854663,12.695866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4813447,0.33854058,0.0,0.0,0.0,0.0,0.0,0.0,0.0024190556517097892,0.5239985137476785,0.11402910917766856,0.41975308641975306,0.4347571752171858,0.25697582154438176,0.48412698412698396,0.13103448275862067,0.4977777777777778,0.44338388358548164,0.5718164659708396,0.2970698445055062,0.12221283185562498,0.10908457995597344,0
3.481866,3.0398061,0.0,0.0,0.0,0.0,11.126852,0.0,0.0,0.0,10.653869,0.0,0.0,0.0,0.0,0.0,12.038439,0.0,0.0,2.968272,0.0,4.4593954,0.0,0.0,3.8081164,1.8795718,7.905462,15.185755,0.0,8.713396,0.0,0.0,27.029753,0.0,0.0,1.6113353,12.37921,0.0,0.0,5.9139347,0.0,2.5530221,5.2277055,0.0,0.0,0.0,4.759606,0.0,0.0,2.838415,9.097879,8.811683,0.0,0.0,0.0965104,0.0,0.0,1.8793887,1.9729464,0.0,0.0,0.0,0.0,0.0,8.533373,6.532462,0.0,13.817013,3.670883,0.0,14.235768,0.0,0.0,0.0,0.0,2.786181,12.31163,0.0,0.0,0.0,10.287887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4886527,0.0,2.0798266,0.0,3.882692,0.0,4.595435,0.0,13.967778,0.0,0.0,0.0,0.0,0.21680135,13.286677,12.080594,0.0,7.222527,0.3752067,4.5744023,13.32811,0.0,0.0,1.6178961,0.0,0.0,0.0,0.0,0.0,0.0,2.1835544,4.7454004,5.6282835,0.0,0.0,0.0,0.0,0.0,0.002373679072821898,0.4466425627571232,0.08150765916123448,0.31481481481481477,0.3704090917891234,0.1564560362154454,0.38888888888888884,0.4068965517241379,0.24444444444444446,0.3652170354038541,0.6087122664314071,0.1771683979148773,0.18344828808957622,0.04593321368976523,0
