0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.792051,20.878038,0.0,0.0,0.0,0.0,0.0,0.0,8.108679,4.1355624,0.0,6.890251,0.0,10.675073,6.4918656,6.887181,0.0,0.0,0.0,3.1062386,0.0,0.0,6.049791,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2381841,12.460936,0.0,0.0,6.8516455,0.0,0.0,0.0,6.4617553,0.0,0.0,0.0,0.0,10.6171255,0.53190374,4.6339216,0.0,0.0,5.8671584,0.0,0.0,0.0,9.431789,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.65918,0.0,0.0,0.0,0.0,0.0,0.0,0.30957085,2.4564195,0.0,0.0,0.0,0.8771895,0.0,11.335375,0.0,0.0,0.0,0.0,1.4924325,0.0,0.0,0.60773784,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3894415,0.0,0.0,6.0104756,0.0,0.0,0.0,0.0,1.0684233,0.0,0.0,0.0,6.582599,0.0,0.0,0.0,0.0,0.0,1.7188854,0.0,0.0,3.974325,0.0,0
0.0,0.2763012,4.2900267,0.0,0.0,0.0,0.0,2.1764908,5.2250624,1.258862,0.0,0.0,0.0,1.3646916,0.0,0.0,5.965369,2.2775931,0.39731947,1.2969891,0.0,3.8663769,5.4412203,2.001674,0.0,3.7655084,4.4095163,0.0,0.0,0.0,5.7685547,0.0,0
0.0,0.0,1.6454897,0.0,0.0,0.0,0.0,0.0,5.7371173,4.1598783,0.0,0.0,0.0,0.0,0.0,0.0,7.094016,1.104227,0.0,3.9999554,0.0,6.737119,6.0954394,2.3971767,0.0,0.4641678,2.2399368,0.0,0.0,0.0,8.164112,0.0,0
4.0699506,0.0,0.0,22.97428,0.0,0.0,0.0,0.0,0.0,65.94762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.670105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.1239916,0.0,0.0,0.0,0.0,1.9936832,7.170069,4.33327,0.0,0.0,1.5097381,3.5470629,0.0,0.0,10.750811,0.0,0.0,2.913333,0.0,7.7492466,8.152416,1.2733341,0.81471026,2.4060876,5.9719586,0.0,0.0,0.0,10.87986,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.609399,0.0,0.0,5.9366693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.480592,0.0,4.929938,0.0,0.0,0.0,0.0,0.0,0.0,7.8122153,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67274755,8.910426,0.0,0.0,7.6421504,3.3920228,0.0,0.0,8.134577,0.85918736,0.0,0.34925753,0.0,6.4657674,5.719518,0.0,0.0,0.0,8.413537,0.0,0.0,0.0,5.596375,0.0,0
