0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,energy_N,entropy_N,kurtosis_N,mean_N,minimum_N,rootMeanSquare_N,skewness_N,sphericalDisproportion,sphericity,surfaceVolumeRatio,entropy0_N,homogeneity0_N,correlation0_N,shade0_N,promenance0_N,variance0_N,idm0_N,entropy135_N,correlation135_N,promenance135_N,variance135_N,entropy45_N,homogeneity45_N,correlation45_N,shade45_N,variance45_N,entropy90_N,inertia90_N,correlation90_N,shade90_N,variance90_N,idm90_N,sumvalues,sumsquares,amean,pvariance,skewness,scm,class
0.0,0.0,0.0,5.2240562,0.0,0.0,0.95120126,2.3356185,0.0,15.326087,0.0,3.224055,2.845121,0.0,0.0,0.0,0.0,0.0,11.611364,4.8565054,28.33823,0.0,7.9793577,3.368596,0.0,0.0,0.0,0.8013791,1.7502775,13.9263115,0.0,0.0,16.286068,0.0,8.194989,21.794483,0.0,0.0,0.0,0.0,0.0,2.0540564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.974588,13.479747,3.2357857,5.134433,0.0,0.0,0.0,0.0,9.607354,0.0,0.0,6.7377653,0.0,10.090255,8.600098,0.0,11.997371,9.469991,0.0,0.0,0.0,9.623207,9.396022,18.39618,5.6680565,7.8186655,10.512978,0.0,0.0,1.9010382,0.0,0.0,0.0,9.641821,0.0,0.0,1.4820204,0.61962175,0.0,8.589745,4.412778,0.0,7.2582774,0.0,15.755287,0.0,9.915309,0.0,0.0,0.0,0.0,3.5240319,0.6049721,0.0,0.0,0.0,0.0,5.0007105,0.0,0.0,0.0,16.204283,9.497542,0.0,7.1432204,0.0,18.055244,0.0,0.0,0.0,8.460337,20.38762,0.0,0.0,0.0,8.173098,0.0,1.9098136,5.6228056,0.0033855246592696224,0.5716405449531744,0.06022888860322464,0.4727122057566142,0.5862068965517241,0.4696746068558849,0.8726034240612935,0.4592060597044326,0.18663397107425486,0.3466221021068247,0.9616773870437337,0.04762079605745492,0.6666666565935783,0.99999996646589,1.2234873827037544e-10,9.191239617499485e-06,0.002077937508719265,0.9614077173628399,0.6666665453827192,1.2257597715736881e-10,9.343888736469255e-06,0.9612309774500956,0.04762812917906823,0.6666665555878981,0.9999999656266142,9.656096764551982e-06,0.9606826254522796,0.02674693918626756,0.10991840585908513,0.9999999590106605,1.1364359305302394e-05,0.002223674084369098,0.023875445211943288,0.026477822303455745,0.45096031854819796,0.0790870011813273,0.49639800593356126,0.013578466768521789,0
0.0,0.0,0.0,7.852292,0.3147728,13.032059,0.0,0.0,0.0,15.779571,5.608317,5.2655544,1.600564,0.0,0.0,0.0,0.0,0.0,2.623595,0.0,32.570408,0.0,16.211632,1.2307366,0.0,0.0,0.0,0.0,0.0,7.041348,0.0,0.0,0.25090942,0.0,0.0,9.043541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9924636,0.0,0.0,8.202686,0.0,12.546556,10.06255,0.0,1.286857,0.0,0.0,0.0,0.0,9.229093,0.0,0.0,0.7914668,0.0,7.3086405,7.581641,0.0,3.5679626,5.507877,0.0,0.0,0.0,6.474884,1.6709431,6.0583463,2.51349,5.159107,0.0,0.0,0.0,1.0456471,0.0,0.0,0.0,3.5030613,0.0,0.0,0.4316651,0.0,0.0,8.29188,7.3130455,0.0,4.7907653,0.0,14.173912,1.7983466,8.020774,0.0,0.0,8.225056,0.0,0.0,8.42572,0.0,0.0,0.0,2.359578,10.698797,0.0,0.0,0.0,18.533978,2.175718,1.1954501,6.257446,0.0,5.206755,0.0,0.0,0.0,0.0,23.41904,0.0,0.0,0.0,9.983498,0.0,8.582141,9.044496,0.008118904971981296,0.621751233280104,0.03539345440125329,0.3944079181483744,0.4896551724137931,0.3891293473731593,0.7179604825293667,0.47056163304804743,0.22442673605464306,0.3928082984775597,0.8748786030874353,0.14291265319535498,0.2857142858883609,0.9999993188746471,6.235505569175358e-09,7.440162513225822e-05,0.012153046900817551,0.8743634111692251,0.2857142001598157,6.239700747500758e-09,7.484969757636061e-05,0.8740254223604184,0.1429305500535894,0.2857142066804581,0.9999993127150123,7.575199383529054e-05,0.8732840463553282,0.028535708479817044,0.04011273631600032,0.9999992702841948,8.00501488149539e-05,0.010676469854377478,0.06403176331765897,0.06405317420682738,0.3506040278406567,0.09139581354133358,0.48213122843105816,0.04022293343343503,0
0.0,0.0,0.0,17.282112,12.716272,9.379698,0.0,0.0,0.0,14.996029,0.0,4.5848193,13.799642,0.0,0.0,0.0,0.0,0.0,17.51297,4.1941648,54.103523,6.3187017,16.051144,0.0,0.0,0.6404282,0.0,4.350398,0.0,9.7741,0.0,0.0,16.0025,0.0,0.0,32.438477,0.0,0.0,0.0,0.0,0.0,0.0,13.758107,0.0,0.0,0.0,13.395704,0.0,0.0,5.6444526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.675238,0.0,0.0,0.0,18.758057,11.878334,0.0,0.0,8.274355,0.0,0.0,0.0,0.0,39.88419,0.0,16.12076,0.0,22.594736,0.0,0.0,0.0,4.1502304,0.0,0.0,0.0,8.410936,0.0,0.0,1.0920396,0.0,11.3131895,18.435968,2.559534,0.0,0.0,0.7784148,14.70813,18.248556,4.5646577,0.0,0.0,0.0,0.0,0.0,40.552456,0.0,0.0,5.224079,0.0,10.525169,0.0,0.0,0.0,57.489124,0.0,0.0,0.0,0.0,12.855029,0.0,0.0,0.0,0.6568616,24.93217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1598663963404014,0.9328706787265814,0.038883963467001376,0.7933524573290336,0.31034482758620685,0.819101239921819,0.7047735351480627,0.29491879702762014,0.0555397892837777,0.10481127371069286,0.666409790749108,0.3571113809269561,0.1250000001733525,0.9983306046268584,0.00019999011330697162,0.013935093421304386,0.1551506677572712,0.6657276412998648,0.12499995809333297,0.00020002488669374697,0.013956788758000457,0.6652821815231119,0.35712954152482257,0.12499996127755346,0.9983267076347035,0.01400018833342696,0.6645158439309582,0.13124977191117973,0.012908388532644144,0.9983074773423941,0.014162021520978162,0.15682536750975049,0.31050028040035466,0.4418012377779036,0.5239120704195174,0.48516741655478063,0.5895355786001639,0.7271052250899773,0
0.0,0.0,0.0,0.0,2.1960013,0.51595205,0.0,0.92637324,0.0,13.243148,0.0,1.0816741,0.0,0.0,0.0,0.0,0.0,0.0,5.584214,2.9162297,24.5811,0.0,10.325517,0.0,0.0,0.0,0.0,3.3000543,2.0452056,7.9146996,0.0,0.0,0.0,0.0,0.744625,8.399006,0.0,0.0,0.0,0.35753357,0.0,6.355083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5420084,5.9622016,8.0753145,0.0,0.0,0.0,0.0,0.0,5.445202,0.0,0.0,0.0,0.0,8.079946,0.78288287,0.0,6.4526944,8.045581,0.0,0.0,0.0,14.751665,0.0,10.125529,0.0,3.8518703,0.6306859,0.0,0.0,9.0385475,0.0,0.0,0.0,10.245163,0.0,0.0,0.0,0.0,0.0,2.7937384,1.4134512,0.0,9.380571,0.0,10.219303,4.2665462,0.0,1.4987594,0.0,5.042487,0.0,0.0,11.450377,0.0,0.0,4.7500887,1.2101251,2.9756088,0.0,0.0,0.0,16.482075,0.076420315,0.0,2.8767395,0.0,13.207788,0.0,0.0,0.0,0.0,11.253508,0.0,0.0,0.0,1.184004,0.0,2.5822904,0.0,0.0063181711056700856,0.6577227722764128,0.04160010522385359,0.3296904948597317,0.2827586206896552,0.3332604581599985,0.6962191776836028,0.40615682512934936,0.19002914687557831,0.2995762308675806,0.940647131935811,0.0714520320413595,0.500000000148918,0.9999997833289453,1.4156877049747484e-09,3.31615130780001e-05,0.010817453346838705,0.9402970960892661,0.4999998801876196,1.4175828505401968e-09,3.3558676403783034e-05,0.9400678506362762,0.07146161175855929,0.4999998893368209,0.9999997794244793,3.436550353955604e-05,0.9394452371462675,0.011209252277847019,0.07862476926450357,0.9999997423335151,3.932071789886729e-05,0.00893539072089112,0.03723553765579872,0.03506797719755113,0.2934160987055904,0.08748098991315248,0.5599596382949784,0.02545527991484605,0
0.0,0.0,0.0,0.95481604,0.0,1.9854093,0.9308045,0.0,0.61826605,1.0479503,0.7761142,3.6659346,0.0,0.0,0.0,0.0,0.0,0.0,0.5250559,1.011837,7.347799,0.0,2.1548307,3.2339778,0.0,0.0,0.0,0.0,0.0,5.111903,0.0,0.0,3.3464122,7.655631,3.244418,2.9615529,0.0,1.5054591,0.0,1.4107553,0.0,2.9224238,0.0,0.0,0.0,1.3045472,0.0,3.4570796,0.0,4.6421914,6.2746987,0.0,1.7222772,1.9336368,0.0,0.0,0.0,0.0,0.0,0.0,5.098268,0.0,0.0,6.7677407,0.0,5.6990247,0.85797167,0.0,0.0,3.0728104,0.0,1.4262317,0.40991035,1.2006952,0.0,4.537912,0.0,0.0,0.0,0.0,0.0,0.0,3.955419,0.0,0.0,2.2846408,0.0,0.0,0.0,0.47298992,0.0,0.0,0.0,4.5284233,1.6288526,5.3935857,0.0,0.0,1.9341278,0.0,2.896285,0.0,0.0,0.2925737,0.0,0.46604928,2.651745,0.0,0.0,0.0,1.0121613,3.1734746,0.0,6.7953877,0.0,4.6190853,0.0,0.0,0.0,4.507692,4.2283163,1.8616949,2.499416,1.5978903,5.443948,0.0,3.4561186,5.6995063,0.0006791981815843092,0.3854788748173844,0.03239919698410407,0.26192019515595055,0.46206896551724136,0.25362688310667614,0.7367339528237655,0.5359199798757466,0.38355416755101424,0.6087288542260418,0.9818968984873438,0.023822500770889165,0.9999999780586301,0.999999999521433,4.661443434330893e-13,4.913207165299046e-07,0.0019557221689857807,0.9817317708065052,0.9999999923520735,4.674949511216188e-13,5.04032495041587e-07,0.9816234928058561,0.023825008723776853,0.9999999972516638,0.9999999995027166,5.303814458261004e-07,0.9811997430902442,0.0020464405426357446,0.1858119494828839,0.9999999991768577,7.963916307141048e-07,0.001906803073981563,0.008741973285246597,0.006753428555831425,0.24526986054024658,0.04633358500764144,0.5562176157342054,0.004994621938175384,0
0.0,0.0,0.0,0.9500875,0.0,1.8770636,0.0,0.1795352,0.0,6.4784603,2.295191,7.4767313,0.0,0.0,0.0,0.0,0.0,0.0,1.7535304,0.60531676,7.5954967,0.0,4.2178,1.1512878,0.0,0.0,0.0,1.3904394,0.018179765,5.934984,0.0,0.0,5.9932675,5.1308756,4.258139,5.554129,0.5268658,3.6637962,0.0,0.0,0.0,2.763024,0.0,0.0,0.0,0.0,1.5855693,0.15475482,0.0,5.526516,7.487342,0.0,4.672646,0.0,0.52213395,0.0,0.0,1.8509227,0.0,0.0,4.329403,0.0,0.0,5.230758,0.65049756,9.124171,3.9196975,0.0,0.0,0.8571905,1.3933206,5.9260287,2.9301822,0.7047189,3.2173803,4.122319,0.884867,0.0,0.0,0.0,0.0,0.0,7.0065928,0.0,0.0,2.675062,0.0,0.0,0.0,1.8553529,0.0,2.2270498,0.0,5.8950067,3.6651888,4.8760347,0.0,0.0,0.55383563,0.0,0.21676488,0.0,0.0,0.0,0.0,0.0,4.856763,0.0,0.0,0.0,2.792998,1.7658179,0.70973146,3.6480615,0.0,4.55337,0.0,0.0,0.0,6.083806,9.266516,0.0,3.9747074,3.9228287,6.189092,0.0,3.9339285,2.4794278,0.0007335934858330494,0.43974183185164384,0.03574237743479759,0.20652781981089696,0.2827586206896552,0.21451403333462904,0.7243642944610411,0.2626703502870918,0.39034451915366103,0.26033090978496554,0.981900022616456,0.02381864207611241,0.9999999547869137,0.9999999994435477,5.699465230243056e-13,5.432777845163388e-07,0.001713902171023774,0.9817348203564132,0.9999999897529044,5.715979564989134e-13,5.573338367565644e-07,0.9816262360062781,0.023821556003432373,0.9999999970533927,0.9999999994217851,5.864691848241814e-07,0.9812023239403537,0.003184949344928908,0.18581194948904506,0.9999999990428302,8.809657804013996e-07,0.0021560577680479554,0.008072542898538523,0.0058837920241975265,0.20546795640959847,0.06389286018725529,0.6081661744972405,0.006913994255948017,0
0.028315395,0.0,7.42569,25.574034,20.195635,12.894141,0.0,0.0,23.03505,42.718002,0.0,4.732415,7.5353284,0.0,0.0,29.502596,0.0,0.0,60.81459,2.713845,50.62968,13.778631,0.0,0.0,0.0,5.7954655,0.0,11.194082,0.0,30.371988,0.0,0.0,38.354015,0.0,0.0,51.931877,0.0,0.0,0.0,3.057198,0.0,0.0,2.3443298,0.0,0.0,0.0,0.0,0.0,3.664748,0.0,0.0,16.844707,0.0,0.0,0.0,0.0,0.0,3.8968458,0.0,0.0,0.0,0.0,46.189182,0.0,0.0,4.347641,0.0,6.400104,0.0,0.0,42.582916,0.85648227,40.78188,0.0,29.26614,39.73068,1.014928,0.0,9.560315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.136988,0.0,0.0,31.67405,21.760563,0.0,15.173295,0.0,0.0,1.198302,0.0,0.0,0.0,66.55696,0.0,0.0,0.0,0.0,0.0,0.0,15.454814,11.461131,99.03289,0.0,26.512203,0.0,0.0,0.0,0.0,18.136877,0.0,21.227749,23.371824,0.0,0.0,0.0,0.0,0.0,0.23641989,0.0,0.042620637506949346,0.7277619718499967,0.03666417999086177,0.46427457454185594,0.4275862068965517,0.4642610097953389,0.7025733908120195,0.3784072275949999,0.03274448419797257,0.11304182261980288,0.9408013743911262,0.07128602679359577,0.5000000005008626,0.9999622012543581,1.3799693546709235e-06,0.0010353455820461038,0.02989445746299457,0.940446614109663,0.49999988035163345,1.3818167344707083e-06,0.0010477455443012916,0.9402142911854707,0.07129584927754301,0.49999988939808787,0.9999615201108522,0.0010729357380317274,0.9395905255639805,0.09597369320311903,0.07847458264797164,0.9999556613298909,0.0012168550211039614,0.030038349936093594,0.08456956169283059,0.08880399356242266,0.40300999320725606,0.09532486112732103,0.6538269036191794,0.05119909140530458,0
0.0,0.0,0.0,0.0,0.0,0.5146931,0.0,0.0,0.0,4.157802,2.7158926,8.287349,0.0,0.0,0.0,0.0,0.0,0.0,1.4674157,0.9713006,10.171666,0.0,7.2110353,3.6451592,0.0,0.0,0.0,0.0,0.0,3.1408794,0.0,0.0,4.622251,6.5216594,4.465247,9.493979,0.0,0.0,0.0,0.0,0.0,0.5966354,0.0,2.051586,0.09105865,1.3651875,0.0,6.3695498,0.0,8.566754,10.203448,0.723728,4.0438237,0.9235048,0.0,0.0,0.0,0.23692709,0.0,0.0,7.472581,0.0,4.191243,6.709182,0.47480476,7.6752386,4.184869,0.0,0.0,0.9761147,0.0,3.3290782,1.3189994,5.314375,0.0,5.1698637,0.0,0.0,0.0,0.0,0.0,0.0,3.8132944,0.0,0.0,1.1774493,0.0,0.0,0.72304565,4.0930767,0.0,0.41037297,0.0,9.06277,2.294438,5.766262,0.0,0.0,3.5100284,0.0,2.6369061,0.0,0.0,0.0,0.0,1.7699515,4.543327,0.0,0.0,0.0,1.7328137,6.079513,0.0,9.778108,0.0,7.1338086,0.0,0.0,0.0,3.9599519,7.8377085,0.0,4.31718,2.33114,10.74235,0.0,5.929936,7.2675467,0.0014115705057932014,0.44624055362030723,0.051460266461543384,0.4421120839867576,0.46206896551724136,0.4500446414466567,0.8880455433478273,0.42772145972569275,0.4841091614965935,0.517251157496919,0.9616613105252401,0.04764197591689993,0.6666666563513,0.9999999961449063,6.839070108966178e-12,2.1730656371220415e-06,0.0009620184214000773,0.9613923253268533,0.6666665445153821,6.851771302714915e-12,2.209156094423879e-06,0.9612159104490077,0.0476491022134789,0.6666665552678919,0.9999999960484232,2.282970780047739e-06,0.960668190821272,0.007723502161452601,0.11043556820360682,0.9999999951217861,2.7451494226199672e-06,0.001099275776802118,0.018048820892745846,0.020953654598904962,0.44535455780892075,0.12081670165716235,0.7325185565473973,0.01647597329638946,0
0.0,0.0,0.0,2.188521,10.9809,0.8229131,0.0,0.0,0.0,18.01867,0.0,0.0,0.8836128,0.0,0.0,0.0,0.0,0.0,4.1993365,0.0,39.6437,0.0,14.380607,0.0,0.0,0.0,0.0,2.8890355,1.0046561,9.848182,0.0,0.0,7.0574026,0.0,0.0,11.827448,0.0,0.0,0.0,0.0,0.0,2.8801696,0.0,2.2362726,4.48326,0.0,0.0,0.0,0.0,7.434491,5.2996674,9.587576,0.62849194,0.0,0.0,0.0,0.4588144,13.382211,0.0,0.0,0.0,0.0,9.629339,3.57749,0.0,7.0487123,4.616294,0.0,0.0,0.0,13.0263405,0.0,13.25792,0.0,10.245729,0.0,0.0,0.0,6.355854,0.0,0.0,0.0,13.926924,0.0,0.0,0.0,0.0,0.0,3.2177477,0.0,0.0,6.460315,0.0,14.361776,9.527082,6.284936,0.0,0.0,0.0,0.0,0.0,17.006144,0.0,0.0,1.3546888,1.9564153,8.017045,0.0,0.0,0.0,25.47625,0.0,0.0,12.061183,0.0,19.482758,0.0,0.0,0.0,3.0999453,16.02135,0.0,0.0,0.0,5.1852207,0.0,0.42405632,6.0079846,0.008164680662229277,0.5320762782643939,0.07795364652011255,0.418254292758079,0.3448275862068965,0.41753324164973493,0.5784006744744634,0.28695090076910484,0.24228533094812163,0.2231457329388753,0.9190890607152801,0.09527244988173861,0.39999999997373453,0.9999995699019385,3.456580429740212e-09,5.351657435462807e-05,0.006358969023303305,0.9186732974921418,0.39999989217108306,3.4601331691911894e-09,5.4008815064049336e-05,0.9184010228483196,0.09528302146885902,0.39999990040739364,0.9999995639551892,5.5004713903606015e-05,0.9177254933492175,0.025978901922360225,0.06034212984875015,0.9999995111538214,6.077159126800183e-05,0.0064762880271415895,0.036118009849996,0.03903754276217357,0.4400345638867448,0.07551564977230577,0.40113539682803784,0.018636279464705238,0
0.0,0.0,0.0,0.0,0.0,0.7010769,0.0,2.4894993,0.0,10.50429,1.1605967,1.4486623,2.5900671,0.0,0.0,0.0,0.0,0.0,7.0594544,0.4509483,19.330883,0.0,5.5897875,2.4015305,0.0,0.0,0.0,0.0,2.1510832,4.732804,0.0,0.0,2.7039592,3.3550284,3.3535857,7.70244,0.0,0.0,0.0,4.211083,0.0,0.2773045,0.0,4.6997,5.953016,0.0,0.0,5.7494493,0.0,13.153568,12.117122,2.4051168,0.0,0.0,0.0,0.0,0.0,2.5741072,0.0,0.0,7.5280957,0.0,4.276572,11.377237,0.0,3.0479622,4.477892,0.0,0.0,0.0,6.374203,0.0,7.3389726,8.978848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.353889,0.0,0.0,5.074819,7.712123,0.0,6.332906,0.0,13.77669,0.0,2.6284719,0.0,0.0,5.610861,0.0,0.0,2.2891488,1.7910739,0.0,0.0,1.0562881,2.2905996,0.0,0.0,0.0,4.9175096,2.961262,0.0,6.6014752,0.0,7.3194036,0.0,0.0,0.0,4.7678623,9.796096,0.0,0.0,0.0,5.585451,0.0,3.8066683,8.606974,0.0020821401380477942,0.5074847184305195,0.041595752587961284,0.28089124999493487,0.13103448275862067,0.29568564071121217,0.6889839621334741,0.4973898704499846,0.3314282331895192,0.5140728818279677,0.9616682993049884,0.047640162771712034,0.6666666630181756,0.999999991118191,2.0810652432209704e-11,3.790680454352115e-06,0.003129317167522792,0.9613990980093848,0.6666665458716968,2.0849302761349384e-11,3.853636466154685e-06,0.961222638366178,0.047646842566085666,0.6666665556786959,0.9999999908959016,3.982398296321286e-06,0.9606751978848228,0.005557073075787418,0.11109794922130123,0.9999999882392314,4.933483821434496e-06,0.0028268556602432564,0.01552046515227844,0.014052163280738219,0.22813913661929253,0.12386587594370807,0.44205189886463525,0.01925272874139407,0
