0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,energy_N,entropy_N,kurtosis_N,maximum_N,mean_N,meanAbsoluteDeviation_N,median_N,minimum_N,range_N,rootMeanSquare_N,skewness_N,standardDeviation_N,uniformity_N,variance_N,compactness1,compactness2,sphericalDisproportion,sphericity,area,surfaceArea,surfaceVolumeRatio,volume,diameter,energy0_N,entropy0_N,inertia0_N,homogeneity0_N,correlation0_N,shade0_N,promenance0_N,variance0_N,idm0_N,energy135_N,entropy135_N,inertia135_N,homogeneity135_N,correlation135_N,shade135_N,promenance135_N,variance135_N,idm135_N,energy45_N,entropy45_N,inertia45_N,homogeneity45_N,correlation45_N,shade45_N,promenance45_N,variance45_N,idm45_N,energy90_N,entropy90_N,inertia90_N,homogeneity90_N,correlation90_N,shade90_N,promenance90_N,variance90_N,idm90_N,differenceends,sumvalues,sumsquares,sumlogs,amean,gmean,pvariance,svariance,sd,kurtosis,skewness,scm,diameter_mm,class
0.0,0.0,4.9318023,0.0,2.9865103,0.0,2.656937,1.553791,0.0,0.0,0.43446058,0.0,3.9212487,1.7631274,2.1202564,0.78309774,0.0,1.8336198,0.0,0.77767515,0.0,0.0,4.9802623,0.0,0.0026418104241709966,0.4948156609036146,0.0406853405506838,0.7345679012345679,0.6031296586706938,0.3522291327407566,0.5555555555555556,0.4068965517241379,0.5466666666666666,0.6228912278532844,0.824325568749304,0.4027029406696453,0.12720127001811435,0.18616787212929334,0.003713624741263851,0.01834113035963619,0.3318464725487561,0.3314282331895192,0.020125223613595707,0.018215659390865654,0.31282096745088683,0.0037136247412638494,0.06462184775690918,0.4673650717346551,0.9818986642077724,0.005460923460988023,0.0238180999084777,0.9999999646370035,0.9999999981219732,2.885354482709469e-12,1.2223750242364062e-06,0.0011331363898168271,0.43114783221153935,0.9817333740178198,0.006144625453510706,0.02382092899202362,0.9999999912014451,0.999999998105735,2.893714684140331e-12,1.2540011339626838e-06,0.001068710223706306,0.34413867302222123,0.9816249974092539,0.005999693751131033,0.023822056803967116,0.9999999971886675,0.9999999980485246,2.9415309140491724e-12,1.3195556662103932e-06,0.001033942463322742,0.41474558003047046,0.9812013253251564,0.006086239138825085,0.02382240561777728,0.18581194949058666,0.9999999967686287,5.348564771161089e-12,1.986379668001477e-06,0.0010941383971796613,0.7962085308056873,0.014707100443073298,0.021280676552175914,0.0,0.5404412642198885,0.0,0.25361527495234915,0.25145754634189327,0.44348506517774355,0.22642096341541484,0.6004410502913817,0.027176177070944055,0.17744372021012816,0
0.0,0.0,3.0784,0.0,0.0,2.6210134,2.172579,0.0,0.0,1.0083895,0.0,0.0,0.0,0.0,0.42419612,0.43119058,2.051168,0.0,1.4044695,0.0,0.0,0.0,0.0,0.0,0.10772272052781298,0.9243504115357565,0.033369382313867386,0.8086419753086419,0.6590641391336782,0.3602177055384748,0.6111111111111109,0.38620689655172413,0.6133333333333333,0.676944623364797,0.8164981906480139,0.3977997321551858,0.009753695228365764,0.18214524704301227,0.06550590527212957,0.032871424000401626,0.25526384982095357,0.06034168701165238,0.13685152057245079,0.1554943461077927,0.09063308402751022,0.06550590527212956,0.23549489337340054,0.6807420561872415,0.6900823887916039,0.08149957496260746,0.3333378054468409,0.13333333351762244,0.9993119753409766,6.14298928019282e-05,0.007705986612087142,0.12840676535989756,0.8368848312683844,0.6894044658852584,0.09816105854734296,0.33334861128440396,0.13333328886130635,0.9993115643659156,6.144216262782085e-05,0.007719768177573673,0.12803848089327377,0.5739432521885376,0.6889601239982804,0.10348427690465915,0.3333517348067986,0.13333329224026388,0.9993101302331378,6.151231267923238e-05,0.007747346482245334,0.12555048591477388,0.5020762359673739,0.6881843151472149,0.11042153025757172,0.33335087735814656,0.014299279914956567,0.9992989750933986,6.256618685724862e-05,0.007865514491839146,0.1269535399990536,0.6635071090047394,0.24864925785562297,0.3095499407597312,0.210229788521505,0.564647420694948,0.7284592969758039,0.18431487162780805,0.18155320462226743,0.3610421809686214,0.20785070583500903,0.7176977722738619,0.2254490154857234,0.16365477473980272,0
0.0,0.0,3.5308433,0.0,1.3575983,0.0,1.040387,1.5111191,0.0,0.0,0.0,0.0,1.682529,2.1974993,0.0,2.7243283,0.0,3.3648708,1.0131416,1.8610169,0.71589315,0.0,3.365713,0.04013339,0.0034601823111504153,0.5365083274902022,0.11745123321458506,0.4135802469135802,0.41492465191141126,0.2110245353770101,0.45238095238095233,0.22758620689655173,0.43111111111111117,0.4172506957599167,0.5759445013964277,0.2474619863913348,0.12424023767205866,0.07981721937193605,0.00321354646814284,0.01669299326321449,0.34531521786417363,0.3471996697399202,0.01878354203935599,0.016174966023416573,0.3360894443666954,0.00321354646814284,0.0503822754024158,0.4374297058065687,0.940628276102775,0.011610515102277985,0.07146299193071497,0.4999999983529914,0.9999999630985655,1.3364640083932247e-10,1.0188945440566538e-05,0.0030463469449172787,0.6246848806257572,0.9402782556605482,0.012413744042114249,0.07147011560733971,0.4999998798348347,0.9999999629509301,1.3382530514013865e-10,1.0310974640225427e-05,0.002822531649195462,0.553342804241206,0.9400490141467075,0.012430919999443183,0.07147292747464241,0.49999988922684835,0.9999999624335933,1.3484870498430696e-10,1.0558873984001122e-05,0.0027581075429614545,0.5698504321188298,0.939425902843642,0.012849280013447564,0.07147380964013858,0.07865754425589731,0.9999999559849483,1.6150721162106656e-10,1.2102652864431645e-05,0.0028198509739191823,0.4834123222748815,0.02088677121367865,0.021364772966218894,0.028918035762408045,0.3325526169644246,0.5792637831609161,0.12080218308796886,0.1194615262580036,0.27436138404301624,0.1246151879912211,0.4246107669261998,0.02063334084546693,0.10051510853448799,0
0.031691257,0.0,0.20126809,0.19130108,0.0,0.0,1.3520111,0.0,0.0,0.0,0.0,0.6257634,0.155089,1.8666503,0.0,1.1437447,0.0,0.0,0.08278976,0.0,0.0,0.0,0.0,0.0,0.0022389104846027115,0.45928754762576307,0.052814530179912736,0.2716049382716049,0.32715062586869936,0.13126655228628575,0.3134920634920634,0.4551724137931034,0.18222222222222223,0.31840834111328775,0.7422947063968108,0.1352525565864709,0.1657263272075998,0.02996238488188678,0.0063227287749386876,0.014966155380979116,0.3613153625109853,0.22926617855891412,0.03309481216457961,0.0278898226636263,0.2857071927861007,0.006322728774938686,0.10870736676175866,0.4655237126867956,0.9819018191332212,0.002647068318035574,0.023818679732471985,0.9999999889847818,0.9999999967688901,5.948384958318995e-12,1.755110437736915e-06,0.003929742156516047,0.42559199917409324,0.9817363874829479,0.0027352920253254608,0.023821217312557937,0.9999999965975693,0.9999999967409523,5.9656217075317145e-12,1.8005199323669582e-06,0.003685493563892248,0.33375417757880677,0.9816278864837573,0.002747539568745911,0.023822450654253327,0.999999998777046,0.9999999966425226,6.064198786252445e-12,1.894644453644175e-06,0.003586880434544026,0.39307434408889397,0.9812044398032688,0.002865348525246806,0.02382283678777703,0.18581194958391167,0.9999999944402053,1.1026537258756588e-11,2.853550393090098e-06,0.0035910804780524006,0.2132701421800948,0.013749801411371082,0.012662847556389455,0.022578598885722886,0.31717245794847293,0.5959522808611046,0.055058166106462865,0.05451398302125049,0.15804846911751194,0.14212745543850644,0.45779645066583124,0.0073266202889987276,0.2064735406362478,0
0.0,0.0,4.426098,0.0,0.75762874,0.0,0.07291509,0.8578293,0.0,0.0,0.0,0.0,1.4728271,2.6065154,0.58826524,2.2624955,0.0,3.0219748,0.0,1.7030745,0.41971067,0.0,3.5892265,1.9830822,0.0031068436628649996,0.5132546565113522,0.03419052265497284,0.3086419753086419,0.36627983969332656,0.1727095344822549,0.3571428571428571,0.4551724137931034,0.2088888888888889,0.36166644218151767,0.7200996910102476,0.18174476836511977,0.1320573964997556,0.04786844613531402,0.0033440016698265823,0.014681228446697779,0.36417352800380737,0.32647584973166366,0.020572450805008947,0.01671471723753637,0.34690506903118634,0.0033440016698265814,0.06046692909571763,0.45308920974934347,0.9616685435632226,0.004906760784651308,0.0476412180154435,0.6666666648194947,0.9999999802282146,6.048926492261222e-11,6.462692387556423e-06,0.003100880571236079,0.278901520841161,0.9613998030706588,0.006466529131393612,0.04764442711751971,0.6666665461489721,0.9999999801185098,6.060160932699146e-11,6.5700254833149285e-06,0.003119021066858326,0.3544269800933607,0.9612233066170254,0.006532149171039993,0.047646523689949344,0.6666665557754488,0.9999999797333762,6.124431625910391e-11,6.789550217332932e-06,0.0031553980233263498,0.24284185229478797,0.960676023869093,0.006819993961866866,0.04764685565481831,0.1110907239243599,0.9999999738319765,8.241944091573216e-11,8.410702106083671e-06,0.0033692416144420877,0.3222748815165877,0.023132689793019728,0.022615591816351123,0.031274420944096416,0.3334808731200244,0.5996827454208244,0.08174948690436543,0.08079959886735266,0.20977784604310737,0.06433960776105463,0.5690965601820465,0.015455287881409456,0.07003408320350761,0
0.0,0.0,1.9677807,0.0,0.0,0.0,0.0,0.14605068,0.0,0.0,0.0,0.0,0.4210255,2.0013397,1.4149569,3.0999742,0.0,0.9202519,0.0,1.6288006,0.0,0.0,0.9372637,0.60748816,0.005897266478252945,0.5937966170878856,0.0730237585538265,0.3580246913580246,0.3953950121140083,0.23110335705616575,0.4285714285714285,0.2068965517241379,0.40444444444444444,0.399572886455141,0.6259781913303238,0.2574060059283799,0.09741049326403814,0.08532886861886708,0.004470264911029554,0.005872214713831679,0.5131263329104183,0.21101456682852035,0.036672629695885514,0.02117192364180495,0.4252370595304604,0.004470264911029552,0.11417941086393046,0.41705862197994154,0.940644003813863,0.011642796423229637,0.07145097636479637,0.4999999997689194,0.9999998512486553,8.57394708895799e-10,2.5807207068408676e-05,0.008830551039499056,0.5636367053379734,0.9402936682737015,0.012591591377961158,0.07145798162754517,0.4999998801159724,0.999999850653528,8.58542475261292e-10,2.6116290517309477e-05,0.008508353747899497,0.4379026528322489,0.9400643003791058,0.013013836880716065,0.07146043469042423,0.4999998893137333,0.9999998485681199,8.651079939065874e-10,2.6744185714201054e-05,0.008306322213566628,0.3751433240898975,0.9394412666635423,0.01380034127616939,0.07146100770511278,0.07864895205798257,0.9999998227118553,1.035029729832231e-09,3.0643828498757675e-05,0.008341213095332896,0.3886255924170616,0.037941630558614534,0.04022890652168638,0.043578198073742754,0.3873096470064591,0.6237244414170678,0.11195778978385426,0.11053150540379009,0.2603643376371755,0.08650802429270821,0.49586580029374916,0.029327470095071178,0.11212710730509766,0
0.0,0.0,0.31912208,0.0,0.0,0.0,0.69622463,0.84529334,0.0,0.0,0.0,0.0,0.0,1.5300597,0.0,6.386654,0.0,1.3699421,0.0,0.0,0.0,0.0,1.9957103,0.0,0.03185725640432481,0.8169787509803969,0.03492776266575323,0.8209876543209876,0.7851449540323596,0.3047885648220038,0.753968253968254,0.5793103448275861,0.4977777777777778,0.7907664779388032,0.7820666766478044,0.33141307988250146,0.030193955599028828,0.1319417032440238,0.015954671165921627,0.05364001894753423,0.19995755593850106,0.19534725410419998,0.04025044722719141,0.05642668027816149,0.13103572553555892,0.015954671165921624,0.11091163650072311,0.029893486215767873,0.8067277921653682,0.04489255700343258,0.21436972363401616,0.20000000025265288,0.9999860513446973,3.4372857046940646e-07,0.0005660425163918723,0.024268424560654995,0.19455931336612875,0.8061189543072296,0.060955395888169596,0.21438041553017212,0.19999993614019315,0.9999860343827947,3.4386835053953576e-07,0.0005681033330364318,0.02094258805907709,0.4301473329548408,0.8057186194505547,0.0624591088157913,0.2143876214343054,0.1999999409939286,0.9999859751474932,3.4466761157342224e-07,0.0005722386217988159,0.02021680697055114,0.2789953518778865,0.804934807295878,0.06627901704500842,0.2143882063391226,0.025467965230718186,0.9999854967064645,3.5718626089319997e-07,0.0005905473906097247,0.020452119401337815,0.7962085308056873,0.14477620249658155,0.20550872580853868,0.11335338938006179,0.7336836327732114,0.8259206471691296,0.2215835113648481,0.21841631526702893,0.40606327917995944,0.16987430275326107,0.532406151090796,0.13968081614114033,0.09616078781828764,0
0.0,0.0,2.2184975,0.0,0.4139,0.0,0.60912645,0.6166781,0.0,0.0,0.0,0.0,1.2762488,1.9530694,0.90661436,1.3915492,0.0,2.0194428,0.0,2.020883,0.1327202,0.0,2.1554024,0.47159925,0.002623373862089208,0.5817963644685323,0.024019794314953692,0.2962962962962963,0.24839051365999953,0.1881956554697221,0.23809523809523803,0.42068965517241375,0.2222222222222222,0.24743124269278305,0.8289776174104859,0.19450502814159168,0.09539955768348798,0.0534635890106208,0.0019089944513054216,0.007732986906224639,0.4660975850728064,0.3527853868515206,0.018336314847942757,0.010425122150672263,0.4890704465655507,0.0019089944513054214,0.05477487634306144,0.4169336927952041,0.9190664387300915,0.006580009253978673,0.09528447841949264,0.39999999986765167,0.9999999511201173,1.9028164458214416e-10,1.2556350127569712e-05,0.006251510338446921,0.3108381797447809,0.9186511110070326,0.007538948566550473,0.09529369864232955,0.39999989209223996,0.9999999509699384,1.9047721544352336e-10,1.2671842275333375e-05,0.0056103004471169775,0.5242876737917935,0.9183792371295122,0.00811733507802386,0.09529747644003121,0.3999999003762139,0.9999999504442805,1.9159583564776756e-10,1.2905505478825847e-05,0.005186714227983689,0.4828208428681078,0.9177039123170244,0.008479374688278613,0.09529856352473061,0.060207045408339835,0.9999999452962721,2.1349173920563395e-10,1.4112707358302283e-05,0.005239831597798529,0.2985781990521327,0.03149989069138716,0.02644424692071913,0.04276520696223515,0.23324931209463096,0.5437748387877589,0.05391866542346758,0.05319594281478433,0.15521815514775614,0.1542715270739842,0.68924938989808,0.015486113441046558,0.025328388640439528,0
0.0,0.0,1.2876362,0.0,0.0,0.0,0.5936173,0.6834517,0.0,0.20300762,0.8100856,0.0,1.0401505,0.8921578,1.5082512,0.0,0.0,0.4325252,0.0,0.31347582,1.0015888,0.0,0.9872304,0.0,0.003377831341037432,0.5587967049064803,0.04155663409666651,0.2592592592592592,0.29232112778897956,0.15510269167717222,0.2936507936507936,0.4275862068965517,0.19111111111111112,0.28737082327630337,0.7123653196456442,0.16791575641464207,0.11401068833845487,0.042135692056898114,0.004126732879929033,0.024089833793467387,0.29458349558836466,0.3417832167832169,0.019230769230769232,0.019847731413033726,0.2764666020706725,0.004126732879929032,0.10536083140942326,0.41371074871827607,0.919067569690564,0.009227077572014247,0.09528671211971826,0.39999999970791245,0.9999999406109533,2.4669773492419415e-10,1.4297086695156005e-05,0.007326418187561863,0.3033358433519977,0.9186517478162587,0.009705129117165825,0.09529688801719545,0.39999989208810244,0.999999940428486,2.4695129078728943e-10,1.4428589981307018e-05,0.006860489244098961,0.5098209881503628,0.9183799014521863,0.010290658017456185,0.09530010682477319,0.39999990037538674,0.9999999397898115,2.484015677296652e-10,1.4694646841029807e-05,0.006650115611890258,0.45435888627300003,0.9177047542132206,0.010917851530489808,0.09530101239850579,0.06046420004148406,0.9999999315428962,2.8804107564890355e-10,1.6382690181200013e-05,0.00644082643960716,0.2654028436018957,0.03708752972040079,0.03608902518419073,0.04396563732240514,0.35931836872816436,0.6242073394527219,0.051910933810765066,0.05121326076788961,0.1509092153785034,0.15648082115405668,0.4055597875918449,0.014946782142389725,0.1266418503072479,0
0.0,0.0,0.0,0.47726247,0.0,0.0,0.0,0.85609275,0.0,1.467425,0.0,0.383352,0.0,1.781495,0.52742416,1.3633394,1.0305287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016386931648930105,0.6056688143607655,0.13603153037983734,0.3271604938271605,0.41160431520272756,0.20937373105707113,0.47619047619047605,0.13793103448275862,0.4266666666666667,0.41447241439757976,0.4978495015140591,0.24985733799010804,0.1169737230645472,0.0811286078063109,0.033109530187333674,0.025726685454091337,0.2859872719652465,0.09162861312494115,0.09168157423971378,0.09596658506330186,0.13161902674455778,0.033109530187333674,0.19215210619130021,0.0885662026992583,0.8524093387516799,0.05066015301346131,0.16670138905238316,0.2500000002485516,0.9999955759507828,7.50488302923481e-08,0.00026079302542344747,0.014326999834319221,0.4323982428526305,0.8518531864621792,0.05040904887244789,0.16671858698993153,0.2499999230254916,0.9999955685180293,7.509099963297507e-08,0.0002621048162584113,0.01373641919783836,0.48479541285087635,0.851490199391201,0.050999136935005636,0.16672436111019517,0.2499999288767294,0.9999955425461496,7.53321421533388e-08,0.00026474252487394687,0.013289860389893616,0.5647318514457714,0.8507276855182012,0.05144909665768319,0.16672815934575216,0.03398750276061034,0.9999953052491246,7.971880733726901e-08,0.0002775508969014256,0.013468738617051137,0.4834123222748815,0.08718753691711692,0.09286025867576769,0.0,0.39497941332005426,0.0,0.1217335097781515,0.11998603450240516,0.27516892615054644,0.12304701347525518,0.3802745204290757,0.06606948736389677,0.15276859208000787,0
