0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,class
0.0,0.0,0.0,0.0,0.0,0.0,3.5723133,0.0,3.5111845,0.0,0.0,0.0,2.0396476,0.0,0.0,0.0,3.3607247,0.0,0.0,0.0,0.0,0.0,0.594633,1.5296402,0
0.0,1.1034533,0.0,0.0,1.9925104,0.0,0.0,0.0,1.8299977,0.9310597,0.0,0.0,0.0,0.744857,0.0,0.0,0.3015294,0.0,0.0,0.0,0.0,0.0,0.0,0.12466013,0
0.0,0.0,0.0,0.0,0.6813914,0.0,1.1774961,0.13579057,4.0520916,1.082176,0.0,0.0,0.0,2.174315,0.0,0.0,1.6141691,0.0,0.5440214,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.94472057,0.3227753,4.7075205,0.0,0.0,0.0,0.76234597,0.0,0.0,0.0,1.5558091,0.0,0.0,0.0,0.0,0.0,0.0,1.798323,0
0.0,0.99572223,0.0,0.0,0.0,0.0,0.0,1.8226683,4.744683,4.0079904,0.0,1.8213248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.9434122,0.0,0.0,3.7030685,0.0,0.0,0.0,3.000968,0.0,0.0,0.0,0.0,0.1487986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4264516,0
0.0,0.0,0.0,0.0,0.0,0.0,0.4328416,0.017007224,5.18955,0.5826838,0.0,0.0,1.3227693,0.0,0.0,0.0,0.558208,0.0,0.0,0.0,0.0,0.0,0.0,2.9843805,0
0.0,0.0,0.0,0.0,0.4469297,0.0,1.4587872,0.0,5.63859,0.6644641,0.0,0.0,2.799953,0.15318955,0.0,0.0,0.0,0.0,0.0015036918,0.0,0.0,0.0,0.0,2.3990602,0
0.0,3.5402255,0.0,0.0,0.0,0.0,0.0,0.0,7.5819626,8.08671,3.8251538,4.837129,0.0,0.14777243,0.0,1.0451533,1.0362637,0.0,0.0,0.0,0.0,0.0,1.2320726,0.0,0
0.0,0.0,0.0,0.0,1.5900244,0.0,1.4856027,0.0,9.199027,0.0,0.0,0.0,2.2108765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.569911,0
0.0,0.0,0.0,0.0,0.0,0.0,1.457822,0.0,4.0569243,0.0,0.0,0.0,2.961492,0.0,0.0,0.0,1.2602056,0.0,0.0,0.0,0.0,0.0,0.0,2.8306901,0
0.0,0.0,0.0,0.0,1.7272705,0.0,0.0,1.7129048,10.592844,6.5828176,2.9283772,2.9753242,0.0,0.0,0.0,2.4634137,0.0,0.0,0.0,0.0,0.0,0.0,0.92246974,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.8348825,0.0,3.6886036,0.0,0.0,0.0,1.575891,0.0,0.0,0.0,0.53376615,0.0,0.0,0.0,0.0,0.0,0.0,1.7408922,0
0.0,0.09051497,0.0,0.0,0.0,0.0,0.0,0.0,1.6589994,1.6863568,0.0,0.0,1.1209561,0.0,0.0,0.0,1.6833642,0.0,0.0,0.0,0.0,0.0,1.6625454,0.19537194,0
0.0,0.0,0.0,0.0,0.5311705,0.0,2.4799802,0.0,3.8059568,0.0,0.0,0.7504256,3.140354,0.0,0.0,0.0,1.0647336,0.16500276,0.6304134,0.0,0.0,0.0,0.0,2.5846694,0
0.0,0.0,0.0,0.0,0.10805176,0.0,1.3251468,0.0,4.634412,0.0,0.0,0.0,4.005121,0.0,0.0,0.0,0.7549803,0.0,0.40431166,0.0,0.0,0.0,0.0,3.6869874,0
0.0,0.0,0.0,0.0,0.0,0.0,1.2952337,0.0,3.180035,0.0,0.0,0.38561812,3.8603044,0.0,0.0,0.0,0.088183776,0.0,0.0,0.0,0.0,0.0,0.0,3.1174386,0
0.0,0.0,0.0,0.0,0.0,0.0,0.8467265,0.0,1.699333,0.0,0.0,0.0,1.1209664,0.0,0.0,0.0,1.2033598,0.0,0.0,0.0,0.0,0.0,0.0,1.3764875,0
0.0,0.29772648,0.0,0.0,0.0,0.0,0.0,0.5978109,6.930187,0.0,0.0,0.0,1.702045,0.0,0.0,0.0,0.8983047,0.0,0.0,0.0,0.0,0.0,0.0,2.197711,0
