0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5076814,8.688751,6.9598885,0.0,0.0,0.0,0.0,0.0,0.0,0.24715954,0.182636,0.0,0.0,19.42179,0.0,0.0,0.0,0.0,18.38699,0.0,0.0,0.0,0.0,0.0,0.0,1.4400036,0.0,0.0,0.0,0.0,0.0,5.287566,0.0,1.8500588,0.0,0.0,4.5954056,4.8215675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.399762,0.0,0.0,7.4289465,0.0,0.0,0.0,0.0,0.0,0.0,0.37495485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4083803,0.0,0.0,0
0.0,0.7259789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9801693,3.2888422,0.0,2.997877,0.0,0.0,0.0,0.0,0.0,0.15936147,0.0,0.0,0.0,20.125368,0.0,0.0,0.0,0.0,8.001254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.341741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2082427,0.0,0.0,0.0,2.5834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.645741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3584532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.779896,3.6634507,5.621552,0.0,0.0,0.0,0.0,0.0,0.0,2.0900936,0.0,0.0,0.0,17.846558,0.0,0.0,0.0,0.0,16.97147,0.0,0.0,0.0,0.0,0.0,0.0,0.98432857,0.0,0.0,0.0,0.0,0.0,9.864593,0.0,2.2118115,0.0,0.0,4.6862416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1837234,0.0,0.0,0.0,4.4860177,0.0,0.0,0.0,0.0,1.4255246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.969705,0.0,0.0,2.322035,0.0,0.0,0.0,0.0,0.0,0.0,4.751209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5671873,0.0,0.0,3.5298753,0.6114613,8.17298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4518666,0.0,0.0,0.0,0.0,7.878812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.949518,0.0,6.0871406,0.0,0.0,3.2591655,3.0445232,0.0,0.0,0.0,0.0,0.0,0.0,8.136277,0.0,0.0,0.0,1.6702001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8121414,0.0,0.0,1.8617704,1.0909227,0.0,0.0,0.0,0.6721339,0.0,6.0194445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4302206,0.0,0.0,0
0.0,1.7082345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1651642,11.982961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.44041,0.0,0.0,0.0,0.0,25.918032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.854761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.867794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3393352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350021,0.0,0.0,0.0,0.0,3.167634,0.0,0.0,0.0,0.0,0.0,0.0,1.2401735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6392796,0.5030916,0.0,3.2135127,0.6010704,0.0,0.0,0.0,0.5461704,0.0,0.0,0.0,0.0,0.0,2.6765246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0220191,0.53726727,0.0,2.3669772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28780758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7347605,2.0099764,0.0,0.0,1.3212951,0.45991635,0.0,0.0,0.0,0.13201298,0.0,1.9289536,0.0,0.0,0.0,0.0,5.148177,0.0,0.0,0
0.0,0.0,0.0,1.6131494,0.0,0.0,0.0,0.0,0.0,0.0,3.2894623,0.0,0.0,0.0006633715,0.0,0.0,0.0,0.0,0.0,0.9689651,0.0,0.0,0.0,1.7792921,0.0,0.0,0.0,2.7411957,4.725701,1.5316689,2.785934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4302256,0.0,2.8280344,0.0,0.0,3.703302,0.20518327,0.0,0.0,0.0,2.7665563,2.1120281,0.0,8.086962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0013123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5881582,0.0,0.0,0.0,5.9716454,0.0,0.0,0.15076974,0.17544267,0.0,2.59121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.038006,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.662482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.245954,0.0,0.0,0.0,1.2732044,12.727653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75003076,0.0,7.150096,0.0,0.0,4.982773,0.0,0.0,0.0,0.0,5.7553663,0.0,0.0,1.0815021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.106515,0.0,0.0,0.0,0.0,5.993043,0.0,0.0,0.0,1.4815915,0.0,0.0,0.0,0.0,0.0,0.68454474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.888718,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03141166,0.0,0.0,1.1873562,0.43862864,3.1258922,0.0,1.5755417,0.0,0.0,0.0,0.0,1.0748818,0.0,0.0,0.0,8.232754,0.0,0.0,0.0,0.0,7.3597994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2102797,0.0,3.9061913,0.0,0.0,1.5213186,0.84246945,0.0,0.0,0.0,0.0,0.0,0.0,2.0229845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1375585,0.0,0.0,0.0,0.0,3.4737217,0.0,0.0,0.7960819,2.5419414,0.0,0.0,0.0,0.0,0.0,4.947746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2902157,0.0,0.0,6.7958326,0.0,0.0,0.0,0.0,1.1765052,0.0,0.0,0.0,1.6848353,0.0,0.0,0.0,4.5253005,0.0,0.0,0.0,4.105359,4.99619,2.2494519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739703,0.0,5.747047,0.0,0.0,1.0816249,0.0,0.0,0.0,0.0,2.9801638,5.9505463,0.0,11.572977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.203488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.833167,0.0,0.0,1.6084068,6.820301,0.0,0.0,0.0,0.0,0.0,5.353125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4975677,0.0,0.5394405,0
