0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,class
0.0,0.8148747,4.971142,2.3849652,1.1415426,0.0,0.0,2.1923444,2.587602,1.0126245,0.0,0.0,1.0204804,0.0,0.0,2.2620327,0.0,0.0,0.0,0.0,0.0,0.99069214,0.0,3.146379,0
0.78522784,1.0069067,1.3441877,0.4399172,3.9953578,0.0,0.0,0.0,3.5684986,0.0,0.0,0.0,4.125827,0.0,0.0,0.0,0.0,0.5133951,0.0,0.0,0.0,0.0,0.6335088,3.2545037,0
0.87100023,0.0,3.9476395,0.5081912,3.088752,0.0,0.0,0.7256068,3.3065677,2.1101549,0.0,0.0,4.298199,0.0,0.0,2.0571237,0.0,0.63679624,0.0,0.0,0.0,0.0,0.0,2.9044442,0
1.8673618,0.0,3.6194825,0.0,1.856795,0.0,0.0,0.57088524,0.0,3.835032,0.0,0.0,5.4902997,0.0,0.0,0.0,0.0,2.788545,0.0,0.0,0.0,1.3296682,0.0,2.7635071,0
0.0,3.067172,3.9453473,0.57014996,4.2974443,0.0,0.0,3.5889814,8.154189,0.0069372365,0.0,0.0,0.40793502,0.0,0.0,5.8154554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.430044,0
3.171332,0.0,2.3859634,1.2326713,0.0,0.0,0.0,0.0,0.0,0.48457602,0.0,0.0,2.5669563,0.0,0.0,0.0,0.0,1.3571005,0.0,0.0,0.10381166,1.6231233,0.0,0.5324957,0
2.6213474,0.0,3.4623122,0.0,0.8518177,0.0,0.16551809,0.0,0.0,2.7355156,0.0,0.0,3.5229354,0.0,0.0,0.0,0.0,3.3153088,0.0,0.0,0.0,1.9122282,0.0,2.1671147,0
0.0,0.0,1.2952554,0.0,1.0865506,0.0,0.0,0.0,0.9325672,1.8745621,0.0,0.21319659,0.5252198,0.0,0.0,1.9801271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5190766,0
0.0,0.0,1.7993076,0.0,1.6514982,0.0,0.0,0.6101114,0.6871795,1.8374206,0.0,0.0,1.1674297,0.0,0.0,1.0888896,0.0,0.0,0.0,0.0,0.0,1.2412808,0.0,0.98097867,0
4.4010434,0.0,5.6402035,0.0,3.4366803,0.0,0.0,0.0,0.0,2.9279397,0.0,0.0,5.9118457,0.0,0.0,0.0,0.0,6.15113,0.0,0.0,0.0,1.2390381,0.0,2.5503056,0
4.1598034,0.0,5.0993376,0.0,2.5131965,0.0,0.0,0.0,0.0,2.0565898,0.0,0.0,4.3594146,0.0,0.0,0.0,0.0,2.8215384,0.0,0.0,0.0,3.6630836,0.0,0.5421551,0
1.359394,0.10299067,2.4695144,1.8040577,0.06548517,0.0,0.0,0.0,0.0,0.0,0.0,0.689738,2.741244,0.0,0.0,0.4291027,0.0,1.083342,0.0,0.0,0.0,0.7183206,0.0,0.0,0
0.0,0.0,1.04534,0.0,1.1017183,0.0,0.32542235,0.0,0.0,2.1489482,0.0,0.9082361,0.92300373,0.0,0.0,0.0,0.0,0.04783831,0.0,0.0,0.0,0.6513623,0.0,1.1753051,0
3.6844003,0.0,6.168752,0.0,2.1698873,0.0,0.77530885,0.0,0.0,3.2409222,0.0,0.0,5.3364077,0.0,0.0,0.0,0.0,2.9803975,0.0,0.0,0.0,1.5526985,0.0,2.824263,0
0.2800689,0.0,3.3984323,2.5163798,0.33331245,0.0,0.0,0.0,0.92648256,0.48017797,0.0,0.0,1.3540273,0.0,0.0,0.3697609,0.0,0.0,0.0,0.0,0.0,3.4385035,0.0,1.1025333,0
0.19537091,0.0,3.137063,3.4883492,0.0,0.0,0.69749767,0.0,2.2218153,1.1388056,0.0,0.0,0.52257574,0.0,0.0,0.5608435,0.0,0.0,0.0,0.0,0.0,0.73362446,0.0,3.2926114,0
2.4454312,0.0,3.4084058,0.0,3.9428813,0.0,0.0,0.0,0.0,4.5693135,0.0,0.0,4.4452777,0.0,0.0,0.0,0.0,3.5623572,0.0,0.0,0.0,0.0,0.0,3.6256862,0
5.4232855,0.0,1.8957627,0.0,3.2630327,0.0,0.0,0.0,2.2265062,2.5065196,0.0,0.0,6.9330983,0.0,0.0,0.0,0.0,4.2189236,0.0,0.0,0.0,0.0,0.0,2.0647264,0
4.969613,0.0,4.6729226,0.0,2.403775,0.0,0.58763665,0.0,0.0,0.8693267,0.0,0.0,7.2124195,0.0,0.0,0.0,0.0,5.1507654,0.0,0.0,0.0,0.40862608,0.0,0.68424356,0
4.8388047,0.0,4.4520082,0.0,1.6842495,0.0,0.0,0.0,0.0,1.5862913,0.0,0.0,4.8932967,0.0,0.0,0.0,0.0,2.748514,0.0,0.0,0.0,1.0374118,0.0,2.4544222,0
2.6411366,0.0,3.8136106,0.0,0.6508923,0.0,0.98855656,0.0,0.3074725,1.1576188,0.0,0.0,4.261062,0.0,0.0,0.0,0.0,1.1290607,0.0,0.0,0.0,0.0,0.0,2.1894448,0
