0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,energy_N,entropy_N,kurtosis_N,maximum_N,mean_N,meanAbsoluteDeviation_N,median_N,minimum_N,range_N,rootMeanSquare_N,skewness_N,standardDeviation_N,uniformity_N,variance_N,class
0.0,0.0,0.0,1.3158392,0.0,0.0,0.0,2.2354317,0.8594758,0.8943399,0.0,0.0,0.54843515,0.0,0.121394575,0.0,0.0,0.0,0.0,0.0,0.09590504,0.50865734,2.1442406,0.0,53453ec4e4b05911cd6db13e,0,0.007517870069672006,0.6426397400743092,0.023085833656308653,0.32098765432098764,0.34217871342806017,0.20906298549384394,0.3492063492063491,0.4275862068965517,0.23555555555555557,0.34146599988850057,0.7438405335833018,0.21101835811622863,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5669912,0.948207,0.0,0.2586524,0.0,0.23577523,0.0,0.0,0.0,0.0,0.0,1.2774085,0.0,0.1267998,0.74978673,2.117844,0.0,534544a8e4b05911cd6db37a,Nodule 001,0.0005156608125657699,0.49823835983118114,0.04638136522763751,0.08024691358024694,0.0,0.14791823092269746,0.0,0.2,0.2088888888888889,0.0,0.8057790531985035,0.1570196743600794,0
0.0,0.2650864,0.0,0.0,0.0,0.0,0.0,1.7181048,1.5738181,0.0,0.77094555,0.0,1.5480207,0.0,0.0,0.0,0.0,0.0,2.2790391,0.0,0.05656706,0.28003308,3.3272758,0.0,53454846e4b05911cd6db420,2719,0.00037025024755850096,0.4597303022116016,0.058436773162767894,0.18518518518518512,0.10602892489980842,0.19588751070317645,0.09920634920634919,0.13103448275862067,0.3288888888888889,0.11407388125687912,0.7221098388121141,0.22824427903329267,0
0.0,0.0,0.0,1.7252891,0.0,0.0,0.0,2.1325734,1.9328343,0.0,0.0,0.0,1.1089733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5374283,0.0,2.3769357,0.0,53453ecae4b05911cd6db140,15,0.0031049136318102334,0.6188829078666277,0.01800425185560823,0.26543209876543206,0.22244216557506458,0.2330787343585028,0.1865079365079364,0.35172413793103446,0.24444444444444446,0.22805695335406706,0.8158094159798863,0.23587141567427275,0
0.0,0.0,0.0,2.1894634,0.0,0.0,0.0,2.2036407,1.2884201,0.9460276,0.0,0.0,1.1732014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29216468,0.27388397,2.386409,0.0,53454668e4b05911cd6db3c8,57353,0.011225316760613361,0.43020362607465523,0.05087254488040826,0.33333333333333326,0.49911773982588614,0.07911561319708502,0.5,0.7172413793103448,0.05777777777777779,0.48503024552421736,0.6658233761547477,0.07797274514517602,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.140348,2.2799437,0.0,0.06694745,0.0,1.2119161,0.0,0.0,0.0,0.0,0.0,2.3255713,0.0,0.0,0.6623871,3.7046018,0.0,53453fe7e4b05911cd6db1b6,131506,0.0016485086237525476,0.5638126052538409,0.027363212866894734,0.2716049382716049,0.21199813615103436,0.20607316830108868,0.19841269841269837,0.37241379310344824,0.23555555555555557,0.21582895184958462,0.7928598696322835,0.22273384902982726,0
0.0,0.3686432,0.0,1.118651,0.0,0.0,0.0,1.4063604,1.7591738,0.0,1.271862,0.0,0.091918245,0.042060114,0.0,0.0,0.048367005,0.0,0.0,0.0,0.09969319,1.1276165,2.31571,0.0,5345411ce4b05911cd6db271,57507,0.002781401111584111,0.5099224443793987,0.023202605704753014,0.2592592592592592,0.31295320814400784,0.14082990953606805,0.3015873015873015,0.496551724137931,0.14666666666666667,0.3052309066469302,0.7917793842611951,0.144147863230388,0
0.0,0.0,0.0,0.48704812,0.0,0.0,0.0,2.0504205,2.1067865,0.0,0.0,0.0,1.0957094,0.0,0.0,0.0,0.0,0.0,0.55535746,0.0,2.8747272,0.0,4.3845334,0.0,53454317e4b05911cd6db325,14649,0.005417713330003415,0.7158113678206547,0.03885269183351369,0.6543209876543209,0.3953613388054116,0.32911483769201455,0.3492063492063491,0.33793103448275863,0.5333333333333334,0.4163293758336485,0.8659861463695856,0.3630811226570756,0
0.0,0.4440541,0.0,0.0,0.0,0.0,0.0,2.3591647,3.1389246,0.0,0.48957556,0.0,1.4501747,0.0,0.0,0.0,0.0,0.0,3.4834583,0.0,1.4713626,0.6587096,5.263006,0.0,53453fd3e4b05911cd6db1b0,135031,0.000346509078519093,0.3045894171897948,0.03177737714296798,0.19753086419753085,0.25734230702212935,0.10091129904669834,0.23412698412698407,0.5379310344827586,0.07555555555555557,0.24675625715656857,0.8551529457286877,0.1068782933456125,0
0.0,0.038125347,0.42721963,0.0,0.0,0.023143515,0.0,0.0,0.0,0.105515145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2949272,0.19925624,0.0,0.0,0.26349482,0.0,0.0,53454067e4b05911cd6db1f0,12,0.009017995642317507,0.717285916942635,0.021002719160840407,0.30246913580246904,0.2664845791949819,0.26456425649872856,0.2658730158730158,0.31034482758620685,0.29777777777777775,0.27705658556486024,0.7629280025644022,0.27486244742904686,0
0.0,0.0,0.0,1.0677556,0.0,0.0,0.0,1.6463261,1.655878,0.0,1.4995786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56471425,0.0,0.2724821,0.8140816,2.3378413,0.0,53454b9fe4b05911cd6db4c0,IL057_160789,0.006209413260045448,0.6455697089707196,0.04986144645765067,0.7901234567901233,0.6673900531715486,0.3145691806240684,0.6111111111111109,0.5310344827586206,0.5066666666666666,0.6800944857804619,0.8309664690519951,0.36681638787962456,0
1.2215588,0.0,0.0,0.0,0.0,0.0,0.0,1.177671,0.76475865,0.0,1.012234,0.0,0.87744355,0.0,0.0,0.14187948,0.0,0.0,0.36142603,0.0,0.0,0.0,1.0235701,0.0,5345431ce4b05911cd6db326,74135,0.008672627307461956,0.7307866275566305,0.031348546704092733,0.7098765432098765,0.5775919149677644,0.3151928675813456,0.5714285714285714,0.5793103448275861,0.41777777777777775,0.5893623976125434,0.8468746269430183,0.3433054431204817,0
0.0,0.0,0.031718284,0.0,0.0,0.0,0.0,2.52865,2.9289203,0.0,0.53859603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0428605,0.0,0.0,0.9094406,4.117581,0.0,53453f1fe4b05911cd6db165,IL057_205801,0.0009947284746086233,0.3973930112314398,0.03005225406141097,0.21604938271604934,0.26267642446419237,0.1268215122484012,0.24603174603174593,0.4758620689655172,0.1288888888888889,0.25439324182007306,0.7877519479474588,0.13253695048174957,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1760585,3.0830045,0.0,0.9613544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.199622,0.0,0.22458182,1.4571176,4.4960365,0.0,5345419ae4b05911cd6db2ae,Nodule 002,0.002373679072821898,0.4466425627571232,0.08150765916123448,0.31481481481481477,0.3704090917891234,0.1564560362154454,0.38888888888888884,0.4068965517241379,0.24444444444444446,0.3652170354038541,0.6087122664314071,0.1771683979148773,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5507605,2.560646,0.0,0.0,0.0,2.8759964,0.0,0.0,0.0,0.0,0.0,0.4163831,0.0,1.7443912,0.0,4.107294,0.0,53454222e4b05911cd6db2e3,166943,0.009231633400799336,0.7037417562528921,0.04317452434035028,0.6728395061728395,0.5312947479803483,0.2742956137484323,0.49206349206349187,0.4896551724137931,0.44888888888888884,0.539764357447824,0.8282610682643796,0.31184952499725305,0
0.0,0.5717868,0.6391429,0.97507274,0.0,0.0,0.0,1.2973632,1.109954,0.0,0.0,0.0,0.90718704,0.0,0.0,0.0,0.4512508,1.2725837,2.0101762,0.0,0.0,0.73590076,1.9445325,0.0,534542a5e4b05911cd6db308,57592,0.02927842515708748,0.843117800685485,0.027699747265547005,0.8086419753086419,0.6972436235892832,0.380964811459832,0.6507936507936507,0.4758620689655172,0.5555555555555556,0.7159843383123042,0.8155539837961607,0.41111309138280006,0
0.77413476,0.0,1.1275656,0.0,0.0,0.0,0.0,0.0,0.0,1.1738081,0.45678884,0.0,0.40325877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2273653,0.0,0.0,53453ee5e4b05911cd6db149,Nodule 002,0.015044368688673728,0.4661530529920913,0.07335391854074197,0.3395061728395061,0.4955460719206155,0.13954825213295352,0.5317460317460316,0.5655172413793104,0.15999999999999998,0.486329467019997,0.5724592102793382,0.14885756609364342,0
0.0,0.0,0.0,2.2305858,0.0,0.0,0.0,4.055046,4.150153,0.26794302,0.0,0.0,3.1125474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.206786,0.0,7.30361,0.0,53454628e4b05911cd6db3c1,205794,0.017385907383236407,0.7820680010208881,0.04734016955204412,0.8271604938271605,0.7086406439209243,0.35253861093668937,0.6626984126984126,0.3655172413793103,0.6399999999999999,0.7242555280428958,0.769383275009192,0.3930236603818369,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.650184,3.368936,0.0,0.56550014,0.0,1.3330996,0.0,0.0,0.0,0.0,0.0,5.04759,0.0,0.48725903,0.9744905,6.1609793,0.0,53454967e4b05911cd6db45a,80824,0.0029094205479975894,0.5507715217130537,0.039735867811208386,0.5617283950617283,0.5077281952737511,0.22589432880451682,0.46825396825396814,0.6068965517241379,0.29333333333333333,0.5086809612077076,0.86781951608206,0.251906624444855,0
0.0,0.0,0.0,0.8340928,0.0,0.0,0.0,3.9836528,2.5515842,0.6876113,0.0,0.0,3.1585681,0.0,0.0,0.0,0.0,0.0,0.39036787,0.0,1.566368,0.0,6.127709,0.0,5345417de4b05911cd6db29f,196543,0.005380170056168044,0.6275082718898456,0.05490390460061068,0.648148148148148,0.5329547434618005,0.290017056285372,0.49206349206349187,0.37241379310344824,0.5066666666666666,0.5439476151789974,0.7577804957137392,0.3303293259918233,0
0.0,0.0,0.0,1.5406303,0.0,0.0,0.0,2.691262,2.4381459,0.4512253,0.0,0.0,2.0102992,0.0,0.22219364,0.0,0.0,0.0,0.0,0.0,2.6467922,0.0,4.9374638,0.0,53454ce9e4b05911cd6db507,0,0.018313194973318705,0.3917239545611676,0.13328326528376702,0.3271604938271605,0.5085536981901104,0.09657517821028981,0.5317460317460316,0.5655172413793104,0.15111111111111114,0.4961361802027654,0.5088027901153367,0.10681292275655971,0
0.0,0.18615676,0.0,0.0,0.0,0.0,0.0,3.1159558,3.9763489,0.0,0.20441313,0.0,0.49709782,0.0,0.0,0.0,0.0,0.0,4.117116,0.0,0.92190456,1.2033098,5.7263074,0.0,5345452ee4b05911cd6db396,52406,0.0007342606570618572,0.39486243089262396,0.036982805930640655,0.19753086419753085,0.22301703029135844,0.1180041239196752,0.19047619047619047,0.46206896551724136,0.12444444444444447,0.21467702704370517,0.8348735177485054,0.12688318089163975,0
3.0917156,0.0,4.323684,0.0,0.908086,0.0,0.85309684,0.57324004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0698445,0.0,0.0,0.0,4.3817773,0.0,0.0,5345412be4b05911cd6db278,68554,0.04906963672076847,0.9664175899775101,0.03696947933776723,0.8950617283950616,0.71840198926528,0.5310190881001798,0.6944444444444444,0.034482758620689655,0.9022222222222223,0.7669930879138792,0.7306200977763757,0.5814552631962492,0
