0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,energy_N,entropy_N,kurtosis_N,mean_N,minimum_N,rootMeanSquare_N,skewness_N,sphericalDisproportion,sphericity,surfaceVolumeRatio,entropy0_N,homogeneity0_N,correlation0_N,shade0_N,promenance0_N,variance0_N,idm0_N,entropy135_N,correlation135_N,promenance135_N,variance135_N,entropy45_N,homogeneity45_N,correlation45_N,shade45_N,variance45_N,entropy90_N,inertia90_N,correlation90_N,shade90_N,variance90_N,idm90_N,sumvalues,sumsquares,amean,pvariance,skewness,scm,class
0.0,0.0,0.0,1.3158392,0.0,0.0,0.0,2.2354317,0.8594758,0.8943399,0.0,0.0,0.54843515,0.0,0.121394575,0.0,0.0,0.0,0.0,0.0,0.09590504,0.50865734,2.1442406,0.0,53453ec4e4b05911cd6db13e,0,0.007517870069672006,0.023085833656308653,0.20906298549384394,0.4275862068965517,0.23555555555555557,0.008562209737176257,0.020532126825188658,0.036672629695885514,0.12267988771013866,0.8971455941022982,0.022715289509646734,0.11908861414053579,0.3333333334930521,0.999999394905755,5.37540419679601e-09,0.008545782785943664,0.024614071281212208,0.3333332375129696,0.9999993934211173,0.008214787500296566,0.8963675345630819,0.025187229422164066,0.11910053324189496,0.9999993882285043,0.008442805047073834,0.22928419108485484,0.02576270136786939,0.11910184202525542,0.9999993452466593,5.807433733655503e-09,0.008718503840061858,0.22274881516587677,0.052608593680498826,0.3386460780438625,0.16399846360269263,0.09750743023509423,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5669912,0.948207,0.0,0.2586524,0.0,0.23577523,0.0,0.0,0.0,0.0,0.0,1.2774085,0.0,0.1267998,0.74978673,2.117844,0.0,534544a8e4b05911cd6db37a,Nodule 001,0.0005156608125657699,0.04638136522763751,0.14791823092269746,0.2,0.2088888888888889,0.0022264354420691943,0.009288822859403361,0.01878354203935599,0.06046692909571763,0.9616693223869703,0.0027654331615249695,0.04764029492966365,0.6666666625305161,0.9999999966053231,5.772293099256113e-12,0.005342052407386225,0.002902468521021555,0.6666665459445128,0.9999999965864876,0.005455121829305084,0.9612236187153372,0.0029981068251736568,0.04764644279618453,0.9999999965203629,0.0054797077862521314,0.2430434654843748,0.002917325129139743,0.04764704626050735,0.9999999956127182,7.615826410043317e-12,0.0055776470283576424,0.1516587677725119,0.00408356011775267,0.0,0.058950716833842676,0.2908726178312973,0
0.0,0.2650864,0.0,0.0,0.0,0.0,0.0,1.7181048,1.5738181,0.0,0.77094555,0.0,1.5480207,0.0,0.0,0.0,0.0,0.0,2.2790391,0.0,0.05656706,0.28003308,3.3272758,0.0,53454846e4b05911cd6db420,2719,0.00037025024755850096,0.058436773162767894,0.19588751070317645,0.13103448275862067,0.3288888888888889,0.003931050077403421,0.014712213630433712,0.023255813953488372,0.06462184775690918,0.9819010569636724,0.003911420055308663,0.023816171905490874,0.9999999235885879,0.9999999996303442,3.3036452660868293e-13,0.0020472015106724703,0.004295013160702852,0.999999986305345,0.999999999627148,0.0019971608151217054,0.9816271305944185,0.004031696757938109,0.023819639228446463,0.9999999996158871,0.0020352188414218234,0.40314474679306705,0.0037472919636429187,0.02382044856126655,0.999999999364275,6.123551833428789e-13,0.0022098240746208477,0.3507109004739336,0.0014877546522818613,0.0515661166053476,0.15908558010032317,0.1847871031952662,0
0.0,0.0,0.0,1.7252891,0.0,0.0,0.0,2.1325734,1.9328343,0.0,0.0,0.0,1.1089733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5374283,0.0,2.3769357,0.0,53453ecae4b05911cd6db140,15,0.0031049136318102334,0.01800425185560823,0.2330787343585028,0.35172413793103446,0.24444444444444446,0.010671235497730082,0.03312397914108453,0.03577817531305904,0.10082048466195381,0.940637824499034,0.00852764895139509,0.07145211485649512,0.499999999285536,0.9999999502875488,1.9884736310041838e-10,0.005657618891285725,0.009007967560645942,0.4999998800258753,0.9999999500886586,0.0059028417598655635,0.9400580945201197,0.00923966758077314,0.07146184896982553,0.9999999493917187,0.005714253829921529,0.4591237700370481,0.009362976954458542,0.07146328558628998,0.9999999405702611,2.410348404191314e-10,0.005845277248161102,0.2369668246445498,0.018839732326990107,0.17112095580042663,0.17103019026662677,0.19053961375545203,0
0.0,0.0,0.0,2.1894634,0.0,0.0,0.0,2.2036407,1.2884201,0.9460276,0.0,0.0,1.1732014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29216468,0.27388397,2.386409,0.0,53454668e4b05911cd6db3c8,57353,0.011225316760613361,0.05087254488040826,0.07911561319708502,0.7172413793103448,0.05777777777777779,0.005287784174914335,0.029321168294474842,0.021466905187835422,0.10423430135902823,0.8296079991663723,0.016119139595192233,0.1905897179009517,0.2222222224757751,0.9999986879727311,1.4764814748425572e-08,0.009472972521721305,0.02226292950131607,0.22222215236667428,0.9999986861066802,0.010438946006614516,0.8286426064351599,0.02528293219371633,0.1906078108439756,0.9999986795882905,0.010820782484029783,0.19969060478797396,0.02853736730760086,0.19060665481719022,0.9999986145504327,1.562703343828972e-08,0.011224247302340618,0.37914691943127965,0.10861477094436671,0.5169303433417677,0.15508033023740928,0.2589037689062985,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.140348,2.2799437,0.0,0.06694745,0.0,1.2119161,0.0,0.0,0.0,0.0,0.0,2.3255713,0.0,0.0,0.6623871,3.7046018,0.0,53453fe7e4b05911cd6db1b6,131506,0.0016485086237525476,0.027363212866894734,0.20607316830108868,0.37241379310344824,0.23555555555555557,0.0029308935311614,0.00622634162703867,0.026833631484794278,0.08289848630504279,0.9616700770271405,0.004809916821796347,0.047635406095395176,0.6666666631856218,0.9999999904152533,2.3035163761531257e-11,0.003809194910831269,0.005438571530198478,0.666666545964567,0.999999990362072,0.0035998560367596273,0.9612242203159294,0.005387196013196542,0.04764289229004988,0.9999999901753712,0.003531364474360636,0.2463999217711379,0.005299401826701156,0.0476438882490995,0.9999999877327348,2.999049556047489e-11,0.0036452920269537605,0.22748815165876782,0.012521406359938212,0.17150611051721143,0.16803109516899237,0.10839324354749919,0
0.0,0.3686432,0.0,1.118651,0.0,0.0,0.0,1.4063604,1.7591738,0.0,1.271862,0.0,0.091918245,0.042060114,0.0,0.0,0.048367005,0.0,0.0,0.0,0.09969319,1.1276165,2.31571,0.0,5345411ce4b05911cd6db271,57507,0.002781401111584111,0.023202605704753014,0.14082990953606805,0.496551724137931,0.14666666666666667,0.009984171435529042,0.01576191369227575,0.04561717352415027,0.19458145093453097,0.9616793977733942,0.020633144308265093,0.0476185667773593,0.6666666589320808,0.9999999690718857,1.0983861142128862e-10,0.0020757453778833756,0.02132567404140286,0.6666665457014155,0.9999999689002786,0.002454194380617904,0.961232998958132,0.020673538705680915,0.047625574469986505,0.9999999682978314,0.002580985393886747,0.43499512029062465,0.020297969705381128,0.04762796346053863,0.9999999618118319,1.3619322566935622e-10,0.0028399566311775727,0.16587677725118485,0.020292673212076118,0.31790741336597284,0.08052346732864168,0.2257750029696145,0
0.0,0.0,0.0,0.48704812,0.0,0.0,0.0,2.0504205,2.1067865,0.0,0.0,0.0,1.0957094,0.0,0.0,0.0,0.0,0.0,0.55535746,0.0,2.8747272,0.0,4.3845334,0.0,53454317e4b05911cd6db325,14649,0.005417713330003415,0.03885269183351369,0.32911483769201455,0.33793103448275863,0.5333333333333334,0.005148631959785012,0.032036263661504596,0.020125223613595707,0.04280072169350227,0.9190716248276749,0.004696932198465561,0.09528907090831074,0.40000000031550936,0.9999998581170638,7.878863552535079e-10,0.008317435771502816,0.0063615992032439355,0.3999998921628093,0.9999998576811414,0.007083878363806345,0.9183859265334282,0.007753664546125256,0.09529640320604343,0.9999998561553213,0.006401140211541228,0.39264654265766197,0.008831046178447845,0.09529520648962564,0.9999998393748748,8.978163763428611e-10,0.006287697647311769,0.5165876777251185,0.04720228732136936,0.3732737769694622,0.33050851517591284,0.1396357807249739,0
0.0,0.4440541,0.0,0.0,0.0,0.0,0.0,2.3591647,3.1389246,0.0,0.48957556,0.0,1.4501747,0.0,0.0,0.0,0.0,0.0,3.4834583,0.0,1.4713626,0.6587096,5.263006,0.0,53453fd3e4b05911cd6db1b0,135031,0.000346509078519093,0.03177737714296798,0.10091129904669834,0.5379310344827586,0.07555555555555557,0.002452557791654346,0.01666344157997299,0.01520572450805009,0.04280072169350227,0.9818965242825854,0.002996782628345152,0.023819849676609002,0.9999999231157255,0.9999999997543416,1.9158970639958128e-13,0.001830484741607111,0.0031212207441132533,0.9999999854212406,0.9999999997522176,0.0016652729382803041,0.9816228097110817,0.0030624886896724528,0.0238235501058211,0.9999999997447341,0.0016806598289022387,0.42254795061541084,0.0029001839087069658,0.02382446347383108,0.9999999995776532,3.551068081799092e-13,0.001598302347831045,0.10426540284360189,0.004907439607275433,0.25426150706484885,0.07803880027516463,0.16118741737365005,0
0.0,0.038125347,0.42721963,0.0,0.0,0.023143515,0.0,0.0,0.0,0.105515145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2949272,0.19925624,0.0,0.0,0.26349482,0.0,0.0,53454067e4b05911cd6db1f0,12,0.009017995642317507,0.021002719160840407,0.26456425649872856,0.31034482758620685,0.29777777777777775,0.02567358369136039,0.03789413797515054,0.06618962432915922,0.20723501596673313,0.9191204798085697,0.022134225732516975,0.09524126305787438,0.40000000022877835,0.9999990832172329,9.482261765209994e-09,0.013772102964406487,0.022743117308102724,0.39999989222705634,0.9999990804004892,0.013177556670632024,0.9184307677097624,0.023556802204991855,0.09525403906671404,0.999999070541335,0.012633176030641308,0.4149711592351122,0.024224415069676295,0.09525615303571817,0.9999989718653809,1.066847709461035e-08,0.013099992126106335,0.2890995260663507,0.039742929077469284,0.219242642481982,0.19645489315149486,0.1342340419607712,0
