0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,energy0_N,entropy0_N,inertia0_N,homogeneity0_N,correlation0_N,shade0_N,promenance0_N,variance0_N,idm0_N,energy135_N,entropy135_N,inertia135_N,homogeneity135_N,correlation135_N,shade135_N,promenance135_N,variance135_N,idm135_N,energy45_N,entropy45_N,inertia45_N,homogeneity45_N,correlation45_N,shade45_N,promenance45_N,variance45_N,idm45_N,energy90_N,entropy90_N,inertia90_N,homogeneity90_N,correlation90_N,shade90_N,promenance90_N,variance90_N,idm90_N,class
0.0,0.0,0.0,2.7995317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3185319,0.0,0.0,0.0,0.0,0.0,0.0,5.1966805,2.0832076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0735657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.232913,0.0,0.0,0.0,0.0,3.3713489,0.0,0.0,0.0,1.3800758,0.008562209737176254,0.12267988771013866,0.32335125284510113,0.8971455941022982,0.022715289509646734,0.11908861414053579,0.3333333334930521,0.999999394905755,5.37540419679601e-09,6.811377030559732e-05,0.008545782785943664,0.27367838354986007,0.8966753974148101,0.024614071281212208,0.11909731790096657,0.3333332375129696,0.9999993934211173,5.37981574730243e-09,6.861409901491366e-05,0.008214787500296566,0.2712854070238726,0.8963675345630819,0.025187229422164066,0.11910053324189496,0.3333332448149843,0.9999993882285043,5.405046123380687e-09,6.96235988269256e-05,0.008442805047073834,0.22928419108485484,0.8956537325822361,0.02576270136786939,0.11910184202525542,0.04834453327809501,0.9999993452466593,5.807433733655503e-09,0
0.0,0.0,0.0,1.4830421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1878898,0.0,1.2846918,0.0,3.6300576,0.0,0.0,0.0,0.0,0.7292455,0.0,0.0,0.0,0.0,1.8162315,0.0,0.0,2.2770307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10083612,0.0,0.0,0.0,0.0,0.0,1.0946585,0.0,0.0,0.0,0.0,1.1358521,0.0,2.3060613,0.0,0.0,0.0022264354420691935,0.06046692909571763,0.4523985611143584,0.9616693223869703,0.0027654331615249695,0.04764029492966365,0.6666666625305161,0.9999999966053231,5.772293099256113e-12,1.9964044027932346e-06,0.005342052407386225,0.27848398762133253,0.9613999949144296,0.002902468521021555,0.0476448255004155,0.6666665459445128,0.9999999965864876,5.78301373803469e-12,2.029560899103195e-06,0.005455121829305084,0.3530354849973596,0.9612236187153372,0.0029981068251736568,0.04764644279618453,0.6666665556968963,0.9999999965203629,5.844345157609159e-12,2.097374762904461e-06,0.0054797077862521314,0.2430434654843748,0.9606761792228136,0.002917325129139743,0.04764704626050735,0.11074609349635368,0.9999999956127182,7.615826410043317e-12,0
0.0,0.0,0.0,3.8053238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071467,0.0,4.8183513,0.0,1.6276984,0.0,4.489378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3296785,0.0,0.0,5.668346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4888113,0.0,1.5834304,0.0,0.0,0.00393105007740342,0.06462184775690918,0.46609905339544616,0.9819010569636724,0.003911420055308663,0.023816171905490874,0.9999999235885879,0.9999999996303442,3.3036452660868293e-13,4.136200817596599e-07,0.0020472015106724703,0.42691146426444315,0.981735775895062,0.004295013160702852,0.02381819346501471,0.999999986305345,0.999999999627148,3.31321792595002e-13,4.24321541798888e-07,0.0019971608151217054,0.33685970394838693,0.9816271305944185,0.004031696757938109,0.023819639228446463,0.9999999962407409,0.9999999996158871,3.367966152229813e-13,4.465034999011621e-07,0.0020352188414218234,0.40314474679306705,0.9812031978344379,0.0037472919636429187,0.02382044856126655,0.18581194946111587,0.999999999364275,6.123551833428789e-13,0
0.0,0.0,0.0,3.9809494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2332684,0.0,0.0,0.0,0.0,0.0,0.0,4.760859,1.2529316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0900974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.677144,0.0,0.0,0.0,0.0,0.0,3.933233,0.0,0.0,0.0,0.0,3.980146,0.0,0.0,0.0,0.06948052,0.010671235497730079,0.10082048466195381,0.4260347231663875,0.940637824499034,0.00852764895139509,0.07145211485649512,0.499999999285536,0.9999999502875488,1.9884736310041838e-10,1.242826554054487e-05,0.005657618891285725,0.591136455231868,0.9402873937513591,0.009007967560645942,0.07145920914002686,0.4999998800258753,0.9999999500886586,1.991135517732807e-10,1.2577114291966411e-05,0.0059028417598655635,0.4888024424804949,0.9400580945201197,0.00923966758077314,0.07146184896982553,0.4999998892846115,0.9999999493917187,2.006362295970944e-10,1.287949680610497e-05,0.005714253829921529,0.4591237700370481,0.9394351164109873,0.009362976954458542,0.07146328558628998,0.07868213479599556,0.9999999405702611,2.410348404191314e-10,0
0.0,0.0,0.0,3.9561756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6863625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2571115,0.0,0.0,0.0,0.0,0.0,3.9758708,0.0,0.0,0.0,0.0,2.3451874,0.0,0.0,0.0,0.0,0.005287784174914334,0.10423430135902823,0.24285183917139777,0.8296079991663723,0.016119139595192233,0.1905897179009517,0.2222222224757751,0.9999986879727311,1.4764814748425572e-08,0.00011658903870379324,0.009472972521721305,0.32858636941096897,0.8290243658818202,0.02226292950131607,0.19060334468875295,0.22222215236667428,0.9999986861066802,1.4771837516534274e-08,0.00011708549723213102,0.010438946006614516,0.22775325715082476,0.8286426064351599,0.02528293219371633,0.1906078108439756,0.22222215768089407,0.9999986795882905,1.481199540647397e-08,0.00011808261827945629,0.010820782484029783,0.19969060478797396,0.8278688435937536,0.02853736730760086,0.19060665481719022,0.029271113813420093,0.9999986145504327,1.562703343828972e-08,0
0.0,0.0,0.0,3.6370952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6331964,0.0,1.5470911,0.0,6.9992323,0.0,0.0,0.0,0.0,0.27105588,0.0,0.0,0.0,0.0,1.3639579,0.0,0.0,5.820459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09537022,0.0,0.0,0.0,0.0,0.0,2.9183114,0.0,0.0,0.0,0.0,4.8908443,0.0,3.1167495,0.0,0.0,0.002930893531161399,0.08289848630504279,0.4523984583118713,0.9616700770271405,0.004809916821796347,0.047635406095395176,0.6666666631856218,0.9999999904152533,2.3035163761531257e-11,3.98813621153036e-06,0.003809194910831269,0.278483673766439,0.9614007971297753,0.005438571530198478,0.047640685824377034,0.666666545964567,0.999999990362072,2.3077945949675055e-11,4.054371601394917e-06,0.0035998560367596273,0.3538692096714856,0.9612242203159294,0.005387196013196542,0.04764289229004988,0.6666665557197707,0.9999999901753712,2.3322697778880864e-11,4.189840610351324e-06,0.003531364474360636,0.2463999217711379,0.9606766160274932,0.005299401826701156,0.0476438882490995,0.11060249661998597,0.9999999877327348,2.999049556047489e-11,0
0.0,0.0,0.0,6.729634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.800579,0.0,3.5511081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.241968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.676604,0.2599179,2.503797,0.0,0.0,0.00998417143552904,0.19458145093453097,0.4420425926668966,0.9616793977733942,0.020633144308265093,0.0476185667773593,0.6666666589320808,0.9999999690718857,1.0983861142128862e-10,8.7086704953315e-06,0.0020757453778833756,0.24668247803362192,0.9614099052774108,0.02132567404140286,0.04762321785171833,0.6666665457014155,0.9999999689002786,1.1004261629204352e-10,8.853305081548325e-06,0.002454194380617904,0.29565178826178207,0.961232998958132,0.020673538705680915,0.047625574469986505,0.6666665556865428,0.9999999682978314,1.1120966754431432e-10,9.149121205761292e-06,0.002580985393886747,0.43499512029062465,0.9606849484354608,0.020297969705381128,0.04762796346053863,0.11006999812968532,0.9999999618118319,1.3619322566935622e-10,0
0.0,0.0,0.0,3.7044673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0317996,0.0,2.3478918,0.0,3.5992212,0.0,5.9057875,3.245577,0.0,0.0,0.0,0.7451348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.987186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5472926,0.0,0.0,0.0,0.0,0.0,4.1197624,0.0,0.0,0.0,0.0,2.5468593,0.0,0.6055514,0.0,0.0,0.005148631959785009,0.04280072169350227,0.41002691121769813,0.9190716248276749,0.004696932198465561,0.09528907090831074,0.40000000031550936,0.9999998581170638,7.878863552535079e-10,2.5550344446387758e-05,0.008317435771502816,0.2872211911376469,0.918657238926367,0.0063615992032439355,0.0952949528838376,0.3999998921628093,0.9999998576811414,7.886961457838472e-10,2.578535418417535e-05,0.007083878363806345,0.4751379281896069,0.9183859265334282,0.007753664546125256,0.09529640320604343,0.39999990039647537,0.9999998561553213,7.933279412531831e-10,2.6260824788417986e-05,0.006401140211541228,0.39264654265766197,0.9177111199509769,0.008831046178447845,0.09529520648962564,0.06030760685835071,0.9999998393748748,8.978163763428611e-10,0
0.0,0.0,0.0,4.6604996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98111314,0.0,6.023827,0.0,4.7807364,0.55711895,6.056905,0.0,0.0,0.0,0.0,0.59052193,0.0,0.0,0.0,0.0,5.9362173,0.0,0.0,7.7269006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21246101,0.0,0.0,0.0,0.0,0.0,1.351902,0.0,0.0,0.0,0.0,3.8357997,0.0,4.260215,0.0,0.0,0.0024525577916543456,0.04280072169350227,0.46794067867538747,0.9818965242825854,0.002996782628345152,0.023819849676609002,0.9999999231157255,0.9999999997543416,1.9158970639958128e-13,3.1498578644660067e-07,0.001830484741607111,0.4328845825179356,0.9817312358510198,0.0031212207441132533,0.023822430376917107,0.9999999854212406,0.9999999997522176,1.9214480922155426e-13,3.2313529909352833e-07,0.0016652729382803041,0.34738488061975487,0.9816228097110817,0.0030624886896724528,0.0238235501058211,0.9999999954889991,0.9999999997447341,1.9531984032249053e-13,3.4002761365330564e-07,0.0016806598289022387,0.42254795061541084,0.9811987547196344,0.0029001839087069658,0.02382446347383108,0.18581194940311435,0.9999999995776532,3.551068081799092e-13,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962351,0.0,0.0,0.0,0.0,0.0,0.0,0.29578283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3046732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0831002,0.0,0.0,0.0,0.0,0.025673583691360385,0.20723501596673313,0.317978799704723,0.9191204798085697,0.022134225732516975,0.09524126305787438,0.40000000022877835,0.9999990832172329,9.482261765209994e-09,8.863820323331811e-05,0.013772102964406487,0.5847067224516178,0.9187033823918621,0.022743117308102724,0.09525093677517751,0.39999989222705634,0.9999990804004892,9.49200789377305e-09,8.945348972080426e-05,0.013177556670632024,0.34694584856759025,0.9184307677097624,0.023556802204991855,0.09525403906671404,0.3999999004250634,0.999999070541335,9.54775186770052e-09,9.110297281599292e-05,0.012633176030641308,0.4149711592351122,0.917754738040523,0.024224415069676295,0.09525615303571817,0.060225081360681276,0.9999989718653809,1.066847709461035e-08,0
