0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,compactness1,compactness2,sphericalDisproportion,sphericity,area,surfaceArea,surfaceVolumeRatio,volume,class
0.0,0.0,1.0206081,0.0,0.89867586,2.1306663,0.0,0.0,0.0,2.1813076,0.4826514,0.13598055,1.7344058,0.0,0.8517628,1.5492289,0.0,0.0,0.24442239,0.59591675,2.2918649,0.0,0.108136326,1.3451884,0.00271346819502183,0.004151269311132579,0.5739739754754675,0.2507989789149967,0.029516994633273702,0.014052214996744196,0.5362099414291517,0.0027134681950218295,0
0.0,0.0,0.0,0.0,0.0,2.29599,0.0,0.0,0.0,1.5729913,0.0,1.6778598,1.7976358,0.0,1.0623534,2.9725637,0.0,0.0,0.0,1.5804782,1.921222,0.2155885,3.417679,0.43586627,0.008692664938859998,0.019312329528128055,0.3245956867665113,0.20486732259988072,0.03801431127012522,0.035706601606726916,0.23638970962388786,0.008692664938859996,0
0.0,0.0,2.5296474,0.0,0.3423054,5.171164,0.9692331,0.0,0.0,5.75836,0.68339497,0.0,4.269662,0.0,0.213564,2.9338248,0.0,0.0,0.0,2.3072314,4.795501,0.0,0.71472746,2.3907244,0.006383607869057767,0.018082734685259366,0.33385650024129915,0.24228533094812163,0.030858676207513418,0.02810028676104464,0.2671969619087231,0.006383607869057765,0
0.006809639,0.0,0.0,0.0,0.006837493,0.10966581,0.121848926,0.014007725,0.1400527,0.0956829,0.0,0.0,0.0,0.0,0.0,0.0,0.1598519,0.0,0.06454779,0.0,0.054660402,0.03267004,0.098108724,0.11508823,0.014889287018837731,0.027002253257742612,0.2797557636002895,0.1618366129994037,0.05008944543828265,0.05360688933229607,0.17423184820936452,0.014889287018837731,0
0.0,0.0,0.41246077,0.0,0.0,1.4009739,0.0,0.0,0.0,2.1221716,0.0,0.49546075,1.2483747,0.21705891,0.0,1.0101432,0.0,0.0,0.16287424,1.3557501,0.8976723,0.032166466,0.10482524,1.2498249,0.0033005166025986687,0.0035471579720512732,0.60176905602213,0.21752341365884456,0.0353309481216458,0.0165354046174203,0.5309065630092474,0.003300516602598667,0
0.0,0.0,0.0,0.0,0.0,1.0736525,0.10001925,0.0,0.91060257,0.10383459,0.0,0.0,0.0,0.09788684,0.013067445,0.0,0.40070543,0.0,0.06488134,0.18768533,0.03957921,0.17059654,0.4826049,1.1302338,0.0104103250943626,0.010251743943762187,0.4197754845890712,0.14886845394172568,0.055008944543828264,0.040975689322375095,0.27547259738776125,0.010410325094362596,0
0.9946849,0.0,0.0,0.0,0.5998587,1.2308385,2.2644563,0.5388379,0.0,1.6618483,1.6386944,0.0,0.0,0.0,0.0,0.46121722,0.016106922,0.0,1.4529043,0.0,0.18247384,0.36613128,2.5882075,0.0,0.02996990833347829,0.06827425151266771,0.17554487298709953,0.13866623090683913,0.059481216457960645,0.089348269785642,0.0927105772321527,0.029969908333478283,0
0.0,0.03922435,0.0,0.0,0.0,0.9656091,0.0,0.0,0.0,0.0,0.0,1.2867961,1.4517782,0.4110788,1.7168864,0.0,0.0,0.0,0.0,2.0489087,1.340574,0.4498281,0.76403123,1.2311741,0.012993338087700687,0.052734574389237995,0.20174890604089168,0.22207960644007158,0.034436493738819324,0.04842737768637189,0.14234081320261024,0.012993338087700684,0
0.0,0.0,0.83789337,0.0,0.0,1.6684707,0.37182748,0.0,0.31380665,3.0349967,1.276296,1.2011315,2.202922,1.3923557,0.5189166,1.5261316,0.0,0.0,0.0,0.8136131,1.5457195,0.5750914,0.24603587,1.6564488,0.0029526360647753568,0.0027985952779028865,0.6433957882476009,0.21752341365884456,0.0353309481216458,0.01507853041232529,0.5796183046401107,0.002952636064775356,0
0.0,0.0,0.0,0.0,0.0,1.3697915,0.0,0.0,0.012499487,0.26904264,0.0,0.26058233,0.5147428,0.0,0.62636495,0.93889034,0.36961395,0.0,0.0,2.0615091,1.3667611,1.2749333,1.2277222,0.7347854,0.007235915186724879,0.01990989601543647,0.32035689093229924,0.23176151610017884,0.032647584973166374,0.03098903553257943,0.24836903590363987,0.007235915186724878,0
