0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,energy_N,entropy_N,kurtosis_N,maximum_N,mean_N,meanAbsoluteDeviation_N,median_N,minimum_N,range_N,rootMeanSquare_N,skewness_N,standardDeviation_N,uniformity_N,variance_N,class
0.0,0.0,0.0,2.7995317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3185319,0.0,0.0,0.0,0.0,0.0,0.0,5.1966805,2.0832076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0735657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.232913,0.0,0.0,0.0,0.0,3.3713489,0.0,0.0,0.0,1.3800758,53453ec4e4b05911cd6db13e,0,0.007517870069672006,0.6426397400743092,0.023085833656308653,0.32098765432098764,0.34217871342806017,0.20906298549384394,0.3492063492063491,0.4275862068965517,0.23555555555555557,0.34146599988850057,0.7438405335833018,0.21101835811622863,0
0.0,0.0,0.0,1.4830421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1878898,0.0,1.2846918,0.0,3.6300576,0.0,0.0,0.0,0.0,0.7292455,0.0,0.0,0.0,0.0,1.8162315,0.0,0.0,2.2770307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10083612,0.0,0.0,0.0,0.0,0.0,1.0946585,0.0,0.0,0.0,0.0,1.1358521,0.0,2.3060613,0.0,0.0,534544a8e4b05911cd6db37a,Nodule 001,0.0005156608125657699,0.49823835983118114,0.04638136522763751,0.08024691358024694,0.0,0.14791823092269746,0.0,0.2,0.2088888888888889,0.0,0.8057790531985035,0.1570196743600794,0
0.0,0.0,0.0,3.8053238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071467,0.0,4.8183513,0.0,1.6276984,0.0,4.489378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3296785,0.0,0.0,5.668346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4888113,0.0,1.5834304,0.0,0.0,53454846e4b05911cd6db420,2719,0.00037025024755850096,0.4597303022116016,0.058436773162767894,0.18518518518518512,0.10602892489980842,0.19588751070317645,0.09920634920634919,0.13103448275862067,0.3288888888888889,0.11407388125687912,0.7221098388121141,0.22824427903329267,0
0.0,0.0,0.0,3.9809494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2332684,0.0,0.0,0.0,0.0,0.0,0.0,4.760859,1.2529316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0900974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.677144,0.0,0.0,0.0,0.0,0.0,3.933233,0.0,0.0,0.0,0.0,3.980146,0.0,0.0,0.0,0.06948052,53453ecae4b05911cd6db140,15,0.0031049136318102334,0.6188829078666277,0.01800425185560823,0.26543209876543206,0.22244216557506458,0.2330787343585028,0.1865079365079364,0.35172413793103446,0.24444444444444446,0.22805695335406706,0.8158094159798863,0.23587141567427275,0
0.0,0.0,0.0,3.9561756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6863625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2571115,0.0,0.0,0.0,0.0,0.0,3.9758708,0.0,0.0,0.0,0.0,2.3451874,0.0,0.0,0.0,0.0,53454668e4b05911cd6db3c8,57353,0.011225316760613361,0.43020362607465523,0.05087254488040826,0.33333333333333326,0.49911773982588614,0.07911561319708502,0.5,0.7172413793103448,0.05777777777777779,0.48503024552421736,0.6658233761547477,0.07797274514517602,0
0.0,0.0,0.0,3.6370952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6331964,0.0,1.5470911,0.0,6.9992323,0.0,0.0,0.0,0.0,0.27105588,0.0,0.0,0.0,0.0,1.3639579,0.0,0.0,5.820459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09537022,0.0,0.0,0.0,0.0,0.0,2.9183114,0.0,0.0,0.0,0.0,4.8908443,0.0,3.1167495,0.0,0.0,53453fe7e4b05911cd6db1b6,131506,0.0016485086237525476,0.5638126052538409,0.027363212866894734,0.2716049382716049,0.21199813615103436,0.20607316830108868,0.19841269841269837,0.37241379310344824,0.23555555555555557,0.21582895184958462,0.7928598696322835,0.22273384902982726,0
0.0,0.0,0.0,6.729634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.800579,0.0,3.5511081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.241968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.676604,0.2599179,2.503797,0.0,0.0,5345411ce4b05911cd6db271,57507,0.002781401111584111,0.5099224443793987,0.023202605704753014,0.2592592592592592,0.31295320814400784,0.14082990953606805,0.3015873015873015,0.496551724137931,0.14666666666666667,0.3052309066469302,0.7917793842611951,0.144147863230388,0
0.0,0.0,0.0,3.7044673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0317996,0.0,2.3478918,0.0,3.5992212,0.0,5.9057875,3.245577,0.0,0.0,0.0,0.7451348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.987186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5472926,0.0,0.0,0.0,0.0,0.0,4.1197624,0.0,0.0,0.0,0.0,2.5468593,0.0,0.6055514,0.0,0.0,53454317e4b05911cd6db325,14649,0.005417713330003415,0.7158113678206547,0.03885269183351369,0.6543209876543209,0.3953613388054116,0.32911483769201455,0.3492063492063491,0.33793103448275863,0.5333333333333334,0.4163293758336485,0.8659861463695856,0.3630811226570756,0
0.0,0.0,0.0,4.6604996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98111314,0.0,6.023827,0.0,4.7807364,0.55711895,6.056905,0.0,0.0,0.0,0.0,0.59052193,0.0,0.0,0.0,0.0,5.9362173,0.0,0.0,7.7269006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21246101,0.0,0.0,0.0,0.0,0.0,1.351902,0.0,0.0,0.0,0.0,3.8357997,0.0,4.260215,0.0,0.0,53453fd3e4b05911cd6db1b0,135031,0.000346509078519093,0.3045894171897948,0.03177737714296798,0.19753086419753085,0.25734230702212935,0.10091129904669834,0.23412698412698407,0.5379310344827586,0.07555555555555557,0.24675625715656857,0.8551529457286877,0.1068782933456125,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962351,0.0,0.0,0.0,0.0,0.0,0.0,0.29578283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3046732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0831002,0.0,0.0,0.0,0.0,53454067e4b05911cd6db1f0,12,0.009017995642317507,0.717285916942635,0.021002719160840407,0.30246913580246904,0.2664845791949819,0.26456425649872856,0.2658730158730158,0.31034482758620685,0.29777777777777775,0.27705658556486024,0.7629280025644022,0.27486244742904686,0
0.0,0.0,0.0,7.3533583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1395495,0.0,3.366708,0.0,4.7948146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6830497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6310685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8194386,0.0,3.4230688,0.0,0.0,53454b9fe4b05911cd6db4c0,IL057_160789,0.006209413260045448,0.6455697089707196,0.04986144645765067,0.7901234567901233,0.6673900531715486,0.3145691806240684,0.6111111111111109,0.5310344827586206,0.5066666666666666,0.6800944857804619,0.8309664690519951,0.36681638787962456,0
0.0,0.0,0.0,3.2589138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2132726,0.0,0.0,0.0,1.6520724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8956947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52013564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5345431ce4b05911cd6db326,74135,0.008672627307461956,0.7307866275566305,0.031348546704092733,0.7098765432098765,0.5775919149677644,0.3151928675813456,0.5714285714285714,0.5793103448275861,0.41777777777777775,0.5893623976125434,0.8468746269430183,0.3433054431204817,0
0.0,0.0,0.0,4.878217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.036204,0.0,5.835765,0.0,5.5390015,0.0,0.0,0.0,0.0,0.44693223,0.0,0.0,0.0,0.0,3.414287,0.0,0.0,6.2704506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017512953,0.0,0.0,0.0,0.0,5.8129954,0.0,4.198623,0.0,0.0,53453f1fe4b05911cd6db165,IL057_205801,0.0009947284746086233,0.3973930112314398,0.03005225406141097,0.21604938271604934,0.26267642446419237,0.1268215122484012,0.24603174603174593,0.4758620689655172,0.1288888888888889,0.25439324182007306,0.7877519479474588,0.13253695048174957,0
0.0,0.0,0.0,6.4124537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.662918,0.0,5.646834,0.0,6.8941793,0.0,0.0,0.0,0.0,1.3184019,0.0,0.0,0.0,0.0,3.3382423,0.0,0.0,5.2198544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8019346,0.0,0.0,0.0,0.0,0.0,0.85943115,0.0,0.0,0.0,0.0,4.631989,0.0,4.937674,0.0,0.0,5345419ae4b05911cd6db2ae,Nodule 002,0.002373679072821898,0.4466425627571232,0.08150765916123448,0.31481481481481477,0.3704090917891234,0.1564560362154454,0.38888888888888884,0.4068965517241379,0.24444444444444446,0.3652170354038541,0.6087122664314071,0.1771683979148773,0
0.0,0.0,0.0,4.5630827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6830424,0.0,3.3895075,0.0,0.0,0.0,5.3733892,1.8108377,0.0,0.0,0.0,0.37209103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.152119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4879485,0.0,0.0,0.0,0.0,0.0,5.1882625,0.0,0.0,0.0,0.0,3.058886,0.0,0.0,0.0,0.0,53454222e4b05911cd6db2e3,166943,0.009231633400799336,0.7037417562528921,0.04317452434035028,0.6728395061728395,0.5312947479803483,0.2742956137484323,0.49206349206349187,0.4896551724137931,0.44888888888888884,0.539764357447824,0.8282610682643796,0.31184952499725305,0
