0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,compactness1,compactness2,sphericalDisproportion,sphericity,area,surfaceArea,surfaceVolumeRatio,volume,class
0.0,0.0,3.4912164,12.242781,5.210088,15.269903,0.0,0.0,0.0,8.231597,0.0,2.2059667,0.0,0.0,6.962337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6965897,4.480397,6.0571623,0.0,7.750722,0.0,13.262438,0.0,0.0,5.997092,8.585708,7.7445493,0.0,1.2160788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.663608,0.0,3.7852724,4.8859944,0.0,0.0,0.0,0.0,2.4117908,2.5924737,0.0,0.0,0.0,0.0,0.0,0.0,4.0369062,0.0,8.090045,0.0,21.683392,0.0,4.744089,0.0,0.0,5.5802116,0.0,0.96921855,0.0,5.415827,0.0,7.81581,7.763826,0.0,0.9009158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4159178,0.0,0.0,0.0,0.0,0.0,5.6539626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.584955,0.0,7.297349,0.0,0.0,0.0,0.0,6.3320274,0.0,2.7331753,0.0,4.5668044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.325013,6.26787,0.0,0.0,0.0,0.0,0.0010610356403611002,0.017412830806084648,0.3392383064966864,0.5706283542039357,0.007602862254025044,0.006217336154953087,0.42667030093180713,0.0010610356403611,0
0.037519805,0.0,5.1175017,6.615354,1.0845528,11.885599,0.0,0.0,0.0,7.045421,0.0,0.0,0.0,0.0,5.7525973,0.0,0.0,0.0,0.0,0.0,0.7948363,0.0,0.0,3.67793,6.6060796,0.6461853,0.903536,0.0,8.250177,0.0,0.0,4.641497,5.803316,5.4420743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5638795,0.0,2.0405967,0.0,0.81642586,0.0,0.9924863,0.0,0.0,0.0,0.0,2.5788817,0.0,2.6364005,0.0,0.0,0.0,0.0,1.7806208,0.0,5.62663,0.0,1.2014016,0.0,13.349517,0.0,3.0942833,0.0,0.7874969,2.4019456,0.0,0.0,5.2587852,3.4426777,0.0,7.2208204,7.242901,0.0,1.6783601,0.0,0.0,0.0,0.0,0.0,0.0,1.0843496,0.0,1.5243949,0.0,0.0,0.0,0.0,0.0,4.0772047,0.0,0.0,1.1015238,0.0,0.0,0.0,0.0,9.2905,0.0,3.1298394,0.0,1.0472996,0.0,0.0,5.6812177,0.0,5.9532757,0.0,4.0789037,0.0,0.0,0.0,0.0,0.0,0.8482411,0.0,0.0,1.0666045,0.050111093,0.0,0.0,3.4114811,0.0,0.0018611608773547168,0.05215809016819067,0.20291042179827273,0.6536161512905698,0.005366726296958854,0.010199652522779603,0.2602416186886801,0.0018611608773547162,0
0.34472176,0.0,2.214069,5.917436,0.0,8.103563,0.0,0.0,0.0,6.2258162,0.0,0.0,0.0,0.0,4.643864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.628327,3.8495727,4.2123246,1.4249318,0.0,4.383394,0.0,0.0,2.6332164,4.092364,4.1599326,0.0,1.5304583,0.0,0.0,0.0,0.0,0.0,0.51751417,0.0,4.763489,0.0,0.0,0.0,2.1532483,0.0,0.0,0.0,0.0,0.045226324,0.0,3.7661574,1.1687998,0.0,2.6189625,0.0,1.1388258,0.0,1.6454327,0.0,1.6704564,0.0,9.283122,0.0,4.211612,0.0,2.4917183,0.0,0.0,0.0,0.60150695,0.93456405,0.0,4.7750053,5.8332076,0.0,3.562961,0.0,0.0,0.0,0.0,0.0,0.0,2.64143,1.627396,1.8943123,0.0,0.0,0.0,0.0,0.0,4.40506,0.0,0.0,2.9990048,0.0,0.0,0.0,0.0,6.528989,0.0,1.9828626,0.0,0.0,0.13315204,0.0,6.7047005,0.0,2.5832849,0.0,4.6874013,0.0,0.0,0.0,0.0,0.0,0.90900123,0.0,0.0,1.6246856,3.5951371,0.0,0.0,2.7153094,0.0,0.005131237932893846,0.05805348385965151,0.19175734286848167,0.404652760030667,0.014758497316636853,0.02364472354009918,0.18870364385397123,0.005131237932893844,0
0.0,0.0,2.3015957,6.528372,2.6911247,9.744925,1.8945253,0.0,0.0,4.613401,0.0,0.0516029,0.0,0.0,5.2300043,0.6230023,0.0,0.0,0.63549745,0.0,0.0,0.0,0.35020307,1.2614299,4.434968,0.0,4.1958666,0.0,7.059886,0.0,0.0,1.9629009,4.2646375,4.5475936,0.0,0.08188308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0302409,0.0,1.4758663,1.6224583,0.0,0.0,0.0,0.0,0.59483033,1.0194143,0.0,0.0,0.0,0.0,0.0,0.0,2.662194,0.0,4.0328145,0.0,8.266732,0.0,4.019222,0.0,0.0,2.8651102,0.0,0.93861735,0.0,4.568332,0.0,4.993912,4.6132765,0.0,2.9056566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3490752,2.0731573,0.0,0.0,0.0,0.0,0.0,3.0732741,0.0,0.0,1.1034752,0.0,0.0,0.0,0.0,5.9913054,0.0,4.1262636,0.0,0.0,0.0,0.0,4.086341,0.0,3.2993562,0.0,2.8665054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0811744,2.1069477,0.0,0.0,0.0,0.0,0.006070515385016785,0.03738454907035217,0.23996082699488058,0.3169895940940815,0.021466905187835422,0.027011626958017503,0.21020869516959156,0.006070515385016785,0
0.0,0.0,5.3587017,5.731057,0.0,7.9134355,0.0,0.0,0.0,5.914453,0.0,1.3276155,0.0,0.0,0.0,0.5594444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.342788,6.543071,0.0,0.0,0.0,0.0,0.0,0.0,14.682117,7.4739122,0.0,0.0,0.0,0.0,0.0,0.0,4.199937,0.0,0.0,0.0,4.2413597,0.0,0.0,0.0,0.5219595,0.0,0.0,0.0,4.3754525,3.517403,0.0,1.6967291,1.5157565,0.0,0.0,0.0,0.0,1.9805636,1.71423,0.0,0.0,0.0,25.53871,0.0,2.9457047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3794303,9.902255,0.0,8.159786,0.0,4.9046183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.94635,0.0,2.9956424,6.44651,0.0,0.0,0.0,0.0,0.0,2.83616,0.0,0.0,0.0,0.0,0.0,0.0,12.442008,2.4509668,0.0,0.0,0.0,5.161063,0.0,0.0,5.580228,1.190917,0.008605694804404169,0.020112899246765435,0.3189529780065479,0.2089268235055861,0.03711985688729875,0.035431898212257215,0.23385371460923296,0.008605694804404167,0
0.0,0.0,2.4183147,8.660161,4.404939,10.217144,0.0,0.0,0.0,5.951642,0.0,5.3027225,0.0,0.0,5.838941,2.1629562,0.0,0.0,0.0,0.0,0.12127253,0.0,0.0,8.258212,7.500334,0.0,3.3203602,0.0,3.9492612,0.0,0.0,5.454701,7.1899147,2.127135,0.0,0.0,0.0,0.0,0.0,1.0734767,0.0,0.0,0.0,0.0,0.0,2.2425535,0.0,0.0,3.894459,0.0,0.0,0.0,1.169918,3.6650271,0.99161774,0.0,0.0,0.0,0.0,0.0,2.688032,3.08631,0.0,0.07416708,0.0,18.382772,0.0,1.3055626,0.0,0.0,5.956241,0.0,0.0,0.0,1.0830127,0.0,2.9674857,9.81834,0.0,6.710567,0.0,1.742884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7337756,0.0,8.051925,2.6745431,0.0,0.0,0.0,1.9274386,0.0,2.3004696,0.0,0.4505317,0.0,0.0,0.0,0.0,5.509486,0.0,0.0,0.0,4.4239316,5.187219,0.0,0.0,1.9806,0.0,0.0063227287749386876,0.014966155380979116,0.3613153625109853,0.22926617855891412,0.03309481216457961,0.0278898226636263,0.2857071927861007,0.006322728774938686,0
0.0,0.0,1.2749444,7.8144646,3.4350405,9.898632,1.5122522,0.0,0.0,3.988796,0.0,0.25195605,0.0,0.0,6.923152,0.72264695,0.0,0.0,0.6394063,0.0,0.0,0.0,1.2894499,0.60666823,5.3513327,0.0,5.4446044,0.0,8.835837,0.0,0.0,1.36043,5.1319866,5.3823977,0.0,0.9918086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3943497,0.0,1.1792316,1.00008,0.0,0.0,0.0,0.56475776,0.9327852,0.4102703,0.5929453,0.0,0.0,0.0,0.0,0.0,2.7772534,0.0,6.12483,0.0,9.475151,0.0,2.5080514,0.0,0.0,2.9686816,0.0,0.6840467,0.0,5.5803504,0.0,5.948805,6.217525,0.0,2.3009543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52622175,1.5229496,0.0,0.0,0.0,0.0,0.0,3.4326034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1791053,0.0,4.144367,0.0,0.0,0.0,0.0,5.7349434,0.0,2.4674459,0.0,3.6162531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.893255,3.8985045,0.0,0.0,0.0,0.0,0.004191960480770905,0.013318754781010633,0.3788448682978284,0.2801710644007156,0.025491949910554562,0.020101370659680845,0.3360894443666954,0.004191960480770903,0
0.0,0.0,2.2695835,3.7182007,1.2787948,5.9942527,0.0,0.0,0.0,4.4579124,0.0,0.32821876,0.0,0.0,2.4210305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7356924,1.5750443,0.0,1.8306935,0.0,3.9000986,0.0,0.0,2.5098274,2.987676,2.7967203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9829807,0.0,0.0,0.0,0.96855295,0.0,1.0170187,1.7571235,0.0,0.0,0.0,0.34057537,0.0,1.5226712,0.0,0.0,0.0,0.0,0.27613455,0.0,2.5896842,0.0,0.9197477,0.0,6.404962,0.0,2.3617542,0.0,0.090220846,1.6974616,0.0,0.0,1.651564,1.3974148,0.0,3.2665625,2.7781045,0.0,1.0362686,0.0,0.0,0.0,0.2607069,0.0,0.0,0.0,0.0,0.90644664,0.0,0.0,0.0,0.0,0.0,1.7981725,0.0,0.0,0.20528741,0.0,0.0,0.0,0.0,5.0969996,0.0,2.307884,0.0,0.0,0.0,0.0,1.3586725,0.0,2.680771,0.0,1.1888896,0.0,0.0,0.0,0.0,0.0,0.04409517,0.0,0.0,1.3231996,1.9284418,0.0,0.0,1.1508926,0.0,0.005183420013567343,0.021036786106284785,0.31278073937009987,0.2876186872161828,0.024597495527728087,0.02383607216206233,0.27062764886585833,0.005183420013567341,0
0.0,0.0,2.7042353,8.740531,0.0,12.520266,0.0,0.0,0.0,8.068448,0.0,0.0,0.0,0.0,2.2227743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.186828,7.6396956,7.781114,4.723021,0.0,0.0,0.0,0.0,0.0,8.072483,5.0077004,3.2416728,0.0,0.0,0.0,0.0,0.0,0.5860721,0.0,0.498353,0.0,8.556755,0.0,0.0,0.0,1.8257792,1.1752566,0.0,0.0,0.0,4.4631934,0.0,4.525509,5.836372,0.0,0.98814493,0.0,4.2604866,0.38650572,3.4990225,0.0,0.0,0.0,21.319784,0.0,7.1159406,0.0,4.1065536,0.0,0.0,0.0,0.0,0.0,0.0,7.020901,8.957935,0.0,6.2830014,0.0,2.2907941,0.0,0.0,0.0,0.0,0.7592382,0.0,0.53457254,0.0,0.0,0.0,0.0,0.0,1.9553078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.176781,0.0,4.1155386,3.2054312,0.0,0.9077046,0.0,4.845655,0.0,5.5698466,0.0,1.2553753,0.0,0.0,0.0,0.0,7.701255,0.17872687,0.0,0.0,0.0,6.3055706,0.0,0.0,2.6674666,0.0,0.006040075837957248,0.008734960932796309,0.44582094835566866,0.19905236184305947,0.03935599284436494,0.02690493975736473,0.3450081748592602,0.006040075837957245,0
0.0,0.0,0.0,16.330826,0.0,26.053211,0.0,0.0,0.0,1.754721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.992111,0.0,0.0,0.0,0.0,23.385359,24.603834,0.0,0.0,0.0,0.0,0.0,0.0,20.260504,18.807674,0.0,0.0,0.0,0.0,0.0,0.0,10.816011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.959595,9.964791,0.0,6.0628877,1.2141083,0.4199049,0.0,0.0,0.0,0.0,4.5397296,0.0,0.0,0.0,42.110683,0.0,9.366791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7952385,28.264772,0.0,16.887152,0.0,16.38046,1.0928766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9357576,0.0,0.0,0.0,0.0,0.0,0.0,15.872692,0.0,3.5516627,21.98007,0.0,0.0,0.0,0.0,0.0,10.083533,0.0,0.0,0.0,0.0,0.0,0.0,23.652403,4.1734986,0.0,0.0,0.0,18.69498,6.698569,0.0,10.4934435,13.423732,0.03332695552347324,0.025715047151425544,0.2860459247853574,0.09118357016193922,0.09212880143112702,0.09641722553551994,0.13130791294227823,0.03332695552347324,0
