0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,class
6.416736,0.0,0.9645464,2.5271719,0.0,0.0,2.0847037,0.0,0.2589804,0.0,2.8686821,0.0,6.304743,0.3239788,5.286048,3.64498,0
0.0,0.0,0.0,0.0,0.046841912,1.4281639,0.0,0.0,0.0,0.64711046,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6359228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1432955,1.6569723,0.0,0.0,0.0,0.0,0.73218024,0
0.8124527,0.0,2.9487507,2.5993683,0.0,0.0,0.0,0.0,1.5484496,0.0,2.385197,0.0,3.2853544,0.52314913,3.8065214,2.4098055,0
0.0,0.0,17.737013,0.0,0.0,18.327309,0.0,0.2706428,0.0,12.056737,0.0,9.921034,0.0,0.0,0.0,0.0,0
4.1368985,0.0,0.3775024,1.5397328,0.0,0.0,0.0,0.0,0.8796778,0.0,3.2843783,0.0,3.8052173,0.0,2.9625328,1.9177577,0
0.22952987,0.0,0.8869252,0.0,0.81360507,0.0,0.0,0.0,0.17656346,0.0,2.1068647,0.0,1.1394198,0.47524512,1.5058138,1.2840222,0
3.920662,0.112292625,0.81203985,2.7465267,0.0,0.0,1.1452005,0.0,0.30756015,0.0,2.05413,0.0,3.7026763,0.0,3.2477684,2.4830947,0
0.0,0.0,0.0,0.0,0.45124924,0.0,0.0,0.0,0.0,0.030539969,0.69675124,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,3.4899304,0.0,0.0,1.2055326,0.0,0.0,0.0,1.8718526,0.0,0.0,0.0,0.0,0.0,0.19982186,0
0.0,0.0,0.19131415,0.0,0.0,0.0,0.0,0.0,0.0,0.20942792,0.6238886,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.676325,0.18893993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.011181,0.0,2.4500082,1.3012463,0.9764475,0.0,0.0,0.0,0.14191797,1.094592,2.180789,0.0,2.0887156,0.0,1.5538415,1.6086872,0
2.4255514,0.0,0.0,0.0,0.30023283,0.0,0.0,0.0,0.0,2.569831,2.3240583,0.0,0.0,0.0,1.2021322,0.5412928,0
4.350924,0.0,2.656308,1.3460851,0.7524091,0.0,0.0,0.0,0.1847154,0.0,2.7857628,0.0,4.084887,0.97213453,4.8751993,3.8910592,0
2.6098244,0.0,0.0,0.0,2.1125147,0.0,0.0,0.0,0.051875345,0.74006677,2.0587919,0.0,1.6696123,0.5470022,1.8010031,1.180519,0
2.8650236,0.0,1.3881319,0.0,0.0,0.0,0.0,0.0,0.0,0.030676203,3.3830566,0.0,1.9406172,0.0,2.9705696,2.4594295,0
0.0,0.0,0.0,0.0,0.99812764,0.0,0.0,0.0,0.0,0.76162946,0.6802537,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,3.334905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.9706242,1.4246036,1.8630502,0.14162368,0.0,0.0,0.0,0.0,2.3092306,0.0,0.892098,0.0,0.96644104,2.519903,0
0.0,0.0,0.0,0.0,0.7790525,0.0,0.0,0.0,0.0,0.0,1.0329933,0.0,0.0,0.0,0.0,0.05867889,0
0.4292446,0.0,0.0,0.0,1.4428145,0.0,0.0,0.0,0.0,0.0,0.38176015,0.0,0.0,0.030895846,0.0,0.0,0
2.814344,0.0,0.982744,0.0,0.7712893,0.0,0.0,0.0,1.5369608,0.0,4.05424,0.0,3.3937058,1.8377521,3.9613278,2.7914927,0
0.8398235,0.04098668,0.92015785,0.067747295,1.1523942,0.0,0.0,0.0,0.0,0.39355683,3.2875304,0.0,0.0,0.0,1.9761847,0.8557011,0
0.0,0.0,0.0,0.0,2.1854749,0.0,0.0,0.0,0.0,0.0,3.0363295,0.39656612,1.142712,0.0,0.0,0.7411224,0
0.0,0.0,0.18499118,0.0,0.0,0.0,0.0,0.0,0.0,0.54502356,2.679874,0.0,0.0,0.0,0.0,0.0,0
3.8589022,0.88828474,1.5079564,0.0,0.0,0.0,0.0,0.0,0.0,0.23348454,5.938427,0.0,1.4609535,0.0,3.5504797,0.26045293,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.908751,0.0,0.0,0.0,0.0,0.44906107,1
0.0,0.0,0.85371166,0.0,0.0,0.0,0.0,0.0,0.0,0.19140694,2.3968463,0.0,0.0,0.0,0.0,0.0,1
