0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,compactness1,compactness2,sphericalDisproportion,sphericity,area,surfaceArea,surfaceVolumeRatio,volume,class
9.475593,0.0,0.0,0.0,2.121275,0.0,0.0,3.0424223,0.0,5.5208335,0.0,0.0,0.0,4.2780466,0.0,3.9791121,0.0,9.472055,4.694957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010610356403611002,0.017412830806084648,0.3392383064966864,0.5706283542039357,0.007602862254025044,0.006217336154953087,0.42667030093180713,0.0010610356403611,0
4.7587156,0.0,0.0,0.0,1.4160477,0.0,0.0,0.0,0.0,1.4829358,0.0,0.0,0.0,4.5485854,0.0,1.7880908,0.0,1.8960587,0.7293138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018611608773547168,0.05215809016819067,0.20291042179827273,0.6536161512905698,0.005366726296958854,0.010199652522779603,0.2602416186886801,0.0018611608773547162,0
6.4437847,0.0,0.0,0.0,5.9639554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.480724,0.0,1.6934952,0.0,0.5646117,0.66511166,0.0,0.0,0.11720477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005131237932893846,0.05805348385965151,0.19175734286848167,0.404652760030667,0.014758497316636853,0.02364472354009918,0.18870364385397123,0.005131237932893844,0
5.807358,0.0,0.0,0.0,3.3070529,0.0,0.0,1.171682,0.0,1.1396261,0.0,0.0,0.0,2.5186596,0.0,3.1122735,0.0,5.3587656,2.0222473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006070515385016785,0.03738454907035217,0.23996082699488058,0.3169895940940815,0.021466905187835422,0.027011626958017503,0.21020869516959156,0.006070515385016785,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2837168,0.0,1.3603796,0.0,0.0,0.0,0.2506386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8727753,0.0,0.0,0.0,0.0,0.28008032,0.0,0.0,0.0,0.008605694804404169,0.020112899246765435,0.3189529780065479,0.2089268235055861,0.03711985688729875,0.035431898212257215,0.23385371460923296,0.008605694804404167,0
0.48270053,0.0,0.0,0.0,0.0,0.0,0.0,4.8970904,0.0,2.0820036,0.0,0.0,0.0,1.32911,0.0,0.0,2.2026057,0.059153657,1.2074596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063227287749386876,0.014966155380979116,0.3613153625109853,0.22926617855891412,0.03309481216457961,0.0278898226636263,0.2857071927861007,0.006322728774938686,0
7.535912,0.0,0.0,0.055366408,3.871505,0.0,0.0,1.7823145,0.0,1.4331805,0.0,0.8308803,0.0,0.81937766,0.0,3.0482247,0.0,7.594061,1.6351442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004191960480770905,0.013318754781010633,0.3788448682978284,0.2801710644007156,0.025491949910554562,0.020101370659680845,0.3360894443666954,0.004191960480770903,0
2.6005132,0.0,0.0,0.0,0.5353719,0.0,0.0,0.12681375,0.0,1.5617024,0.0,0.0,0.0,2.7922297,0.0,1.2662143,0.0,1.8358859,1.5507029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005183420013567343,0.021036786106284785,0.31278073937009987,0.2876186872161828,0.024597495527728087,0.02383607216206233,0.27062764886585833,0.005183420013567341,0
1.4511737,0.0,0.0,0.0,0.44228846,0.0,0.0,0.0,0.0,1.7854816,0.0,0.0,0.0,4.6073217,0.0,0.0,0.0,0.0,2.3517432,0.0,0.0,0.0,0.0,0.47752124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006040075837957248,0.008734960932796309,0.44582094835566866,0.19905236184305947,0.03935599284436494,0.02690493975736473,0.3450081748592602,0.006040075837957245,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03332695552347324,0.025715047151425544,0.2860459247853574,0.09118357016193922,0.09212880143112702,0.09641722553551994,0.13130791294227823,0.03332695552347324,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1809459,0.0,0.0,1.7287264,0.0,0.0,0.0,0.0,0.0,0.0,1.3754563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005235602094240839,0.016250951767826895,0.34920999343874876,0.2630853414711144,0.027728085867620753,0.024026885536135044,0.29457321844101914,0.005235602094240837,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0122504,0.0,0.0,0.0,3.112642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009618896870814565,0.021477343783655626,0.30995607685016774,0.19905236184305947,0.03935599284436494,0.03858328148478326,0.22019923082015536,0.009618896870814563,0
1.0511112,0.0,0.0,0.0,0.0,0.0,0.0,2.327803,0.0,1.9515702,0.0,0.0,0.0,2.079054,0.0,0.03117781,0.39685005,1.0095958,1.4356209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005374754309370162,0.0069337314771557865,0.48455308013742693,0.19905236184305947,0.03935599284436494,0.024533149238135682,0.383595165336985,0.005374754309370162,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.656693,0.0,0.0,0.0,0.0,0.7332455,0.0,0.0,0.0,0.0,2.1382403,0.0,0.0,0.0,0.0,1.0110121,0.0,0.0,0.0,0.011954044980953541,0.028374057912496267,0.27345886366030253,0.19002914687557831,0.04159212880143113,0.04548933283005512,0.18496962336359443,0.011954044980953541,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.505736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025979856,0.0,0.0,0.0,0.0,0.0,0.0,6.054665,0.0,0.0,0.0,0.0,0.2508576,0.0,0.0,0.0,0.015280652623888964,0.029772184619175846,0.2674283844251423,0.16442492635883085,0.049194991055456175,0.05464983392517099,0.1665220808768062,0.015280652623888957,0
6.395433,0.0,0.0,0.0,4.1268225,0.0,0.0,2.0314822,0.0,2.8114262,0.0,0.0,0.0,3.2183242,0.0,3.891167,0.0,6.9099426,2.3744369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018437668504635513,0.023548729971235745,0.29758927599599233,0.5060822898032202,0.009838998211091235,0.010117355458974317,0.34432406769079643,0.0018437668504635506,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6852437,0.0,0.045791797,0.0,0.0,0.8826865,0.0,0.0,0.0,0.0,0.44055766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012888973926353691,0.020822443034071065,0.31418201457304457,0.1631211117934478,0.04964221824686941,0.0481357044610352,0.2013504202260917,0.01288897392635369,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.055464,0.0,0.0,0.0,0.0,0.0,0.46178353,0.0,0.0,3.6475718,0.0,0.0,0.0,0.0,0.0,0.0,1.6898805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008714407472473954,0.010570351388059193,0.41488048862398286,0.16845672216870786,0.04785330948121646,0.03577514923223674,0.28918150078833393,0.008714407472473953,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8455865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.861011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028587083195630632,0.01658122072954778,0.3462878912988342,0.08734647705235941,0.09615384615384616,0.08636290710482723,0.16370649266568976,0.02858708319563062,0
