0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,energy0_N,energy45_N,energy90_N,energy135_N,entropy0_N,entropy45_N,entropy90_N,entropy135_N,inertia0_N,inertia45_N,inertia90_N,inertia135_N,homogeneity0_N,homogeneity45_N,homogeneity90_N,homogeneity135_N,correlation0_N,correlation45_N,correlation90_N,correlation135_N,shade0_N,shade45_N,shade90_N,shade135_N,promenance0_N,promenance45_N,promenance90_N,promenance135_N,variance0_N,variance45_N,variance90_N,variance135_N,idm0_N,idm45_N,idm90_N,idm135_N,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27463666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408429155403371,0.3870114835672597,0.2854471568764785,0.5367663245197725,0.9406488445936667,0.940069325246384,0.939446530850927,0.9402986968102061,0.006612290574930325,0.007588359758898618,0.007957396878970818,0.007368215124137441,0.07145269687088023,0.0714603179643603,0.0714605571247193,0.07145854914979424,0.5000000000620705,0.49999988933475675,0.07872036619841227,0.4999998801774223,0.9999998874798538,0.9999998854522129,0.9999998650118236,0.9999998870296806,5.909353646042152e-10,5.962515360133699e-10,7.197194548663911e-10,5.917264351209713e-10,2.1424988556973934e-05,2.2202862647996783e-05,2.5548415033055798e-05,2.1681587816280803e-05,0.010728809735917399,0.010926083928027032,0.011258495368218687,0.010762722912107772,0
1.241544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.141797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4247900407365091,0.1974282527777198,0.25634598589034074,0.1932406453928603,0.9616975553345798,0.9612504868914751,0.9607031190759323,0.961427928059951,0.026346938116707734,0.027158706516140708,0.026621421217292062,0.028720566265917336,0.04760453653718113,0.047611481436361916,0.04761344891976109,0.047608461550837575,0.6666666642902405,0.6666665559267667,0.1112832484578352,0.6666665465149253,0.9999998106418997,0.9999998059027312,0.9999997460083511,0.9999998095912284,1.2302563758229553e-09,1.2456130453191615e-09,1.7069773374321482e-09,1.2325413879235303e-09,2.914554343340751e-05,3.0619612051298254e-05,3.827134995827983e-05,2.962959617839883e-05,0.006646210057437065,0.0062609126486331546,0.006995717877105023,0.006261029713057418,0
0.0,1.6210586,0.8619629,3.4008574,0.22459139,1.2290158,0.5278898,0.4114753,0.0,0.0,0.0,3.2428753,2.2566729,0.0,0.048282616,0.7459685,0.46920699443888586,0.3542945506727827,0.4350669308297266,0.43656649393221825,0.9818941212484816,0.9816205735314373,0.9811965143930189,0.9817289298563514,0.0015979253871068403,0.0019088352798697049,0.0018849813050108763,0.001950985274240592,0.023823532353153282,0.02382682152003319,0.0238273658063221,0.02382568939173308,0.999999929065764,0.9999999941536274,0.18581194928381733,0.999999981170872,0.9999999998923079,0.9999999998880962,0.9999999998150694,0.9999999998913768,6.380310009056282e-14,6.5045274134534e-14,1.182275027332568e-13,6.398793010330633e-14,1.81771455890972e-07,1.9622253388509768e-07,2.925166964279662e-07,1.8647434849570446e-07,0.0009015783256958747,0.0010336949888187772,0.0009872721958610955,0.0010069620733941715,0
0.0,0.0,0.0,0.18679503,0.0,1.4039516,0.0,0.94280314,0.0,0.0,0.0,0.0,0.51801896,0.0,0.0,1.174867,0.4192359281329657,0.5419064437831151,0.5170511806836012,0.3172291193167138,0.9190652184903113,0.9183776326666204,0.917702003422423,0.9186499430091033,0.009931886412792012,0.010878795049904645,0.010888545572975705,0.01102653482250836,0.09528571314411036,0.0952986876054786,0.09530025926159354,0.09529429684275856,0.39999999941029557,0.3999999003620495,0.06016154325116488,0.39999989202562963,0.9999999577321369,0.999999957147721,0.9999999529407227,0.9999999576022729,1.5676065869491907e-10,1.5784333490938e-10,1.7465584357579616e-10,1.5692177656424515e-10,1.139681527227542e-05,1.1713727342982006e-05,1.2765833466785184e-05,1.1501642117106804e-05,0.005969263421912787,0.005493361857654348,0.005467569521211029,0.005366231219090707,0
0.0,0.782814,1.1916876,0.019473469,0.0,1.7564343,0.0,1.3126694,0.0,0.0,0.6717361,0.0,0.058579426,0.0,0.0,1.4584883,0.4484806203844355,0.6155264013578532,0.6735683112949921,0.6584448144786558,0.9406208500823092,0.9400418743245131,0.9394186920426814,0.9402709711720031,0.006423982869379015,0.0070419839358547825,0.007062182818304169,0.006928932204595575,0.07146806686950657,0.07147775648649926,0.07147854431080618,0.07147495740083316,0.4999999970361054,0.49999988912427695,0.07837812122515318,0.4999998795289831,0.9999999922192927,0.9999999920790827,0.9999999909530386,0.9999999921881638,1.6772264884821778e-11,1.6923150119908406e-11,1.9582263369620186e-11,1.6794716249422248e-11,3.609495075322378e-06,3.7405444509748554e-06,4.214853043640425e-06,3.652724624189019e-06,0.0018151848372634594,0.0018961746169704427,0.0019027171346906375,0.0018873153647193854,0
0.0,0.0,0.0,0.0,0.0,0.23588914,0.0,1.0213257,0.0,0.0,0.0,0.0,0.0,0.17196554,0.0,0.89987445,0.384246696168488,0.3460668335800562,0.4668762256837238,0.21554577418194526,0.9190832396107937,0.9183947712519437,0.9177193994497101,0.9186670051642648,0.009291640213917552,0.009916547183206425,0.010273120465179546,0.009690901330298072,0.09527600963407461,0.09528849715984666,0.0952893477150758,0.09528523074225494,0.3999999999894612,0.39999990040358385,0.0603123184044141,0.3999998921640974,0.9999998902282176,0.9999998887104588,0.9999998756607121,0.999999889890953,5.595999176247257e-10,5.634648376631632e-10,6.381433020212162e-10,5.601750828117551e-10,2.1532962940158648e-05,2.2131731700557845e-05,2.4395494696506018e-05,2.173102121100274e-05,0.00922269282117654,0.00899439526358799,0.009108763811015176,0.009333492372979266,0
0.0,0.0,0.0,2.7185602,0.0,1.6572158,0.72377414,0.79346985,0.0,0.0,0.0,3.1462522,3.3930917,0.0,0.0,0.0,0.4680557388213686,0.348126570051664,0.4246166913120006,0.4333706423160175,0.9818969994848501,0.9816232351855225,0.981199182826163,0.9817315951914589,0.007871262092044806,0.00774148419338224,0.007664337303829791,0.0076563278082094335,0.023819426961448408,0.02382287847647977,0.023823523287333993,0.023821906372480214,0.999999863973372,0.9999999931849397,0.18581194929397393,0.9999999784881675,0.999999999550429,0.9999999995328465,0.9999999992267546,0.9999999995465418,4.2887227130715855e-13,4.3722211190897823e-13,7.949596766339702e-13,4.30114831604895e-13,4.7126898025749914e-07,5.087355258835845e-07,7.637519595183323e-07,4.834619320800475e-07,0.00034314840693350993,0.00047902660571449984,0.0005108312049796258,0.0004478335828971988,0
0.0,0.5538128,0.0,3.4799342,0.32763907,1.6110132,1.0932517,0.7203941,0.0,0.0,0.0,3.3145597,2.371966,0.0,0.0,0.8328613,0.468170887711377,0.3489149934154114,0.42519397802595016,0.4337180525992002,0.9818961917719526,0.9816224466071787,0.9811983968519777,0.9817308662179189,0.0035401848643646493,0.0035566630009605076,0.003452573560718073,0.0036351995447108203,0.02382007345060784,0.023824023636763083,0.02382476374504863,0.0238229126070834,0.9999999112577255,0.9999999949802633,0.1858119493709471,0.9999999837152749,0.99999999974473,0.9999999997347465,0.9999999995611132,0.9999999997425228,2.01649210156781e-13,2.055751847203746e-13,3.7375418388772457e-13,2.0223344845151036e-13,3.231492317707934e-07,3.488400593321704e-07,5.226471606728208e-07,3.31509949666343e-07,0.001318957596085969,0.0012442093998475403,0.001241318543235536,0.001244793309998809,0
2.4825857,0.0,0.0,0.0,0.0,0.0,0.0,0.5163058,2.6514058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6552643572258704,0.31097588551962463,0.3156952068590483,0.45476246796908676,0.8297519244563079,0.8287790113852761,0.8280015101605092,0.8291629907116412,0.059731204200875895,0.06391379094338571,0.06498402548844184,0.06187308814113965,0.19046656573465737,0.1904907602651706,0.1904960571750987,0.19048619439973435,0.22222222250327262,0.22222215768709205,0.02919008913674759,0.22222215238339782,0.9999743405891043,0.9999741766138976,0.9999733570362955,0.9999743040945183,7.779764087284815e-07,7.804624224411347e-07,8.050029143656086e-07,7.783464528597941e-07,0.0008463050557977473,0.000857146761848801,0.0008846763399244086,0.0008499087864209735,0.03743811224030819,0.0340273174602657,0.03424208151982168,0.03572799451862383,0
0.33584577,0.0,0.0,0.0,0.0,0.0,0.0,0.03186529,3.7913458,0.0,0.0,0.0,0.0,0.0,0.5959038,0.0,0.22786956374578002,0.4969384616896794,0.5128786197457358,0.5613580888064036,0.8971817909206619,0.8964015244750012,0.8956863940688854,0.8967098436973501,0.060602799866570536,0.06234426548992859,0.0625798310870962,0.061343103080315854,0.119047359218051,0.11906064177217761,0.11906490230136671,0.11905832376702118,0.33333333354399847,0.33333324482374244,0.04829450996870675,0.33333323753786037,0.9999965310256078,0.9999964927452569,0.9999962719242467,0.999996522514243,5.515461874047364e-08,5.5458761739113744e-08,5.9040842345486483e-08,5.519988409358494e-08,0.0002181826950836612,0.00022301899288147553,0.0002367249026560643,0.0002197853531793183,0.011935231742925831,0.012972702629855025,0.013776297749530687,0.012511845778957698,0
