0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,energy_N,entropy_N,kurtosis_N,maximum_N,mean_N,meanAbsoluteDeviation_N,median_N,minimum_N,range_N,rootMeanSquare_N,skewness_N,standardDeviation_N,uniformity_N,variance_N,compactness1,compactness2,sphericalDisproportion,sphericity,area,surfaceArea,surfaceVolumeRatio,volume,diameter,energy0_N,entropy0_N,inertia0_N,homogeneity0_N,correlation0_N,shade0_N,promenance0_N,variance0_N,idm0_N,energy135_N,entropy135_N,inertia135_N,homogeneity135_N,correlation135_N,shade135_N,promenance135_N,variance135_N,idm135_N,energy45_N,entropy45_N,inertia45_N,homogeneity45_N,correlation45_N,shade45_N,promenance45_N,variance45_N,idm45_N,energy90_N,entropy90_N,inertia90_N,homogeneity90_N,correlation90_N,shade90_N,promenance90_N,variance90_N,idm90_N,differenceends,sumvalues,sumsquares,sumlogs,amean,gmean,pvariance,svariance,sd,kurtosis,skewness,scm,diameter_mm,class
0.0,0.0,5.632983,0.0,0.0,0.0,3.4474325,2.2970288,0.0,0.0,0.0,0.0,0.0,1.8170584,0.0,0.0,0.005006259302180057,0.643034892489808,0.04772788312995301,0.648148148148148,0.523458330456624,0.2658895859774925,0.48015873015873,0.4482758620689655,0.4577777777777778,0.530310996406368,0.8434150169094639,0.299546901927522,0.07861248383869313,0.11066212529185979,0.01014071767754953,0.019563542573506062,0.322794015504541,0.18663397107425486,0.042486583184257604,0.040167082206378185,0.22349828620632284,0.010140717677549529,0.10082048466195381,0.4406616806865894,0.9616824272942164,0.03608513660378983,0.047614940914770615,0.6666666579676643,0.9999999389421572,2.720230591094816e-10,1.3704942008729906e-05,0.0009772634184369473,0.2452916906136025,0.9614122356059751,0.034493490787508005,0.047620788316072145,0.6666665456972282,0.999999938603373,2.7252829164905974e-10,1.3932555229120193e-05,0.0012207050053997367,0.2905519939332254,0.9612355485842611,0.03446169801077439,0.047622745436489075,0.6666665556573694,0.9999999374140304,2.75418576149204e-10,1.4398084705540001e-05,0.0012830741192531754,0.42851486816161316,0.9606873944908181,0.03367918049483939,0.04762530043875014,0.11025901862088029,0.9999999236471037,3.4315243056741655e-10,1.719801792279218e-05,0.0017883458919205892,0.5924170616113744,0.027266049016426163,0.03202963883654538,0.03166159963722397,0.47953346132910146,0.684062230170312,0.11973161684988959,0.1183711173166288,0.2726775459943168,0.2332299679553997,0.6106009886221765,0.021706803066754807,0.11053047535641665,0
0.0,0.31140012,0.0,0.0,1.0596918,0.57681215,4.025017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004301208235479444,0.3441462530253473,0.031973693372352174,0.2592592592592592,0.4311749313529333,0.0653721640056595,0.4285714285714285,0.689655172413793,0.022222222222222227,0.41635892750233605,0.7002765708559021,0.058086688586466664,0.24537303513827036,0.00883278935003699,0.01102781304899898,0.02363922309924585,0.29708055048520665,0.18831704967662036,0.04203935599284437,0.042804122541078855,0.20315909642049249,0.011027813048998974,0.12267988771013866,0.46379799545369005,0.9819047188806096,0.003572466185316303,0.023818943038434504,0.9999999940753375,0.999999988815061,3.1148817051336024e-11,4.0162959936948696e-06,0.0035583122042374586,0.4201074584615763,0.9817392611379036,0.003923312228782813,0.023820601629900823,0.9999999978910997,0.9999999887183498,3.123908113464186e-11,4.120208613412148e-06,0.003963262998630205,0.32244648167524154,0.9816310075028302,0.004531091220401743,0.023820780416088316,0.9999999991705514,0.9999999883776217,3.175528205653997e-11,4.335597887999395e-06,0.004001404084459081,0.3695456243537194,0.9812078914254403,0.005204295700428973,0.02382055531954483,0.18581194961151953,0.9999999807530345,5.774084364228665e-11,6.534240054486973e-06,0.004141138121561317,0.1279620853080569,0.019470511795146157,0.020653523279605977,0.025731015303816995,0.4442049351017713,0.6858657338785599,0.03384619481796184,0.03347636764134264,0.10910169970451902,0.09911230440262025,0.44570463109034275,0.005325410320592938,0.1585745821758177,0
0.0,0.42282397,2.3502808,0.16672164,1.4971029,2.4619863,2.4580925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007305772166213811,0.5409097209086092,0.03599557661285013,0.3271604938271605,0.42732250325036536,0.15867270837923814,0.44047619047619035,0.5172413793103448,0.18222222222222223,0.4197652813238669,0.6833383308113146,0.15992846081019024,0.12614403673663543,0.03898146284578877,0.012123636743142409,0.04349606285510378,0.2226637962603253,0.21752341365884456,0.0353309481216458,0.0459739721110005,0.157084418297546,0.012123636743142405,0.11417941086393046,0.3865494525479147,0.9190812156618751,0.015053856003787674,0.09528039162239989,0.4000000001259196,0.9999996581816649,2.544586154500065e-09,4.591700490435245e-05,0.008252714013861354,0.22082773297843916,0.9186652097643448,0.01565412250124493,0.0952892869563062,0.39999989218482496,0.9999996571314567,2.5472015204248877e-09,4.6339345429658196e-05,0.008035495442731978,0.35349141194357947,0.9183932269890143,0.01671144396341718,0.09529198674866304,0.3999999004085703,0.9999996534555156,2.5621605375388077e-09,4.719382261426184e-05,0.007772843085745908,0.4803865996040629,0.9177178437995392,0.017440915319053407,0.09529277879104614,0.06028058274532766,0.9999996142246189,2.8875300027660546e-09,5.1901458663071855e-05,0.007887958311307489,0.1895734597156398,0.04121953107284028,0.04401709930933529,0.04460315350741652,0.46038061257891216,0.694709179061939,0.040649237187222825,0.0400902443226797,0.12545461455493953,0.11896302616955023,0.5117821179691951,0.012078690775152156,0.11865878345879267,0
0.0,0.5963458,0.0,0.0,0.6501114,0.9528835,6.37129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004476164954905346,0.520106776415637,0.05179224166624054,0.6913580246913579,0.7189974014560938,0.3368846680596619,0.8015873015873014,0.496551724137931,0.4577777777777778,0.731760533629629,0.6299148161660446,0.37741464074408604,0.12292920039008357,0.16588525359091996,0.002017707119375207,0.011753274105275602,0.39813310992362505,0.39034451915366103,0.015652951699463326,0.010933051290968747,0.4240822764585182,0.0020177071193752064,0.09264350699214888,0.45792341103389717,0.9616639093565089,0.009759719367716526,0.047644188796810025,0.6666666620493381,0.9999999803577231,5.996155723869363e-11,6.434440292418443e-06,0.0025687698265454218,0.29348729399633877,0.9613954622198673,0.01284413459486377,0.04764696047387113,0.66666654543322,0.9999999802487374,6.007291833348361e-11,6.541304104955304e-06,0.0020999655098977678,0.380576936027152,0.9612192869817271,0.0133461865055612,0.047648166010597674,0.6666665555474117,0.9999999798661265,6.071001798442968e-11,6.759869161742922e-06,0.0020559523973936746,0.28914511868604387,0.9606719859034125,0.014644131675537709,0.04764790452885957,0.11088453224438208,0.999999974370377,8.013837659402563e-11,8.297390226601013e-06,0.001940041691833123,0.6445497630331753,0.020931580955588114,0.03401665197454083,0.021703360395247347,0.7875508357824245,0.8642334122997671,0.20275117541425144,0.20096097787909986,0.38522384465171744,0.16538006218248893,0.4579021470757056,0.022826755960906008,0.12228749243306768,0
0.0,0.0,2.2537398,0.0,0.0,0.07734348,5.507637,0.3648927,0.0,0.0,0.0,0.0,0.0,0.0,0.6101041,0.0,0.0006660304851443112,0.3330885665142479,0.03486962354042454,0.30246913580246904,0.33625727266159233,0.20824083671701776,0.32539682539682535,0.41379310344827586,0.2311111111111111,0.3361495391529239,0.7173600874119939,0.21761506429166536,0.24162525717203087,0.06434317882956815,0.002583012993338088,0.033192992129227314,0.2540861878220756,0.4841091614965935,0.01073345259391771,0.013483201533323294,0.28152266330337505,0.002583012993338088,0.038079132734554655,0.4684010989440009,0.9818960636060221,0.002049863880429987,0.023821199967295703,0.9999999593685409,0.9999999996467103,3.1100797935104615e-13,4.0131982344726176e-07,0.0013159242113881021,0.4344126918094807,0.981730651970398,0.0021999715444262647,0.023823627981785285,0.999999989489136,0.9999999996436556,3.1190904736207714e-13,4.117030246919433e-07,0.001212934418155076,0.3496570585180215,0.9816224229482942,0.0023977894399821818,0.02382456861543,0.9999999962165229,0.9999999996328933,3.1706307816529453e-13,4.332253312836235e-07,0.001232029175674566,0.4248891759734017,0.9811986574268423,0.0026933833783244292,0.023825042392688605,0.18581194940931134,0.9999999993924382,5.764735271660881e-13,6.498908814980587e-07,0.0011563800640788427,0.26066350710900477,0.005388031996871465,0.004666169459518475,0.014682412689702044,0.2905197913150346,0.5739990382850493,0.06916283436857776,0.06874022131399635,0.18705454210274244,0.10649728306567577,0.5058562763606379,0.005369675513533449,0.08527472592192743,0
0.0,0.0,3.9120102,0.16531985,2.1984284,1.6378891,3.30925,0.5321232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012150439022645023,0.5038359203954655,0.023369387680547,0.30246913580246904,0.31892796414129587,0.1912238030045857,0.3214285714285714,0.4689655172413793,0.19555555555555554,0.31670011634969353,0.7743779733986942,0.19663862035134608,0.12783544630900842,0.05442773751109593,0.003887565010175506,0.02655102825446277,0.2819165647719604,0.3644973743435859,0.017441860465116282,0.018908403480462063,0.27196140432059857,0.0038875650101755053,0.04280072169350227,0.4570025665427286,0.961664375126345,0.008280158824099082,0.04763844298701438,0.6666666556751544,0.999999995128405,9.343552580776104e-12,2.539980274842551e-06,0.002314762896136069,0.29265315929680136,0.9613951370101322,0.008666500675819876,0.04764351019150995,0.6666665448467262,0.9999999951013748,9.360905584668997e-12,2.582164507801348e-06,0.002149413527212266,0.3794638467983352,0.961218734492797,0.008738533067917647,0.04764537402014926,0.6666665553770524,0.9999999950064813,9.460182095285438e-12,2.668442552333661e-06,0.002000507217238766,0.29321444168484717,0.9606709271362426,0.008640833925903481,0.047646535770509646,0.1102914566657392,0.9999999938951051,1.182170558424408e-11,3.1891171546925632e-06,0.0020009328125825806,0.22274881516587677,0.015373815087847464,0.013803349097040818,0.024512122940523823,0.30030527487599423,0.5879457698794437,0.05321334591365639,0.052654753027857146,0.15404820356635743,0.14751377849533745,0.6714916017569481,0.007877141042887304,0.08019459838440725,0
0.0,0.0,2.8741372,0.0,2.6504076,0.36520088,5.9521427,0.6080847,0.0,0.0,0.0,0.0,0.0,0.0,1.2744844,0.0,0.003108913680740095,0.4608675148039757,0.041060008889167034,0.6049382716049382,0.6459598872806147,0.3085442216706451,0.6626984126984126,0.5241379310344827,0.3777777777777778,0.655076448921969,0.6830723753800811,0.3387918044488586,0.15526088370250282,0.1371297496289347,0.0014524012454123257,0.006921356077409597,0.4848574394207057,0.38355416755101424,0.016100178890876567,0.008218901430546084,0.5363208115106268,0.0014524012454123255,0.04280072169350227,0.4674802026122619,0.981898142440734,0.0023134946682018226,0.023821858881449578,0.9999999890722107,0.9999999973318341,4.608368887498166e-12,1.5448221711263156e-06,0.0019318775768268816,0.4308008584574979,0.9817333581967282,0.00410471651134666,0.023822963425070374,0.9999999935741758,0.9999999973087641,4.621721490041734e-12,1.5847908700022887e-06,0.0018252747357245735,0.3436288680155069,0.9816249188378369,0.0039951556997090635,0.023823981716675227,0.9999999979253148,0.9999999972274836,4.69809160980161e-12,1.667637866164277e-06,0.001905277366865272,0.41301618330113604,0.981201302884215,0.0044677761644141625,0.02382402846846194,0.18581194952137986,0.9999999954089356,8.542533393536302e-12,2.5112493912230592e-06,0.001900479525312073,0.6966824644549763,0.01698560792562126,0.025518251259613906,0.0,0.6215030974001275,0.0,0.23917416283090637,0.23709544752897743,0.42752072126602203,0.10279223618495612,0.5140672426808248,0.026355677776284944,0.07003408320350761,0
0.0,0.7227629,2.9642587,0.0,0.0,0.85393107,4.0926704,0.7504611,0.0,0.0,0.0,0.0,0.0,0.0,0.12165447,0.0,0.0015246024171023888,0.5304097726291818,0.018924218982523944,0.23456790123456783,0.24828345254873918,0.1623568777288834,0.2222222222222221,0.46206896551724136,0.15111111111111114,0.24355848526058999,0.8115787884111552,0.16404364815288924,0.11488955004859594,0.040592229461579206,0.0024090727244264324,0.026275595457111126,0.2832586182336772,0.46392975794969143,0.011627906976744188,0.012713726285215643,0.31086439570299335,0.002409072724426432,0.06046692909571763,0.44433632790842165,0.9406229183138147,0.00416967062292189,0.07146983484280232,0.4999999988923978,0.9999999882430469,2.9082115012202233e-11,4.7529538052828185e-06,0.0038408974821158713,0.643023751308677,0.9402738297399007,0.005682222380308743,0.07147467484371885,0.49999987976205545,0.9999999881960098,2.912104488178807e-11,4.809878146957071e-06,0.00405592959149101,0.584365094053158,0.9400450213812468,0.006392945139691245,0.07147659416575292,0.4999998891896543,0.9999999880311841,2.934374167730218e-11,4.9255185847403874e-06,0.004044158215521673,0.6185705431280343,0.9394220480852135,0.007019606238519529,0.07147650465058042,0.07855881514102009,0.9999999861029832,3.471788117573223e-11,5.610803041317026e-06,0.004201370654326801,0.13270142180094788,0.019770601278842878,0.01746722324887383,0.028685938808717157,0.3124878627180253,0.6043456957691997,0.024685051583790876,0.024380746602198647,0.08469943579367462,0.14258489610737918,0.6391024603067996,0.004882586701032417,0.09616078781828764,0
0.0,0.52557445,4.7561493,1.7642384,4.0035887,2.1304839,3.9319563,1.3199828,0.0,0.0,0.0,0.0,0.0,1.8248963,0.0,0.0,0.010566100953020444,0.4810429770804213,0.04506862936680282,0.2777777777777778,0.41898244117181715,0.10812506397793058,0.4206349206349206,0.5379310344827586,0.13333333333333336,0.40726610065898117,0.671115494071092,0.10816505544884197,0.1521168741247656,0.02132411327895567,0.01744620897183908,0.11164824082460204,0.1310867601698048,0.2369114680470445,0.03175313059033989,0.06027731211403624,0.09402873727461708,0.01744620897183907,0.10423430135902823,0.27994699458077965,0.8748810305159384,0.023576124735024157,0.142925804065757,0.28571428596434745,0.9999988273135662,1.2867024996333047e-08,0.00010687734549098726,0.008972771172249767,0.32448483055220045,0.8743647667315831,0.024347300277441843,0.14293974789871478,0.28571420017791965,0.9999988249546349,1.2875681815181157e-08,0.00010752099806097229,0.00911351682323956,0.49630259911992336,0.8740280285383564,0.02623821985884711,0.14294250917379642,0.28571420668459174,0.9999988167085856,1.2925188213033794e-08,0.00010881713949958094,0.009528278463368242,0.3361373087543639,0.8732875267269664,0.028231037110189296,0.14294238528313707,0.040211093437143915,0.9999987235450761,1.4087084945177382e-08,0.00011619858638527392,0.009876070202196996,0.2322274881516588,0.06693760718693946,0.06819769316775712,0.07035045876396268,0.3927231835414936,0.641281943604615,0.06815994383400295,0.06717429821909107,0.18398794964092333,0.09300192848512212,0.42823724274783137,0.031108173434506094,0.10857097251030816,0
0.0,20.613901,0.0,0.0,0.0,42.393814,5.71249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.888039,0.0,0.1347072561212238,0.6993464733002107,0.01942328649251531,0.3580246913580246,0.39195416093771007,0.21664909702861657,0.38888888888888884,0.42068965517241375,0.26666666666666666,0.39092364416025427,0.7504091005458591,0.2156083952639665,0.05974356195218299,0.0633603700407008,0.33283470456245334,0.016431294058348818,0.34760539435915994,0.009077593917710198,0.526386404293381,0.4755962951850935,0.05871211679187992,0.33283470456245323,0.9005277414316841,0.367056558088216,0.8978070264349955,0.34501737811111227,0.11834859424778622,0.3333333337761533,0.9981228939905794,0.00024320107678252277,0.014488122413779904,0.11479837287769334,0.3685746022740842,0.8973222698079227,0.3585491214341609,0.11834458825278653,0.33333323758749833,0.9981182883739957,0.00024340067409819505,0.014594544753064145,0.11357638658931873,0.5236003203909879,0.8969996824307395,0.3444447151189498,0.1183575666398206,0.33333324484052707,0.9981021799973924,0.00024454218022495463,0.014809270162649407,0.11470177678926471,0.5642362812428551,0.8962756157581069,0.3330002775771825,0.11841325367610828,0.04848209461065472,0.9979300400395749,0.0002695307165937671,0.01598723912028723,0.1195752361755459,0.28436018957345977,0.16834476886999336,0.16106066870738947,0.17388304171202287,0.31343732046660255,0.5892579502942203,0.08099126833447165,0.0797304315753755,0.2078227579668974,0.1106396648118621,0.7217252465544124,0.09356143512088666,0.8965088391843826,0
