0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,energy0_N,energy45_N,energy90_N,energy135_N,entropy0_N,entropy45_N,entropy90_N,entropy135_N,inertia0_N,inertia45_N,inertia90_N,inertia135_N,homogeneity0_N,homogeneity45_N,homogeneity90_N,homogeneity135_N,correlation0_N,correlation45_N,correlation90_N,correlation135_N,shade0_N,shade45_N,shade90_N,shade135_N,promenance0_N,promenance45_N,promenance90_N,promenance135_N,variance0_N,variance45_N,variance90_N,variance135_N,idm0_N,idm45_N,idm90_N,idm135_N,differenceends,sumvalues,sumsquares,sumlogs,amean,gmean,pvariance,svariance,sd,kurtosis,skewness,scm,class
2.230985,4.9053264,0.0,0.0,0.0,0.0,0.0,7.9985127,1.7679948,0.0,0.38073525,0.0,0.0,0.0,0.0,4.0465035,0.08131052441783498,0.4233532376914372,0.2630166937964457,0.40414575288808563,0.8069185245204804,0.8058971021488832,0.8051096948683358,0.8063003214050033,0.08063335951707143,0.08442028481144814,0.0863314802383846,0.08272568826918973,0.21423071819280656,0.21425549438694175,0.2142604711785168,0.2142496963273882,0.200000000267801,0.19999994099673585,0.02547675129112215,0.19999993614837147,0.9998764820269369,0.9998758072860572,0.9998713091736398,0.9998763318258452,6.2971791670334425e-06,6.314382623406671e-06,6.561605053816792e-06,6.299739992119479e-06,0.0024227815774586917,0.0024493022197192775,0.0025310715468709792,0.002431602309833091,0.05003453138310145,0.049923383839609786,0.051933434560185024,0.05000207433800815,0.5023696682464455,0.1537177828139703,0.1579866952017404,0.0,0.3093076374260316,0.0,0.16494439022280272,0.16249055500268908,0.33610294068436475,0.05085875059316319,0.525215494017842,0.16203208091480467,0
0.0,0.22185247,0.21341306,0.4269139,1.5594709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097564,5.28488,6.361548,6.9536996,0.2971890777912364,0.46509428952183623,0.3494904264900867,0.4624892374291205,0.8523524357013397,0.85143944583906,0.8506792863218635,0.8518008963043142,0.009662875404861566,0.01713601625903086,0.019014589943301265,0.0148964928505371,0.1667451541102848,0.166765025109123,0.16676592962014408,0.16675896252637532,0.25000000029527975,0.24999992887152298,0.03395259955325744,0.2499999230136404,0.9999990508018947,0.9999990436347966,0.9999989991827494,0.9999990492071708,9.639617755070427e-09,9.676007544734623e-09,1.0151296753346992e-08,9.645034095489024e-09,9.346605527203787e-05,9.4881522945783e-05,9.904951677538845e-05,9.393619008967145e-05,0.008554275527210211,0.007574166965873291,0.007967016295960838,0.007912089814665948,0.7772511848341233,0.07284027228028629,0.08759093280172099,0.0,0.39396907504593803,0.0,0.2788893084037572,0.2750724622054082,0.4688290496739729,0.18646604290981522,0.7176868255470311,0.12184125004762669,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7424543,3.430315,0.46172148,0.0,0.33131889941574594,0.4268099407839675,0.5344890809091002,0.626067469051359,0.919121671015908,0.9184320607725608,0.9177565436562294,0.9187047195275186,0.03196388796229541,0.03432945418099308,0.034762947980266586,0.03347620402646368,0.0952330168004244,0.09524726415312128,0.09524891948157477,0.09524342164996917,0.40000000030334704,0.3999999004259112,0.06014114922457339,0.3999998922312259,0.9999976597931419,0.9999976274362721,0.9999974005262571,0.9999976526030412,3.307975993833835e-08,3.3308228231210715e-08,3.674084464427269e-08,3.3113760154126245e-08,0.00016555646631008096,0.00017016010811675216,0.00018520833902584726,0.00016707924025114826,0.008142565093000324,0.007950010660597012,0.008848411245396173,0.008073595737738483,0.8436018957345971,0.058236370030701465,0.07284234253815235,0.06062973266443895,0.3906829776050297,0.560817505845492,0.3283494081426913,0.3239931104124129,0.5182466297438718,0.19035612510481245,0.7408016812228901,0.11722441833927039,0
0.0,0.0,0.0,1.5519559,0.9642818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7804866,2.1873043,0.9035693934226634,0.5199028654129114,0.46480352592203394,0.46077233273587176,0.7836191229715124,0.7825742831274783,0.7817864421001394,0.7829877265870757,0.018228185897366918,0.024193660648412378,0.02590093701652082,0.022679092267197838,0.23820701099883848,0.23823214417179644,0.2382324837630404,0.23822413222179742,0.18181818205048136,0.18181812750547474,0.022413365768022178,0.1818181230377962,0.9999962916251405,0.9999962741812939,0.9999961573154571,0.9999962877414201,5.8563776959957615e-08,5.870156030290462e-08,6.06968190947973e-08,5.858428708993231e-08,0.00023482167351947722,0.0002370343378764681,0.00024386482708632252,0.0002355579717942746,0.02442140464760166,0.021473270380940403,0.02192888693749999,0.022531511597788895,0.30805687203791465,0.09979808458721402,0.09030601490913796,0.11170092066630229,0.25613912444213505,0.5493849249845956,0.08010118810769365,0.0788895622614028,0.206277441463913,0.09456265614450232,0.6201449839872695,0.059872295989732774,0
0.0,0.0,0.0,0.0,1.546517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65908647,3.7899485,2.3424935,0.4218922020563043,0.46196405597490325,0.41920457999046434,0.57655483547622,0.9406387307086959,0.9400593332018141,0.9394360140514441,0.9402887140304748,0.008748237977898055,0.009786043403816974,0.009912048950902015,0.009621540869317777,0.0714560335706036,0.07146488365471215,0.07146593189272983,0.07146216204728893,0.4999999995174188,0.49999988930222145,0.07843933461478966,0.4999998800719851,0.9999999323877459,0.9999999311693567,0.9999999209435882,0.9999999321172416,2.9964025071402596e-10,3.023358705916511e-10,3.5248049129488184e-10,3.0004136888559393e-10,1.525635137893694e-05,1.581026157944375e-05,1.7890363951345396e-05,1.5439071093669213e-05,0.007350418971268961,0.006853399903334563,0.007094047258693929,0.006990457072483795,0.2511848341232228,0.027564780629155936,0.021976686527994567,0.039442405458474473,0.2094479383728426,0.5286744870099421,0.04422438277471121,0.043633314851680205,0.13381729693178698,0.16407051476597903,0.4653795042564025,0.012049599270478169,0
0.0,4.8538218,5.9869866,0.5990833,3.7289853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037501816,6.5160804,4.3928185,0.46678958516948443,0.34140323373054127,0.41121745697239265,0.42996686130181394,0.9818996798863244,0.981625730503998,0.981201856432197,0.9817340737426821,0.010028730375646971,0.009516335593078774,0.00953604798657013,0.009415237959735364,0.023816563067320037,0.023820453541925173,0.02382087978366012,0.023819630308899224,0.9999999008009823,0.9999999952977191,0.18581194941003515,0.999999985288229,0.9999999989676494,0.9999999989272746,0.9999999982238913,0.9999999989587232,1.2992710896066238e-12,1.3245673739866448e-12,2.408426801706528e-12,1.3030357867516575e-12,8.202661574026049e-07,8.85478529051929e-07,1.3318390259649741e-06,8.414886236314744e-07,0.0011485453379637797,0.001168022214543825,0.0012458955749517302,0.0011796219621534282,0.6919431279620853,0.01232946837993773,0.017598239270030486,0.0,0.5309217413846835,0.0,0.2175854239723718,0.21589125703605275,0.4030979176003251,0.2044713743042377,0.4650935032951409,0.021015696475632544,0
0.0,3.495134,3.878386,0.77985024,2.7107134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30742502,3.101152,4.6160955,4.6740193,0.45435235181554945,0.6430759513016573,0.4352089096761979,0.6740777166908438,0.9406161938733283,0.9400382540973807,0.9394154340046199,0.9402670171042985,0.0018615561748786759,0.003528822194690758,0.0038363157213744383,0.0030162908159635767,0.07147240586321447,0.07148147061153863,0.07148183880387149,0.0714788435604834,0.4999999992838638,0.49999988912724735,0.07858321125688891,0.49999987961833037,0.9999999949386766,0.9999999948474707,0.9999999940042621,0.9999999949184275,9.45333514952062e-12,9.538378096410068e-12,1.1319321314491734e-11,9.465989069599216e-12,2.709836689446707e-06,2.8082222970387216e-06,3.2021222816749837e-06,2.7422913623635823e-06,0.0014857031203761456,0.0013475010480648356,0.0014089339501406387,0.0013950026630452385,0.3507109004739336,0.019093023666333083,0.01631212646281005,0.03006494886171011,0.21589489501438275,0.5209868359257055,0.0935429737450601,0.09246639585703885,0.23044656211765577,0.20862110840781445,0.7804157544507909,0.017360689301721768,0
0.0,0.0,0.28085062,0.65904665,0.0033822148,0.0,0.0,0.56155723,0.7047683,0.0,0.0,0.0,1.6349548,1.2911783,1.2250774,3.090392,0.8521346270635034,0.6305115095513272,0.5584646732039478,0.46189275859377665,0.8297011922361328,0.8287326258282712,0.8279573453402789,0.8291157764810704,0.01978306952320489,0.02344021882873728,0.024718192806659198,0.022154442626449455,0.1905292099022103,0.19054323248644764,0.19054320454381554,0.1905401725851303,0.22222222251164417,0.22222215768669354,0.029236657474759103,0.22222215238270482,0.9999917913135945,0.9999917388563919,0.9999913939164103,0.9999917796386386,1.702167937306511e-07,1.707607191122061e-07,1.7842975367101005e-07,1.7029775707490394e-07,0.0003958630114611108,0.000400934268346452,0.0004164523419703192,0.00039754867266352043,0.03739255947638324,0.035880901757065826,0.036679281632414615,0.03580905176652601,0.28436018957345977,0.0932232733652252,0.07801092962741307,0.11117072541950057,0.1894726116692379,0.5077802798769223,0.07127661776709393,0.07018695000503779,0.18986257786760066,0.09575905634412252,0.6239118322995347,0.05496419138217528,0
0.0,0.0,0.0,1.3853282,0.61149526,0.0,0.0,0.0,1.3452345,0.0,0.0,0.0,0.0,0.0,1.3822789,0.07566639,0.43974112483317296,0.2819315069146652,0.4005437926648695,0.2411260940241758,0.9616833528667118,0.9612372004892025,0.960689820182882,0.9614136648012974,0.00979200068866818,0.010154934086891157,0.01035882656734343,0.009884754926371203,0.047627164546629706,0.047632343762396875,0.047632396800176974,0.04763134472794321,0.6666666644449204,0.6666665558728521,0.11079253203977464,0.666666546457324,0.9999999538984902,0.9999999527446833,0.9999999402238048,0.9999999536426922,1.870268577232779e-10,1.8936141323621493e-10,2.4782759509483677e-10,1.8737422565027315e-10,1.1363871880615024e-05,1.1938612408017413e-05,1.4597007693625469e-05,1.1552604395413263e-05,0.008286757218589834,0.007325120673112722,0.007441425598411375,0.007791054438604212,0.3127962085308057,0.023271192631648983,0.019964488693802615,0.034148897854445484,0.22636476200200772,0.5256533191961843,0.0823460750223714,0.08134554780373461,0.210772001236294,0.08794698374241272,0.5071530164301752,0.017714891980759533,0
0.0,0.0,0.0,2.7437825,0.0,0.04629998,0.0,0.0,1.5235994,0.0,0.0,0.18494466,3.645329,0.0,0.0,0.0,0.42501996464936154,0.19390906773689393,0.23242574520494108,0.19587594048600343,0.9616982845282461,0.9612522822003942,0.9607063013689758,0.961428331160967,0.009517609460579127,0.011677478179768086,0.013341951865241255,0.009943444547200683,0.047622315532879385,0.047625642230864254,0.04762371839789639,0.04762615799647231,0.6666666670469925,0.6666665560229278,0.11102799858432358,0.6666665469300274,0.9999993923250625,0.9999993771164489,0.9999991992080765,0.9999993889533194,5.8234301843589494e-09,5.896121148089271e-09,7.888128875457386e-09,5.834246333378313e-09,6.341088017270377e-05,6.661795688714098e-05,8.23233550123576e-05,6.446401597039692e-05,0.01192618833864473,0.012108384669313294,0.013015160127872129,0.012274494172409915,0.5023696682464455,0.04267652662038138,0.04789494860451762,0.045841649864709504,0.4537402694715852,0.6726558694144401,0.1105743596779355,0.10915247710987216,0.25815925832542186,0.16286928130824427,0.6581933818560594,0.030066757493383653,0
