0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,energy_N,entropy_N,kurtosis_N,maximum_N,mean_N,meanAbsoluteDeviation_N,median_N,minimum_N,range_N,rootMeanSquare_N,skewness_N,standardDeviation_N,uniformity_N,variance_N,compactness1,compactness2,sphericalDisproportion,sphericity,area,surfaceArea,surfaceVolumeRatio,volume,diameter,energy0_N,entropy0_N,inertia0_N,homogeneity0_N,correlation0_N,shade0_N,promenance0_N,variance0_N,idm0_N,energy135_N,entropy135_N,inertia135_N,homogeneity135_N,correlation135_N,shade135_N,promenance135_N,variance135_N,idm135_N,energy45_N,entropy45_N,inertia45_N,homogeneity45_N,correlation45_N,shade45_N,promenance45_N,variance45_N,idm45_N,energy90_N,entropy90_N,inertia90_N,homogeneity90_N,correlation90_N,shade90_N,promenance90_N,variance90_N,idm90_N,differenceends,sumvalues,sumsquares,sumlogs,amean,gmean,pvariance,svariance,sd,kurtosis,skewness,scm,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008604703915171942,0.8640401595515693,0.02354150085394508,0.7592592592592592,0.33732405955354205,0.5297796781076131,0.2777777777777777,0.13793103448275862,0.7377777777777779,0.40790126208198907,0.8436208148795576,0.565667601488525,0.02296223708545548,0.34449231639493444,0.008627437338018126,0.004952400761021218,0.542870609227058,0.13494241949910554,0.061270125223613595,0.03550065130220736,0.3654670194688938,0.008627437338018124,0.1531465554988298,0.3901363582863808,0.9406680636295053,0.02108508280158824,0.07142656902349846,0.4999999998059338,0.9999996146504184,3.0505123376911165e-09,4.8678479183267376e-05,0.009132754446144574,0.48323813425366485,0.9403172386714561,0.021279433734082663,0.07143354468184063,0.4999998801632055,0.9999996131087023,3.05459599116886e-09,4.926148355185757e-05,0.008279628359911589,0.28371138077524205,0.9400878194402328,0.022443169954201873,0.07143562602341702,0.49999988932911593,0.9999996077063229,3.077955358888762e-09,5.04458419941625e-05,0.007923788273823115,0.4053556830239898,0.9394644684931197,0.02308480038219392,0.07143626425702199,0.07840604615742892,0.9999995507830135,3.5738177157393607e-09,5.69781782931063e-05,0.008308583805419458,0.8009478672985783,0.03673991475286069,0.04025707344984593,0.0,0.2583518033327511,0.0,0.25858921147665637,0.255300010023628,0.44768299584919624,0.21804919792381877,0.6701312609384498,0.07217494486986997,0
0.0,1.0105616,0.17952465,0.0,0.0,0.0,0.0,0.0,0.08884908,0.8806006,1.0216931,1.5353667,0.2058802,0.0,1.5281979,0.8752556,0.2639749,0.0,0.0,0.0,0.38321617,0.0,0.0,0.36079657,0.0009671957476483563,0.4155543373475302,0.025744878253933387,0.2222222222222222,0.3108834949221976,0.12332745569899102,0.32539682539682535,0.5172413793103448,0.10666666666666666,0.30094011360172335,0.7165361349491426,0.12028542566358216,0.1783178895282597,0.025026021521339592,0.0034527143378963662,0.009883665171454545,0.425659594411531,0.2838477389551867,0.025044722719141328,0.01716041806840489,0.39061384346414135,0.0034527143378963662,0.10082048466195381,0.46667458125734235,0.981899130604316,0.006230294943669094,0.02381590528115185,0.9999999192721504,0.9999999993146929,7.523912551777863e-13,6.242043372701002e-07,0.0011907363517743856,0.4292033163383325,0.9817336265513668,0.006178416447321619,0.02381850785615876,0.9999999871297163,0.9999999993087675,7.545713884940957e-13,6.403541748384914e-07,0.0011873177181601403,0.340476418814515,0.9816251734518223,0.006069295766805406,0.02381963785491517,0.9999999961030438,0.9999999992878909,7.670400624731198e-13,6.73829518414004e-07,0.0012242276663686233,0.40952216709423944,0.9812012934309833,0.0058954739436861145,0.023820742974591864,0.18581194945376026,0.9999999988210935,1.3946703502629723e-12,1.0126955672819008e-06,0.0012544729329885115,0.08530805687203794,0.010241062832763253,0.009315266904706061,0.018701355015827155,0.3553461358141,0.6358290878543364,0.011516476034227986,0.011420376816883165,0.044509886604207294,0.15235642961945542,0.6746968253142229,0.001203650700453597,0
0.0,1.677498,0.0,0.0,0.0,0.0,0.0,0.59532994,2.1949399,1.9060537,0.85958093,2.0792027,0.0,0.0,3.8401644,0.6111419,0.0,0.0,0.0,0.0,0.0,0.0,0.42238382,2.345862,0.01810213952490552,0.4813990885965723,0.04717345488773461,0.3580246913580246,0.5122932749559814,0.0936128033569112,0.5079365079365079,0.689655172413793,0.09333333333333332,0.49902128711875526,0.6800486482846144,0.09345165170603431,0.1526765229334987,0.01718564332286238,0.02422987945939365,0.08636622987667325,0.15344044251022476,0.17413110145668284,0.04606440071556351,0.07663481709571895,0.09167085206496821,0.024229879459393644,0.24256743077116386,0.8989696955942311,0.7836152884093412,0.05933844812929745,0.23818401522670596,0.1818181820204069,0.999994230249411,1.0558290992827529e-07,0.0003152974465066853,0.051995463270465975,0.5079871241757489,0.782979653557527,0.05724727893576154,0.23821279810319543,0.18181812303526962,0.9999942242068453,1.0561988705638221e-07,0.00031628608166510446,0.050079236879670405,0.5764866315193652,0.7825666570793736,0.06062509570277155,0.2382198013303172,0.18181812750460197,0.9999942031090464,1.0583131548044545e-07,0.00031826841339998994,0.05121522087209658,0.5924449624451373,0.7817782095329454,0.0633533977769496,0.2382220721478505,0.022407914943550874,0.9999940295871825,1.0922468259720796e-07,0.000327140483843864,0.05086670395717907,0.44075829383886256,0.12389757850870463,0.13858514070069308,0.11408350514634462,0.49624560160539366,0.7015093705014036,0.08008814939090561,0.07888017387423009,0.20626014921924155,0.34278119778324684,0.2664941644504279,0.057893938013578373,0
0.0,1.8305922,0.38672206,0.17569679,0.0,0.0,0.0,1.3531498,0.65869665,1.2382561,3.389006,3.3198273,0.0,0.0,7.5583525,3.370822,0.0,0.0,0.0,0.95486695,1.8109541,0.0,0.0,1.6379898,0.0026136849870565656,0.5426040909545501,0.0329058783104305,0.31481481481481477,0.34429457978856837,0.21053980345093132,0.3730158730158729,0.3448275862068965,0.28444444444444444,0.3441877795439603,0.7074732594710346,0.21706220409127178,0.1169924464265909,0.06407168023876787,0.002909150997547443,0.010104936412848074,0.4220919806441713,0.31244409660107336,0.021914132379248663,0.014893491148178522,0.40615198535628455,0.0029091509975474423,0.0503822754024158,0.4537797248289608,0.9616679093036954,0.005100448710361228,0.047642077474960604,0.6666666640792728,0.9999999853006437,4.07394231797899e-11,5.303734406277612e-06,0.004453930987013167,0.28098494087126613,0.9613992391797906,0.006637262573806644,0.04764540101729229,0.6666665459868927,0.9999999852190837,4.08150865745676e-11,5.391819391378398e-06,0.004291731336628862,0.3591553223007147,0.961222716196908,0.006547809624566727,0.04764742340114879,0.6666665557338786,0.9999999849327558,4.124794863048993e-11,5.571976639290727e-06,0.004074475468241984,0.2527112783705399,0.9606753421298236,0.00689187649916561,0.04764765971923328,0.1109263660606104,0.9999999807648424,5.466114304326848e-11,6.851437538463033e-06,0.00412189144295824,0.21800947867298578,0.01729656037705361,0.01763968723968653,0.02463798978979023,0.3921543778252631,0.6461057636369121,0.05408368609412457,0.05352207936348745,0.15592098771998078,0.09413266444021545,0.48592321181599823,0.00784794510058212,0
0.0,0.93025744,0.46183583,0.17698184,0.0,0.0,0.0,0.0,0.0,0.3998118,1.8905709,2.5028,0.0,0.0,1.2324204,1.1286335,0.0,0.0,0.0,0.0,0.44923326,0.0,0.0,0.82608324,0.0020622947724337464,0.6418934105080828,0.026879145848514613,0.2962962962962963,0.17954571249986018,0.27191727121858006,0.19841269841269837,0.24137931034482757,0.3377777777777778,0.1958472271939824,0.7580721007813681,0.2888671641608124,0.07691799003212096,0.10393946157481358,0.006627124245534086,0.022328085139218242,0.3047022465436606,0.2537658562367865,0.029069767441860468,0.028936448950153057,0.24550858780158366,0.006627124245534083,0.09264350699214888,0.4466444291385209,0.9616764965461774,0.009436906158199993,0.047629762114053925,0.6666666607294071,0.9999999864414757,3.657915596718337e-11,5.025637694040392e-06,0.0030521865701977325,0.2600118823497768,0.9614072879298775,0.010557017855872519,0.047633454153817874,0.6666665457236145,0.9999999863662454,3.664709385523631e-11,5.109104034795928e-06,0.0031775495490919867,0.3217891941690776,0.9612303177019151,0.009853905369099488,0.047635895256510186,0.6666665556991296,0.9999999861021396,3.7035752613747463e-11,5.279814895952106e-06,0.003426028322581222,0.19453783157530496,0.9606825646238896,0.009487389038244828,0.047637227102414775,0.11082312717951794,0.9999999823831044,4.8608877729804115e-11,6.462349477831806e-06,0.004007594936445545,0.36492890995260663,0.01753826140917133,0.013537323896675264,0.02987341325541098,0.157489674641478,0.4805907086898674,0.08652976360934003,0.08552540618322096,0.21829265903575687,0.135621199675563,0.6574445499738915,0.016362879472356977,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51376754,0.0,0.57126,2.0792735,2.5284538,0.0,0.0,3.0663977,0.6259732,0.0,0.0,0.0,0.0,0.14916328,0.08150078,0.0045511173,1.3708292,0.0004889203514397123,0.4946100000385415,0.026775669107162385,0.17901234567901236,0.06894021385675964,0.2101504524880805,0.023809523809523725,0.3172413793103448,0.20444444444444443,0.07669029162941354,0.8761458497476344,0.21797263517017448,0.1345427754870586,0.06451906780277897,0.0038092918891652608,0.06474227907995249,0.1807667839806617,0.49485688729874777,0.010286225402504472,0.018597697632942528,0.19858900742253294,0.0038092918891652608,0.029883203438395456,0.4453723748874765,0.9406226087347477,0.003217371654848116,0.0714680221435623,0.4999999977961887,0.9999999960900486,6.700822048274866e-12,2.2814693574350444e-06,0.0036726962281305097,0.6478164305063794,0.9402730389788184,0.003891299708330369,0.07147429225743697,0.49999987958764314,0.9999999960744057,6.709791803951509e-12,2.308793651101864e-06,0.0034403587768462806,0.5971621515272192,0.940043827455844,0.003909893230507955,0.07147714459035104,0.4999998891510952,0.9999999960195904,6.761103454804878e-12,2.3643023140111682e-06,0.0033573729269395828,0.6438111777248057,0.9394206080863464,0.003940268929160312,0.07147782393469876,0.07854009452544462,0.999999995386487,7.980859061561852e-12,2.688505072958952e-06,0.003280246463461577,0.1895734597156398,0.01654973134522919,0.0103105489126479,0.030567013435804657,0.10246739208716416,0.4632367960920518,0.03833201675868314,0.0378540928155743,0.12003963523786551,0.16161844561290936,0.7032371055096103,0.008215932650730179,0
3.2965338,0.0,0.14834575,4.6771727,3.1745696,0.0,0.0,1.4990591,0.0,0.0,0.024367979,0.0,0.0,0.0,5.4623046,0.0,7.210127,5.358449,0.0,2.3943655,0.0,0.0,0.0,0.0,0.07694974246490634,1.0,0.03771922817468403,0.8209876543209876,0.4527813419083686,0.4497302340706997,0.4365079365079364,0.013793103448275862,0.8622222222222222,0.4987286434421728,0.810827922919846,0.49949161493098504,0.0,0.27443456392734805,0.10302482127637372,0.018135288183590517,0.3334448095909409,0.03314664036246301,0.22898032200357782,0.21307124062835323,0.09528246309705776,0.10302482127637369,0.5302603985985036,0.4530039245424948,0.8070896587383756,0.2221815716699127,0.21398551551682776,0.20000000026256173,0.9996856894050591,2.1876837245119048e-05,0.004515787589346963,0.04776782073149583,0.3871979614411988,0.8064668218011692,0.22469943800241873,0.21400863374683748,0.1999999361482296,0.9996853071950721,2.1885733738572746e-05,0.004532228425292172,0.04840109752246009,0.2682245194858853,0.806059367001863,0.22057400782326655,0.214016207125454,0.1999999409967956,0.9996839724224102,2.193660325630682e-05,0.0045652190317135395,0.04702690583180791,0.15860062750467768,0.8052656110214457,0.2149431630307005,0.21404117044329543,0.025479829851069478,0.9996722927281386,2.281728687846531e-05,0.0047198497942694305,0.053611579064644824,0.8625592417061613,0.16694887751596516,0.176789996279792,0.0,0.2900084922619939,0.0,0.21642444176204712,0.2132186928318222,0.3999416746449288,0.31561945351792586,0.8168812186707727,0.23029684566307734,0
0.8112211,0.0,1.9369152,0.0,0.0,0.0,0.0,2.1378872,0.0,0.601811,2.5388484,0.74737537,0.0,0.0,3.87934,1.9418315,0.0,0.0,0.0,1.1382256,0.6786726,0.38858303,0.0,0.0,0.004304016907215005,0.5915401867529334,0.07534684332222588,0.5740740740740741,0.4111522153864028,0.2047391088381721,0.41269841269841256,0.41379310344827586,0.4266666666666667,0.41238258615515844,0.7811389559161042,0.23805217703143158,0.10131242695817283,0.07476561157852933,0.004018020211859249,0.007119491441398698,0.4800565347962953,0.2369114680470445,0.03175313059033989,0.019422606946204686,0.4141763896814469,0.004018020211859247,0.08660631794553081,0.42707072884871683,0.9406365462148154,0.017378111112306714,0.07145365445203644,0.4999999986013861,0.9999999200634191,3.745936038489739e-10,1.7058105056980115e-05,0.00421099133082575,0.5909299918176781,0.9402868380295907,0.019122145550259657,0.07145951583864024,0.49999987991726635,0.9999999197436077,3.7509505680720815e-10,1.7262403679256314e-05,0.004109376748202879,0.4920018902500985,0.9400572828828099,0.01871076186366357,0.07146272028375816,0.4999998892618235,0.9999999186229429,3.779635151988152e-10,1.7677431235758057e-05,0.004057195175163593,0.4720464921892543,0.9394339023642241,0.019104166643627393,0.07146403000013667,0.07835761548106181,0.9999999072231386,4.362559738925267e-10,1.9907457222587026e-05,0.004173950122258045,0.5071090047393365,0.028372713854493265,0.029910472385542945,0.03493962508465669,0.3812678665361503,0.621689787040071,0.10627637470234094,0.10500713322071972,0.25145653263019496,0.20989528505560312,0.5420832444747911,0.022074336081720453,0
0.4028612,0.0,1.4281396,0.0,0.0,0.0,0.0,1.1805332,0.0,1.2347273,3.1679916,2.0137813,0.0,0.0,5.443111,2.3170419,0.0,0.0,0.0,0.89882016,0.7094085,0.0,0.0,0.4936782,0.006626496545111872,0.6672270119431866,0.029507333861997907,0.7160493827160493,0.6482183307196379,0.3408571053350411,0.6507936507936507,0.503448275862069,0.4711111111111111,0.6615058049874586,0.7897310040305716,0.36719054272019225,0.06731326193756251,0.15801181735447356,0.008410012001878558,0.03342305688531325,0.25325257906168236,0.2507989789149967,0.029516994633273702,0.03481077262539932,0.19667006145080912,0.008410012001878554,0.07266531931992806,0.45032680675591746,0.96167290541896,0.01483326697728471,0.04763225456895094,0.6666666640134521,0.9999999290976808,3.320200979235144e-10,1.5141068390373103e-05,0.002292460426346748,0.2730660223823673,0.9614034624293651,0.014688411467596215,0.04763730059864429,0.6666665462703617,0.9999999287042749,3.326367522643254e-10,1.5392532932271075e-05,0.002288357022640363,0.3416301430908203,0.961227305617931,0.0156917744337876,0.04763872852502038,0.6666665557910069,0.9999999273231723,3.3616451284008336e-10,1.5906844746334257e-05,0.0023504549322326002,0.22157162859530183,0.9606802306315463,0.016372077283680564,0.0476394397918207,0.1106830329780073,0.9999999087520334,4.355065425153996e-10,1.9356201611110655e-05,0.0026399016068778046,0.7725118483412322,0.029926118240688058,0.04032581642390961,0.03171579654559732,0.5731492986797734,0.7167377188864004,0.20957115855607028,0.2072317898378478,0.3928037492352009,0.20623201545338943,0.6500399320502704,0.03682838850295104,0
0.0,0.0025990803,0.0029081837,0.0027514235,0.0,0.0,0.0,0.0,0.0,0.0048031937,0.0,0.0007076729,0.0,0.0,0.0023568785,0.0015102099,0.0,0.0,0.0,0.0034663428,0.004255638,0.0,0.0,0.0,0.0034182666830119652,0.4801221279928397,0.04158424331881047,0.10493827160493818,0.16126067259104382,0.08526962713832834,0.15476190476190466,0.4068965517241379,0.09333333333333332,0.1500024399490495,0.7579965061142785,0.08617085216025122,0.14989091534372734,0.015281916090626048,0.00680106451444574,0.034192002564742446,0.25051897818529895,0.2876186872161828,0.024597495527728087,0.029528284121961436,0.20927624517553897,0.0068010645144457385,0.10536083140942326,0.41360806441015846,0.9406428646960643,0.005821398211614819,0.07145730176754087,0.5000000000670609,0.999999905944378,4.6531381121419566e-10,1.9011814999887027e-05,0.009295316603315274,0.5528089852721937,0.9402925009852859,0.006046809418794906,0.07146422032681018,0.49999988018506863,0.9999999055680782,4.659367151209298e-10,1.9239512560171725e-05,0.009382470365343721,0.4135775739096169,0.9400634801094038,0.006633072093767835,0.07146569772502985,0.4999998893334586,0.9999999042494725,4.694998660897116e-10,1.9702074331686428e-05,0.009401600270153174,0.3278163341376993,0.9394407418667119,0.007090935833223667,0.07146569436604706,0.07857559486447746,0.9999998886506363,5.566396142668035e-10,2.2475691360579335e-05,0.009514942288207798,0.13270142180094788,0.029245824886244363,0.020125150122524242,0.044204200868956246,0.13742117645233298,0.49200372106007867,0.019315249645868733,0.019009032560320847,0.06897024786781392,0.13688744781025375,0.5129358659236105,0.007516980037144507,0
0.0,0.3689152,0.0,0.0,0.0,0.0,0.0,1.7990096,0.7398644,1.2057817,3.3369555,3.2527385,0.0,0.0,7.8835387,0.8842884,0.0,0.0,0.0,0.7587508,0.043493953,0.07435645,0.0,2.1652188,0.004760457337895121,0.5995281058799452,0.03221174732230961,0.5864197530864196,0.4854320431107937,0.26246780906660977,0.45238095238095233,0.5172413793103448,0.3688888888888889,0.49201373459450315,0.839553520471418,0.29093164169475727,0.1135256908741209,0.10522299400280477,0.0036918822076498943,0.027031261914375087,0.279618421358144,0.37699016100178895,0.0165474060822898,0.018128475321105925,0.27431079564947636,0.0036918822076498926,0.06046692909571763,0.41739398390171834,0.9190672102404737,0.010453767768177073,0.09528412075621535,0.3999999998798227,0.9999998994700346,4.976806254815926e-10,2.0306745967897176e-05,0.006477912115212556,0.31056043595445215,0.9186523649163536,0.013151810485878922,0.09529227991113674,0.39999989207755293,0.9999998991611658,4.98192139206939e-10,2.0493525535135532e-05,0.005050551747320891,0.5257701796380526,0.9183804004601721,0.013861241421551568,0.09529587842726839,0.3999999003737587,0.9999998980800587,5.011178843416657e-10,2.087141714053127e-05,0.004609089799098098,0.4862115070145341,0.9177050193048283,0.014830473329919835,0.09529643586857556,0.0601720655946278,0.9999998879394593,5.553909294882487e-10,2.276648500091114e-05,0.004396144978971269,0.4312796208530806,0.044743206232084595,0.05206102556429894,0.046203027385079816,0.5015334622865918,0.7070998722101777,0.10514756634234512,0.10379318007495948,0.2494719674569071,0.2007852658011206,0.7498645558889858,0.02862235947489514,0
