0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0105616,0.17952465,0.0,0.0,0.0,0.0,0.0,0.08884908,0.8806006,1.0216931,1.5353667,0.2058802,0.0,1.5281979,0.8752556,0.2639749,0.0,0.0,0.0,0.38321617,0.0,0.0,0.36079657,0
0.0,1.677498,0.0,0.0,0.0,0.0,0.0,0.59532994,2.1949399,1.9060537,0.85958093,2.0792027,0.0,0.0,3.8401644,0.6111419,0.0,0.0,0.0,0.0,0.0,0.0,0.42238382,2.345862,0
0.0,1.8305922,0.38672206,0.17569679,0.0,0.0,0.0,1.3531498,0.65869665,1.2382561,3.389006,3.3198273,0.0,0.0,7.5583525,3.370822,0.0,0.0,0.0,0.95486695,1.8109541,0.0,0.0,1.6379898,0
0.0,0.93025744,0.46183583,0.17698184,0.0,0.0,0.0,0.0,0.0,0.3998118,1.8905709,2.5028,0.0,0.0,1.2324204,1.1286335,0.0,0.0,0.0,0.0,0.44923326,0.0,0.0,0.82608324,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51376754,0.0,0.57126,2.0792735,2.5284538,0.0,0.0,3.0663977,0.6259732,0.0,0.0,0.0,0.0,0.14916328,0.08150078,0.0045511173,1.3708292,0
3.2965338,0.0,0.14834575,4.6771727,3.1745696,0.0,0.0,1.4990591,0.0,0.0,0.024367979,0.0,0.0,0.0,5.4623046,0.0,7.210127,5.358449,0.0,2.3943655,0.0,0.0,0.0,0.0,0
0.8112211,0.0,1.9369152,0.0,0.0,0.0,0.0,2.1378872,0.0,0.601811,2.5388484,0.74737537,0.0,0.0,3.87934,1.9418315,0.0,0.0,0.0,1.1382256,0.6786726,0.38858303,0.0,0.0,0
0.4028612,0.0,1.4281396,0.0,0.0,0.0,0.0,1.1805332,0.0,1.2347273,3.1679916,2.0137813,0.0,0.0,5.443111,2.3170419,0.0,0.0,0.0,0.89882016,0.7094085,0.0,0.0,0.4936782,0
0.0,0.0025990803,0.0029081837,0.0027514235,0.0,0.0,0.0,0.0,0.0,0.0048031937,0.0,0.0007076729,0.0,0.0,0.0023568785,0.0015102099,0.0,0.0,0.0,0.0034663428,0.004255638,0.0,0.0,0.0,0
0.0,0.3689152,0.0,0.0,0.0,0.0,0.0,1.7990096,0.7398644,1.2057817,3.3369555,3.2527385,0.0,0.0,7.8835387,0.8842884,0.0,0.0,0.0,0.7587508,0.043493953,0.07435645,0.0,2.1652188,0
1.9053726,0.0,0.0,4.7984157,1.6215354,0.0,0.0,0.6384324,1.3858529,1.8747433,2.8050153,0.0,0.0,1.3156531,2.2561882,0.0,5.7214093,2.223016,0.0,1.4982786,0.0,0.0,0.0,0.0,0
0.0,1.3005139,0.0,0.0,0.0,0.0,0.0,0.009739618,0.2564958,1.1997904,3.031764,3.6898816,0.0,0.0,4.9176626,1.5178895,0.0,0.0,0.0,0.0,0.5000643,0.0,0.0,2.1856349,0
0.0,0.7804304,1.1005378,0.33829728,0.0,0.0,0.0,0.0,0.0,1.2078867,2.27708,1.619978,0.0,0.0,2.4500923,1.509481,0.0,0.0,0.0,0.63712025,0.5986568,0.0,0.0,1.0131897,0
0.0,0.08547137,0.17441389,0.0,0.0,0.0,0.0,0.8442293,0.0,0.0,0.7258635,0.124997616,0.0,0.0,1.3810934,0.0,0.0,0.17234835,0.0,0.015143289,0.0,0.534708,0.0,0.44988745,0
0.7874844,0.0,1.2383535,0.5174426,0.6765091,0.0,0.0,0.0,0.0,0.48411256,1.557937,1.3729578,0.15683447,0.0,1.5093988,1.3490658,0.0,0.0,0.0,0.97427785,0.9417738,0.0,0.0,0.0,0
0.018725215,1.5598736,1.1386446,0.49179256,0.0,0.0,0.0,0.0,0.0,0.6692685,3.1503818,3.196476,0.0,0.0,3.6104822,2.3492956,0.0,0.0,0.0,0.0,1.1454152,0.0,0.0,1.0181842,0
0.0,1.8843358,1.1542213,0.42329207,0.0,0.0,0.0,0.0,0.0,1.6863275,2.992282,3.4196403,0.0,0.0,3.1390855,1.5840964,0.0,0.0,0.0,0.0,0.9654941,0.0,0.23735948,1.4887071,0
2.846921,0.0,0.0,2.8930428,0.6809836,0.0,0.0,0.0,2.585479,2.6215658,1.5086602,0.0,0.0,1.7127017,2.138925,0.0,3.6706438,0.49187616,0.14606887,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.68037266,1.3315357,0.8713046,0.0,0.07585914,0.0,0.0,0.7280723,0.5778573,0.37471616,2.2507696,0.9691696,0.16195086,1.150198,0.6167332,0.0,0.30503199,0.0,0.0,0.0,0.051199604,0
0.0,0.38787156,0.0,0.16511934,0.0,0.0,0.0,0.0,0.0,0.004823227,0.0,0.077127546,0.0,0.0,1.112796,0.8274525,0.1638663,0.22054361,0.0,0.13672978,0.33030114,0.0,0.04058521,0.2164355,0
0.41324323,0.0,1.6628971,0.19229203,0.0,0.0,0.0,0.8738844,0.0,0.13900737,2.5174177,1.214709,0.0,0.0,3.332119,1.5423863,0.0,0.0,0.0,1.0213699,0.6676387,0.4188978,0.0,0.16532002,0
0.0,1.1496294,1.4781922,0.016320648,0.0,0.0,0.0,0.33198062,0.0,0.8944471,3.3603556,3.1504536,0.0,0.0,4.164317,2.3872612,0.0,0.0,0.0,0.15845302,1.27944,0.0,0.0,0.59282506,0
0.71424615,0.03885698,1.1454847,0.35046685,0.0,0.0,0.0,0.0,0.0,0.85712385,1.8321403,1.3249,0.0,0.0,2.0976806,1.6929926,0.0,0.0,0.0,0.88726467,0.83732665,0.0,0.0,0.0,0
0.1202067,0.057378735,0.5544176,0.0044614766,0.0,0.0,0.0,0.0,0.0,0.50199354,0.9313101,0.89058256,0.0,0.0,1.0612772,0.6802477,0.0,0.0,0.0,0.20741409,0.32930082,0.0,0.0,0.034867603,0
