0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,energy_N,entropy_N,kurtosis_N,mean_N,minimum_N,rootMeanSquare_N,skewness_N,sphericalDisproportion,sphericity,surfaceVolumeRatio,entropy0_N,homogeneity0_N,correlation0_N,shade0_N,promenance0_N,variance0_N,idm0_N,entropy135_N,correlation135_N,promenance135_N,variance135_N,entropy45_N,homogeneity45_N,correlation45_N,shade45_N,variance45_N,entropy90_N,inertia90_N,correlation90_N,shade90_N,variance90_N,idm90_N,sumvalues,sumsquares,amean,pvariance,skewness,scm,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008604703915171942,0.8640401595515693,0.02354150085394508,0.33732405955354205,0.13793103448275862,0.40790126208198907,0.8436208148795576,0.542870609227058,0.13494241949910554,0.3654670194688938,0.9406680636295053,0.07142656902349846,0.4999999998059338,0.9999996146504184,3.0505123376911165e-09,4.8678479183267376e-05,0.009132754446144574,0.9403172386714561,0.4999998801632055,3.05459599116886e-09,4.926148355185757e-05,0.9400878194402328,0.07143562602341702,0.49999988932911593,0.9999996077063229,5.04458419941625e-05,0.9394644684931197,0.02308480038219392,0.07840604615742892,0.9999995507830135,5.69781782931063e-05,0.008308583805419458,0.03673991475286069,0.04025707344984593,0.2583518033327511,0.25858921147665637,0.6701312609384498,0.07217494486986997,0
0.0,1.0105616,0.17952465,0.0,0.0,0.0,0.0,0.0,0.08884908,0.8806006,1.0216931,1.5353667,0.2058802,0.0,1.5281979,0.8752556,0.2639749,0.0,0.0,0.0,0.38321617,0.0,0.0,0.36079657,0.0009671957476483563,0.4155543373475302,0.025744878253933387,0.3108834949221976,0.5172413793103448,0.30094011360172335,0.7165361349491426,0.425659594411531,0.2838477389551867,0.39061384346414135,0.981899130604316,0.02381590528115185,0.9999999192721504,0.9999999993146929,7.523912551777863e-13,6.242043372701002e-07,0.0011907363517743856,0.9817336265513668,0.9999999871297163,7.545713884940957e-13,6.403541748384914e-07,0.9816251734518223,0.02381963785491517,0.9999999961030438,0.9999999992878909,6.73829518414004e-07,0.9812012934309833,0.0058954739436861145,0.18581194945376026,0.9999999988210935,1.0126955672819008e-06,0.0012544729329885115,0.010241062832763253,0.009315266904706061,0.3553461358141,0.011516476034227986,0.6746968253142229,0.001203650700453597,0
0.0,1.677498,0.0,0.0,0.0,0.0,0.0,0.59532994,2.1949399,1.9060537,0.85958093,2.0792027,0.0,0.0,3.8401644,0.6111419,0.0,0.0,0.0,0.0,0.0,0.0,0.42238382,2.345862,0.01810213952490552,0.4813990885965723,0.04717345488773461,0.5122932749559814,0.689655172413793,0.49902128711875526,0.6800486482846144,0.15344044251022476,0.17413110145668284,0.09167085206496821,0.7836152884093412,0.23818401522670596,0.1818181820204069,0.999994230249411,1.0558290992827529e-07,0.0003152974465066853,0.051995463270465975,0.782979653557527,0.18181812303526962,1.0561988705638221e-07,0.00031628608166510446,0.7825666570793736,0.2382198013303172,0.18181812750460197,0.9999942031090464,0.00031826841339998994,0.7817782095329454,0.0633533977769496,0.022407914943550874,0.9999940295871825,0.000327140483843864,0.05086670395717907,0.12389757850870463,0.13858514070069308,0.49624560160539366,0.08008814939090561,0.2664941644504279,0.057893938013578373,0
0.0,1.8305922,0.38672206,0.17569679,0.0,0.0,0.0,1.3531498,0.65869665,1.2382561,3.389006,3.3198273,0.0,0.0,7.5583525,3.370822,0.0,0.0,0.0,0.95486695,1.8109541,0.0,0.0,1.6379898,0.0026136849870565656,0.5426040909545501,0.0329058783104305,0.34429457978856837,0.3448275862068965,0.3441877795439603,0.7074732594710346,0.4220919806441713,0.31244409660107336,0.40615198535628455,0.9616679093036954,0.047642077474960604,0.6666666640792728,0.9999999853006437,4.07394231797899e-11,5.303734406277612e-06,0.004453930987013167,0.9613992391797906,0.6666665459868927,4.08150865745676e-11,5.391819391378398e-06,0.961222716196908,0.04764742340114879,0.6666665557338786,0.9999999849327558,5.571976639290727e-06,0.9606753421298236,0.00689187649916561,0.1109263660606104,0.9999999807648424,6.851437538463033e-06,0.00412189144295824,0.01729656037705361,0.01763968723968653,0.3921543778252631,0.05408368609412457,0.48592321181599823,0.00784794510058212,0
0.0,0.93025744,0.46183583,0.17698184,0.0,0.0,0.0,0.0,0.0,0.3998118,1.8905709,2.5028,0.0,0.0,1.2324204,1.1286335,0.0,0.0,0.0,0.0,0.44923326,0.0,0.0,0.82608324,0.0020622947724337464,0.6418934105080828,0.026879145848514613,0.17954571249986018,0.24137931034482757,0.1958472271939824,0.7580721007813681,0.3047022465436606,0.2537658562367865,0.24550858780158366,0.9616764965461774,0.047629762114053925,0.6666666607294071,0.9999999864414757,3.657915596718337e-11,5.025637694040392e-06,0.0030521865701977325,0.9614072879298775,0.6666665457236145,3.664709385523631e-11,5.109104034795928e-06,0.9612303177019151,0.047635895256510186,0.6666665556991296,0.9999999861021396,5.279814895952106e-06,0.9606825646238896,0.009487389038244828,0.11082312717951794,0.9999999823831044,6.462349477831806e-06,0.004007594936445545,0.01753826140917133,0.013537323896675264,0.157489674641478,0.08652976360934003,0.6574445499738915,0.016362879472356977,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51376754,0.0,0.57126,2.0792735,2.5284538,0.0,0.0,3.0663977,0.6259732,0.0,0.0,0.0,0.0,0.14916328,0.08150078,0.0045511173,1.3708292,0.0004889203514397123,0.4946100000385415,0.026775669107162385,0.06894021385675964,0.3172413793103448,0.07669029162941354,0.8761458497476344,0.1807667839806617,0.49485688729874777,0.19858900742253294,0.9406226087347477,0.0714680221435623,0.4999999977961887,0.9999999960900486,6.700822048274866e-12,2.2814693574350444e-06,0.0036726962281305097,0.9402730389788184,0.49999987958764314,6.709791803951509e-12,2.308793651101864e-06,0.940043827455844,0.07147714459035104,0.4999998891510952,0.9999999960195904,2.3643023140111682e-06,0.9394206080863464,0.003940268929160312,0.07854009452544462,0.999999995386487,2.688505072958952e-06,0.003280246463461577,0.01654973134522919,0.0103105489126479,0.10246739208716416,0.03833201675868314,0.7032371055096103,0.008215932650730179,0
3.2965338,0.0,0.14834575,4.6771727,3.1745696,0.0,0.0,1.4990591,0.0,0.0,0.024367979,0.0,0.0,0.0,5.4623046,0.0,7.210127,5.358449,0.0,2.3943655,0.0,0.0,0.0,0.0,0.07694974246490634,1.0,0.03771922817468403,0.4527813419083686,0.013793103448275862,0.4987286434421728,0.810827922919846,0.3334448095909409,0.03314664036246301,0.09528246309705776,0.8070896587383756,0.21398551551682776,0.20000000026256173,0.9996856894050591,2.1876837245119048e-05,0.004515787589346963,0.04776782073149583,0.8064668218011692,0.1999999361482296,2.1885733738572746e-05,0.004532228425292172,0.806059367001863,0.214016207125454,0.1999999409967956,0.9996839724224102,0.0045652190317135395,0.8052656110214457,0.2149431630307005,0.025479829851069478,0.9996722927281386,0.0047198497942694305,0.053611579064644824,0.16694887751596516,0.176789996279792,0.2900084922619939,0.21642444176204712,0.8168812186707727,0.23029684566307734,0
0.8112211,0.0,1.9369152,0.0,0.0,0.0,0.0,2.1378872,0.0,0.601811,2.5388484,0.74737537,0.0,0.0,3.87934,1.9418315,0.0,0.0,0.0,1.1382256,0.6786726,0.38858303,0.0,0.0,0.004304016907215005,0.5915401867529334,0.07534684332222588,0.4111522153864028,0.41379310344827586,0.41238258615515844,0.7811389559161042,0.4800565347962953,0.2369114680470445,0.4141763896814469,0.9406365462148154,0.07145365445203644,0.4999999986013861,0.9999999200634191,3.745936038489739e-10,1.7058105056980115e-05,0.00421099133082575,0.9402868380295907,0.49999987991726635,3.7509505680720815e-10,1.7262403679256314e-05,0.9400572828828099,0.07146272028375816,0.4999998892618235,0.9999999186229429,1.7677431235758057e-05,0.9394339023642241,0.019104166643627393,0.07835761548106181,0.9999999072231386,1.9907457222587026e-05,0.004173950122258045,0.028372713854493265,0.029910472385542945,0.3812678665361503,0.10627637470234094,0.5420832444747911,0.022074336081720453,0
0.4028612,0.0,1.4281396,0.0,0.0,0.0,0.0,1.1805332,0.0,1.2347273,3.1679916,2.0137813,0.0,0.0,5.443111,2.3170419,0.0,0.0,0.0,0.89882016,0.7094085,0.0,0.0,0.4936782,0.006626496545111872,0.6672270119431866,0.029507333861997907,0.6482183307196379,0.503448275862069,0.6615058049874586,0.7897310040305716,0.25325257906168236,0.2507989789149967,0.19667006145080912,0.96167290541896,0.04763225456895094,0.6666666640134521,0.9999999290976808,3.320200979235144e-10,1.5141068390373103e-05,0.002292460426346748,0.9614034624293651,0.6666665462703617,3.326367522643254e-10,1.5392532932271075e-05,0.961227305617931,0.04763872852502038,0.6666665557910069,0.9999999273231723,1.5906844746334257e-05,0.9606802306315463,0.016372077283680564,0.1106830329780073,0.9999999087520334,1.9356201611110655e-05,0.0026399016068778046,0.029926118240688058,0.04032581642390961,0.5731492986797734,0.20957115855607028,0.6500399320502704,0.03682838850295104,0
0.0,0.0025990803,0.0029081837,0.0027514235,0.0,0.0,0.0,0.0,0.0,0.0048031937,0.0,0.0007076729,0.0,0.0,0.0023568785,0.0015102099,0.0,0.0,0.0,0.0034663428,0.004255638,0.0,0.0,0.0,0.0034182666830119652,0.4801221279928397,0.04158424331881047,0.16126067259104382,0.4068965517241379,0.1500024399490495,0.7579965061142785,0.25051897818529895,0.2876186872161828,0.20927624517553897,0.9406428646960643,0.07145730176754087,0.5000000000670609,0.999999905944378,4.6531381121419566e-10,1.9011814999887027e-05,0.009295316603315274,0.9402925009852859,0.49999988018506863,4.659367151209298e-10,1.9239512560171725e-05,0.9400634801094038,0.07146569772502985,0.4999998893334586,0.9999999042494725,1.9702074331686428e-05,0.9394407418667119,0.007090935833223667,0.07857559486447746,0.9999998886506363,2.2475691360579335e-05,0.009514942288207798,0.029245824886244363,0.020125150122524242,0.13742117645233298,0.019315249645868733,0.5129358659236105,0.007516980037144507,0
