0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,class
0.0,0.0,0.0,5.2240562,0.0,0.0,0.95120126,2.3356185,0.0,15.326087,0.0,3.224055,2.845121,0.0,0.0,0.0,0.0,0.0,11.611364,4.8565054,28.33823,0.0,7.9793577,3.368596,0.0,0.0,0.0,0.8013791,1.7502775,13.9263115,0.0,0.0,16.286068,0.0,8.194989,21.794483,0.0,0.0,0.0,0.0,0.0,2.0540564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.974588,13.479747,3.2357857,5.134433,0.0,0.0,0.0,0.0,9.607354,0.0,0.0,6.7377653,0.0,10.090255,8.600098,0.0,11.997371,9.469991,0.0,0.0,0.0,9.623207,9.396022,18.39618,5.6680565,7.8186655,10.512978,0.0,0.0,1.9010382,0.0,0.0,0.0,9.641821,0.0,0.0,1.4820204,0.61962175,0.0,8.589745,4.412778,0.0,7.2582774,0.0,15.755287,0.0,9.915309,0.0,0.0,0.0,0.0,3.5240319,0.6049721,0.0,0.0,0.0,0.0,5.0007105,0.0,0.0,0.0,16.204283,9.497542,0.0,7.1432204,0.0,18.055244,0.0,0.0,0.0,8.460337,20.38762,0.0,0.0,0.0,8.173098,0.0,1.9098136,5.6228056,0
0.0,0.0,0.0,7.852292,0.3147728,13.032059,0.0,0.0,0.0,15.779571,5.608317,5.2655544,1.600564,0.0,0.0,0.0,0.0,0.0,2.623595,0.0,32.570408,0.0,16.211632,1.2307366,0.0,0.0,0.0,0.0,0.0,7.041348,0.0,0.0,0.25090942,0.0,0.0,9.043541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9924636,0.0,0.0,8.202686,0.0,12.546556,10.06255,0.0,1.286857,0.0,0.0,0.0,0.0,9.229093,0.0,0.0,0.7914668,0.0,7.3086405,7.581641,0.0,3.5679626,5.507877,0.0,0.0,0.0,6.474884,1.6709431,6.0583463,2.51349,5.159107,0.0,0.0,0.0,1.0456471,0.0,0.0,0.0,3.5030613,0.0,0.0,0.4316651,0.0,0.0,8.29188,7.3130455,0.0,4.7907653,0.0,14.173912,1.7983466,8.020774,0.0,0.0,8.225056,0.0,0.0,8.42572,0.0,0.0,0.0,2.359578,10.698797,0.0,0.0,0.0,18.533978,2.175718,1.1954501,6.257446,0.0,5.206755,0.0,0.0,0.0,0.0,23.41904,0.0,0.0,0.0,9.983498,0.0,8.582141,9.044496,0
0.0,0.0,0.0,17.282112,12.716272,9.379698,0.0,0.0,0.0,14.996029,0.0,4.5848193,13.799642,0.0,0.0,0.0,0.0,0.0,17.51297,4.1941648,54.103523,6.3187017,16.051144,0.0,0.0,0.6404282,0.0,4.350398,0.0,9.7741,0.0,0.0,16.0025,0.0,0.0,32.438477,0.0,0.0,0.0,0.0,0.0,0.0,13.758107,0.0,0.0,0.0,13.395704,0.0,0.0,5.6444526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.675238,0.0,0.0,0.0,18.758057,11.878334,0.0,0.0,8.274355,0.0,0.0,0.0,0.0,39.88419,0.0,16.12076,0.0,22.594736,0.0,0.0,0.0,4.1502304,0.0,0.0,0.0,8.410936,0.0,0.0,1.0920396,0.0,11.3131895,18.435968,2.559534,0.0,0.0,0.7784148,14.70813,18.248556,4.5646577,0.0,0.0,0.0,0.0,0.0,40.552456,0.0,0.0,5.224079,0.0,10.525169,0.0,0.0,0.0,57.489124,0.0,0.0,0.0,0.0,12.855029,0.0,0.0,0.0,0.6568616,24.93217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.1960013,0.51595205,0.0,0.92637324,0.0,13.243148,0.0,1.0816741,0.0,0.0,0.0,0.0,0.0,0.0,5.584214,2.9162297,24.5811,0.0,10.325517,0.0,0.0,0.0,0.0,3.3000543,2.0452056,7.9146996,0.0,0.0,0.0,0.0,0.744625,8.399006,0.0,0.0,0.0,0.35753357,0.0,6.355083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5420084,5.9622016,8.0753145,0.0,0.0,0.0,0.0,0.0,5.445202,0.0,0.0,0.0,0.0,8.079946,0.78288287,0.0,6.4526944,8.045581,0.0,0.0,0.0,14.751665,0.0,10.125529,0.0,3.8518703,0.6306859,0.0,0.0,9.0385475,0.0,0.0,0.0,10.245163,0.0,0.0,0.0,0.0,0.0,2.7937384,1.4134512,0.0,9.380571,0.0,10.219303,4.2665462,0.0,1.4987594,0.0,5.042487,0.0,0.0,11.450377,0.0,0.0,4.7500887,1.2101251,2.9756088,0.0,0.0,0.0,16.482075,0.076420315,0.0,2.8767395,0.0,13.207788,0.0,0.0,0.0,0.0,11.253508,0.0,0.0,0.0,1.184004,0.0,2.5822904,0.0,0
0.0,0.0,0.0,0.95481604,0.0,1.9854093,0.9308045,0.0,0.61826605,1.0479503,0.7761142,3.6659346,0.0,0.0,0.0,0.0,0.0,0.0,0.5250559,1.011837,7.347799,0.0,2.1548307,3.2339778,0.0,0.0,0.0,0.0,0.0,5.111903,0.0,0.0,3.3464122,7.655631,3.244418,2.9615529,0.0,1.5054591,0.0,1.4107553,0.0,2.9224238,0.0,0.0,0.0,1.3045472,0.0,3.4570796,0.0,4.6421914,6.2746987,0.0,1.7222772,1.9336368,0.0,0.0,0.0,0.0,0.0,0.0,5.098268,0.0,0.0,6.7677407,0.0,5.6990247,0.85797167,0.0,0.0,3.0728104,0.0,1.4262317,0.40991035,1.2006952,0.0,4.537912,0.0,0.0,0.0,0.0,0.0,0.0,3.955419,0.0,0.0,2.2846408,0.0,0.0,0.0,0.47298992,0.0,0.0,0.0,4.5284233,1.6288526,5.3935857,0.0,0.0,1.9341278,0.0,2.896285,0.0,0.0,0.2925737,0.0,0.46604928,2.651745,0.0,0.0,0.0,1.0121613,3.1734746,0.0,6.7953877,0.0,4.6190853,0.0,0.0,0.0,4.507692,4.2283163,1.8616949,2.499416,1.5978903,5.443948,0.0,3.4561186,5.6995063,0
0.0,0.0,0.0,0.9500875,0.0,1.8770636,0.0,0.1795352,0.0,6.4784603,2.295191,7.4767313,0.0,0.0,0.0,0.0,0.0,0.0,1.7535304,0.60531676,7.5954967,0.0,4.2178,1.1512878,0.0,0.0,0.0,1.3904394,0.018179765,5.934984,0.0,0.0,5.9932675,5.1308756,4.258139,5.554129,0.5268658,3.6637962,0.0,0.0,0.0,2.763024,0.0,0.0,0.0,0.0,1.5855693,0.15475482,0.0,5.526516,7.487342,0.0,4.672646,0.0,0.52213395,0.0,0.0,1.8509227,0.0,0.0,4.329403,0.0,0.0,5.230758,0.65049756,9.124171,3.9196975,0.0,0.0,0.8571905,1.3933206,5.9260287,2.9301822,0.7047189,3.2173803,4.122319,0.884867,0.0,0.0,0.0,0.0,0.0,7.0065928,0.0,0.0,2.675062,0.0,0.0,0.0,1.8553529,0.0,2.2270498,0.0,5.8950067,3.6651888,4.8760347,0.0,0.0,0.55383563,0.0,0.21676488,0.0,0.0,0.0,0.0,0.0,4.856763,0.0,0.0,0.0,2.792998,1.7658179,0.70973146,3.6480615,0.0,4.55337,0.0,0.0,0.0,6.083806,9.266516,0.0,3.9747074,3.9228287,6.189092,0.0,3.9339285,2.4794278,0
0.028315395,0.0,7.42569,25.574034,20.195635,12.894141,0.0,0.0,23.03505,42.718002,0.0,4.732415,7.5353284,0.0,0.0,29.502596,0.0,0.0,60.81459,2.713845,50.62968,13.778631,0.0,0.0,0.0,5.7954655,0.0,11.194082,0.0,30.371988,0.0,0.0,38.354015,0.0,0.0,51.931877,0.0,0.0,0.0,3.057198,0.0,0.0,2.3443298,0.0,0.0,0.0,0.0,0.0,3.664748,0.0,0.0,16.844707,0.0,0.0,0.0,0.0,0.0,3.8968458,0.0,0.0,0.0,0.0,46.189182,0.0,0.0,4.347641,0.0,6.400104,0.0,0.0,42.582916,0.85648227,40.78188,0.0,29.26614,39.73068,1.014928,0.0,9.560315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.136988,0.0,0.0,31.67405,21.760563,0.0,15.173295,0.0,0.0,1.198302,0.0,0.0,0.0,66.55696,0.0,0.0,0.0,0.0,0.0,0.0,15.454814,11.461131,99.03289,0.0,26.512203,0.0,0.0,0.0,0.0,18.136877,0.0,21.227749,23.371824,0.0,0.0,0.0,0.0,0.0,0.23641989,0.0,0
0.0,0.0,0.0,0.0,0.0,0.5146931,0.0,0.0,0.0,4.157802,2.7158926,8.287349,0.0,0.0,0.0,0.0,0.0,0.0,1.4674157,0.9713006,10.171666,0.0,7.2110353,3.6451592,0.0,0.0,0.0,0.0,0.0,3.1408794,0.0,0.0,4.622251,6.5216594,4.465247,9.493979,0.0,0.0,0.0,0.0,0.0,0.5966354,0.0,2.051586,0.09105865,1.3651875,0.0,6.3695498,0.0,8.566754,10.203448,0.723728,4.0438237,0.9235048,0.0,0.0,0.0,0.23692709,0.0,0.0,7.472581,0.0,4.191243,6.709182,0.47480476,7.6752386,4.184869,0.0,0.0,0.9761147,0.0,3.3290782,1.3189994,5.314375,0.0,5.1698637,0.0,0.0,0.0,0.0,0.0,0.0,3.8132944,0.0,0.0,1.1774493,0.0,0.0,0.72304565,4.0930767,0.0,0.41037297,0.0,9.06277,2.294438,5.766262,0.0,0.0,3.5100284,0.0,2.6369061,0.0,0.0,0.0,0.0,1.7699515,4.543327,0.0,0.0,0.0,1.7328137,6.079513,0.0,9.778108,0.0,7.1338086,0.0,0.0,0.0,3.9599519,7.8377085,0.0,4.31718,2.33114,10.74235,0.0,5.929936,7.2675467,0
0.0,0.0,0.0,2.188521,10.9809,0.8229131,0.0,0.0,0.0,18.01867,0.0,0.0,0.8836128,0.0,0.0,0.0,0.0,0.0,4.1993365,0.0,39.6437,0.0,14.380607,0.0,0.0,0.0,0.0,2.8890355,1.0046561,9.848182,0.0,0.0,7.0574026,0.0,0.0,11.827448,0.0,0.0,0.0,0.0,0.0,2.8801696,0.0,2.2362726,4.48326,0.0,0.0,0.0,0.0,7.434491,5.2996674,9.587576,0.62849194,0.0,0.0,0.0,0.4588144,13.382211,0.0,0.0,0.0,0.0,9.629339,3.57749,0.0,7.0487123,4.616294,0.0,0.0,0.0,13.0263405,0.0,13.25792,0.0,10.245729,0.0,0.0,0.0,6.355854,0.0,0.0,0.0,13.926924,0.0,0.0,0.0,0.0,0.0,3.2177477,0.0,0.0,6.460315,0.0,14.361776,9.527082,6.284936,0.0,0.0,0.0,0.0,0.0,17.006144,0.0,0.0,1.3546888,1.9564153,8.017045,0.0,0.0,0.0,25.47625,0.0,0.0,12.061183,0.0,19.482758,0.0,0.0,0.0,3.0999453,16.02135,0.0,0.0,0.0,5.1852207,0.0,0.42405632,6.0079846,0
0.0,0.0,0.0,0.0,0.0,0.7010769,0.0,2.4894993,0.0,10.50429,1.1605967,1.4486623,2.5900671,0.0,0.0,0.0,0.0,0.0,7.0594544,0.4509483,19.330883,0.0,5.5897875,2.4015305,0.0,0.0,0.0,0.0,2.1510832,4.732804,0.0,0.0,2.7039592,3.3550284,3.3535857,7.70244,0.0,0.0,0.0,4.211083,0.0,0.2773045,0.0,4.6997,5.953016,0.0,0.0,5.7494493,0.0,13.153568,12.117122,2.4051168,0.0,0.0,0.0,0.0,0.0,2.5741072,0.0,0.0,7.5280957,0.0,4.276572,11.377237,0.0,3.0479622,4.477892,0.0,0.0,0.0,6.374203,0.0,7.3389726,8.978848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.353889,0.0,0.0,5.074819,7.712123,0.0,6.332906,0.0,13.77669,0.0,2.6284719,0.0,0.0,5.610861,0.0,0.0,2.2891488,1.7910739,0.0,0.0,1.0562881,2.2905996,0.0,0.0,0.0,4.9175096,2.961262,0.0,6.6014752,0.0,7.3194036,0.0,0.0,0.0,4.7678623,9.796096,0.0,0.0,0.0,5.585451,0.0,3.8066683,8.606974,0
