0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,idm135_N,differenceends,class
0.4940898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47491577,0.0,0.0,0.0,0.0,0.0,2.9296918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.189989,0.0,0.0,0.0,3.2017596,0.0,0.0,0.0,5.181594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7766566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005808248783367974,0.35545023696682465,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1010294,0.0,0.0,0.0,0.0,0.0,5.5870433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4824762,0.0,0.0,0.0,0.8849477,0.0,0.0,0.0,1.3901423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.529425,0.0,0.0,0.0,0.0,0.0,4.6791706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9145413,0.004312994004776332,0.2511848341232228,0
1.366637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53298527,0.0,0.0,0.0,0.0,0.0,5.4694653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4016383,0.0,0.0,0.0,0.95088613,0.0,0.0,0.0,4.757502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.487096,4.732022,0.0,0.0,0.0,0.0,0.0,0.53487945,4.6756024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3998537,0.0,0.0,0.0,0.0,0.0,5.641234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5211852,0.0,0.0,0.0,0.0,0.0,0.0,1.378993,0.003993252498337411,0.2369668246445498,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.323542,0.0,0.0,0.0,0.0,0.0,3.792295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0886252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.158352,1.0116085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.261579,0.0,0.0,0.0,0.0,0.0,1.552226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0698225,0.004023961778316034,0.26066350710900477,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.393811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3189707,0.0,0.0,0.0,0.6135082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9221034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.668614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9161162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026755463550257362,0.990521327014218,0
0.0,0.0,0.66258174,0.0,0.0,0.0,0.0,0.0,0.4299603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5390031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23268203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42494473,4.2498274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010120092495777663,0.28436018957345977,0
0.79501706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6506443,0.0,0.0,0.0,0.0,0.0,1.5022272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8749652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.826629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.400368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066436287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4967536,0.016521664482382084,0.26066350710900477,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31105596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.115873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.788045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.163574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04394194120636239,0.9146919431279622,0
3.2638721,0.0,0.0,0.0,0.0,0.0,0.0,1.1796442,0.0,0.0,1.56095,0.0,0.0,0.0,0.8313359,0.0,3.6294503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.447414,0.0,0.0,0.0,0.0,1.355887,0.0,0.0,5.1156874,0.0,0.0,0.0,0.7889952,0.0,0.0,0.0,0.0,0.0,4.738042,4.521951,0.0,0.0,0.0,0.6160558,0.0,0.0,2.1541526,0.0,0.0,0.0,0.0,0.0,0.0,0.6617781,0.0,0.0,0.0,7.4102335,0.0,0.0,0.0,0.0,0.0,4.756079,0.0,0.0,0.0,0.0,0.0,0.0,0.04529386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.588258,0.0,0.0,0.0,0.0,0.0,0.0,1.4007375,0.0010069620733941715,0.4454976303317536,0
0.9928798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8728449,0.0,0.0,0.0,0.0,0.0,0.40819496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.390698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.414036,0.0,0.0,0.0,0.11812473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.337017,0.0,0.0,0.0,0.0,0.0,2.1631513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4775095,0.004560256860520459,0.3364928909952607,0
