0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,idm135_N,differenceends,class
0.2353263,0.0,0.0,0.0,0.5012201,0.62646574,0.32829353,0.33075404,0.49796692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35957783,0.5293068,0.0,0.0,0.58433986,0.09380623711324582,0.2796208530805687,0
0.0,3.5503473,0.0,0.22422045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2468543,0.0,0.0,3.6700313,0.0,5.4972563,0.0,0.0,2.0159774,6.4676776,0.002288357022640363,0.7725118483412322,0
0.0,0.0004807328,0.0,0.00041896588,0.0,0.0,0.0,0.0,0.001459274,0.0,0.0,0.0,0.0,0.0,0.0038203036,0.0,0.0,0.0,0.0,0.0016328837,0.0,0.00077634666,0.00035685376,0.0036699737,0.11793770999169513,0.36492890995260663,0
0.0,0.117186256,0.42200515,0.26035437,0.57289493,0.0,0.0,0.47540733,0.0,0.0,0.13604599,0.0,0.0,0.265494,0.6644573,0.022327036,0.3774915,0.20738967,0.0,0.4245598,0.0,0.0,0.11698085,0.27503106,0.006574711939743205,0.13744075829383887,0
0.06320068,0.0,0.0,0.0,0.14086635,0.17302617,0.088681206,0.08992978,0.14102574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10224988,0.14534983,0.0,0.0,0.16689414,0.014110898532511677,0.37914691943127965,0
0.0,0.9933551,0.0,2.718678,3.3070881,0.0,0.0,1.1281517,0.0,0.0,0.0,0.0,0.0,0.0,5.2919827,0.0,0.40645173,1.0885214,0.0,6.3391323,0.0,1.7158465,1.3191763,6.57371,0.001068710223706306,0.7962085308056873,0
0.0,4.5192924,0.0,0.0,0.0,0.0,0.0,1.0045993,0.0,0.0,0.0,0.0,0.0,0.0,5.9815664,0.0,0.0,3.093134,0.0,4.2605734,0.0,0.0,0.53548956,7.231133,0.0020216056668543115,0.6303317535545024,0
0.0,2.0089495,0.0,1.1295433,0.7357744,0.0,0.0,0.413112,0.0,0.0,0.0,0.0,0.0,0.0,3.6478806,0.0,0.0,0.51198256,0.0,3.021941,0.0,1.0742874,0.76771325,4.0163856,0.0013189979327787441,0.04265402843601898,0
0.0,3.4665043,0.098135754,1.213567,1.2203568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9299316,0.0,0.0,0.048208818,0.0,4.8143153,0.0,1.3708409,1.0526268,5.7531886,0.0012675733339139825,0.15639810426540288,0
0.0,1.813611,0.0,1.9812201,1.4765983,0.0,0.0,1.008811,0.0,0.0,0.0,0.0,0.0,0.0,4.689769,0.0,0.38926294,0.73616016,0.0,5.1698947,0.0,2.000955,0.9533052,4.997232,0.001244793309998809,0.061611374407582936,0
