0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,energy0_N,energy45_N,energy90_N,energy135_N,entropy0_N,entropy45_N,entropy90_N,entropy135_N,inertia0_N,inertia45_N,inertia90_N,inertia135_N,homogeneity0_N,homogeneity45_N,homogeneity90_N,homogeneity135_N,correlation0_N,correlation45_N,correlation90_N,correlation135_N,shade0_N,shade45_N,shade90_N,shade135_N,promenance0_N,promenance45_N,promenance90_N,promenance135_N,variance0_N,variance45_N,variance90_N,variance135_N,idm0_N,idm45_N,idm90_N,idm135_N,class
0.0,0.0,2.0209098,0.0,0.0,2.1305077,8.047594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9147928,0.0,0.0,0.0,0.0,0.0,0.0,0.004008044,0.0,0.0,0.0,0.0,0.0,0.0,2.5561194,0.0,0.0,0.0,0.0,3.2306175,0.0,1.2972463,0.0,1.9218674,0.0,0.0,0.23140119,0.0,1.8178564,0.0,0.0,0.0,0.0,0.0,2.817036,0.0,0.0,0.0,0.0,2.502778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2660584,0.0,5.461294,0.0,1.4230196,0.0,2.358433,0.0,0.0,0.7665168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9373126,1.5645684,0.0,2.375775,0.0,0.0,0.0,0.0,0.0,0.4647183659111684,0.327960767606872,0.3813766473525899,0.422329093601669,0.9819031341483717,0.981629664679582,0.9812063767117768,0.9817382240728536,0.002442619952008436,0.00336351740746412,0.003573115046342119,0.0035427189300704276,0.023819707707805098,0.023821831047052124,0.02382190089909052,0.02382080390361483,0.9999999944444377,0.999999999077373,0.18581194960300632,0.9999999972050407,0.9999999931659562,0.9999999928986792,0.9999999882401764,0.9999999931068655,1.6149797591006547e-11,1.6464231896753346e-11,2.9937002320287484e-11,1.6196596117464567e-11,2.891934590867273e-06,3.1218479418509073e-06,4.704038455285127e-06,2.966756863755604e-06,0.003672222178444883,0.0035472212099817,0.0036804172015485748,0.003477911515798925,0
0.0,2.1670408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.660749,0.0,0.0,2.0784438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.300147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.461481,0.0,0.0,0.0,0.0,0.0,3.1306548,6.3272676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4458926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16855653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2681727,0.8466602509684694,0.6587721078198949,0.5752873481633813,0.8934463318967008,0.875014758264056,0.8741557736272978,0.8734129792045972,0.874495685656862,0.0545877137292458,0.056809165193424,0.057483912135209946,0.05701785587251903,0.14280595555969808,0.14282259051704246,0.14282777362524482,0.14281794555507585,0.2857142860629668,0.28571420669499203,0.040174663257552826,0.28571420020565425,0.999978631038692,0.9999784377922012,0.9999768768509179,0.9999785880536128,6.169928890693643e-07,6.197819072007641e-07,6.701616760701794e-07,6.174080016402058e-07,0.0007400936314299241,0.0007535261257055922,0.0008015508729840393,0.0007445507340175394,0.02902018382169271,0.028641663653073437,0.031045270422247122,0.028763951509702866,0
0.0,0.0,0.0,0.0,0.0,0.0,4.3459706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2238948,0.0,0.0,0.0,0.0,0.0,3.3968656,2.0717108,2.9553683,0.0,0.0,0.0,0.0,0.0,0.0,1.9187313,1.6242971,0.0,0.0,0.0,0.0,2.5169065,0.0,0.0,2.8085878,0.0,2.2535527,0.0,0.0,5.5656657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5827746,0.0,3.7450056,0.0,1.7409205,0.0,0.43731493,0.0,0.049730577,0.9317835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16233024,1.0934563,0.0,1.3399564,0.0,0.0,0.0,0.0,0.0,0.3110169933156896,0.28533743025444624,0.34192217305296085,0.4115655069422197,0.8748744373055994,0.874022192930036,0.8732814599156845,0.8743592161284381,0.011072493086417095,0.014266673162854796,0.015209239007224748,0.01317493063953902,0.14292323073690902,0.14294026482364267,0.1429407152342165,0.1429358603905732,0.2857142859835609,0.285714206682149,0.04011501637262716,0.2857142001710601,0.9999995351375123,0.9999995309336123,0.9999995017923065,0.9999995342024135,3.7468670195866395e-09,3.763804085543383e-09,4.017433965536782e-09,3.749387864703091e-09,5.767408666315898e-05,5.8720855212690155e-05,6.206686392662924e-05,5.802142005247987e-05,0.01317612985641886,0.011919156528677947,0.011905690747130012,0.012583144560524588,0
0.0,0.0,0.0,0.0,0.0,0.0,4.3991218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6198685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2079823,0.0,0.0,0.0,0.0,0.0,0.47272485,0.0,0.0,0.0,0.4296857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1649714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.462594,0.0,3.5772738,0.0,3.0266118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1480649,3.2649472,0.0,0.09945136,0.0,0.0,0.0,0.0,0.0,0.4261702946051685,0.20734273060832964,0.2867772848635989,0.2001792556467959,0.9616950620741688,0.9612478400905419,0.9606999038697556,0.9614248473805935,0.024318595116912183,0.023983114550997397,0.023456930748363566,0.024279718289820017,0.04759955536547921,0.047607263297624436,0.04761091104941549,0.04760502024887694,0.6666666633736092,0.666666555889184,0.1102144197004114,0.6666665464356613,0.9999998836787354,0.9999998807674998,0.999999854975324,0.999999883033316,6.424351004923884e-10,6.504542913872451e-10,8.071262627035e-10,6.436283230351957e-10,2.1061484344483114e-05,2.2126692560154304e-05,2.638027826374409e-05,2.1411276024733136e-05,0.003184978331604149,0.003421811294057373,0.003892459124612217,0.0032829634709496693,0
0.0,0.0,1.2538875,0.0,0.0,0.9560332,2.5727453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4779844,0.0,0.0,2.3967206,0.0,0.0,0.0,0.023409355,0.0,0.0,0.0,0.0,0.0,2.4402695,1.7871549,0.0,0.0,0.0,0.0,4.311689,1.2298868,2.077268,0.0,2.1741374,0.0,0.0,2.537914,0.0,1.6951662,0.24383827,0.0,0.0,0.0,0.0,1.9757173,0.0,0.0,2.333618,0.0,0.3973831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9828196,0.0,5.2904005,0.0,0.0,0.0,2.9438527,0.0,0.0,2.664758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032797,0.0,0.0,3.7656069,0.0,0.0,0.0,0.0,0.0,0.4712796942287461,0.46155638515407965,0.4147138303900834,0.4787020423180765,1.0,1.0,0.9999995337920407,1.0,0.0,0.0,3.64942112439771e-05,0.0,0.0,0.0,3.111770218878346e-07,0.0,0.0,0.0,0.9999999783498872,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,5.0493774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6891537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0616727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.338121,0.0,0.0,1.696433,2.6057224,0.0,0.0,0.0,0.0,0.0,3.443435,0.0,0.0,0.0,0.0,0.0,0.0,1.2185004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3190668,3.1727772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8058333,0.0,0.0,1.321182,0.0,0.0,0.0,0.0,0.0,0.0,0.7191906,0.22786956374578002,0.4969384616896794,0.5128786197457358,0.5613580888064036,0.8971817909206619,0.8964015244750012,0.8956863940688854,0.8967098436973501,0.060602799866570536,0.06234426548992859,0.0625798310870962,0.061343103080315854,0.119047359218051,0.11906064177217761,0.11906490230136671,0.11905832376702118,0.33333333354399847,0.33333324482374244,0.04829450996870675,0.33333323753786037,0.9999965310256078,0.9999964927452569,0.9999962719242467,0.999996522514243,5.515461874047364e-08,5.5458761739113744e-08,5.9040842345486483e-08,5.519988409358494e-08,0.0002181826950836612,0.00022301899288147553,0.0002367249026560643,0.0002197853531793183,0.011935231742925831,0.012972702629855025,0.013776297749530687,0.012511845778957698,0
0.0,1.5044798,0.0,0.0,0.0,0.0,2.1490498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.233777,0.0,0.0,0.0,0.0,0.0,2.272019,4.2517447,3.3851485,0.0,0.0,0.0,0.0,0.116815254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7697726,0.0,0.0,0.39157462,0.0,4.7711105,0.0,0.0,2.5161233,0.0,0.0,0.0,0.39524195,0.0,0.0,0.0,0.0,6.638939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09013957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4486554,0.0,0.0,2.49628,0.0,0.0,0.0,0.0,3.183461,0.4194755506257497,0.4483344403924384,0.3893928689928065,0.5680136720459699,0.9406408746258119,0.9400615388680835,0.9394385720173128,0.9402910921174157,0.012175438218931918,0.01409266812366886,0.01469444945164683,0.014272248701714448,0.07145257697649399,0.07146183135488891,0.07146241559527532,0.0714586255803619,0.4999999997208062,0.4999998893133978,0.07869606089746256,0.4999998800974453,0.99999985254064,0.9999998498833864,0.9999998234904731,0.9999998519506818,8.474798689046536e-10,8.551039591452317e-10,1.0290597590165668e-09,8.486143634300196e-10,2.5657557005416554e-05,2.658910233137995e-05,3.055184599592708e-05,2.59648481539722e-05,0.00788170595468199,0.007569973635385347,0.007823516686862944,0.00782166211397025,0
0.0,0.0,0.0,0.0,0.0,0.0,7.349875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.190167,0.9278512,1.7869762,0.0,0.0,0.0,0.0,0.0,0.0,3.882213,0.0,0.0,0.0,0.0,0.0,5.1034746,0.0,0.0,1.1446493,0.0,3.4477122,0.0,0.0,3.0850065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.906362,0.0,3.9118147,0.0,2.3345647,0.0,3.652312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6687037,0.7574199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38194403644097225,0.3271502096473803,0.42305073435594204,0.20970901047901663,0.9190883066089425,0.9184001862149832,0.9177254880295455,0.9186716932342143,0.007656053285700451,0.00947631443406601,0.01060156836637534,0.007699011168812692,0.09527057370051303,0.09528289004360042,0.09528267284212014,0.09528083201138134,0.40000000033461747,0.39999990041434097,0.060350379249894406,0.39999989221203025,0.9999996659603612,0.999999661341764,0.9999996199731509,0.9999996649340525,2.467671590709328e-09,2.484714754669404e-09,2.8306659631894177e-09,2.4702079002970985e-09,4.5217719184250745e-05,4.6475091805528076e-05,5.13789726404777e-05,4.563362774486163e-05,0.011551438179459125,0.010398617229047719,0.010388182657418286,0.01134080942029807,0
0.66954494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1720104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109740935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0744934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.564245,0.0,0.0,0.0,0.0,0.0,1.8117491,10.040054,0.0,0.0,0.0,0.0,3.2483056,0.0,0.0,0.0,9.952889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0266876,0.0,0.0,0.0,0.0,0.0,0.0,7.440013,0.33702813613964483,0.36260410402709514,0.4530615076246097,0.3180042453133426,0.9406934180152791,0.9401121705499133,0.9394890620531359,0.9403426257581082,0.03391152765971183,0.03518381892339602,0.0358577743175859,0.03549299281496763,0.07141653955182982,0.07142374501856909,0.07142572154126278,0.07142075083878192,0.5000000003051116,0.49999988937674816,0.07854279020911052,0.4999998802904176,0.9999973044883419,0.9999972559145176,0.9999968184044322,0.9999972937040438,4.0808867802256574e-08,4.117599354362991e-08,4.862090948437542e-08,4.0863498616343994e-08,0.00017804422225194217,0.00018450845002211972,0.00021010184850224286,0.0001801765936065185,0.01621548031272904,0.015015294347392264,0.015081774659648151,0.015230417931293939,0
0.0,2.238979,0.0,0.0,0.0,0.0,1.8552228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.764064,0.0,0.0,0.0,0.0,0.0,2.8749127,1.8280846,2.8710246,0.0,0.0,0.0,0.0,3.0243585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9261434,0.0,0.0,3.5084295,0.0,0.0,1.7289487,0.81443983,0.0,0.0,0.0,0.0,2.5216968,0.0,0.22346711,0.0,0.0,0.0,0.0,0.79470825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169998,1.533092,0.0,4.828355,0.0,0.0,0.0,0.0,0.0,0.2557388509792295,0.3167600926236085,0.33981227646339335,0.38191549362623545,0.8296072872426269,0.8286407884227953,0.8278670758456754,0.8290223236294796,0.02034799263985882,0.026603630441137574,0.030136477291200583,0.023354912143416093,0.19057972352800076,0.1906020055054745,0.19060091855213998,0.1905974807256234,0.22222222241002929,0.22222215767747316,0.029252111067184863,0.22222215235724385,0.999999418025713,0.9999994143066375,0.9999993878867471,0.9999994171979915,4.994698180991979e-09,5.0106586285852325e-09,5.258342629202771e-09,4.997073864137834e-09,6.781071835765986e-05,6.867941666943112e-05,7.14861410566166e-05,6.809946940353534e-05,0.010633825969844588,0.009798661410994551,0.009682209851284467,0.010161599638313408,0
