0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,idm135_N,differenceends,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9326081,0.09380623711324582,0.2796208530805687,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.086795,10.533677,5.97924,0.0,0.0,0.0,4.838527,0.0,0.0,5.538005,0.0,0.0,0.044213418,0.0,0.0,0.0,0.0,0.0,0.0,0.11763087,0.0,0.0,0.0,3.2570572,0.0,0.0,0.0,0.0,3.9335325,0.0,0.0,0.0,0.0,0.0,5.8632016,0.0,0.0,4.427033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514604,0.0,4.9612684,0.0,4.7482886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4171059,0.0,0.0,0.0,1.1817682,0.0,0.0,0.57949275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.639912,0.002288357022640363,0.7725118483412322,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11793770999169513,0.36492890995260663,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5658646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5696278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3899161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006574711939743205,0.13744075829383887,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8243453,0.014110898532511677,0.37914691943127965,0
0.0,2.0247388,0.0,0.0,1.9459629,1.7293438,0.0,0.0,0.0,2.4162426,1.462113,9.133101,6.520473,0.4055247,0.0,0.0,1.7064317,0.0,0.0,7.0745625,0.0,0.0,3.4967606,0.0,0.0,0.0,0.0,0.0,0.0,4.0352235,0.0,0.0,0.0,3.6603224,0.0,0.0,0.0,0.0,5.599247,0.0,0.0,0.0,0.0,0.0,5.3583145,0.0,0.0,9.86798,0.0,0.0,0.0,2.306309,0.0,0.0,0.0,0.0,0.0,3.8417954,0.0,0.63685185,0.0,5.5000286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2519386,0.0,0.0,2.973425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.394584,0.001068710223706306,0.7962085308056873,0
0.0,0.0,0.0,0.0,0.39243993,0.0,0.0,0.0,0.0,0.0,0.0,11.415977,10.187939,0.0,0.0,0.0,2.690742,0.0,0.0,5.296652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.425819,0.0,0.0,0.0,0.0,7.490207,0.0,0.0,0.0,0.0,0.0,4.2476845,0.0,0.0,0.0,0.0,0.0,0.0,1.6655724,0.0,0.0,0.0,0.0,0.0,5.365181,0.0,4.3666406,0.0,3.5217805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.149745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.133495,0.0020216056668543115,0.6303317535545024,0
0.0,0.0,0.0,0.0,0.6499432,1.5411041,0.0,0.0,0.1309213,0.0,0.4896897,6.1407695,6.023811,0.0,0.0,0.0,0.66700274,0.0,0.0,3.4436698,0.0,0.0,2.568884,0.0,0.0,0.0,0.0,0.0,0.0,1.6161152,0.0,0.0,0.0,3.0040154,0.0,0.0,0.0,0.0,6.4151673,0.0,0.0,0.0,0.0,0.081483565,0.93599236,0.0,0.0,2.8020458,0.0,0.0,0.0,2.1969035,0.0,0.0,0.0,0.0,0.0,2.3442469,0.0,2.6688323,0.0,2.033795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7183962,0.0,0.0,1.9785801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4301105,0.0013189979327787441,0.04265402843601898,0
0.0,0.0,0.0,0.0,1.2672862,2.3740327,0.0,0.0,0.0,0.0,4.224498,6.913219,7.301554,0.0,0.0,0.0,1.9037553,0.0,0.0,5.309544,0.0,0.0,2.372451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.432583,0.0,0.0,0.0,0.0,6.9248705,0.0,0.0,0.0,0.0,0.0,3.0366828,0.0,0.0,5.305373,0.0,0.0,0.0,1.8459094,0.0,0.0,0.0,0.0,0.0,3.9305997,0.0,2.4790823,0.0,3.8456368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3883553,0.0,0.0,2.265863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8956103,0.0012675733339139825,0.15639810426540288,0
0.0,1.0675925,0.0,0.0,0.48231193,1.7320582,0.0,0.0,0.10294633,0.56742465,0.9750709,8.9045725,5.181875,0.0,0.0,0.0,0.0,0.0,0.0,5.012146,0.0,0.0,3.230723,0.0,0.0,0.0,0.0,0.0,0.0,2.5204427,0.0,0.0,0.0,4.0439835,0.0,0.0,0.0,0.0,5.537343,0.0,0.0,0.0,0.0,0.0,3.6974952,0.0,0.0,6.680173,0.0,0.0,0.0,1.7175716,0.0,0.0,0.0,0.0,0.0,5.5120974,0.0,1.2430443,0.0,2.6691952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7786974,0.0,0.0,2.2648787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22464,0.001244793309998809,0.061611374407582936,0
