0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.511055,0.0,0.0,0.37627262,5.7230854,0.0,0.0,0.0,0.0,0.0,0.105942465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91530836,0.0,0.0,0.0,4.428139,0.0,0.0,0.5883023,0.0,0.0,0.0,0.0,8.335899,0.0,0.0,0.78012836,0.0,3.6668413,0.0,0.0,0.0,5.5596757,0.0,0.0,0.0,0.0,2.190187,2.6879027,0.0,0.8273985,0.0,3.911026,0.0,0.0,4.2201595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8882847,0.0,0.0,0.0,6.779212,1.2781672,0.0,0.0,6.4643064,0.0,0
0.0,0.0,0.0,0.0,13.900848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3743782,0.0,0.0,0.0,7.1600986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.404635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.417883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36326328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.135743,17.188923,4.8875866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.829172,0.0,0.0,0.0,0.0,0.0,2.0044494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1593313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1620636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29499,0.0,12.122841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.033521052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5184896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3024242,0.0,0.0,0.0,0.0,0.0,3.446351,0.0,0.0,0.0,0.0,0.0,0.32937926,0.0,1.2470263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31288916,0.0,0.30401307,0.0,0.0,0.0,0.0,0.0,3.8756258,0.0,1.1844547,0.0,0.0,0.0,0.0,0.0,0.4083271,0.0,0.0,0.35087368,0.0,0.0,1.9974921,0.16544475,0.0,0.0,0.0,0.0,2.2927287,0.0,0.0,1.2139325,0.0,0.0,0.3968515,0.0,0.0,0.0,0.0,3.0441887,0.0,4.723948,0.0,0.0,0.0,4.5798144,0.0,0.0,0.0,4.2755427,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2099895,0.0,0.0,0.20433256,0.99624914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5539565,0.0,0.0,1.260284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3093888,0.0,6.3452888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7263747,0.0,0.0,3.7203696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.611219,0.0,0.0,0.0,2.711014,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7654948,0.0,0.0,0.5015881,2.8792071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64835584,0.0,0.0,1.1458118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0094686,0.0,1.4387614,0.0,0.0,0.0,2.7043629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2281296,0.0,0.0,0.0,0.8215687,0.0,0.0,0.0,4.7063737,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30187783,0.0,0.0,0.0,2.9784265,0.0,0.0,0.0,0.0,0.0,1.464912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.717445,0.0,0.0,3.1132495,0.0,0.0,0.0,0.0,5.1413608,2.4416234,0.0,3.968521,0.0,0.9942557,0.0,0.0,0.0,6.858965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1505562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9057399,0.0,0.0,0.0,7.537482,0.0,0.0,0.0,4.786988,0.0,0
0.0,0.0,0.0,0.0,22.096863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04302073,0.0,0.0,0.0,4.7448726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.802333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.259582,2.8066797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.366424,0.0,0.0,0.0,3.5735238,0.0,0.0,0.0,15.292564,7.676069,8.392744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0940983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3778238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.2578096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012974394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82864624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.821848,0.0,0.0,0.0,0.0,0.94150805,0.0,0.0,0.0,0.0,0.0,1.7505906,0.0,6.2295275,0.0,0.0,0.0,4.100852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6737234,0.0,0.0,0.0,0.0,0.0,0.08138357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09547884,0.0,0.0,0.0,0.5219591,0.0,0.0,0.0,0.0,0.0,0
0.0,2.946909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75831056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012899203,0.0,1.0156858,0.0,0.0,0.0,0.0,0.0,0.0,1.8137467,2.3827238,0.0,0.0,1.5665287,0.0,1.4482765,0.0,0.0,7.1838074,1.0696992,0.0,2.242739,0.0,7.2506804,0.0,0.0,0.0,3.8039234,0.0,0.0,0.0,0.0,0.0,0.0,2.2666075,0.0,2.6509557,7.1557007,0.0,0.0,1.2530987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55667317,0.0,0.0,0.0,0.0,5.404799,0.0,0.0,0.0,2.5790467,0.0,0
