0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,idm135_N,differenceends,class
0.0,2.2425117,0.0,0.0,0.0,0.0,0.9894016,0.0,0.0,1.9431107,1.9196773,0.0,0.0,1.0656104,0.0,0.0,0.0,0.0,1.8550638,0.0,1.8359791,0.0,0.0,0.0,0.005808248783367974,0.35545023696682465,0
0.0,1.3083149,0.0,0.0,0.0,0.0,0.82267815,0.0,0.0,1.275042,1.7525208,0.0,0.0,1.3516614,0.0,0.0,0.0,0.0,2.871685,0.0,1.3337133,0.0,0.0,0.0,0.004312994004776332,0.2511848341232228,0
0.0,2.9230518,0.0,0.0,0.0,0.5255543,2.066644,0.0,0.0,3.18126,4.831897,0.0,0.0,0.66700643,0.0,0.0,0.47964978,0.0,3.124929,0.0,3.7880552,0.0,0.0,0.0,0.003993252498337411,0.2369668246445498,0
0.0,1.708095,0.0,0.0,0.0,0.0,0.35854438,0.0,0.0,1.5957904,1.9290386,0.0,0.0,0.9182903,0.0,0.0,0.5198609,0.0,3.3695152,0.0,1.7110002,0.0,0.0,0.0,0.004023961778316034,0.26066350710900477,0
0.66519827,1.3819242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73879397,0.6886236,0.0,0.0,1.4927306,0.0,0.0,0.3451351,0.0,4.4765472,0.0,0.68417656,0.0,0.0,0.0,0.0026755463550257362,0.990521327014218,0
0.6519999,0.7499557,0.0,0.061077476,0.0,0.0,0.0,0.0,0.0,0.7083158,0.0,0.0,0.0,0.6234326,0.0,0.52487457,0.19634116,0.0,2.6163476,0.0,0.8323697,0.0,0.0,0.0,0.010120092495777663,0.28436018957345977,0
0.94032806,0.5115948,0.0,0.0,0.0,0.0,0.18232818,0.0,0.0,0.3704823,0.0033832693,0.0,0.0,0.29233193,0.0,0.07066065,0.0,0.0,1.9126737,0.0,1.2616768,0.0,0.0,0.0,0.016521664482382084,0.26066350710900477,0
0.31141427,0.54065686,0.0,0.9879225,0.0,0.0,1.5978463,0.0,0.0,0.77056754,0.14278404,0.0,1.0011542,1.4773,1.0909506,0.0,0.0,0.0,2.610184,0.0,0.35283744,0.0,0.0,0.0,0.04394194120636239,0.9146919431279622,0
0.0,2.741589,0.0,0.0,0.0,0.0,2.6270077,0.0,0.0,2.881805,4.828476,0.0,0.0,1.1584632,0.0,0.0,0.23399425,0.0,4.11755,0.0,4.6007795,0.0,0.0,0.0,0.0010069620733941715,0.4454976303317536,0
1.2929891,0.52292067,0.0,0.0,0.0,0.0,1.0710881,0.0,0.0,0.62694913,0.36021334,0.0,0.0,0.74026847,0.0,0.0,0.0,0.0,2.6835485,0.0,1.1460186,0.0,0.0,0.0,0.004560256860520459,0.3364928909952607,0
0.0,5.690894,0.0,0.0,0.0,0.0,4.337884,0.0,0.0,4.0167546,7.5189447,0.0,0.00886385,2.7513041,0.091072395,0.0,0.21086895,0.0,5.969703,0.0,7.170301,0.0,0.0,0.0,0.0014463235387729885,0.8530805687203792,0
0.0,2.6456032,0.0,0.0,0.0,0.0,3.1069977,0.0,0.0,2.4182973,4.3973646,0.0,0.82602036,1.932476,0.41367108,0.0,0.14515512,0.0,3.1674705,0.0,3.4484878,0.0,0.0,0.0,0.006931146434249272,0.6066350710900474,0
0.0,2.5375543,0.0,0.0,0.0,0.0,3.4312344,0.0,0.0,1.5470816,3.5049973,0.0,0.004704339,2.6241198,0.0,0.0,0.0,0.0,4.3327484,0.0,3.1318028,0.0,0.0,0.0,0.0007256167205150705,0.1279620853080569,0
0.7441311,0.32917038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08098689,0.0,0.0,0.0,0.06755753,0.0,0.26037225,0.0,0.0,0.97287685,0.0,0.67955697,0.0,0.0,0.0,0.04787326607412005,0.21800947867298578,0
0.0,2.643925,0.0,0.0,0.0,0.0,2.017708,0.0,0.0,2.004414,2.809064,0.0,0.0,1.5705758,0.0,0.0,0.060926504,0.0,2.3851418,0.0,2.6948307,0.0,0.0,0.0,0.0026992996876576865,0.10900473933649288,0
0.0,5.3865433,0.0,0.0,0.0,0.0,4.477853,0.0,0.0,3.8910918,6.7482805,0.0,0.5304701,3.4669442,1.0054921,0.0,0.2943804,0.0,4.8634176,0.0,5.7792645,0.0,0.0,0.0,0.002137173190383768,0.5165876777251185,0
0.29336345,0.97511053,0.0,0.0,0.0,0.0,1.0162815,0.0,0.0,1.1000743,1.0439836,0.0,0.0,1.3789371,0.0,0.0,0.0,0.0,2.546531,0.0,2.0734708,0.0,0.0,0.0,0.005365453424574151,0.48815165876777256,0
0.0,2.0209544,0.0,0.0,0.0,0.0,1.9699105,0.0,0.0,3.061557,2.9429135,0.0,0.0,1.6715151,0.0,0.0,0.4037968,0.0,4.4838395,0.0,3.4576614,0.0,0.0,0.0,0.003326699102964476,0.29383886255924174,0
0.0,4.53698,0.0,0.0,0.0,0.0,2.07716,0.0,0.0,3.276602,5.809478,0.0,1.202494,2.8146992,0.44859117,0.0,0.2561093,0.0,4.3344717,0.0,3.999191,0.0,0.0,0.0,0.006838246628277705,0.3507109004739336,0
0.0,0.9371186,0.0,0.0,0.0,0.0,1.572406,0.0,0.0,1.9439838,2.189278,0.0,0.0,1.4963381,0.0,0.0,0.5701009,0.0,5.007781,0.0,2.2060902,0.0,0.0,0.0,0.0032952412472814765,0.13270142180094788,0
0.0,2.5538054,0.0,0.0,0.0,0.0,1.4965591,0.0,0.0,0.9864514,2.8615806,0.0,0.0,2.1719794,0.0,0.0,0.0,0.0,4.04643,0.0,1.9909719,0.0,0.0,0.0,0.0029323433540281853,0.08056872037914695,0
0.0,0.0,0.0,0.0,0.0,1.292044,2.9394288,0.0,0.0,4.158932,2.4018176,0.0,0.47051653,1.1564225,0.0,0.0,0.6711081,0.0,4.4392495,0.0,4.7746363,0.0,0.0,0.0,0.004661179152003282,0.33175355450236965,0
0.0,0.7176562,0.0,0.0,0.0,0.0,0.40397444,0.0,0.0,0.5832644,0.66552335,0.0,0.23747846,1.0023522,0.0,0.0,0.0,0.0,1.8714182,0.0,0.7344544,0.0,0.0,0.0,0.03335717088991516,0.2748815165876778,0
0.0,0.5276851,0.0,0.0,0.0,0.0,4.1638784,0.0,0.0,3.3807242,1.874712,0.0,0.8216894,2.4108675,0.0,0.0,0.2016295,0.0,2.7256107,0.0,3.389461,0.0,0.0,0.0,0.00200533249029379,0.14218009478672985,0
0.0,3.3629317,0.0,0.0,0.0,0.0,1.3964043,0.0,0.0,1.8565983,2.970222,0.0,0.0,1.2445388,0.0,0.0,0.0,0.0,2.445939,0.0,2.877986,0.0,0.0,0.0,0.010179600878093005,0.8341232227488152,0
0.0,2.2619498,0.0,0.0,0.0,0.0,0.5919153,0.0,0.0,1.719296,1.2435182,0.0,0.035080086,2.1702242,0.0,0.0,0.06479388,0.0,3.0597124,0.0,1.5218189,0.0,0.0,0.0,0.01743462359913403,0.5781990521327014,0
0.84037197,0.47121242,0.0,0.41159284,0.0,0.0,0.0,0.0,0.0,0.34714177,0.0,0.0,0.0,0.77519983,0.0,0.29943237,0.0,0.0,2.2754822,0.0,0.43050238,0.0,0.0,0.0,0.12803848089327377,0.6635071090047394,0
0.0,4.0510488,0.0,0.0,0.0,0.0,2.539916,0.0,0.0,3.4011266,4.29483,0.0,0.0,2.7239146,0.0,0.0,0.10035745,0.0,4.9042807,0.0,4.1792345,0.0,0.0,0.0,0.004571158812966386,0.3270142180094787,0
0.0,1.2712203,0.0,0.0,0.0,0.0,0.78237295,0.0,0.0,1.4327177,1.0400579,0.0,0.0,0.8353474,0.0,0.0,0.0,0.0,1.795151,0.0,1.4796454,0.0,0.0,0.0,0.0059028417598655635,0.2369668246445498,0
0.0,1.2679907,0.0,0.0,0.0,0.0,3.4656594,0.0,0.0,2.8309848,2.9360414,0.0,0.0,0.98631644,0.0,0.0,0.0,0.0,3.3406868,0.0,3.7878885,0.0,0.0,0.0,0.0013038218874350286,0.2654028436018957,0
0.0,3.449261,0.0,0.0,0.0,0.0,0.7830829,0.0,0.0,2.050988,3.0901356,0.0,0.0,2.3539546,0.0,0.0,0.06833463,0.0,3.9126954,0.0,2.6716247,0.0,0.0,0.0,0.003508907751316353,0.8815165876777252,0
